year,trois_DET yeux_NOUN,trois_DET vieux_NOUN
1898,9.053367666655987e-08,3.3950129374460403e-09
1899,9.949641111006713e-08,6.080336234504102e-09
1900,7.111743072218957e-08,2.07642125715779e-09
1901,8.49488341891913e-08,6.706486699314951e-09
1902,9.722362009911834e-08,8.838511256215043e-09
1903,1.1988488779479667e-07,4.3201759947208984e-09
1904,1.0319280363546568e-07,5.374625189347171e-10
1905,1.0785986082062493e-07,6.192911072844254e-09
1906,7.716276628766394e-08,5.144184633820714e-09
1907,6.068555080673832e-08,5.142843484406967e-09
1908,5.107844458507316e-08,1.1787334219803824e-08
1909,6.766209936781564e-08,1.1552065692921332e-08
1910,4.649411167179096e-08,1.389479176161501e-08
1911,5.799207669632267e-08,6.384448969498635e-09
1912,9.116487242888383e-08,1.5628263683176158e-09
1913,5.302989691813309e-08,4.7726907426159926e-09
1914,5.893134513712539e-08,8.705766774141921e-09
1915,4.2410743361642744e-08,9.424609537234119e-09
1916,5.7134801778602196e-08,1.0987462051303964e-09
1917,4.1672411299487067e-08,1.096642476827725e-08
1918,8.155327435588333e-08,1.033773866510046e-08
1919,4.235610262526279e-08,4.603924352863942e-09
1920,8.329454770361622e-08,1.0601124422748853e-08
1921,6.209653236055601e-08,2.196096815509918e-08
1922,7.525494538640487e-08,1.1804696498085576e-08
1923,4.352538596208433e-08,6.369568872344189e-09
1924,5.1566498626698376e-08,9.024137104240992e-09
1925,6.488924952918751e-08,7.698724768800957e-09
1926,9.808601930672012e-08,8.916910765321973e-09
1927,8.696395203955376e-08,1.7838759802657478e-08
1928,7.198406271058388e-08,1.4853853702589959e-08
1929,5.01318300205611e-08,2.1166772334879624e-08
1930,4.516549678701409e-08,5.2518016602221e-09
1931,1.0150767337790967e-07,7.983749661377715e-09
1932,7.781270738860258e-08,6.575722188983946e-09
1933,4.3588517684156614e-08,9.176529758292418e-09
1934,4.193553060360955e-08,1.0783422155213884e-08
1935,4.547948151412129e-08,8.377798899061872e-09
1936,6.062357016389797e-08,1.091224310911798e-08
1937,4.406891207509034e-08,7.554670666820584e-09
1938,1.2446605524019105e-07,9.075650453382877e-09
1939,5.6587985852729616e-08,9.176430282309411e-09
1940,5.0715659227762444e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,1.4757512989405086e-08
1942,4.2478965012193726e-08,6.068423541449874e-09
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,7.069009200222354e-08,1.927911696952833e-08
1945,9.803267886354661e-08,1.3071024262956144e-08
1946,7.79581839083221e-08,1.3921104269343232e-08
1947,6.914105199484766e-08,4.7683483828109274e-09
1948,6.523132767277673e-08,1.9569398546082084e-08
1949,4.712163892417465e-08,5.890204768377316e-09
1950,6.912984962248458e-08,9.571825110299415e-09
1951,7.78282311930667e-08,6.396841278899501e-09
1952,5.272401781830638e-08,8.435843135146115e-09
1953,4.7404840164411155e-08,9.69644453618912e-09
1954,5.863521534976712e-08,8.795282724349818e-09
1955,3.941955295516664e-08,9.385607846468247e-10
1956,5.05826207586324e-08,8.721141808720745e-09
1957,7.774833293838768e-08,7.951533653738352e-09
1958,3.3088973339090444e-08,1.3235589513271862e-08
1959,4.107896245386655e-08,4.650448914844674e-09
1960,5.6058749753340464e-08,8.305000243069571e-09
1961,4.863711566827078e-08,4.168895617606694e-09
1962,3.1709782577493684e-08,7.610347740882872e-09
1963,5.43148490628198e-08,9.052474325699222e-09
1964,2.6161064425878067e-08,4.867174663303331e-09
1965,5.143720827049947e-08,6.019247600352884e-09
1966,5.871419106462383e-08,3.323444963676536e-09
1967,5.2261556859889424e-08,1.2818872130448966e-08
1968,3.638046830456432e-08,1.0779397763283072e-08
1969,4.9050982775522556e-08,6.812636649256021e-09
1970,4.184839710874577e-08,7.3579600190498695e-09
1971,4.316254043068568e-08,1.0276794748520501e-08
1972,5.7970657940664694e-08,3.5911026929902334e-09
1973,3.638714418663369e-08,1.2129048210240967e-08
1974,3.544110260822464e-08,2.2502286700643026e-09
1975,4.1693804408993174e-08,3.998036124386317e-09
1976,5.313579964916215e-08,7.427584769459372e-09
1977,6.17062094754317e-08,1.469195431980097e-08
1978,5.8217794141057766e-08,1.128712368014817e-08
1979,4.7986181250792015e-08,9.948354584565777e-09
1980,5.344041487109763e-08,9.096241204709088e-09
1981,6.135782992799932e-08,8.223214276181778e-09
1982,1.030445382355083e-07,4.345251602977385e-09
1983,3.2839641672666176e-08,5.052252838311233e-09
1984,3.1314647153113384e-08,5.219107646059484e-09
1985,4.3913573222198465e-08,6.617113856854928e-09
1986,3.296967077126567e-08,7.792830991615318e-09
1987,3.360949141217873e-08,5.499735167280306e-09
1988,2.6984492806914062e-08,5.396898261622596e-09
1989,2.9635860432364325e-08,1.2073868571604862e-08
1990,3.05124451260852e-08,8.717841171179685e-09
1991,3.985796181993351e-08,7.033758409047408e-09
1992,2.9202704032726956e-08,9.366905195928865e-09
1993,3.711268847794713e-08,8.862732159276021e-09
1994,2.6374632144943178e-08,5.274926662135471e-09
1995,3.958389216407454e-08,5.964695737326053e-09
1996,4.911044904076789e-08,1.0676183936908501e-08
1997,5.753873311142854e-08,6.233362825902589e-09
1998,3.909866108653404e-08,9.536258560594035e-09
1999,4.021777011420369e-08,5.484241422104574e-09
2000,4.0204085394179856e-08,8.394259842781082e-09
2001,3.2859090004500047e-08,9.638665504629884e-09
2002,3.066855125410939e-08,7.886198583051396e-09
2003,2.9168461090911535e-08,1.0833999475323708e-08
2004,3.4797851933277e-08,9.250061883125937e-09
2005,2.8823997633153908e-08,1.2610499089404925e-08
2006,3.9531742102028034e-08,7.000412916013943e-09
2007,3.7947554432093966e-08,6.391167151065247e-09
2008,5.06635322028437e-08,7.663391338175174e-09
2009,4.958920318820503e-08,1.0013204043701762e-08
2010,4.7237929123866707e-08,1.6533275637442557e-08
2011,4.7417253901116396e-08,1.1471915639660324e-08
2012,7.114888056491964e-08,1.2936160476151315e-08
2013,7.16805113043506e-08,1.17143248989926e-08
2014,7.081005981568467e-08,1.3858849137737828e-08
2015,5.319781037904647e-08,1.2856137626693354e-08
2016,9.30031680557164e-08,1.3463710146766061e-08
2017,7.370740862100433e-08,1.2578056485246236e-08
2018,8.209064339403938e-08,1.8070267504555204e-08
2019,8.826417641216722e-08,7.39786470971282e-09
