year,plusieurs_DET ânes_NOUN,plusieurs_DET vannes_NOUN
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,8.528632911009026e-09
1806,2.881669125542885e-09,8.645007376628655e-09
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,1.3554183553310395e-08
1810,9.360507036149102e-09,2.3401267590372754e-09
1811,0.0,2.5070768572277302e-08
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,6.293354282149721e-09,9.440030979135372e-09
1815,1.888056444521169e-08,0.0
1816,1.622322720606917e-08,1.3905623319487859e-08
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,1.5526575580793178e-08
1820,3.678609239443631e-08,0.0
1821,9.861488292628451e-09,0.0
1822,9.023054303725075e-09,2.0051231786055723e-09
1823,5.929612356680991e-09,1.9765373782121287e-09
1824,8.421112696055388e-09,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,6.420610709767516e-09,1.8344602503717056e-09
1829,1.714635211591542e-09,5.143905745796928e-09
1830,2.400472176589119e-08,0.0
1831,1.5591206103948707e-09,4.677361609140007e-09
1832,1.3529969367098715e-09,1.488296597074168e-08
1833,1.390035431203529e-08,1.1583628500844156e-09
1834,5.600718555598405e-09,0.0
1835,7.563087933704082e-10,0.0
1836,5.376600054063374e-09,6.048674894287842e-09
1837,7.653680356156656e-09,3.478945576063097e-09
1838,9.468243078458727e-09,1.2624323808552163e-09
1839,0.0,2.0974426639952526e-09
1840,7.0066574764382494e-09,3.1848443882154243e-09
1841,7.704658244733764e-09,6.420548537278137e-09
1842,3.3541325272778977e-09,3.3541325272778977e-09
1843,2.3627644285539873e-09,1.3585895075607368e-08
1844,6.037417288329294e-09,4.9397050894128824e-09
1845,5.580227946389016e-10,1.674068439427856e-09
1846,6.439951238945696e-09,2.3418005312692003e-09
1847,0.0,2.1572894581822766e-09
1848,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,9.217356655710773e-09
1850,2.0366988096043315e-09,6.1100964288129944e-09
1851,0.0,2.579775504329973e-09
1852,1.3021090872200602e-09,1.9531636308300904e-09
1853,1.1943863675867306e-09,6.569124799682413e-09
1854,4.676098175337984e-09,0.0
1855,4.2455496895854594e-09,2.1227748447927297e-09
1856,1.0354378687793542e-08,8.801221973442352e-09
1857,5.857811125054013e-09,3.4170564155999728e-09
1858,1.468102750479261e-09,4.893676130990343e-09
1859,2.5460866748261424e-09,9.165912473463322e-09
1860,4.119465657481669e-09,9.154367819341758e-10
1861,7.073945429425521e-09,3.772770984511453e-09
1862,9.035972525772706e-10,4.066187830886747e-09
1863,4.994620828036034e-10,5.9935452156878455e-09
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,2.8241067262513297e-09,5.177528628053096e-09
1866,1.9462451650298362e-09,0.0
1867,4.85281148598915e-10,3.396968040192405e-09
1868,4.44588676984381e-09,2.4699371437009177e-09
1869,3.906815315701806e-09,6.8369265804335555e-09
1870,1.1468097582678638e-09,5.160643912205387e-09
1871,1.0621177271019633e-09,1.274541272522356e-08
1872,3.628403577593531e-09,2.4189357183956872e-09
1873,5.986004469882289e-10,5.986004469882289e-10
1874,8.364453130127458e-09,2.3898436563030145e-09
1875,3.432916173551348e-09,3.432916173551348e-09
1876,0.0,7.859819461941697e-09
1877,5.566334504436554e-09,2.4739263970730008e-09
1878,3.0195443923020093e-09,1.0266450800600069e-08
1879,6.10932526790009e-10,6.10932526790009e-10
1880,4.492492600149944e-09,7.701415505323439e-09
1881,2.7890030285249168e-09,1.3945015142624584e-09
1882,6.655385131892899e-10,3.3276925659464496e-09
1883,3.159669414998234e-09,6.319338941018771e-10
1884,0.0,3.9610181801208455e-09
1885,7.090199094506033e-09,1.933690763067375e-09
1886,1.936039106809062e-09,0.0
1887,3.9173548849191775e-09,1.9586774424595887e-09
1888,5.706553452000662e-09,3.804368819970705e-09
1889,6.265136742733546e-10,3.132568426877924e-09
1890,2.6217545912032847e-09,1.9663159989136147e-09
1891,0.0,3.1871101313640793e-09
1892,8.775916882086676e-09,6.268512375839919e-09
1893,2.463366621796581e-09,1.847525021858587e-09
1894,6.301539290376468e-10,6.301539290376468e-10
1895,2.4074457982692365e-09,1.2037228991346183e-09
1896,3.5382172747233653e-09,5.89702897624278e-10
1897,2.330685422435863e-09,2.9133566670225264e-09
1898,1.6975064687230201e-09,2.8291773368493978e-09
1899,0.0,1.6582735185011188e-09
1900,1.5573159428683425e-09,0.0
1901,1.117747761014698e-08,5.588738916095792e-10
1902,1.4730852093691738e-09,7.856454153909453e-09
1903,0.0,5.400220270956879e-10
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,5.160758931310738e-09
1906,3.600929110447737e-09,3.0865106026567446e-09
1907,5.142843373384665e-10,2.057137349353866e-09
1908,4.911389073214423e-10,3.929111258571538e-09
1909,1.6502950672681038e-09,1.1001967115120692e-09
1910,5.344150677544235e-10,4.809735720812114e-09
1911,5.320374141248863e-10,2.6601871816467337e-09
1912,1.0418842455450772e-09,1.0418842455450772e-09
1913,2.121195885607108e-09,3.181793939432964e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,0.0,0.0
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,0.0
1918,3.44591288836682e-09,0.0
1919,6.445493971884986e-09,5.524709134618888e-09
1920,1.514446346106979e-09,7.572231730534895e-10
1921,7.572747429129834e-10,2.2718242842501013e-09
1922,5.164555005876537e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,6.689535148041159e-09,0.0
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,0.0,3.342121912552898e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,4.787313656606784e-09
1936,3.6374143697059935e-09,0.0
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,0.0,1.5294050470515685e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,0.0
1949,0.0,2.945102384188658e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,6.326882129314981e-09
1953,2.1547654771580937e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,0.0,2.815682353940474e-09
1956,2.616342476002842e-09,4.360570571293465e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,3.100299128533379e-09,7.750747821333448e-10
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,6.948159270159238e-10,3.47407969059077e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,5.1728425987107585e-09,3.2330267352165265e-09
1964,6.083968329129164e-10,1.8251904432275978e-09
1965,1.0944086747954884e-09,6.0192477668863376e-09
1966,0.0,7.200797291773142e-09
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,3.1439910674890825e-09,4.940557296606585e-09
1969,1.3625273131978588e-09,2.2708788183223305e-09
1970,1.8394900047624674e-09,3.6789800095249348e-09
1971,0.0,2.569198631618974e-09
1972,3.0780880067027283e-09,1.128632298730281e-08
1973,2.7566018911961976e-09,4.9618833486420044e-09
1974,5.06301445213353e-09,3.3753431161187564e-09
1975,2.8557400888473694e-09,0.0
1976,2.856763492431469e-09,2.856763492431469e-09
1977,0.0,5.876781838942691e-10
1978,2.970295565063452e-09,4.752473081737207e-09
1979,3.511183899185255e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,0.0,1.2651099057237047e-09
1982,3.1037510339615437e-09,5.586751949948621e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,2.8995041922996734e-09,3.479405208395292e-09
1985,4.210890747202711e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,3.6664902225425067e-09,4.888653482026939e-09
1988,0.0,1.798966087207532e-09
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,5.44865097484859e-10,4.358920779878872e-09
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,1.1078414852150331e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,0.0
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,6.4057104065540216e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,4.768129224785866e-10,9.536258449571733e-10
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,2.2090157481002848e-09,1.7672125984802278e-09
2001,4.381211837767296e-09,4.3812117822561447e-10
2002,8.76244299341522e-10,4.38122149670761e-10
2003,4.583615098585625e-09,2.5001538617175356e-09
2004,5.285749615779878e-09,2.642874807889939e-09
2005,3.1526248278623825e-09,4.5037495954858286e-10
2006,4.117889806920516e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,7.988958938831558e-10
2008,2.128719839289417e-09,1.7029758714315335e-09
2009,3.814554005998616e-09,0.0
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,7.265546830836911e-09,1.1471915639660324e-09
2012,8.510632198976964e-09,2.0425516833455504e-09
2013,3.904775169871755e-09,8.367375126105969e-10
2014,3.897801192920269e-09,8.661780737106994e-10
2015,5.984753762011685e-09,6.649726325136385e-10
2016,3.728412079073706e-09,1.86420612280358e-09
2017,3.773417134311785e-09,1.0062445321423752e-09
2018,3.0977600484760615e-09,1.290733298020541e-09
2019,2.2958890344426663e-09,5.1019755087367e-10
