year,deux_DET oeufs_NOUN,deux_DET voeux_NOUN
1878,1.8117265465633636e-09,6.039088673581716e-10
1879,9.163987568783227e-09,1.221865053580018e-09
1880,6.417846032391594e-09,1.9253538763308597e-09
1881,8.367009307619355e-09,6.972507571312292e-10
1882,3.9932310791357395e-09,0.0
1883,7.583206618200222e-09,0.0
1884,5.281357573494461e-09,0.0
1885,1.0957580676151935e-08,1.9336907075562237e-09
1886,7.744156427236248e-09,0.0
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,7.60873763994141e-09,1.268122939990235e-09
1889,8.14467782106476e-09,1.2530273485467092e-09
1890,1.245333464128251e-08,1.9663159989136147e-09
1891,5.099376032546843e-09,6.374220040683554e-10
1892,1.002961980134387e-08,1.2537024751679837e-09
1893,2.0938616618337846e-08,6.158416554491453e-10
1894,1.1972924207626079e-08,0.0
1895,7.22233739480771e-09,1.2037228991346183e-09
1896,6.486731873867058e-09,2.358811590497112e-09
1897,7.574727511894253e-09,1.1653427112179315e-09
1898,7.921696743018458e-09,1.6975064687230201e-09
1899,1.3818945987509323e-08,2.7637891975018647e-09
1900,1.3496738171525635e-08,2.595526460424935e-09
1901,6.14761275219422e-09,2.7943695135590474e-09
1902,1.276673833316977e-08,1.9641135384773634e-09
1903,7.560308379339631e-09,2.1600881083827517e-09
1904,5.374625189347171e-09,0.0
1905,1.8062656703676794e-08,5.160759042333041e-10
1906,7.201858387428928e-09,2.0576738091193647e-09
1907,1.3371392937333582e-08,1.028568674676933e-09
1908,1.3260750053589732e-08,2.4556945366072114e-09
1909,1.3202360427122528e-08,2.750491778780173e-09
1910,1.0153886287334046e-08,1.068830135508847e-09
1911,2.3409646110472693e-08,4.788336727123976e-09
1912,1.458637982620914e-08,4.167536982180309e-09
1913,1.007568034561146e-08,2.6514948014977335e-09
1914,1.3393487763302403e-08,1.3393487430235496e-09
1915,3.534228543156104e-08,1.1780761921542648e-09
1916,4.394984820521586e-09,2.197492410260793e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,1.1486376294556067e-08,2.2972752589112133e-09
1919,1.012863304339362e-08,1.8415696745321952e-09
1920,8.329454903588385e-09,1.514446346106979e-09
1921,1.287367074054302e-08,1.5145494858259667e-09
1922,1.4018077698629838e-08,2.2133805899215986e-09
1923,2.5478275045287546e-08,2.1231896241147297e-09
1924,2.7072411756812187e-08,2.578324886925998e-09
1925,2.0896537389347714e-08,2.1996355847875293e-09
1926,3.1209186346359274e-08,4.458455382660986e-09
1927,2.3413372574054847e-08,2.2298449753321847e-09
1928,1.3711249802206282e-08,3.4278122562625413e-09
1929,2.2280812750352652e-08,6.684243825105796e-09
1930,2.100720719599991e-08,2.100720708497761e-09
1931,1.9389106320488736e-08,5.7026783295555106e-09
1932,1.7535258800549514e-08,2.1919073223131136e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,1.0783422155213884e-08,5.990790086229936e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,8.487299751891442e-09,6.0623572828433225e-09
1937,1.3850230295986421e-08,7.554670666820584e-09
1938,1.555825723809079e-08,7.779128452511941e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,8.854507793643052e-09
1942,9.102635312174812e-09,3.034211770724937e-09
1943,1.161294105322952e-08,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,0.0
1947,1.1920871401116528e-08,3.5762612871081956e-09
1948,3.479004129225416e-08,4.348755133776194e-09
1949,1.7670614971265763e-08,1.9634016634739737e-09
1950,1.3825970146541522e-08,1.0635361480382244e-09
1951,2.8785785421980847e-08,9.595261474260042e-09
1952,2.9525451195056007e-08,8.435843135146115e-09
1953,2.2625037843226892e-08,2.1547654771580937e-09
1954,2.1499579672124014e-08,2.9317608341017376e-09
1955,1.407841221379158e-08,7.508486277174597e-09
1956,2.8779767902165077e-08,5.232684729961079e-09
1957,2.650511243817988e-08,3.5340151360863103e-09
1958,2.2335057803246627e-08,7.445018934681968e-09
1959,1.4726421193600459e-08,3.100299128533379e-09
1960,2.0762499552962055e-08,3.4604166754270693e-09
1961,1.8760030306985698e-08,6.948159270159238e-10
1962,1.7123282014530616e-08,1.2683912808952869e-09
1963,1.6165133009948818e-08,2.5864212993553792e-09
1964,1.3384730435106462e-08,2.4335873316516654e-09
1965,8.755269675919664e-09,1.0944086747954884e-09
1966,1.1632056873267516e-08,1.6617224263271169e-09
1967,1.5284040255636455e-08,1.9721342336964653e-09
1968,1.1228539820162808e-08,3.1439910674890825e-09
1969,8.175164045720607e-09,2.2708788738334817e-09
1970,1.9314645188783786e-08,1.8394900047624674e-09
1971,1.2332154297745035e-08,4.110718099248345e-09
1972,2.0520588228656322e-08,2.0520587451500205e-09
1973,1.8744892527067236e-08,2.2052815684681093e-09
1974,1.63141580800108e-08,1.6876715580593782e-09
1975,2.056132863970106e-08,5.140332159925265e-09
1976,1.656922776760439e-08,3.999468867199596e-09
1977,3.2322300835829765e-08,4.11374712072643e-09
1978,2.851483826837864e-08,2.3762365408686037e-09
1979,1.4044735929807928e-08,1.1703946700691858e-09
1980,2.103505747363954e-08,2.8425753417771205e-09
1981,1.707898356073656e-08,1.2651099057237047e-09
1982,2.0484757001781873e-08,1.8622506869903077e-09
1983,1.9577480414589843e-08,3.157658134966823e-09
1984,3.0154843622121064e-08,2.8995041922996734e-09
1985,3.729645892125433e-08,1.8046674155058895e-09
1986,2.517683933556114e-08,1.7983456945813714e-09
1987,2.3221103706561053e-08,5.49973533381376e-09
1988,3.4180356101032316e-08,1.1993107618124554e-09
1989,2.7989423445617945e-08,2.1952488715726304e-09
1990,2.3974065010978762e-08,4.3589208909011745e-09
1991,2.520429964736337e-08,5.861465202094962e-09
1992,2.148878253116493e-08,1.6529832502776287e-09
1993,3.268132542366686e-08,2.7696036575264316e-09
1994,3.0594573541264936e-08,2.637463358823311e-09
1995,2.8738989577004048e-08,0.0
1996,3.4163788686925045e-08,1.6014276571496566e-09
1997,2.5892430755014573e-08,2.3974471297094624e-09
1998,2.3363833201450745e-08,4.291316191284977e-09
1999,1.2796562837147363e-08,3.656160929565999e-09
2000,2.164835433138279e-08,2.2090156370779823e-09
2001,1.664860427297299e-08,2.6287270971092624e-09
2002,1.79630080254789e-08,2.6287327870022636e-09
2003,1.5417615628621206e-08,2.5001538617175356e-09
2004,1.0571499231559756e-08,1.3214373761893938e-09
2005,2.657212228029948e-08,9.007499190971657e-10
2006,1.5647981743693862e-08,1.2353669198716943e-09
2007,7.589511158423434e-09,1.5977917877663117e-09
2008,1.3198063253394565e-08,1.7029758714315335e-09
2009,1.0966842323156811e-08,1.430457752249481e-09
2010,7.085689646135762e-09,4.723793023408973e-10
2011,7.265546830836911e-09,0.0
2012,8.510632198976964e-09,3.404252713057332e-10
2013,1.1993238013818797e-08,2.789125042035323e-10
2014,9.961047819917468e-09,4.330890368553497e-10
2015,7.536356275150702e-09,4.433150790905671e-10
2016,4.97121616094276e-09,2.0713400439298368e-10
2017,3.5218559180094644e-09,0.0
2018,2.0393587263356494e-08,0.0
2019,1.938750648911025e-08,0.0
