year,autres_ADJ oies_NOUN,autres_ADJ voix_NOUN
1800,1.5720821977538435e-08,9.432493186523061e-08
1801,4.7623651688866175e-09,1.6192041840668026e-07
1802,4.475680270843441e-09,4.0281122437590966e-08
1803,0.0,5.851017803593095e-08
1804,4.943701892301533e-09,7.168367943677367e-08
1805,0.0,7.675770063997334e-08
1806,1.152667650217154e-08,1.6425514104412287e-07
1807,0.0,8.825561081948763e-08
1808,4.5321479902327155e-09,9.744118045773575e-08
1809,0.0,1.0165637065462363e-07
1810,0.0,9.360506680877734e-08
1811,0.0,6.267691787797958e-08
1812,0.0,3.200649700829672e-08
1813,0.0,4.3136125782439194e-08
1814,0.0,1.7621391634747852e-07
1815,1.0788894222457657e-08,1.1328339155625144e-07
1816,0.0,9.733936678912869e-08
1817,0.0,9.652615062805125e-08
1818,2.026600220972341e-08,6.556647713651387e-08
1819,0.0,1.0868602484670475e-07
1820,4.746592452420373e-09,1.0442503128871294e-07
1821,2.9584463767662328e-09,9.664258771024947e-08
1822,1.0025615893027862e-09,1.6040985428844579e-07
1823,1.8777105759149038e-08,9.092071773242338e-08
1824,0.0,7.157945880464922e-08
1825,2.905796137042671e-08,1.2767893053933221e-07
1826,0.0,1.1274220013124392e-07
1827,0.0,1.3457218928092374e-07
1828,5.503380862137419e-09,1.3850174190865872e-07
1829,8.57317605795771e-10,1.3717081603914494e-07
1830,2.0873671680021744e-09,1.9516883487114e-07
1831,1.5591206103948707e-09,2.1515864090382308e-07
1832,0.0,1.7588960732339842e-07
1833,0.0,2.3398929516194045e-07
1834,5.600718555598405e-09,2.0629313901565638e-07
1835,2.2689263801112247e-09,1.9966551434436042e-07
1836,2.688300027031687e-09,1.8414854663362235e-07
1837,1.3915781860163179e-09,2.0177883541805386e-07
1838,1.8936485712828244e-09,1.7863418122487928e-07
1839,1.3982950353153e-09,2.1673573524783052e-07
1840,3.821813199245128e-09,1.515985969535727e-07
1841,6.420548537278137e-10,1.540931702237458e-07
1842,2.683306021822318e-09,2.3814340455174943e-07
1843,0.0,1.8606770002538298e-07
1844,1.2074834465636286e-08,2.6784179363303906e-07
1845,2.2878934136105755e-08,1.3783163543834576e-07
1846,1.1709002656346001e-09,1.8734404516607128e-07
1847,3.235934187273415e-09,2.1734690935915069e-07
1848,2.413566457803995e-09,8.793427132003373e-07
1849,8.379414939696517e-10,1.0909998309216462e-06
1850,6.788996032014438e-10,6.72789504996274e-07
1851,6.449438760824933e-09,2.689416049861393e-07
1852,6.510545436100301e-10,2.2461382132021868e-07
1853,1.1943863675867306e-09,2.155867324660221e-07
1854,3.63696517347023e-09,1.709373673719483e-07
1855,2.653468555990912e-09,2.0909332576479756e-07
1856,5.177189232874468e-10,2.0501669339978434e-07
1857,9.763018171682347e-10,2.0795229099812573e-07
1858,4.893676019968041e-10,1.4436343842572086e-07
1859,0.0,2.5817319482257517e-07
1860,1.3731551729012637e-09,3.107907960986367e-07
1861,3.7727710400226044e-09,2.504176764839272e-07
1862,1.355395878865906e-09,2.597842030382935e-07
1863,6.992469381295052e-09,2.1876439104673295e-07
1864,4.794727948009836e-10,2.6562792565520965e-07
1865,0.0,2.569936945473472e-07
1866,2.919367692033603e-09,1.8878577456860057e-07
1867,0.0,1.8052458905515323e-07
1868,9.87974813071446e-10,2.4995762715196435e-07
1869,9.278686263769487e-09,2.7005861280571253e-07
1870,3.4404292748035914e-09,1.8865020257052834e-07
1871,1.0621177271019633e-09,3.398776751151189e-07
1872,5.442605477412599e-09,2.3161309581354317e-07
1873,1.1972008939764578e-09,2.137003611846211e-07
1874,1.0156835372754358e-08,2.2345038175330956e-07
1875,5.149374260327022e-09,2.048306759760976e-07
1876,1.209202959984168e-09,3.8875873942245676e-07
1877,5.566334504436554e-09,7.013581434511806e-07
1878,3.0195443923020093e-09,2.3975181417945635e-07
1879,7.331190321480108e-09,2.3643088375990828e-07
1880,2.5671385017744797e-09,2.2205748018144789e-07
1881,2.7890030285249168e-09,1.645511835679514e-07
1882,6.655385131892899e-10,1.5972924671814326e-07
1883,2.5277355764075082e-09,1.8831630532734067e-07
1884,1.9805090900604227e-09,1.8616784913660922e-07
1885,1.2891271383708158e-09,2.0948316215019247e-07
1886,5.808117542471791e-09,2.4910371676512e-07
1887,3.9173548849191775e-09,2.55933842230327e-07
1888,3.804368819970705e-09,3.0244732718287537e-07
1889,1.2530273485467092e-09,3.1200380590235e-07
1890,2.6217545912032847e-09,4.286568667244417e-07
1891,2.549687905251119e-09,2.8365279702846635e-07
1892,9.402768341715273e-09,3.0464971434440713e-07
1893,1.539604183031784e-08,3.0607330758769535e-07
1894,1.8904617871129403e-09,3.0814526930100783e-07
1895,4.213030146971164e-09,2.545873956094624e-07
1896,1.5332275227208925e-08,2.8010887553886477e-07
1897,1.1653427112179315e-09,1.9577757370825566e-07
1898,5.6583546736987955e-09,2.1841250252840894e-07
1899,5.527578395003729e-10,2.6311274581303223e-07
1900,1.1939421895590385e-08,1.9206896395562723e-07
1901,1.676621730339889e-09,2.6155297494501184e-07
1902,9.820567692386817e-10,1.841356456200316e-07
1903,1.6200660812870638e-09,2.192489430008493e-07
1904,4.837162670412454e-09,1.9886112578859638e-07
1905,5.160759042333041e-10,1.6720858919683224e-07
1906,0.0,2.0833947722564972e-07
1907,1.028568674676933e-09,2.0519944898822473e-07
1908,1.4734167219643268e-09,2.0873403383525613e-07
1909,2.7504918342913243e-09,2.2719062475751173e-07
1910,2.137660271017694e-09,1.9719915567151247e-07
1911,4.788336838146279e-09,2.665507535803968e-07
1912,5.2094213387476884e-09,2.8235063265213967e-07
1913,6.3635876568213234e-09,2.6567977684521793e-07
1914,7.366418253162976e-09,2.2233189578280133e-07
1915,1.1780761921542648e-09,2.9216289476607926e-07
1916,3.2962386153911893e-09,2.911677370320831e-07
1917,0.0,2.928035401916773e-07
1918,0.0,2.5384890633972645e-07
1919,1.8415696745321952e-09,2.2559227830232231e-07
1920,0.0,2.513980827956175e-07
1921,0.0,3.2865725074771035e-07
1922,0.0,2.5453878738090907e-07
1923,1.0615948120573648e-09,2.6433712152496014e-07
1924,0.0,2.3462755949221759e-07
1925,2.1996355847875293e-09,2.914517038821174e-07
1926,3.343841648018042e-09,3.8008331959549224e-07
1927,5.574612549352764e-09,2.4862770797717815e-07
1928,4.5704163786908225e-09,2.7651020129138004e-07
1929,1.1140406375176326e-09,2.0943964162967177e-07
1930,3.1510811737689437e-09,2.835972989778668e-07
1931,3.4216069977333063e-09,1.9275052132172732e-07
1932,1.0959536611565568e-09,1.490496970291133e-07
1933,5.735331098932761e-09,2.0991311955320668e-07
1934,0.0,2.3603713472652998e-07
1935,3.590485242455088e-09,2.680895550000173e-07
1936,3.6374143697059935e-09,2.800809153491457e-07
1937,0.0,1.6620276266365863e-07
1938,1.2965214457594243e-09,2.385599393583959e-07
1939,3.058810094103137e-09,2.2635194252274005e-07
1940,0.0,2.2822046563675258e-07
1941,3.836953510472085e-08,2.9219876296338043e-07
1942,0.0,1.881211300069907e-07
1943,0.0,2.3806528393066628e-07
1944,0.0,3.148922473883431e-07
1945,0.0,3.3548961653195875e-07
1946,4.1763312808029696e-09,3.271459565468149e-07
1947,1.1920870957027319e-09,2.8133255725038e-07
1948,2.174377566888097e-09,2.685356259579663e-07
1949,0.0,1.8161465298316415e-07
1950,2.1270722960764488e-09,2.3610502797311028e-07
1951,6.396841056854896e-09,2.4841065127123585e-07
1952,0.0,2.235498370861677e-07
1953,2.1547654771580937e-09,2.510301726488251e-07
1954,5.86352189024808e-09,2.1499579827555237e-07
1955,1.8771215692936494e-09,3.125407310733408e-07
1956,8.72114158667614e-10,2.773323135585315e-07
1957,3.5340151360863103e-09,2.3942951576927385e-07
1958,4.963346011965797e-09,2.291411498323015e-07
1959,5.425523585955716e-09,2.4492363182027077e-07
1960,3.460416619915918e-09,3.6542001058403883e-07
1961,2.08444772553662e-09,2.7862120038912863e-07
1962,6.341956404476434e-10,2.1435812069814375e-07
1963,3.879631726988464e-09,2.1079333700768643e-07
1964,6.083968218106861e-09,2.1050530008004387e-07
1965,0.0,2.0957926222253676e-07
1966,5.539074754423723e-10,2.2654815534650652e-07
1967,4.930335584241163e-10,2.198929720531595e-07
1968,1.796566312384229e-09,2.843066155833185e-07
1969,9.99186730576973e-09,2.6024273513947094e-07
1970,6.898087545614828e-09,2.1614007442161132e-07
1971,1.0276794970565106e-09,2.2300644919592827e-07
1972,8.721249833421041e-09,2.000757319819968e-07
1973,3.859242647674677e-09,1.9461609451765227e-07
1974,3.375343005096454e-09,2.025205765865401e-07
1975,2.2845920710778955e-09,1.9647491455998534e-07
1976,4.570821499072508e-09,2.2054213544286938e-07
1977,6.464460078348111e-09,2.04512011436897e-07
1978,3.5643548113029055e-09,2.388117733564954e-07
1979,4.0963813452421505e-09,2.8206510493955506e-07
1980,5.116635559687666e-09,2.3650227481963881e-07
1981,6.325549528618524e-10,3.169100444289086e-07
1982,8.069752865935698e-09,2.7064711105584394e-07
1983,5.683784221055532e-09,2.4061353953719333e-07
1984,2.319603453759811e-09,2.5457646973814363e-07
1985,1.8046674155058895e-09,2.779187839863084e-07
1986,4.795588481876223e-09,2.733485344741382e-07
1987,5.499735000746853e-09,2.896527221407652e-07
1988,1.7989661427186832e-09,2.386628350503628e-07
1989,2.7440609784434855e-09,2.958097797822745e-07
1990,8.717841448735442e-09,2.75701751206725e-07
1991,7.033758298025106e-09,3.364480886114407e-07
1992,3.305966445044106e-09,3.443715042017459e-07
1993,3.3235245111562506e-09,3.556171031537936e-07
1994,6.8574046441227665e-09,4.330714620248699e-07
1995,7.591431261388948e-09,3.486635910543434e-07
1996,2.135236876199542e-09,3.619226511819562e-07
1997,5.753873377756236e-09,3.3660159048931604e-07
1998,5.244942036242151e-09,4.086286673476991e-07
1999,9.140402212892695e-09,3.779556436711573e-07
2000,4.4180314962005696e-09,4.197129963579016e-07
2001,1.7524847129024579e-09,4.065764560579055e-07
2002,4.81934359086722e-09,4.7317193319074136e-07
2003,3.333538334260311e-09,4.558613609373374e-07
2004,5.726228602398464e-09,4.175742218670564e-07
2005,6.3052495447024626e-09,4.508253241830573e-07
2006,5.353256948836815e-09,4.5461504105670514e-07
2007,2.7961355453243186e-09,4.150264070190701e-07
2008,5.108927725316903e-09,4.4362522388929904e-07
2009,2.860915504498962e-09,4.7109741352358014e-07
2010,6.140930985942816e-09,4.3884036637908963e-07
2011,1.7207874236646603e-08,4.0151705488211675e-07
2012,1.0553183549255607e-08,4.3234009716730526e-07
2013,1.0319762933086452e-08,4.328721963098303e-07
2014,7.57905826986871e-09,4.021231665429781e-07
2015,7.314698624583116e-09,4.0075684393237054e-07
2016,1.2428039930512114e-08,3.9293321951738847e-07
2017,5.7859059765519305e-09,4.118055672019949e-07
2018,4.904786798931582e-09,4.189720568259503e-07
2019,6.377469219387422e-09,3.9795410172738244e-07
