year,trois_DET oies_NOUN,trois_DET voix_NOUN
1800,1.2576657937302116e-08,1.6664071722516383e-07
1801,3.333655484993869e-08,2.524053606123289e-07
1802,3.5805442166747525e-08,8.951360541686881e-08
1803,5.655983681407406e-08,1.3847409152667467e-07
1804,3.213406074564773e-08,4.004398590495839e-07
1805,3.127165526528586e-08,1.3361525930122298e-07
1806,8.645007376628655e-09,1.4696512096179504e-07
1807,0.0,1.395007984683616e-07
1808,4.5321479902327155e-09,1.065054773263796e-07
1809,1.129515236897305e-08,2.0557178004310117e-07
1810,3.042164919975221e-08,3.135769759410323e-07
1811,0.0,2.4318644165077785e-07
1812,3.467370746079723e-08,1.520308643421231e-07
1813,3.163315653864629e-08,2.3581081620704936e-07
1814,3.1466771410748606e-09,4.24801413601017e-07
1815,0.0,2.022917637845012e-07
1816,6.952811659743929e-09,1.969963374648387e-07
1817,2.490997452753163e-08,1.650285748056035e-07
1818,5.960588467246453e-09,3.4571413931594464e-07
1819,4.140420006848444e-09,2.929347227009771e-07
1820,8.306536791735653e-09,4.5092627942722174e-07
1821,8.875339574387908e-09,2.840108671575692e-07
1822,1.804610860745015e-08,3.4588376252031594e-07
1823,1.9765373782121287e-09,2.6880909054227686e-07
1824,3.3684450784221553e-09,2.677913952808808e-07
1825,1.7610886082763955e-09,2.888185344218641e-07
1826,0.0,3.285378049611154e-07
1827,0.0,3.2260455173904745e-07
1828,9.172301140836225e-09,3.3020284639917463e-07
1829,1.2002446148073886e-08,3.0006114837277664e-07
1830,0.0,2.525714180023897e-07
1831,7.795603274018958e-09,2.7284611991973406e-07
1832,0.0,2.99012319127101e-07
1833,6.950177322551099e-09,2.6294837152107675e-07
1834,6.534171426153534e-09,2.5856651042488465e-07
1835,7.563087933704082e-09,5.316850746339696e-07
1836,0.0,3.4611864130340564e-07
1837,4.174734336004349e-09,5.942038914241721e-07
1838,2.5248647617104325e-09,4.828803890077893e-07
1839,0.0,4.5794162328860466e-07
1840,5.7327197988676915e-09,4.5288486738570555e-07
1841,6.420548537278137e-10,4.1476743239954317e-07
1842,0.0,4.736035066343902e-07
1843,1.7720733769266417e-09,3.7745162728697323e-07
1844,1.811225169845443e-08,4.626857168510412e-07
1845,6.138250796539069e-09,4.620428768475904e-07
1846,5.854501328173001e-10,3.8054257345265796e-07
1847,8.089835468183537e-09,4.2067144079283025e-07
1848,0.0,3.958249035207473e-07
1849,8.379414495607307e-09,4.4494692374996703e-07
1850,1.0183494048021657e-08,4.71835229554074e-07
1851,8.384270167027807e-09,3.8761126575082017e-07
1852,3.2552727180501506e-09,4.80478258957362e-07
1853,1.7915795513800958e-09,4.4490893547077803e-07
1854,3.1173986725363534e-09,4.800793904635725e-07
1855,1.5920811335945473e-08,4.309233005983515e-07
1856,3.624032518523279e-09,4.949393055397877e-07
1857,3.905207268672939e-09,4.979139491823048e-07
1858,9.787352039936081e-10,3.4794037873098205e-07
1859,3.055304009791371e-09,3.6765490207812945e-07
1860,1.1900677859832953e-08,5.369036562008489e-07
1861,5.187560159214399e-09,4.881022519498401e-07
1862,1.1294966073549517e-08,5.408029797315805e-07
1863,1.1987089820753027e-08,4.1405408013339695e-07
1864,2.3973640850272204e-09,5.202279584892722e-07
1865,7.060266649094871e-09,4.052593052250586e-07
1866,1.2650593461671633e-08,4.7001821990022563e-07
1867,7.76449837758264e-09,3.275647788569813e-07
1868,8.397785578040384e-09,4.426127180323647e-07
1869,7.325278716940886e-09,4.0093691744402804e-07
1870,1.0894693147633916e-08,4.3865473386972553e-07
1871,1.6993883855676017e-08,3.3456707626555726e-07
1872,1.511834801792844e-08,3.3623206618926815e-07
1873,1.5563611011071288e-08,4.6990135693647517e-07
1874,1.553398404352535e-08,3.7042576739310107e-07
1875,5.721527140956084e-10,5.275248282643474e-07
1876,4.836811839936672e-09,5.55024151971395e-07
1877,4.329371194877751e-09,4.360295200456221e-07
1878,4.831270938865373e-09,7.905167036525995e-07
1879,6.109325489944695e-09,4.12379444925115e-07
1880,8.343199908722454e-09,4.4283139111200853e-07
1881,1.2550513517339823e-08,4.52515742210835e-07
1882,6.655385131892899e-09,4.459108069454487e-07
1883,3.159669414998234e-09,5.232412887967719e-07
1884,5.281357573494461e-09,4.271297893154724e-07
1885,3.2228177904158883e-09,3.938283459348213e-07
1886,2.5813855497602844e-09,3.375161732321885e-07
1887,3.9173548849191775e-09,2.6964458577083406e-07
1888,7.60873763994141e-09,4.546220822021496e-07
1889,1.8795409673089125e-09,3.3643783314829534e-07
1890,6.5543866445416654e-09,3.0084633362292834e-07
1891,1.211101841036566e-08,2.715417792842345e-07
1892,3.761107425503951e-09,2.5011364268578973e-07
1893,8.005941687372342e-09,3.227010269002406e-07
1894,8.822155450616265e-09,4.480394375505625e-07
1895,1.8055843487019274e-09,4.5500725320835045e-07
1896,9.435246750566506e-09,3.0369698178489557e-07
1897,1.1070755534525745e-08,2.453046468176012e-07
1898,2.26334195829736e-09,2.755618697669604e-07
1899,7.738609753005221e-09,3.5818708887802586e-07
1900,1.2458527431924438e-08,3.6856476981483866e-07
1901,1.1177477832191585e-09,3.7668100860699383e-07
1902,8.34748237199534e-09,2.9903627485339257e-07
1903,1.1880484818149739e-08,3.245532509410509e-07
1904,3.2247751136083025e-09,3.7514883555189726e-07
1905,4.64468330463319e-09,3.122259299992436e-07
1906,8.230695236477459e-09,3.281989604531077e-07
1907,1.2342824262656649e-08,2.8285639519509687e-07
1908,8.349361424464519e-09,3.388858438313491e-07
1909,6.051082024338683e-09,3.6086452404049396e-07
1910,3.7409054742809644e-09,3.366814969041343e-07
1911,6.384448969498635e-09,4.447832688825315e-07
1912,1.1981668712746085e-08,4.5895001932194646e-07
1913,2.6514948014977335e-09,4.2317858928164753e-07
1914,4.68772043404897e-09,3.5760610173074525e-07
1915,1.5314990164938536e-08,2.603548376889364e-07
1916,4.394984820521586e-09,2.801802785334928e-07
1917,5.483212106582869e-09,2.544210540023073e-07
1918,2.2972752589112133e-09,3.457399255779592e-07
1919,1.8415696745321952e-09,3.5818529386943965e-07
1920,2.2716695191604686e-09,5.103684328489067e-07
1921,7.572747762196741e-09,3.589482329147131e-07
1922,1.254249004656316e-08,3.334826721435036e-07
1923,4.246379248229459e-09,3.5138789566957485e-07
1924,3.867487219366694e-09,3.545196589627153e-07
1925,5.499088961968823e-09,3.6184005680617304e-07
1926,1.114613823460786e-08,4.034902136851315e-07
1927,8.919379901328739e-09,3.6346473253345835e-07
1928,4.5704163786908225e-09,3.4963686523781234e-07
1929,3.342121912552898e-09,3.4535260340362584e-07
1930,9.453243521306831e-09,3.844318872125996e-07
1931,5.7026783295555106e-09,3.7523624207835837e-07
1932,5.4797681947604815e-09,2.9809939672276187e-07
1933,6.882397318719313e-09,2.8217830316812353e-07
1934,3.5944740517379614e-09,3.4986214991761244e-07
1935,9.574627313213568e-09,5.206203548269173e-07
1936,7.274828739411987e-09,3.3221718753750906e-07
1937,6.295558963032022e-09,2.757455006552334e-07
1938,9.075650453382877e-09,2.774556029372377e-07
1939,6.117620188206274e-09,1.8046980176933403e-07
1940,5.0715658339584024e-09,3.119013092245382e-07
1941,2.3612020338958928e-08,3.01053256990258e-07
1942,9.102635312174812e-09,2.8521590911267936e-07
1943,1.7419411690866582e-08,1.9741999368605434e-07
1944,0.0,3.213186143824487e-07
1945,4.357008087652048e-09,9.498277577790759e-07
1946,8.352662561605939e-09,5.41530969400128e-07
1947,1.1920870957027319e-09,4.4226429984917104e-07
1948,2.174377566888097e-09,4.935836888098066e-07
1949,1.0798709482173763e-08,3.1218086604667405e-07
1950,4.2541445921528975e-09,4.286050714341627e-07
1951,4.264560704569931e-09,3.2943730987611275e-07
1952,2.1089607837865287e-09,3.363792391297693e-07
1953,7.541679392097933e-09,3.4799462067525155e-07
1954,1.6613311615287785e-08,4.1924178972863047e-07
1955,6.569925492527773e-09,6.278971937945244e-07
1956,3.488456634670456e-09,3.9245136473908815e-07
1957,9.718541305048234e-09,2.9420676117553057e-07
1958,4.1361216673863055e-09,3.2509916714218434e-07
1959,2.325224457422337e-09,3.270815494005319e-07
1960,6.920833239831836e-09,6.256433238149839e-07
1961,9.727422756178328e-09,2.973812227580197e-07
1962,5.7077609305622445e-09,2.8475385249748797e-07
1963,8.405868889838075e-09,4.584431687604251e-07
1964,6.692365273064382e-09,4.033670868430761e-07
1965,6.5664522708175355e-09,3.879678880380766e-07
1966,1.1078149397825143e-08,3.2791323256731175e-07
1967,7.395503320850594e-09,3.5301203427096084e-07
1968,7.635406862327443e-09,4.769883501509753e-07
1969,7.266812374062681e-09,3.783284139302623e-07
1970,3.219107425067591e-09,3.7157697896361697e-07
1971,6.679916619845017e-09,3.0111009330369143e-07
1972,7.695220349823728e-09,7.305329035034447e-07
1973,1.0475087075523248e-08,3.440239133567502e-07
1974,7.875800456247362e-09,2.80153462206556e-07
1975,9.138368284311582e-09,3.232697771693438e-07
1976,6.856232359631065e-09,2.633935780593788e-07
1977,8.227494963097826e-09,2.80910165795234e-07
1978,1.3069300752732715e-08,2.8158402631817125e-07
1979,7.0223681314374176e-09,3.0898419267622046e-07
1980,8.527726136353664e-09,2.762983273285613e-07
1981,8.85576917353248e-09,3.3145880085072577e-07
1982,3.724501262958313e-09,2.892696135958772e-07
1983,4.420721011477724e-09,3.1702886360562843e-07
1984,5.799008384599347e-09,2.8705091992264897e-07
1985,7.218669662023558e-09,3.0077789947569045e-07
1986,1.3187867742292525e-08,3.2310275699387603e-07
1987,6.110816741511371e-09,3.1592922500323084e-07
1988,1.1393452181707175e-08,3.627915097226264e-07
1989,7.134558721588746e-09,3.3861712900318253e-07
1990,9.262706657242603e-09,3.6288015259344775e-07
1991,1.055063725274863e-08,4.290592556799311e-07
1992,1.1019888168650738e-08,3.6530929126143974e-07
1993,5.539207592608619e-09,4.481218702778733e-07
1994,6.85740436656701e-09,3.592225104043223e-07
1995,8.675921314704738e-09,3.6493093880096694e-07
1996,4.270473752399084e-09,3.811397792929938e-07
1997,6.7128524960935465e-09,3.246143585045047e-07
1998,4.768129113763564e-09,4.5058821029897445e-07
1999,3.656160929565999e-09,4.044627894828068e-07
2000,3.092622158362701e-09,4.497556034266381e-07
2001,3.5049694258049158e-09,4.718565005390474e-07
2002,7.4480765999140885e-09,3.6276512815902606e-07
2003,3.333538334260311e-09,3.6585584339832167e-07
2004,4.404791115186768e-09,4.096455761271045e-07
2005,8.106749049829887e-09,4.1254345184427166e-07
2006,9.47114670024618e-09,4.22083704876286e-07
2007,5.592271090648637e-09,4.0384188348951966e-07
2008,3.405951742863067e-09,4.253182268598721e-07
2009,2.860915504498962e-09,3.3663440479614337e-07
2010,5.196172492283324e-09,2.6736667546600756e-07
2011,7.64794394481072e-09,2.6538366526551727e-07
2012,6.127654716969744e-09,3.737869569420127e-07
2013,5.857162532763027e-09,1.9830679232057946e-07
2014,8.012147278968484e-09,3.1550537826774416e-07
2015,6.206411301556969e-09,2.699788694826566e-07
2016,7.871092000399926e-09,2.2494752993651446e-07
2017,5.534344982294215e-09,2.1810350769868592e-07
2018,1.2132893356664454e-08,2.5272559334155176e-07
2019,5.101975730781305e-09,1.9668115669446706e-07
