year,leurs_DET oies_NOUN,leurs_DET voix_NOUN
1800,6.288328968651058e-09,1.3519906758574507e-06
1801,0.0,1.516813284752061e-06
1802,2.2378401354217203e-09,1.051784892069918e-06
1803,2.3404069793286908e-08,7.450296024558156e-07
1804,4.943701892301533e-09,1.81186678105405e-06
1805,5.685755422035754e-09,1.5010394562864349e-06
1806,0.0,9.740041733152793e-07
1807,2.8469551160981155e-09,1.380773216652642e-06
1808,2.2660739951163578e-09,8.747045496804162e-07
1809,3.6144488291256494e-08,1.1069249943318482e-06
1810,1.1700633351097167e-08,1.2285665551559077e-06
1811,0.0,1.0805501098332115e-06
1812,5.3344164641089264e-09,7.841592335466885e-07
1813,8.627225156487839e-09,9.9213084325811e-07
1814,0.0,1.3719512850229876e-06
1815,0.0,1.3459145336014444e-06
1816,0.0,9.571703785127283e-07
1817,1.556873407970727e-09,1.3326836825200417e-06
1818,2.384235386898581e-08,1.540216114648274e-06
1819,0.0,1.7472571904875167e-06
1820,3.322614716694261e-08,1.397871507435866e-06
1821,1.2819934447350079e-08,1.4792231901594732e-06
1822,2.0051231786055723e-09,1.4647424535496611e-06
1823,8.894418535021487e-09,1.4053180308337687e-06
1824,1.431589158329416e-08,1.3945362837830544e-06
1825,7.924898959288385e-09,1.363963182399175e-06
1826,3.5231937367541377e-09,1.2454489635160826e-06
1827,1.3825909306319772e-08,1.137411452134529e-06
1828,1.4675682002973645e-08,1.0694903664898447e-06
1829,3.3435387791769244e-08,1.3519898587333046e-06
1830,2.0873671680021744e-09,1.2085855516374977e-06
1831,1.5591206103948707e-09,1.3034248382837177e-06
1832,5.411987746839486e-09,1.432823772518077e-06
1833,3.4750886612755494e-09,1.461853891271403e-06
1834,5.600718555598405e-09,1.4869907438708196e-06
1835,0.0,1.4543818593892865e-06
1836,3.36037508930076e-09,1.4745325387366393e-06
1837,5.5663127440652715e-09,1.173796253084447e-06
1838,1.3886756633496589e-08,1.2327652569865677e-06
1839,9.788065469251706e-09,1.230499677262742e-06
1840,0.0,1.21724754720276e-06
1841,3.852329122366882e-09,1.079294188244262e-06
1842,0.0,1.2705454199846145e-06
1843,1.7720733769266417e-09,1.2298189222548217e-06
1844,5.488561272137815e-10,1.4050716998781354e-06
1845,6.138250796539069e-09,1.1980749476947494e-06
1846,5.269050973311096e-09,1.177340212876743e-06
1847,8.089835468183537e-09,1.2765760253330427e-06
1848,2.172209789819135e-08,1.3057395022997298e-06
1849,0.0,1.1706042712944509e-06
1850,6.788996032014438e-10,1.1337623639917638e-06
1851,7.739326512989919e-09,1.0615775813960227e-06
1852,2.278690836021724e-08,1.1178606769135513e-06
1853,1.0749477752369785e-08,1.2105106073079241e-06
1854,6.754363734984281e-09,1.126939647377867e-06
1855,4.2455496895854594e-09,1.1303776048521286e-06
1856,3.6240324075009767e-09,1.165385278056874e-06
1857,3.905207268672939e-09,1.1613109869301752e-06
1858,7.34051397444091e-09,1.2332063654696412e-06
1859,2.036869339860914e-09,1.0291282581675887e-06
1860,1.373155145145688e-09,1.4093149331984023e-06
1861,1.8863854922557266e-09,1.1313596708362184e-06
1862,1.0391368654438793e-08,1.0481728160982584e-06
1863,2.9967726078439227e-09,1.0928230551598972e-06
1864,9.589456340108882e-09,1.0946363460107023e-06
1865,1.2237795665726026e-08,1.1804765236433923e-06
1866,5.838735717134114e-09,1.183317010600149e-06
1867,9.7056229719783e-10,9.613419571508075e-07
1868,2.9639244392143382e-09,9.222745109838115e-07
1869,4.883519366671862e-09,1.2150195729532243e-06
1870,4.587239033071455e-09,1.1026575776895697e-06
1871,4.248470908407853e-09,8.88992516934195e-07
1872,7.256807155187062e-09,1.126619283198238e-06
1873,3.591602570907071e-09,9.056825049924555e-07
1874,5.974609140757536e-10,9.643019005523001e-07
1875,1.0298748520654044e-08,9.915406273819372e-07
1876,1.209202959984168e-09,9.468059047890165e-07
1877,3.0924081073635534e-09,1.087290680601427e-06
1878,7.2469061862534545e-09,1.0707304234358617e-06
1879,3.665595160740054e-09,1.030643126398445e-06
1880,6.417846254436199e-10,9.094088113670296e-07
1881,1.6036766581351003e-08,1.0110136408059134e-06
1882,9.983077475794744e-09,9.430680734112684e-07
1883,5.687405213450347e-09,8.322569229335386e-07
1884,9.902545450302114e-09,8.89248607194304e-07
1885,3.86738152613475e-09,8.540467426598752e-07
1886,5.808117542471791e-09,9.712463047151232e-07
1887,5.876032105334161e-09,8.970742406688714e-07
1888,3.804368819970705e-09,9.365087692003726e-07
1889,6.265136853755848e-09,9.115774162182788e-07
1890,3.9326319978272295e-09,1.0742639844352198e-06
1891,7.0116419337296065e-09,8.496835235405342e-07
1892,6.268512375839919e-09,8.650547123068009e-07
1893,6.158416554491453e-10,8.301545371125485e-07
1894,4.411077725308132e-09,9.370388980300959e-07
1895,3.611168697403855e-09,1.0063123170311883e-06
1896,3.5382172747233653e-09,9.246541488039384e-07
1897,8.740070001067579e-09,9.02557909299162e-07
1898,8.487532454637403e-09,1.0405714405692379e-06
1899,8.291367592505594e-09,9.120504458337564e-07
1900,7.26747462209687e-09,9.219310328489883e-07
1901,1.0059729937950124e-08,8.617835156599085e-07
1902,9.820567692386817e-10,7.493093150401364e-07
1903,7.020286574288548e-09,9.655593622426295e-07
1904,3.7622376325430196e-09,8.599400160846926e-07
1905,1.5482277682110634e-09,8.618467539633912e-07
1906,7.716276506641861e-09,1.0195773754162474e-06
1907,1.1828539925318182e-08,9.066832831194915e-07
1908,2.4556945366072114e-09,9.533006135598043e-07
1909,4.950885035270858e-09,1.0220827277862554e-06
1910,1.6032452032632705e-09,1.1789196925349188e-06
1911,4.788336838146279e-09,1.0630107567521918e-06
1912,5.730363294986773e-09,1.0371957834820478e-06
1913,9.545381374209683e-09,1.0181740037751297e-06
1914,7.366418142140674e-09,1.0888905208616961e-06
1915,8.246533234057551e-09,1.0249262771822032e-06
1916,3.2962386153911893e-09,1.119622361045458e-06
1917,2.1932848870420685e-09,1.0527767528856202e-06
1918,1.1486376294556067e-09,1.2531636173207517e-06
1919,1.3811772170413406e-08,1.178604591700605e-06
1920,3.028892692213958e-09,1.066927495685377e-06
1921,3.0290989716519334e-09,1.0314081961837474e-06
1922,3.6889677978990676e-09,1.1236595582886366e-06
1923,1.3800733000834953e-08,1.023377407705084e-06
1924,3.867487219366694e-09,1.1086797186976582e-06
1925,9.898360353588487e-09,1.1559085422163662e-06
1926,3.343841648018042e-09,1.0811754762585224e-06
1927,7.804457524684949e-09,1.0435674511199977e-06
1928,2.2852082448565625e-09,9.289371760701215e-07
1929,4.4561625500705304e-09,1.002636594193973e-06
1930,7.352522590764465e-09,9.810365426687895e-07
1931,3.4216069977333063e-09,8.04077672000858e-07
1932,4.383814644626227e-09,9.118334638458236e-07
1933,2.2941324395731044e-09,8.545643552793081e-07
1934,3.5944740517379614e-09,7.919824653868091e-07
1935,9.574627313213568e-09,8.138433003068712e-07
1936,0.0,7.699193957932948e-07
1937,5.0364472592434595e-09,8.801191313523304e-07
1938,2.5930428915188486e-09,8.764485173173853e-07
1939,7.647025235257843e-09,8.151728714267392e-07
1940,2.5357829169792012e-09,6.00980527565298e-07
1941,8.854508237732261e-09,8.323237210561274e-07
1942,6.068423541449874e-09,9.830845968394897e-07
1943,8.709705845433291e-09,1.0800034644375955e-06
1944,0.0,9.575294868113815e-07
1945,2.178504043826024e-09,1.0238969139209075e-06
1946,1.2528993842408909e-08,1.159628027380677e-06
1947,7.152522574216391e-09,1.04307621739963e-06
1948,3.2615663503321457e-09,1.0871887283769865e-06
1949,1.9634016634739737e-09,1.0484564754165149e-06
1950,5.317680518146517e-09,1.039074817299479e-06
1951,4.264560704569931e-09,1.0768015599182945e-06
1952,1.0544804140977249e-08,9.701219525481974e-07
1953,9.69644453618912e-09,9.642575733437297e-07
1954,9.772536113672459e-10,1.0994103263328725e-06
1955,1.8771215692936494e-09,8.447047150639264e-07
1956,6.976913269340912e-09,9.837447905169938e-07
1957,3.534015080575159e-09,9.568346044375176e-07
1958,1.6544486891589827e-09,9.802608360587328e-07
1959,5.425523585955716e-09,8.766095618284453e-07
1960,4.844583401109048e-09,9.481541951572581e-07
1961,3.47407969059077e-09,9.602356030313786e-07
1962,3.805173953708163e-09,9.855400122660285e-07
1963,4.526237162849611e-09,1.0074110718960583e-06
1964,3.6503808864551957e-09,1.0093303544067567e-06
1965,6.5664522708175355e-09,1.0489907680266697e-06
1966,4.431259803538978e-09,1.0684875419997297e-06
1967,3.451234853457663e-09,1.0304401101279836e-06
1968,7.186265360559219e-09,1.2975700016681913e-06
1969,6.358460868938209e-09,9.860156069407822e-07
1970,7.817832603507213e-09,9.873462829546042e-07
1971,1.541519245584766e-09,1.0153473226637288e-06
1972,2.565073486948677e-09,1.0167951174366863e-06
1973,1.6539611902288698e-09,9.091273192041172e-07
1974,6.1881286761433785e-09,9.006540224731907e-07
1975,5.140332159925265e-09,7.504885211062629e-07
1976,8.570290255249802e-09,8.216051412546221e-07
1977,1.057820764316375e-08,8.90332430003582e-07
1978,2.3762365408686037e-09,1.0122767548637057e-06
1979,5.266775904289034e-09,9.363157360553487e-07
1980,7.390696055153967e-09,9.869421759844954e-07
1981,5.69299452024552e-09,9.861531680144253e-07
1982,5.586751949948621e-09,8.752577969062258e-07
1983,1.2630632095778083e-09,9.378244172353334e-07
1984,5.799008384599347e-09,9.695942182474937e-07
