year,longues_ADJ allées_NOUN,longues_ADJ vallées_NOUN
1915,4.476689596799588e-08,2.0027295377644805e-08
1916,3.29623865980011e-08,4.394984820521586e-09
1917,4.1672411299487067e-08,1.7546279096336548e-08
1918,5.054005569604669e-08,1.378365155346728e-08
1919,5.248473655683483e-08,7.366278698128781e-09
1920,6.057785384427916e-08,1.665890891899835e-08
1921,3.7863738810983705e-08,1.060184651180407e-08
1922,4.131644004701229e-08,3.541408943874558e-08
1923,4.140219900250486e-08,1.5923921736771263e-08
1924,5.543398629015428e-08,1.804827398643738e-08
1925,4.7292164850887275e-08,7.698724324711748e-09
1926,4.124071395494866e-08,1.89484357093761e-08
1927,6.689534615134107e-08,3.3447673075670536e-08
1928,6.055801549109674e-08,1.82816659588525e-08
1929,2.8965056131369238e-08,1.893869061575515e-08
1930,4.936693542845205e-08,2.10072066408884e-08
1931,5.360517718600022e-08,3.649714130915527e-08
1932,3.7262424257278326e-08,1.6439305028370654e-08
1933,4.244144946596862e-08,1.9500125958415992e-08
1934,3.2350264689284813e-08,2.7557634396657704e-08
1935,4.547948151412129e-08,1.3165112555668657e-08
1936,4.849885826274658e-08,2.66743711563322e-08
1937,4.658713592675667e-08,1.1332006444320086e-08
1938,4.148868626430158e-08,1.1668692678767911e-08
1939,3.211750509990452e-08,1.6823456405745674e-08
1940,2.2822046474857416e-08,3.0429394115571995e-08
1941,3.5418032950929046e-08,3.246652724442356e-08
1942,4.247896612241675e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,1.1612940831184915e-08
1944,5.462416652335378e-08,2.2492303131116387e-08
1945,3.921307367704685e-08,6.535512131478072e-09
1946,5.8468636154884734e-08,1.6705325123211878e-08
1947,4.649139739854036e-08,1.1920871401116528e-08
1948,4.022598432129598e-08,2.0656587551570738e-08
1949,4.22131343214005e-08,1.3743811422273211e-08
1950,5.211327192000681e-08,2.9779013033248702e-08
1951,4.904244832459881e-08,1.9190522948520083e-08
1952,2.741649041126948e-08,3.585233443459401e-08
1953,3.878577814475648e-08,1.0773827163745864e-08
1954,3.9090146231046674e-08,2.9317607896928166e-08
1955,4.880516257799172e-08,1.0324168187025862e-08
1956,5.843164885277474e-08,1.1337483840634377e-08
1957,3.534015036166238e-08,1.501956425897788e-08
1958,4.6324561964183886e-08,1.3235589513271862e-08
1959,3.797866554577922e-08,1.1626121398933265e-08
1960,3.8756667208872386e-08,5.536666680683311e-09
1961,5.975417138870398e-08,1.598076693198891e-08
1962,2.8538803320543593e-08,1.7123282347597524e-08
1963,3.297687101166957e-08,1.8104948651398445e-08
1964,4.380457241381919e-08,1.7035111099517053e-08
1965,2.188817305182056e-08,1.4774516721161035e-08
1966,4.985167123550127e-08,1.3293779410616935e-08
1967,3.7963584276212714e-08,1.5777073869571723e-08
1968,3.9973599541553995e-08,1.3474247495537384e-08
1969,3.724241537383932e-08,2.180043701116574e-08
1970,3.678979965116014e-08,1.0117195081704722e-08
1971,4.367637984614703e-08,1.284599360218408e-08
1972,4.822338084409239e-08,8.721249500354133e-09
1973,4.2451670623222526e-08,1.6539611902288698e-09
1974,2.925297337696975e-08,1.0688586016271984e-08
1975,2.056132863970106e-08,9.709516746170266e-09
1976,3.828062844490887e-08,1.199840671262109e-08
1977,1.8218024422367307e-08,7.639816779203557e-09
1978,2.316830638449119e-08,1.3069301196821925e-08
1979,3.160065631391262e-08,8.777959692451986e-09
1980,3.240536017301565e-08,6.253665585376211e-09
1981,3.0362638625547334e-08,1.5813874654213578e-08
1982,2.296775925003658e-08,1.4898005495922462e-08
1983,2.652432762317858e-08,6.315316269933646e-09
1984,3.015484395518797e-08,8.69851302098823e-09
1985,2.8273122509858695e-08,7.218669662023558e-09
1986,2.937297871596911e-08,5.994485352545098e-09
1987,3.299841111470414e-08,7.944062296871834e-09
1988,2.938311283173789e-08,1.3192418713003917e-08
1989,2.5245361356951435e-08,1.2622680678475717e-08
1990,2.9967580417178397e-08,1.5256222951620657e-08
1991,2.8721180100887977e-08,7.033758464558559e-09
1992,2.920270425477156e-08,8.815910668147353e-09
1993,3.323524566667402e-08,8.308811416668505e-09
1994,3.2177052133874895e-08,8.967375286772494e-09
1995,3.036572593373421e-08,4.880205572987961e-09
1996,2.1886178203089912e-08,3.736664311304594e-09
1997,2.8289877107567918e-08,5.753873377756236e-09
1998,2.0026142522056034e-08,7.629006759657386e-09
1999,2.6507166239753133e-08,9.597422412355172e-09
2000,2.474097726690161e-08,4.418031274155965e-09
2001,2.716351232834313e-08,4.381211837767296e-09
2002,2.3220474432150695e-08,7.009954394732176e-09
2003,2.7918384049030465e-08,7.083769126836614e-09
2004,2.2464435645019876e-08,7.928623979580607e-09
2005,3.0175122844866564e-08,4.053374524914943e-09
2006,2.9648807853277503e-08,7.000412693969338e-09
2007,2.836080348345149e-08,6.391167151065247e-09
2008,2.8950589481269162e-08,8.51487946817997e-09
2009,3.4807804638603557e-08,7.629108011997232e-09
2010,3.8262722767967716e-08,6.140930874920514e-09
2011,4.1298896746866376e-08,1.1471915861704929e-08
2012,5.5148895228285255e-08,6.127654827992046e-09
2013,4.8530775842436924e-08,9.761937924679387e-09
2014,4.937215081213253e-08,9.527958866328845e-09
2015,6.605394986536339e-08,1.0861219479352258e-08
2016,8.078226443331005e-08,1.5120782848043746e-08
2017,3.9746659297179576e-08,7.2952728302766445e-09
2018,1.8018637604200194e-07,1.0067719991013746e-08
2019,5.30605461790401e-08,1.198964216797549e-08
