year,plusieurs_DET iles_NOUN,plusieurs_DET villes_NOUN
1800,3.772997292372793e-08,2.584503221214618e-06
1801,3.5717738544605027e-08,3.7075013779030996e-06
1802,4.2518962573012686e-08,3.5939711722221546e-06
1803,4.8758479920252285e-08,4.0586559180155746e-06
1804,5.6852570651244605e-08,3.0280174030394846e-06
1805,4.264316544322355e-08,4.176187360371841e-06
1806,2.881669125542885e-08,3.6020864513375273e-06
1807,3.9857373401730456e-08,2.9864559678571823e-06
1808,3.852325791697808e-08,4.57520337704409e-06
1809,3.6144488291256494e-08,3.901345621670771e-06
1810,5.616304221689461e-08,2.9883418051213084e-06
1811,6.267691565753353e-08,5.823939176252679e-06
1812,2.1337665856435706e-08,3.2166530274935212e-06
1813,2.0130191291656274e-08,3.8649967848414235e-06
1814,1.8880061958270744e-08,4.8899360933774005e-06
1815,6.473336511270134e-08,4.585280265700931e-06
1816,3.7081662185300956e-08,2.8158888341067723e-06
1817,3.113746771532533e-08,3.840806783728112e-06
1818,2.2650237685439834e-08,3.949486057308604e-06
1819,1.7596785029105888e-08,5.054417897554231e-06
1820,5.933240565525466e-08,4.59826128462737e-06
1821,2.0709125858608957e-08,3.909093862830559e-06
1822,3.8097340393505874e-08,4.304999521309583e-06
1823,2.8659791428964354e-08,4.294027561968505e-06
1824,5.642145595174952e-08,4.8320345911179174e-06
1825,5.547428960639422e-08,3.927227680833312e-06
1826,5.7251897223054016e-08,5.767468366002504e-06
1827,5.253845775099464e-08,3.5108593863242277e-06
1828,4.769596506637441e-08,3.319455771588764e-06
1829,8.144517060770795e-08,3.3375375494415493e-06
1830,6.36646975138433e-08,3.378403732767765e-06
1831,1.8709447990872263e-08,3.002866236556656e-06
1832,6.764984983309574e-08,3.0320661466021193e-06
1833,1.8881314556296047e-07,2.869264847049635e-06
1834,6.627516691004587e-08,3.6890065757688717e-06
1835,6.277362984974388e-08,3.651458854392331e-06
1836,3.427582545567631e-08,3.835532112361761e-06
1837,6.331680624249714e-08,3.5130392461724114e-06
1838,7.385229161549489e-08,4.451336394595273e-06
1839,6.571986554959608e-08,3.7187657540016517e-06
1840,7.452535866203647e-08,3.5778540166120365e-06
1841,7.961480319451653e-08,3.1069034776010085e-06
1842,4.494537542143462e-08,3.368890588717477e-06
1843,5.670634461996116e-08,3.3734368685145455e-06
1844,5.762989474522584e-08,3.640013886752058e-06
1845,6.361459825576787e-08,3.3548331543897802e-06
1846,5.1519611243833197e-08,3.2486627787875477e-06
1847,5.3932235566378495e-08,3.185777103453802e-06
1848,4.58577624762313e-08,3.658966818420595e-06
1849,4.1897074698482584e-08,2.1568614982925283e-06
1850,6.856885992334583e-08,3.0665894712456065e-06
1851,4.385618246338652e-08,2.7481057571776546e-06
1852,4.882909210301989e-08,2.867244177195971e-06
1853,6.808002450675588e-08,2.8951924804232476e-06
1854,4.98783807589831e-08,2.726165078570375e-06
1855,4.139410947345823e-08,2.4475593249917438e-06
1856,3.20985731327994e-08,2.498511477710963e-06
1857,2.782460128969433e-08,2.2933330541263786e-06
1858,2.8383320527236577e-08,2.6528617667054277e-06
1859,2.291478007343528e-08,2.295551652764516e-06
1860,2.1512764236675253e-08,2.516078026815194e-06
1861,2.735258886055192e-08,2.2391396612420067e-06
1862,2.3945328053720516e-08,2.5196809758654126e-06
1863,2.347471755870245e-08,2.0228214339113038e-06
1864,2.397363974004918e-08,2.0228956998380454e-06
1865,1.7415324904401785e-08,2.135495236643692e-06
1866,2.773399376820862e-08,1.8333629441258381e-06
1867,1.4073153309368536e-08,1.9983877734830457e-06
1868,1.7783546413241424e-08,1.7882343996689087e-06
1869,1.3185502134582805e-08,1.6813956591477108e-06
1870,1.548193129252695e-08,2.154855508251785e-06
1871,1.5931766128574054e-08,1.5984871311047755e-06
1872,1.5723081503438152e-08,1.792431405078787e-06
1873,1.855661307947898e-08,1.586291155319941e-06
1874,1.5533983432902687e-08,1.7565350844961358e-06
1875,1.2587359599081083e-08,1.6992935343296267e-06
1876,1.3301232337781244e-08,1.586474311920938e-06
1877,1.6699003069220453e-08,1.6618600966467056e-06
1878,1.872117438850296e-08,2.0683878716454274e-06
1879,1.7106110861142554e-08,1.794919768371983e-06
1880,1.1552123257985158e-08,1.9105927862028693e-06
1881,1.95230204225183e-08,1.7765948854275848e-06
1882,1.2645231750596508e-08,1.7350589374132142e-06
1883,1.958995032858013e-08,1.7611997122912726e-06
1884,1.3203393933736152e-08,1.7111598964447694e-06
1885,1.1602144245337342e-08,1.6230110730930392e-06
1886,2.452316216761119e-08,1.713394652824718e-06
1887,2.0239666442822823e-08,1.4735782372099493e-06
1888,1.394935211784798e-08,1.3568915875339371e-06
1889,1.5662841745811562e-08,1.5061388296544465e-06
1890,1.1797895993481688e-08,1.3718330933443212e-06
1891,1.72103943318902e-08,1.3048028222328867e-06
1892,1.567128071755519e-08,1.3602672410684136e-06
1893,1.4780199342201428e-08,1.1885744086725936e-06
1894,1.3233232509790582e-08,1.3252137520680662e-06
1895,4.213030146971164e-09,1.2542793115244422e-06
1896,2.181900704556483e-08,1.0714901819142142e-06
1897,2.0976169134989675e-08,1.118729038296351e-06
1898,1.1316709569442196e-08,1.0258597669121627e-06
1899,1.326618814800895e-08,1.0137578954072524e-06
1900,1.3496738171525635e-08,1.1217866031643098e-06
1901,8.383108651699445e-09,1.0316811724919717e-06
1902,1.1784681341886483e-08,1.010045373561752e-06
1903,1.1340462346964841e-08,1.0854442322738578e-06
1904,1.289910045443321e-08,1.112547430182076e-06
1905,1.445012559608827e-08,9.377099061680383e-07
1906,9.259532418592897e-09,9.480732217070909e-07
1907,1.388567694160514e-08,1.0465686131055918e-06
1908,3.437972351250096e-09,8.840500385076666e-07
1909,1.0451868481808901e-08,1.0110807906471564e-06
1910,5.344150788566537e-09,9.92943178346195e-07
1911,1.1172785918667216e-08,1.0326846435759762e-06
1912,3.125652625612929e-09,8.725780489271528e-07
1913,4.242391882236518e-09,8.437056919774477e-07
1914,6.027069343605973e-09,9.321867224798552e-07
1915,1.1780761588475741e-08,9.848717184013367e-07
1916,1.3184954461564757e-08,8.965769247026856e-07
1917,1.4256351876795748e-08,8.707341123681545e-07
1918,3.44591288836682e-09,7.753304203106381e-07
1919,1.8415696745321952e-09,8.406765772406288e-07
1920,2.2716695191604686e-09,6.9891700604785e-07
1921,3.786373714564917e-09,6.762463407028463e-07
1922,1.2542490324118916e-08,6.603252309389518e-07
1923,5.307974060286824e-09,8.110584275300425e-07
1924,7.734974771800296e-09,6.793885880540529e-07
1925,5.499089184013428e-09,7.170812068579835e-07
1926,5.573069228326233e-09,7.646250779203001e-07
1927,7.804457302640344e-09,7.614920463083763e-07
1928,4.5704163786908225e-09,6.13578400532333e-07
1929,7.798284240578823e-09,6.82906929228011e-07
1930,1.4705044848462023e-08,6.785328139358171e-07
1931,6.843213995466613e-09,6.250135484719976e-07
1932,4.383814644626227e-09,7.320970283331008e-07
1933,1.1470662197865522e-09,6.354746950876233e-07
1934,8.38710612072191e-09,6.757611430430188e-07
1935,1.3165112555668657e-08,5.75674448555219e-07
1936,1.576212937948185e-08,6.365475329062065e-07
1937,3.777335333410292e-09,6.383696700140717e-07
1938,5.186085783037697e-09,6.365920341977471e-07
1939,0.0,6.591735868255455e-07
1940,1.01431314458722e-08,7.734137668080621e-07
1941,1.1806010835613279e-08,7.585361565531912e-07
1942,0.0,6.00773923054021e-07
1943,1.4516176261025748e-08,6.88066755571981e-07
1944,3.2131861615880553e-09,6.844086684054673e-07
1945,1.3071024262956144e-08,6.862287555975399e-07
1946,8.352662561605939e-09,5.540599659070722e-07
1947,8.344609669919123e-09,6.258457432295472e-07
1948,1.522064341230589e-08,6.099129308267948e-07
1949,3.9268033269479474e-09,6.361421434064596e-07
1950,5.317680740191122e-09,5.881354638859193e-07
1951,2.1322803522849654e-09,5.714511210896944e-07
1952,2.1089607837865287e-09,5.588746034845826e-07
1953,5.386913803917537e-09,5.376139977641969e-07
1954,5.863521668203475e-09,5.404212277682063e-07
1955,2.815682353940474e-09,5.697063869547492e-07
1956,5.232684952005684e-09,5.101867959211859e-07
1957,5.301022620862739e-09,6.555598019986064e-07
1958,4.9633461784992505e-09,5.228057773365435e-07
1959,5.425523585955716e-09,6.22385041282314e-07
1960,6.920833239831836e-09,7.163062250015173e-07
1961,5.558527305105088e-09,6.232498996894265e-07
1962,5.0735651235811474e-09,6.113645838468074e-07
1963,1.9398159745165344e-09,6.698831302998087e-07
1964,6.083968384640315e-09,6.637609182291726e-07
1965,6.0192477668863376e-09,7.463867071066943e-07
1966,7.200797402795445e-09,7.466672649059092e-07
1967,2.958201350544698e-09,8.011795138429534e-07
1968,6.737123747768692e-09,9.17596253202646e-07
1969,4.5417577476669635e-09,1.0468751945325039e-06
1970,5.978342487722443e-09,8.351284570551343e-07
1971,3.083038491169532e-09,7.907993655464907e-07
1972,4.617132176587546e-09,8.726379938650553e-07
1973,5.513203726881244e-09,8.308398022904839e-07
1974,1.1251143461343815e-08,8.348348146114404e-07
1975,7.996072248772634e-09,7.739055725153321e-07
1976,1.1427053525636666e-08,6.799096752274636e-07
1977,7.639816779203557e-09,8.25687827443744e-07
1978,3.5643548113029055e-09,8.471283372557536e-07
1979,4.681578680276743e-09,7.841644347195142e-07
1980,2.8425753972882717e-09,7.754545556792891e-07
1981,5.060439622894819e-09,8.096703112414616e-07
1982,4.345251602977385e-09,8.020092820970603e-07
1983,6.9468474306333405e-09,7.641532295821207e-07
1984,9.278413592994639e-09,7.973636542146778e-07
1985,3.007779025843149e-09,7.585618604366573e-07
1986,4.795588481876223e-09,6.90564709415753e-07
1987,5.499735167280306e-09,6.715787943534224e-07
1988,2.99827696004229e-09,8.461137603887892e-07
1989,2.744061089465788e-09,9.011496615585202e-07
1990,2.179460389939436e-09,8.772327859674078e-07
1991,2.930732601047481e-09,8.551877783702366e-07
1992,2.754972139307199e-09,9.422004438874865e-07
1993,5.539207426075166e-10,8.502683606081973e-07
1994,4.2199412852994556e-09,8.88825123723791e-07
1995,3.795715741716776e-09,8.795215045154237e-07
1996,2.135236876199542e-09,8.508919080441046e-07
1997,2.397447240731765e-09,9.278120707278958e-07
1998,1.9072516899143466e-09,8.725676714504971e-07
1999,1.3710603485872497e-09,9.867064179047702e-07
2000,1.7672125984802278e-09,8.690268167299564e-07
2001,4.8193330159929104e-09,9.047202489398387e-07
2002,2.190610692842654e-09,9.091034343100546e-07
2003,1.2500768753476166e-09,9.150562725324107e-07
2004,8.809582507929292e-10,9.338157198612862e-07
2005,1.8014998381943315e-09,9.093070225674182e-07
2006,8.235779835885637e-10,9.355845875802515e-07
2007,1.1983438685803094e-09,9.035512817945346e-07
2008,1.7029758436759579e-09,8.966168216772985e-07
2009,2.860915504498962e-09,8.778242133189451e-07
2010,4.723793023408973e-10,7.742296617152533e-07
2011,0.0,8.630704506629172e-07
2012,0.0,7.826376844377592e-07
2013,5.578250084070646e-10,6.785941231157722e-07
2014,1.5158115873603606e-09,7.252075882036024e-07
2015,1.551602762939197e-09,7.150672409750314e-07
2016,6.21402013178951e-10,7.21861987074135e-07
2017,2.012489092040326e-09,6.802213263767953e-07
2018,0.0,6.833142442985718e-07
2019,2.806086529805185e-09,6.630016997632993e-07
