year,mes_DET oeufs_NOUN,mes_DET voeux_NOUN
1939,0.0,3.8235125288110794e-08
1940,0.0,6.085878978545622e-08
1941,2.9515025978810172e-09,7.37875680556499e-08
1942,0.0,7.585529493425724e-08
1943,0.0,8.709705756615449e-08
1944,0.0,1.0603514155604898e-07
1945,0.0,7.406913482554955e-08
1946,0.0,5.0115976257814054e-08
1947,0.0,8.344609403465597e-08
1948,1.0871887834440486e-09,5.870819475006783e-08
1949,0.0,5.693864801870063e-08
1950,0.0,4.785912821603233e-08
1951,0.0,4.477788728696197e-08
1952,0.0,6.221434167841267e-08
1953,0.0,4.955960619668076e-08
1954,9.772536113672459e-10,5.57034551817992e-08
1955,9.385607846468247e-10,4.97437211421925e-08
1956,0.0,7.761816167572988e-08
1957,1.7670075402875796e-09,7.863183526524153e-08
1958,8.272243445794913e-10,7.114129640939382e-08
1959,1.5501495642666896e-09,8.913360061146847e-08
1960,0.0,7.197666462843699e-08
1961,0.0,8.824161934484209e-08
1962,1.2683912808952869e-09,9.703193271093369e-08
1963,1.2932106496776896e-09,9.893061747590082e-08
1964,6.083968329129164e-10,7.239922072965754e-08
1965,5.472043373977442e-10,1.6033087746336605e-07
1966,5.539074754423723e-10,4.929776509232653e-08
1967,4.930335584241163e-10,1.2177929109569163e-07
1968,3.1439910674890825e-09,6.602381030784699e-08
1969,4.5417578031781147e-10,5.3592740356656066e-08
1970,1.3796175313274261e-09,8.461654266156415e-08
1971,5.138397485282553e-10,9.608803441807368e-08
1972,9.747279428040656e-09,6.053573109454646e-08
1973,4.410563025913916e-09,8.986521904397193e-08
1974,7.875800456247362e-09,7.031964299741844e-08
1975,7.4249242310031605e-09,1.2336796562095742e-07
1976,9.712995741040231e-09,1.2741165011931344e-07
1977,5.876781838942691e-10,9.872993733672786e-08
1978,1.2475242172627077e-08,1.1227717688910843e-07
1979,4.681578680276743e-09,9.772795550588853e-08
1980,2.2740602734216964e-09,9.664755840077532e-08
1981,1.2651099057237047e-09,1.0879945033792637e-07
1982,2.483000915987077e-09,1.1421803924882568e-07
1983,5.052252838311233e-09,1.3262163633953605e-07
1984,9.278413592994639e-09,1.2003947702510231e-07
1985,6.015558051686298e-10,1.4317027474675115e-07
1986,1.0790073723399018e-08,1.3067978876790676e-07
1987,2.4443267410134695e-09,1.1121686993575963e-07
1988,4.797243047249822e-09,1.2472832278120904e-07
1989,2.7440609784434855e-09,1.882425930688214e-07
1990,1.089730194969718e-09,1.1387680309837833e-07
1991,2.9307325455363298e-09,1.3598598957997865e-07
1992,3.856960972825618e-09,9.917899634892535e-08
1993,1.2186256448387667e-08,1.4789683833171807e-07
1994,3.6924485691258724e-09,1.5350036530747957e-07
1995,2.1689803286761844e-09,1.2037841035095198e-07
1996,4.270473752399084e-09,1.1156612922391673e-07
1997,4.794894259418925e-09,1.4240836776480137e-07
1998,1.43043876743576e-09,1.349380558401947e-07
1999,1.8280804647829996e-09,1.279656340891222e-07
2000,1.7672125984802278e-09,1.3386635977497008e-07
2001,2.6287270138425356e-09,1.0427283925196207e-07
2002,2.1906108038649563e-09,8.587194244569218e-08
2003,1.6667691671301554e-09,8.333846035490922e-08
2004,1.7619165015858584e-09,4.4928871067995146e-08
2005,3.602999676388663e-09,6.350287096168472e-08
2006,3.706100981659688e-09,6.09447701194199e-08
2007,1.5977917877663117e-09,5.991719276288165e-08
2008,0.0,8.51487946817997e-08
2009,9.53638501499654e-10,6.055604506727263e-08
2010,0.0,3.542844861925687e-08
2011,1.529588788962144e-09,1.3766299211681599e-08
2012,6.808505426114664e-10,2.995742387490452e-08
2013,3.0680376017500066e-09,4.295252631347779e-08
2014,4.547434873103384e-09,1.5028189714882956e-07
2015,1.10828768384863e-09,1.0151915219580587e-07
2016,0.0,4.6812286047526186e-08
2017,5.031222660711876e-10,6.51543345941974e-08
2018,1.5488800242380307e-09,1.0248422599445917e-07
2019,1.7856913725466939e-09,1.1275365796592496e-07
