year,mes_DET oeufs_NOUN,mes_DET voeux_NOUN
1800,0.0,3.238489370005482e-07
1801,0.0,4.02419857437053e-07
1802,0.0,5.258924602458137e-07
1803,1.950339223455444e-09,6.26058865194068e-07
1804,0.0,3.93024286893251e-07
1805,8.528632911009026e-09,3.0134502804202157e-07
1806,0.0,3.054569273075458e-07
1807,0.0,2.1636859059981361e-07
1808,0.0,2.1074487932537522e-07
1809,0.0,2.643065704077685e-07
1810,0.0,5.452495273061686e-07
1811,2.5070767684098882e-09,2.5321475050077424e-07
1812,0.0,2.907256968498473e-07
1813,0.0,2.9907714349519665e-07
1814,0.0,2.4544081433930387e-07
1815,0.0,1.4295284911369777e-07
1816,0.0,1.8077310315334216e-07
1817,0.0,2.615547227691195e-07
1818,0.0,1.5139895959137561e-07
1819,0.0,1.3145834021344172e-07
1820,1.1866481131050932e-09,1.7799721607758556e-07
1821,9.86148829262845e-10,2.5639869694060735e-07
1822,4.010246357211145e-09,2.1956098805731017e-07
1823,2.9648061783404955e-09,1.699822202994028e-07
1824,5.052667617633233e-09,1.4568525141811506e-07
1825,8.805443041381977e-10,1.2855946618373082e-07
1826,0.0,1.285965653963217e-07
1827,0.0,8.756409175525448e-08
1828,3.668920500743411e-09,1.1557099277581528e-07
1829,0.0,1.5860375146559136e-07
1830,0.0,1.1793624477007825e-07
1831,0.0,1.3252524588835968e-07
1832,0.0,1.8941957158347122e-07
1833,0.0,1.0888610602055593e-07
1834,0.0,1.42818317172555e-07
1835,1.5126175867408165e-09,9.605121675804185e-08
1836,6.720750067579218e-10,1.122365267391956e-07
1837,6.957890930081589e-10,9.741047435340988e-08
1838,1.2624323808552163e-09,1.0856918786217307e-07
1839,6.9914751765765e-10,1.4612182974715893e-07
1840,1.2739377330817092e-09,6.815566844231569e-08
1841,0.0,5.906904521069123e-08
1842,6.708265054555795e-10,8.787826910605645e-08
1843,5.906911071384968e-10,1.2168236906973107e-07
1844,0.0,5.543447040290417e-08
1845,0.0,4.7989962059791225e-08
1846,0.0,4.1566958097760676e-08
1847,5.393223645455691e-10,6.687597498000741e-08
1848,8.045221711050488e-10,8.125674255676785e-08
1849,4.1897072478036534e-09,2.011059585527164e-08
1850,0.0,7.264225754255449e-08
1851,6.449438760824933e-10,4.643596018816254e-08
1852,0.0,4.29696003223512e-08
1853,0.0,4.658106766974868e-08
1854,0.0,4.4163147472353614e-08
1855,0.0,4.563965916304369e-08
1856,0.0,4.711242285182493e-08
1857,4.881509085841174e-10,3.807576942627122e-08
1858,4.893676019968041e-10,8.172439058817815e-08
1859,0.0,8.402085960312888e-08
1860,9.154367819341758e-10,4.165237399433863e-08
1861,4.715963730639317e-10,5.659156432358259e-08
1862,9.035972525772706e-10,3.252950267484955e-08
1863,0.0,4.1954813234656996e-08
1864,1.4384183844029508e-09,5.370095190748714e-08
1865,4.706844358715045e-10,4.989254964726797e-08
1866,0.0,8.125573902617589e-08
1867,0.0,4.367530515025919e-08
1868,4.93987406535723e-10,4.100095463144271e-08
1869,0.0,7.081102526562688e-08
1870,0.0,6.766177884642843e-08
1871,1.0621177271019633e-09,4.24847077518109e-08
1872,6.047339295989218e-10,6.712546396503427e-08
1873,0.0,6.045864431314385e-08
1874,0.0,4.6004491938145264e-08
1875,5.721527140956084e-10,5.32102030770254e-08
1876,6.04601479992084e-10,7.01337694586357e-08
1877,6.184815992682502e-10,8.967983378127542e-08
1878,0.0,5.797525115536217e-08
1879,1.832797580370027e-09,4.643087159195147e-08
1880,0.0,5.1342768703221964e-08
1881,0.0,1.1225737495124122e-07
1882,6.655385131892899e-10,9.65030828581348e-08
1883,6.319338941018771e-10,7.962366854741276e-08
1884,6.601696966868076e-10,4.423136878983769e-08
1885,0.0,4.318575902440003e-08
1886,6.453463874400711e-10,3.291266637006629e-08
1887,1.3057849246322917e-09,5.94132131270797e-08
1888,6.340614699951175e-10,5.5163346779352196e-08
1889,0.0,4.197641673142627e-08
1890,1.9663159989136147e-09,8.520702121650459e-08
1891,6.374220040683554e-10,3.6970475569830796e-08
1892,0.0,7.961010672907776e-08
1893,0.0,4.372475737035586e-08
1894,0.0,3.276800475404684e-08
1895,0.0,3.851913210617397e-08
1896,0.0,3.715128332748563e-08
1897,0.0,3.9038979382510774e-08
1898,5.6583548957434e-10,3.3950128153215076e-08
1899,5.527578395003729e-10,2.5426860617017155e-08
1900,1.038210628578895e-09,3.478005605739298e-08
1901,5.588738916095792e-10,4.806315356820079e-08
1902,2.455141867585553e-09,3.731815567675767e-08
1903,4.860198465905796e-09,2.430099055317214e-08
1904,0.0,2.8485513503540005e-08
1905,0.0,4.231822581246547e-08
1906,1.0288369045596824e-09,2.6749758852417926e-08
1907,5.142843373384665e-10,5.297128780057392e-08
1908,4.911389073214423e-10,5.991894602708214e-08
1909,0.0,3.9056984924012994e-08
1910,5.344150677544235e-10,2.1911018444065178e-08
1911,0.0,4.5755217059628706e-08
1912,1.0418842455450772e-09,5.678269121567325e-08
1913,1.060597942803554e-09,5.462079455398339e-08
1914,1.3393487430235496e-09,3.683209115479258e-08
1915,0.0,1.2251992487222196e-07
1916,0.0,5.6036057571873243e-08
1917,0.0,3.838248474608008e-08
1918,0.0,2.986457925402419e-08
1919,2.762354567309444e-09,2.9465114792515124e-08
1920,7.572231730534895e-10,4.240449946735225e-08
1921,0.0,3.483463789644148e-08
1922,7.377935484775833e-10,3.467629561271224e-08
1923,2.1231896241147297e-09,5.8387714219065856e-08
1924,0.0,4.769901074119787e-08
1925,0.0,5.609070674594818e-08
1926,0.0,5.795991953050361e-08
1927,1.1149224876660924e-09,9.142364199021813e-08
1928,0.0,7.312666516767763e-08
1929,1.1140406375176326e-09,4.790374763530281e-08
1930,1.0503603542488804e-09,6.092089732678829e-08
1931,0.0,9.808606638017636e-08
1932,0.0,8.000461471091569e-08
1933,1.1470662197865522e-09,3.326492148403304e-08
1934,0.0,8.147474339637029e-08
1935,0.0,5.6250936353308134e-08
1936,1.2124714565686645e-09,8.972289000652722e-08
1937,0.0,5.288269688819014e-08
1938,0.0,6.093650872784906e-08
