year,mes_DET oies_NOUN,mes_DET voies_NOUN
1870,4.013834153937523e-09,1.1410757227992008e-07
1871,9.55905954391767e-09,1.1470871097429836e-07
1872,6.047339518033823e-09,1.457408700389351e-07
1873,3.591602570907071e-09,5.5071240456783244e-08
1874,4.779687312606029e-09,5.1381637777847544e-08
1875,5.721527251978387e-09,6.636971744411468e-08
1876,1.874264654588842e-08,5.985554452081487e-08
1877,1.9172929910382663e-08,7.54547538894812e-08
1878,3.0195443923020093e-09,6.159870369337739e-08
1879,3.0546627449723474e-09,9.041801418696593e-08
1880,1.9253538763308597e-09,2.5671385017744797e-08
1881,4.183504653809678e-09,3.834879080955034e-08
1882,3.9932310791357395e-09,4.192892744114829e-08
1883,8.847074184359371e-09,2.0221884888815822e-08
1884,4.621187876807653e-09,9.506443809925713e-08
1885,5.80107206715752e-09,3.4161868112114746e-08
1886,2.5813855497602844e-09,6.711602551501272e-08
1887,6.528924623161458e-10,2.6115697659978565e-08
1888,5.07249175996094e-09,3.3605258797919646e-08
1889,3.132568426877924e-09,7.204907470637067e-08
1890,2.6217545912032847e-09,7.865263995654459e-08
1891,1.2748440081367107e-09,3.4420789774003424e-08
1892,3.1342561879199593e-09,4.7013841264487155e-08
1893,5.542574843531156e-09,5.173069794750518e-08
1894,5.041231432301174e-09,2.3315696040526745e-08
1895,1.8055843487019274e-09,2.8889348913097024e-08
1896,1.7691086373616827e-09,3.2433661090180976e-08
1897,1.1653427112179315e-09,2.6220211113425762e-08
1898,4.52668391659472e-09,3.677930848766664e-08
1899,1.1055156790007459e-08,4.643165851803133e-08
1900,3.633737311048435e-09,2.491705508589348e-08
1901,3.912117296778206e-09,2.2354955442338564e-08
1902,5.4013122863239005e-09,2.0623191820945408e-08
1903,4.860198465905796e-09,2.2680925360063497e-08
1904,1.0749250378694342e-09,2.5260738389931703e-08
1905,2.0643036169332163e-09,4.231822536837626e-08
1906,4.115347618238729e-09,4.063905634232867e-08
1907,3.5999902503469627e-09,2.108565766434367e-08
1908,6.875944702500192e-09,3.094175049511705e-08
1909,0.0,4.5108066337729014e-08
1910,3.740905363258662e-09,1.7635697235895975e-08
1911,4.788336838146279e-09,3.1922244403403965e-08
1912,7.814131564032323e-09,4.323819591256495e-08
1913,3.181793939432964e-09,4.401481534799245e-08
1914,6.696743715117748e-10,5.089525245693949e-08
1915,5.890381071793627e-09,2.9451904026700504e-08
1916,1.0987462051303964e-09,2.5271163162088328e-08
1917,3.289927441585405e-09,4.7155623406069935e-08
1918,1.4932289182922887e-08,2.5270026959844927e-08
1919,9.207848372660976e-10,2.4861190051073123e-08
1920,2.2716695191604686e-09,3.558949046578164e-08
1921,3.0290989716519334e-09,2.7261891411001216e-08
1922,5.164555005876537e-09,2.7298360905092522e-08
1923,6.369568872344189e-09,1.5923921736771263e-08
1924,5.156649773851996e-09,2.707241186783449e-08
1925,4.399271169575059e-09,1.759708534443405e-08
1926,7.802296586589819e-09,3.901148559748435e-08
1927,7.804457524684949e-09,2.229845030843336e-08
1928,3.4278122562625413e-09,1.4853853258500749e-08
1929,2.2280812750352652e-09,2.0052731031228177e-08
1930,5.2518016602221e-09,2.100720719599991e-08
1931,4.5621426636444085e-09,2.167017854048936e-08
1932,2.1919073223131136e-09,2.3015026440198483e-08
1933,6.882397318719313e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,1.677421224144382e-08
1935,7.180970484910176e-09,2.393656828303392e-08
1936,0.0,3.152425787078528e-08
1937,1.2591118148108649e-09,1.8886677000118368e-08
1938,5.186085783037697e-09,4.019216603978748e-08
1939,9.176430282309411e-09,1.2235240376412548e-08
1940,0.0,3.803674530900025e-08
1941,0.0,2.066051862925633e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,2.032264689866281e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,6.535512131478072e-09,4.1391576388605245e-08
1946,0.0,3.201854159584627e-08
1947,3.5762612871081956e-09,6.079644299106235e-08
1948,0.0,3.913879620398575e-08
1949,1.9634016634739737e-09,2.5524220959027843e-08
1950,0.0,2.9779012811204097e-08
1951,0.0,2.8785784866869335e-08
1952,1.2653764258629963e-08,3.268889159357968e-08
1953,3.2321482157371406e-09,3.986316166049164e-08
1954,3.029486217442923e-08,3.9090145786957464e-08
1955,2.815682353940474e-09,3.0972504561077585e-08
1956,2.616342476002842e-09,2.8779766569897447e-08
1957,9.718541527092839e-09,2.2971098467827744e-08
1958,3.1434524760953764e-08,3.722509500647675e-08
1959,8.525822714489095e-09,2.3252243908089554e-08
1960,4.152500121534786e-09,3.80645828190751e-08
1961,4.86371165564492e-09,4.655266883091258e-08
1962,2.5367825617905737e-09,4.312530421657357e-08
1963,5.819448034571906e-09,2.3277791250109203e-08
1964,3.6503808864551957e-09,3.528701730814987e-08
1965,1.6416130677043839e-09,4.1040326692609597e-08
1966,9.416427082520329e-09,3.434226192311485e-08
1967,4.930335584241163e-10,2.3665610693335282e-08
1968,1.616909695023594e-08,3.907531842539669e-08
1969,2.7250546263957176e-09,2.270878884935712e-08
1970,6.898087712148282e-09,3.86292895449003e-08
1971,1.541519245584766e-09,3.596878261902248e-08
1972,4.104117490300041e-09,2.8215806913145514e-08
1973,7.167165139154719e-09,9.923766475239404e-09
1974,5.063014507644681e-09,1.9689500752040345e-08
1975,3.998036124386317e-09,2.341706917263764e-08
1976,5.142174241967723e-09,3.256710368049198e-08
1977,2.3507127355770763e-09,1.8218024422367307e-08
1978,7.128709511583509e-09,4.03960229711231e-08
1979,9.363157582598092e-09,3.33562483190164e-08
1980,7.95921106799824e-09,2.2740602401150056e-08
1981,2.5302198114474095e-09,1.8344094465660987e-08
1982,4.966001831974154e-09,2.2347008354905995e-08
1983,7.57837881337764e-09,2.210360550147783e-08
1984,1.739702604197646e-09,2.0876430584237937e-08
1985,1.2031116103372597e-09,1.4437339324047116e-08
1986,5.994485463567401e-10,2.3378493363424013e-08
1987,2.4443267410134695e-09,2.0165695779894577e-08
1988,5.9965538645734284e-09,2.6384837314985532e-08
1989,1.6464366536794728e-09,2.9087046771181235e-08
1990,3.269190529398003e-09,1.5801087660527458e-08
1991,1.0550637363770932e-08,1.523980985851381e-08
1992,7.713921945651236e-09,2.259077147570565e-08
1993,2.7696036575264316e-09,2.4372513340864543e-08
1994,6.85740436656701e-09,2.5847139484280746e-08
1995,3.79571546416102e-09,2.8738989854559804e-08
1996,1.6014276571496566e-09,2.5089032629210806e-08
1997,2.3974471297094624e-09,1.486417322560385e-08
1998,2.3840646123929332e-09,2.1933394545037288e-08
1999,3.656160929565999e-09,2.422206613061917e-08
2000,4.418031274155965e-09,3.578605634046994e-08
2001,1.2267393101339508e-08,2.9792240674453296e-08
2002,8.324320788233308e-09,3.724038299957044e-08
2003,9.583922655487243e-09,2.7501691590714472e-08
2004,2.642874807889939e-09,3.788120372938408e-08
2005,6.305249211635555e-09,3.107587276396373e-08
2006,7.000412693969338e-09,2.5530917380223173e-08
2007,2.7961355453243186e-09,3.2355284451668354e-08
2008,2.554463751636149e-09,1.8306990035021897e-08
2009,5.721830786953319e-09,3.6715082973870494e-08
2010,6.140930985942816e-09,3.920748126162721e-08
2011,8.41273803398046e-09,4.932923802769551e-08
2012,9.531907513293802e-09,8.068079182521615e-08
2013,1.3945625543243523e-08,5.494576216236169e-08
2014,1.6240839117998007e-08,4.958869315174752e-08
2015,8.866302025900552e-09,6.760554827067722e-08
2016,8.07822619908194e-09,8.368213810783232e-08
2017,7.043711836018929e-09,4.158305402235385e-07
2018,1.523065362718512e-08,2.1142212958125128e-07
2019,1.122434611922074e-08,6.836646848640271e-08
