year,anciennes_ADJ allées_NOUN,anciennes_ADJ vallées_NOUN
1936,3.6374143697059935e-09,9.699771652549316e-08
1937,1.1332006444320086e-08,6.295559273894469e-08
1938,1.2965214679638848e-08,5.575042294481136e-08
1939,1.5294050470515685e-09,4.129393715857077e-08
1940,0.0,9.382397081481031e-08
1941,5.9030051957620344e-09,8.264207451702532e-08
1942,3.034211770724937e-09,1.1833425617169269e-07
1943,2.9032352077962287e-09,1.1032293656398906e-07
1944,1.2852744646352221e-08,1.0282195717081777e-07
1945,4.357008087652048e-09,5.2284097051824574e-08
1946,4.1763312808029696e-09,5.4292307538617024e-08
1947,4.7683483828109274e-09,5.006765846360395e-08
1948,3.2615663503321457e-09,8.045196864259196e-08
1949,2.945102384188658e-09,5.988375306742455e-08
1950,3.190608444114673e-09,6.7002780212988e-08
1951,3.1984206394497505e-09,6.503454841322309e-08
1952,9.490323193972472e-09,8.014050933979888e-08
1953,4.3095309543161875e-09,6.464296120611834e-08
1954,1.9545072227344917e-09,7.133951385185355e-08
1955,3.754243138587299e-09,8.91632723210023e-08
1956,6.976913269340912e-09,6.45364508500279e-08
1957,6.184526224473075e-09,4.329168490357915e-08
1958,4.9633461784992505e-09,7.279574276708445e-08
1959,4.650448914844674e-09,5.968075811324525e-08
1960,1.2457499920515147e-08,7.682125158225972e-08
1961,1.3896318540318475e-09,5.697490479406042e-08
1962,1.9025869768540815e-09,5.136984526643573e-08
1963,3.879631726988464e-09,3.9442923593924206e-08
1964,6.083968440151466e-09,3.772060352957851e-08
1965,3.830430195250756e-09,3.775710055720083e-08
1966,6.092982118843793e-09,2.6033651678858405e-08
1967,1.4791006197611978e-09,3.451235031093347e-08
1968,1.7965663401398047e-09,3.5931325470528463e-08
1969,7.72098829315837e-09,4.5871754394966047e-08
1970,2.7592350626548523e-09,3.219107469476512e-08
1971,3.083038491169532e-09,3.648262136835001e-08
1972,6.669190977248718e-09,4.2580218462262565e-08
1973,6.615844760915479e-09,3.418186267367673e-08
1974,1.1251143350321513e-09,2.700274492895005e-08
1975,3.998036124386317e-09,2.627280792921738e-08
1976,1.142705374768127e-09,1.7140580510499603e-08
1977,4.11374712072643e-09,4.818961230057539e-08
1978,2.970295565063452e-09,1.9603952239322098e-08
1979,1.7555920051037788e-09,2.1067103617156135e-08
1980,2.8425752862659692e-09,2.9562784220615868e-08
1981,6.325549528618524e-10,2.5302197670384885e-08
1982,3.1037510339615437e-09,1.1173503899897241e-08
1983,0.0,1.894594880980094e-08
1984,4.059305780401701e-09,1.8556827185989277e-08
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,4.7955883708539204e-09,1.2588419195935785e-08
1987,3.6664902225425067e-09,4.888653482026939e-09
1988,5.996553809062277e-10,1.4391728697660255e-08
1989,4.390497743145261e-09,2.030605195102453e-08
1990,8.172976073694826e-09,1.3076762783725826e-08
1991,4.10302547493302e-09,8.20605094986604e-09
1992,3.30596661157756e-09,1.1019888113139586e-08
1993,5.539207315052863e-09,9.970573700002205e-09
1994,1.5824779264761446e-09,1.635227242502424e-08
1995,4.337960657352369e-09,1.0844901865425527e-08
1996,6.4057106285986265e-09,1.0676184380997711e-08
1997,9.110299181713799e-09,6.233362714880286e-09
1998,3.814503379828693e-09,1.4304387896402204e-08
1999,1.3710603763428253e-09,1.3253583119876566e-08
2000,2.6508188977203417e-09,7.95245647111642e-09
2001,3.943090742808408e-09,7.886181485616817e-09
2002,1.752488598683044e-09,7.448076377869484e-09
2003,5.416999737661854e-09,6.250384210204629e-09
2004,2.642874807889939e-09,1.1452457648886138e-08
2005,4.503749373441224e-09,9.908249332113428e-09
2006,4.941467679486777e-09,8.64756888319107e-09
2007,2.7961355453243186e-09,4.393927444112933e-09
2008,2.554463751636149e-09,7.2376473703172906e-09
2009,3.337734755248789e-09,6.675469510497578e-09
2010,2.8342759250676863e-09,8.502827775203059e-09
2011,3.059177577924288e-09,8.795135286732148e-09
2012,5.7872298064864935e-09,7.489355802192676e-09
2013,4.462600067256517e-09,5.29933741333366e-09
2014,9.311413862178597e-09,4.980523993225461e-09
2015,3.32486305154589e-09,9.531274436369586e-09
2016,6.8354220061905835e-09,6.214019965256057e-09
2017,7.043711836018929e-09,7.2952728302766445e-09
2018,4.904786798931582e-09,7.744399788123246e-09
2019,5.101975730781305e-09,7.1427654901867754e-09
