year,les_DET oies_NOUN,les_DET voies_NOUN
1800,1.2576657759666432e-06,7.06808177142193e-06
1801,1.1977348979286262e-06,8.360331676726673e-06
1802,1.163676898841004e-06,7.682505270167894e-06
1803,2.1687771649681054e-06,8.427415394862692e-06
1804,1.3867083934471225e-06,8.705859400492955e-06
1805,2.2146017630841897e-06,7.911728417298036e-06
1806,5.79215488016871e-07,8.558557595961247e-06
1807,5.523092792003581e-07,9.730892216452958e-06
1808,9.789439445739845e-07,9.345288773943139e-06
1809,1.5790623262290637e-06,9.054194421764805e-06
1810,8.284048975681912e-07,1.3036845871283731e-05
1811,6.86939027438882e-07,8.213183747329822e-06
1812,3.040617375660304e-07,1.1391646324909743e-05
1813,4.486156939265129e-07,1.1025593607882911e-05
1814,4.6256154684343187e-07,9.336190998965321e-06
1815,5.772058635500343e-07,1.101546084214533e-05
1816,7.207747927395758e-07,1.2292571057059831e-05
1817,6.896949305001954e-07,1.1150327452469355e-05
1818,1.624856460047397e-06,1.117014318197107e-05
1819,3.560761119292266e-07,1.1294030656472387e-05
1820,6.028172503391716e-07,1.207770451117085e-05
1821,3.8361188581248484e-07,1.4267601073925107e-05
1822,7.128213184159904e-07,1.187333700158888e-05
1823,6.453394680860924e-07,1.1461940630397294e-05
1824,4.7326652907742073e-07,1.2186192435592602e-05
1825,8.04817498867294e-07,1.0492566161701689e-05
1826,4.862007410011415e-07,1.1708453669712071e-05
1827,7.521294603796136e-07,1.3464592768741568e-05
1828,6.741641236374107e-07,1.3641963477084573e-05
1829,5.332515518041703e-07,1.2644577793707867e-05
1830,5.604580937124126e-07,1.2679711517193937e-05
1831,5.347783620379687e-07,1.2870540501808136e-05
1832,4.7354891563600177e-07,1.282776375433059e-05
1833,5.444305370971847e-07,1.4461001939025664e-05
1834,6.823541847111869e-07,1.3471595480041287e-05
1835,6.239547474251594e-07,1.4134655316411227e-05
1836,6.431757593183818e-07,1.3294315607481622e-05
1837,5.656765456052426e-07,1.4710372880699651e-05
1838,5.655697066231369e-07,1.2583926036313642e-05
1839,5.949745203182033e-07,1.477368655855571e-05
1840,4.834593818614508e-07,1.4462378118196284e-05
1841,4.25040309615099e-07,1.5729060123703675e-05
1842,4.320122641843227e-07,1.5798634365182807e-05
1843,4.690087438419255e-07,1.5231560922757126e-05
1844,4.7476054065853646e-07,1.5947015185702185e-05
1845,6.679532877917893e-07,1.713687942128672e-05
1846,3.9225158054989606e-07,1.6612147362593532e-05
1847,7.286245065074581e-07,1.4908488481069071e-05
1848,5.044354058902911e-07,1.5938388685299287e-05
1849,4.047257355921374e-07,1.612869851896903e-05
1850,4.4332145066050543e-07,1.586792055263686e-05
1851,5.559416085265667e-07,1.6077805014447222e-05
1852,5.162862439789251e-07,1.551853574710549e-05
1853,6.819946207770045e-07,1.6573306027112267e-05
1854,4.494249861153321e-07,1.8244056434468803e-05
1855,5.046897229021852e-07,1.539648610560107e-05
1856,4.902798327321989e-07,1.7930677188360278e-05
1857,4.115112304248214e-07,1.4860289752505196e-05
1858,4.0519638666580704e-07,1.4768135827125661e-05
1859,5.412980277341717e-07,1.5397204492728633e-05
1860,4.641264600979689e-07,1.5099214294878038e-05
1861,4.7253954882364724e-07,1.6074362406470755e-05
1862,4.716777590729748e-07,1.5944877020501735e-05
1863,4.390271755028152e-07,1.5997271589185402e-05
1864,5.489963399440967e-07,1.682613907405539e-05
1865,5.492887309443972e-07,1.726282266645285e-05
1866,4.1406367046192827e-07,1.6304181770010473e-05
1867,5.74572872835688e-07,1.664465798967285e-05
1868,6.001947054912193e-07,1.7493576592642057e-05
1869,4.903053287819148e-07,1.5997431546566077e-05
1870,4.656047671858232e-07,1.5371838117061998e-05
1871,5.703572205639773e-07,1.5500546282964933e-05
1872,4.3540843108758054e-07,1.687328625621376e-05
1873,5.225781896101012e-07,1.609696488458212e-05
1874,5.580284909711963e-07,1.7101124171858828e-05
1875,4.828969011327899e-07,1.6469415925257636e-05
1876,4.6554313826163707e-07,1.575591454638925e-05
1877,6.110598054220873e-07,1.5639544642453984e-05
1878,4.813153733351783e-07,1.6608097894277307e-05
1879,4.661415058393459e-07,1.5704020654538908e-05
1880,6.327996473487474e-07,1.6391820679473312e-05
1881,5.68956634694473e-07,1.585199612463839e-05
1882,5.051437419467675e-07,1.544781429174691e-05
1883,6.243506760483797e-07,1.4818218176060327e-05
1884,5.644450800090794e-07,1.5326499465118104e-05
1885,4.10586999510798e-07,1.5588125052090618e-05
1886,4.5238780543854773e-07,1.5696114587626653e-05
1887,4.968511522207564e-07,1.588813825037505e-05
1888,4.3496617152527506e-07,1.677726652360434e-05
1889,4.4858378878132044e-07,1.5431658084708033e-05
1890,4.817473957530183e-07,1.677726345405972e-05
1891,4.2707273628650455e-07,1.6507318491676415e-05
1892,5.904938618073174e-07,1.698892197055102e-05
1893,5.413248107544177e-07,1.7334710491923033e-05
1894,3.7494157112405446e-07,1.6745710354371113e-05
1895,3.9482110825161953e-07,1.604682984179817e-05
1896,5.183488394067126e-07,1.5808755620128068e-05
1897,4.492396001865018e-07,1.7890924482344417e-05
1898,4.837893285980499e-07,1.7924536336977326e-05
1899,5.378333831629334e-07,1.7746291291587113e-05
1900,4.2981919623485965e-07,1.791847648746625e-05
1901,3.917705884148859e-07,1.834056388361205e-05
1902,3.3831854984178733e-07,1.683147070252744e-05
1903,3.9529613271582775e-07,1.7727843896864215e-05
1904,4.6651745932990707e-07,1.7283181364291522e-05
1905,4.180214836502216e-07,1.70067653471051e-05
1906,4.840677552131467e-07,1.7475308482062246e-05
1907,4.4639880325547665e-07,1.7544295133120613e-05
1908,4.16976919659362e-07,1.8912777136392833e-05
1909,3.9001974716512677e-07,1.8226409451926884e-05
1910,5.509819449578401e-07,1.685438189724664e-05
1911,4.878783039785617e-07,1.7666834537521936e-05
1912,4.3759138845800294e-07,1.6634203007015458e-05
1913,3.887091333254489e-07,1.7043279058270855e-05
1914,4.855139064119385e-07,1.856605149441748e-05
1915,2.473959943571913e-07,1.6847668234731827e-05
1916,2.6809406961092463e-07,1.7167908708870527e-05
1917,3.893080684491679e-07,1.8083634699905815e-05
1918,3.652667697195966e-07,1.9709473690454615e-05
1919,4.797288877256278e-07,1.974715087271761e-05
1920,4.3616053879702577e-07,1.7254087651963346e-05
1921,4.4300572987765463e-07,1.765661716035538e-05
1922,4.84730355410079e-07,1.6752341139181226e-05
1923,4.299459046563925e-07,1.4781645973016566e-05
1924,4.963275417324553e-07,1.497233256486652e-05
1925,3.838364168728958e-07,1.409856440659496e-05
1926,4.514186233706141e-07,1.5108590673662547e-05
1927,4.325899194412841e-07,1.4604369880544255e-05
1928,3.850575769348552e-07,1.4945261568755086e-05
1929,4.1999331834574605e-07,1.5061829344631406e-05
1930,3.497700085119959e-07,1.4494973356704577e-05
1931,3.25052660343772e-07,1.4527002576869563e-05
1932,2.487814780849362e-07,1.5610764307893987e-05
1933,4.886502225076583e-07,1.4946272585802944e-05
1934,3.9059950296405077e-07,1.673826727710548e-05
1935,4.176931147625851e-07,1.4580960169041646e-05
1936,4.910509403543983e-07,1.4071943951421417e-05
1937,3.361828575521031e-07,1.4183894563757349e-05
1938,3.656190541434512e-07,1.4628651683779026e-05
1939,4.863508173968967e-07,1.3987938586978999e-05
1940,3.52473818132637e-07,1.1730532037290686e-05
1941,1.345885138448466e-06,1.1693853593897074e-05
1942,5.006449459443729e-07,1.2236976090207463e-05
1943,6.532279093196536e-07,1.2713267096842173e-05
1944,4.530592363494179e-07,1.2714577337646915e-05
1945,4.6837837075486277e-07,1.222794321620313e-05
1946,4.705333092047681e-07,1.319859882187302e-05
1947,3.7193117963241207e-07,1.2855467502959073e-05
1948,5.175018493730477e-07,1.369422977859358e-05
1949,3.16107669373622e-07,1.3511148949874041e-05
1950,4.094614123317797e-07,1.288261319132289e-05
1951,4.040671335303614e-07,1.1971687854384072e-05
1952,4.112473401818306e-07,1.2284696822462138e-05
1953,3.8247087186249473e-07,1.2713116689155868e-05
1954,4.3780963210338086e-07,1.1856040714519622e-05
1955,3.144178606362402e-07,1.2801969432985061e-05
1956,3.1657744337110216e-07,1.1799704566328728e-05
1957,3.454499761801344e-07,1.2516597507783445e-05
1958,4.309838868010729e-07,1.2551474583233357e-05
1959,6.960171283765249e-07,1.2563187283376465e-05
1960,4.429333402278246e-07,1.237998696979048e-05
1961,4.2383771337028975e-07,1.3161897754798701e-05
1962,3.640283017247725e-07,1.221016850649903e-05
1963,3.633921794587991e-07,1.2495001442403009e-05
1964,3.814648197320025e-07,1.2079719226676389e-05
1965,3.2175616215823766e-07,1.223877211486979e-05
1966,3.5505469142549373e-07,1.1647566793726583e-05
1967,3.3033247959224354e-07,1.1974306175943639e-05
1968,3.876091891896749e-07,1.1918869859073311e-05
1969,5.173062227470382e-07,1.2519809388322756e-05
1970,3.3386743991670187e-07,1.2738468399220437e-05
1971,3.2834358609790115e-07,1.1781831744883675e-05
1972,3.303814661848037e-07,1.124220341353066e-05
1973,2.84481314949403e-07,1.1652156445052242e-05
1974,3.200950375870093e-07,1.1015994004992535e-05
1975,2.918566441856285e-07,1.1348140333211632e-05
1976,2.7653470180410977e-07,1.0574023804110766e-05
1977,3.7846475819947045e-07,1.0969600907628774e-05
1978,4.829700692710048e-07,1.0510687957321352e-05
1979,3.388292570960516e-07,1.0582123252333986e-05
1980,3.54753392883822e-07,1.0763696081994567e-05
1981,3.554958780682682e-07,1.052128641276795e-05
1982,3.401711134998209e-07,1.0900994539042586e-05
1983,3.5555230404327176e-07,1.0760666782516637e-05
