year,les_DET oies_NOUN,les_DET voies_NOUN
1984,3.815747575686146e-07,1.0612765095174836e-05
1985,3.332619105123058e-07,1.0384056054135726e-05
1986,3.2909725256047295e-07,1.0023379218182527e-05
1987,3.7337091995937044e-07,1.0379222430856316e-05
1988,3.4240321689082975e-07,9.99745452645584e-06
1989,3.1227413765932965e-07,1.0202419275628927e-05
1990,3.154768948299136e-07,1.0729483278737462e-05
1991,3.950627576188026e-07,1.0293905006619752e-05
1992,3.845941041191736e-07,1.0444650229146646e-05
1993,3.788817872774075e-07,1.0513969641579024e-05
1994,3.8559713733121725e-07,1.0877426120714517e-05
1995,3.3185399583857134e-07,1.0560765304035158e-05
1996,3.763354907704297e-07,1.0302518262506055e-05
1997,4.1331989386605983e-07,1.0863792226700753e-05
1998,3.943242976589545e-07,1.0527076142352598e-05
1999,3.934943126893131e-07,1.0773792496365786e-05
2000,3.088204154622076e-07,1.040799895690725e-05
2001,4.359305627588128e-07,9.963313914340688e-06
2002,4.714194483668166e-07,1.0172320003221103e-05
2003,3.7752320558581687e-07,1.0282299172104103e-05
2004,3.255140867963746e-07,9.93941114302288e-06
2005,3.5804809073169963e-07,9.969049642677419e-06
2006,3.446673750850948e-07,9.925761446538672e-06
2007,3.4592192310611836e-07,9.445346222491935e-06
2008,3.533675041467177e-07,9.486427074989479e-06
2009,4.0672683043752045e-07,9.590265904080297e-06
2010,3.561739898572114e-07,8.90151545718254e-06
2011,7.32673059999911e-07,8.91864942786924e-06
2012,4.592336786402029e-07,8.579738278058358e-06
2013,5.667502041006856e-07,7.781937824802299e-06
2014,5.31833337813481e-07,7.817040454938251e-06
2015,5.257716888529274e-07,7.99806900886324e-06
2016,7.146123239820668e-07,8.010907663447142e-06
2017,4.170883656229307e-07,7.777515520501765e-06
2018,4.773131925261964e-07,7.007907697698101e-06
2019,5.255034762896571e-07,6.898636456753593e-06
