year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ vents_NOUN
1800,3.144164484325529e-09,0.0
1801,3.095537337571841e-08,0.0
1802,0.0,2.9091921760482364e-08
1803,1.950339223455444e-09,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,2.106114038724627e-08
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,2.8757416004054903e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,5.960588467246453e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,5.175524897538253e-09
1820,5.933240565525466e-09,0.0
1821,9.86148829262845e-10,9.86148829262845e-10
1822,2.8071724500478012e-08,1.0025615893027862e-08
1823,8.894418535021487e-09,0.0
1824,2.863178316658832e-08,6.736890156844311e-09
1825,1.6730341556581152e-08,0.0
1826,4.403992281964975e-09,8.807984341885344e-10
1827,3.6869092223668076e-09,0.0
1828,2.109629271274116e-08,9.172301251858528e-10
1829,0.0,6.001223074036943e-09
1830,0.0,6.262101504006523e-09
1831,2.0268567268999504e-08,4.677361609140007e-09
1832,0.0,1.3529969367098715e-09
1833,2.3167257001688313e-09,0.0
1834,2.8003592777992026e-09,0.0
1835,1.5126175867408165e-09,5.294161553592858e-09
1836,1.2097349788575684e-08,0.0
1837,5.5663127440652715e-09,9.74104708006962e-09
1838,1.830527018853445e-08,8.2058102535143e-09
1839,3.4957374772659477e-09,6.9914751765765e-10
1840,1.2102408852854296e-08,1.2739377330817092e-09
1841,1.1556987367100646e-08,6.420548537278137e-10
1842,1.341653010911159e-08,6.708265054555795e-10
1843,9.451057714215949e-09,1.7720733769266417e-09
1844,1.6465684371524958e-09,1.6465684371524958e-09
1845,0.0,1.674068439427856e-09
1846,7.610851504580296e-09,5.854501328173001e-10
1847,8.089835468183537e-09,0.0
1848,6.43617736884039e-09,0.0
1849,0.0,1.005529792763582e-08
1850,2.0366988096043315e-09,6.788996032014438e-10
1851,6.449438760824933e-09,0.0
1852,2.6042181744401205e-09,1.3021090872200602e-09
1853,7.763511611358354e-09,1.1943863675867306e-09
1854,7.27393034694046e-09,1.0391328908454511e-09
1855,5.306937111981824e-10,0.0
1856,1.5531567143511893e-09,0.0
1857,1.3180074809326925e-08,9.763018171682347e-10
1858,5.872411001917044e-09,1.468102750479261e-09
1859,1.2221216039165483e-08,3.055304009791371e-09
1860,2.746310290291376e-09,0.0
1861,1.131831339762357e-08,4.715963730639317e-10
1862,8.132375661773494e-09,2.710791813242963e-09
1863,7.991393324857654e-09,2.9967726078439227e-09
1864,9.109982990196386e-09,9.589455896019672e-10
1865,4.706844247692743e-09,2.3534221238463715e-09
1866,1.9462451650298362e-09,9.731225825149181e-10
1867,5.82337378318698e-09,4.85281148598915e-10
1868,2.9639244392143382e-09,0.0
1869,2.441759683335931e-09,0.0
1870,8.601073631098188e-09,0.0
1871,1.0621177271019633e-09,0.0
1872,1.1489944995446422e-08,0.0
1873,1.0774807712721213e-08,0.0
1874,6.572069999322139e-09,1.1949218281515073e-09
1875,1.1443054281912168e-09,0.0
1876,7.859819461941697e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,0.0
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,8.55305515301552e-09,6.10932526790009e-10
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,0.0
1882,2.6621540527571597e-09,6.655385131892899e-10
1883,6.319338829996468e-09,1.8958017378167824e-09
1884,6.601696966868076e-10,0.0
1885,1.353583467533781e-08,0.0
1886,7.098810428374236e-09,0.0
1887,1.9586774424595887e-09,0.0
1888,1.268122939990235e-09,0.0
1889,3.759081934617825e-09,0.0
1890,8.520702365899524e-09,0.0
1891,1.9122659011827636e-09,0.0
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,3.079208221734575e-09,0.0
1894,5.671385139294216e-09,0.0
1895,3.0093072478365457e-09,0.0
1896,5.307326134129653e-09,5.307326134129653e-09
1897,5.2440420894583895e-09,0.0
1898,0.0,1.13167097914868e-09
1899,6.080336234504102e-09,0.0
1900,1.038210628578895e-09,2.07642125715779e-09
1901,2.794369402536745e-09,2.235495566438317e-09
1902,4.419255628107521e-09,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,2.0643036169332163e-09,1.5482277682110634e-09
1906,3.600929110447737e-09,1.0288369045596824e-09
1907,7.71426478252124e-09,5.142843373384665e-10
1908,1.964555629285769e-09,0.0
1909,8.801573692096554e-09,0.0
1910,4.275320542035388e-09,0.0
1911,4.25629931299909e-09,1.0640748282497725e-09
1912,3.125652625612929e-09,5.730363294986773e-09
1913,3.71209285532359e-09,0.0
1914,6.696743604095445e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,0.0,0.0
1917,0.0,1.0966424435210342e-09
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,0.0
1920,1.514446346106979e-09,2.2716695191604686e-09
1921,0.0,1.5145494858259667e-09
1922,3.6889677978990676e-09,7.377935484775833e-10
1923,2.0170300985000722e-08,0.0
1924,5.156649773851996e-09,0.0
1925,1.3197813508725176e-08,0.0
1926,4.458455382660986e-09,0.0
1927,8.919379901328739e-09,0.0
1928,0.0,0.0
1929,1.1140406375176326e-09,0.0
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,0.0
1932,2.1919073223131136e-09,0.0
1933,4.588264879146209e-09,0.0
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,5.568441707737293e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,9.817008539414473e-09,9.817008317369869e-10
1950,6.381216888229346e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,5.272402070488624e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,0.0
1955,0.0,1.8771215692936494e-09
1956,3.488456634670456e-09,0.0
1957,8.835037701437898e-10,0.0
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,6.920833350854139e-10,2.7683333403416555e-09
1961,0.0,0.0
1962,6.341956293454132e-09,0.0
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,1.1078149508847446e-09,3.3234448526542337e-09
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,4.940557296606585e-09,0.0
1969,6.8126366770115965e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,4.5987250119061684e-10
1971,0.0,5.138397485282553e-10
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,5.513203782392395e-10,1.102640756478479e-09
1974,1.6876715580593782e-09,3.3753431161187564e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,1.7821774056514528e-09,0.0
1979,0.0,2.3407893401383717e-09
1980,5.685150683554241e-10,3.411090521154847e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,0.0,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,0.0,1.2031116103372597e-09
1986,5.994485463567401e-10,5.994485463567401e-10
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,5.996553809062277e-10,2.398621523624911e-09
1989,0.0,0.0
1990,4.90378582185258e-09,1.089730194969718e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,2.2039776670368383e-09,1.65298330578878e-09
1993,1.1078414852150331e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,0.0
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,0.0,2.135236876199542e-09
1997,2.876936688878118e-09,4.79489448146353e-10
1998,3.337690568372409e-09,4.768129224785866e-10
1999,9.140402323914998e-10,0.0
2000,0.0,1.7672125984802278e-09
2001,1.3143635069212678e-09,8.762423564512289e-10
2002,2.6287327870022636e-09,8.76244299341522e-10
2003,2.083461403401543e-09,2.083461403401543e-09
2004,1.7619165015858584e-09,8.809582507929292e-10
2005,1.8014998381943315e-09,4.5037495954858286e-10
