year,deux_DET ans_NOUN,deux_DET vents_NOUN
1800,2.2854931899018993e-05,1.5720822910125776e-07
1801,2.3223673565553327e-05,1.4525214209193393e-07
1802,2.085667028950411e-05,6.489736392722989e-08
1803,2.4190056933548476e-05,1.5407679887502468e-07
1804,2.3707521563665068e-05,1.7055771328600144e-07
1805,2.2211403233995952e-05,3.4967396977947374e-07
1806,2.2747895627617254e-05,1.7290014842075152e-07
1807,2.258774270558206e-05,9.110256726785337e-08
1808,2.4518920781702036e-05,4.758755522971114e-08
1809,2.840279148585978e-05,8.358412628695078e-08
1810,2.6696166401052324e-05,1.5210823800515527e-07
1811,3.280509974956658e-05,3.234128982398943e-07
1812,2.6082628437507083e-05,1.1735716576311006e-07
1813,3.1233429126587e-05,2.5881674403649413e-07
1814,2.4880776663849247e-05,4.72001566720337e-08
1815,2.3681622224103194e-05,8.900837733527567e-08
1816,2.473346808073984e-05,8.806894413737609e-08
1817,2.219478722054191e-05,1.0586739240814325e-07
1818,3.026667786798498e-05,1.0729059418679299e-07
1819,2.980895442306064e-05,1.0454560761541387e-07
1820,2.7404452112023137e-05,6.170570365782169e-08
1821,2.7602306658991438e-05,9.368413678156884e-08
1822,2.485450363565178e-05,9.524335098376469e-08
1823,2.552006230871484e-05,9.092071628913345e-08
1824,2.455596381878422e-05,1.8526447842504012e-07
1825,2.67033868794897e-05,8.541279750140518e-08
1826,2.652524437962711e-05,6.517908557324148e-08
1827,2.612636023968662e-05,7.92685455053288e-08
1828,2.5398102252438548e-05,7.154395120778645e-08
1829,2.4340104346265434e-05,7.372931243310177e-08
1830,2.482610079823644e-05,1.0854309251406846e-07
1831,2.5248398742405698e-05,1.0602020239502963e-07
1832,2.9634691827595816e-05,5.411987791248407e-08
1833,2.7282920427751378e-05,9.961920821588421e-08
1834,2.739498177106725e-05,9.521221877584196e-08
1835,2.686635718873731e-05,7.260564416355919e-08
1836,2.6696162990447192e-05,1.0551577389605882e-07
1837,2.8485605525929714e-05,9.532310274451561e-08
1838,2.7173224907528493e-05,6.059675428105038e-08
1839,2.7301010732116993e-05,1.1116445230996419e-07
1840,2.7588395710154145e-05,7.452535583096775e-08
1841,2.8096961841583834e-05,4.8154115361853655e-08
1842,2.8579222544067306e-05,7.312009264737185e-08
1843,2.9381567173913936e-05,9.451057858544942e-08
1844,2.8093749506297172e-05,7.299786164427502e-08
1845,2.7340885026205797e-05,6.919482764544682e-08
1846,2.7226357588006067e-05,7.493761722265901e-08
1847,2.8703275120278704e-05,4.476375536910382e-08
1848,2.6990914420821355e-05,7.321151584971375e-08
1849,2.7888368208550673e-05,7.206296959161307e-08
1850,3.013160096543288e-05,8.961474673441217e-08
1851,2.796025250972889e-05,4.901573591453712e-08
1852,2.756174353635288e-05,5.4037528229855525e-08
1853,2.838459215581679e-05,6.210809111450999e-08
1854,2.7388944317863206e-05,5.923057549983568e-08
1855,2.8526910000437056e-05,7.429711956774554e-08
1856,2.7127954467687232e-05,5.332504854349551e-08
1857,2.754928391368594e-05,6.73648277715877e-08
1858,2.9581783110188553e-05,1.3898040218673913e-07
1859,2.6821495794138173e-05,6.212451553189169e-08
1860,2.7797695111075882e-05,5.401077046718328e-08
1861,2.742851677339786e-05,7.639861299146844e-08
1862,2.87727953036665e-05,4.9697849835439456e-08
1863,2.9034730005150777e-05,8.191178046956793e-08
1864,2.896159435294976e-05,8.438721521564219e-08
1865,2.775767245566385e-05,4.848049567351964e-08
1866,2.68596435262225e-05,6.22798470573116e-08
1867,2.9428904326778138e-05,1.3830512202162026e-07
1868,2.9551809120675898e-05,8.150792130123818e-08
1869,2.830145899679337e-05,6.739256486198997e-08
1870,3.1369834005090524e-05,9.174477888507226e-08
1871,2.669208049610461e-05,3.6112004275778986e-08
1872,2.914938397680089e-05,7.135860236040514e-08
1873,2.9397268122011155e-05,5.327543961541892e-08
1874,2.866796694434015e-05,6.153847342815766e-08
1875,3.0118691029201727e-05,6.064818636186686e-08
1876,2.98455477150128e-05,9.069022288699102e-08
1877,3.3209986895599286e-05,4.576763956709584e-08
1878,2.9792636951242457e-05,2.7779807565408987e-08
1879,3.0991385528977844e-05,5.49839271890562e-08
1880,3.225737805223616e-05,5.4551691830440063e-08
1881,3.171235971421993e-05,4.113779500380943e-08
1882,3.1965148309609503e-05,7.653692946085755e-08
1883,3.178627571287507e-05,4.6131173381258606e-08
1884,3.18584695833124e-05,2.706695756415911e-08
1885,3.1833060688768455e-05,3.3517304820485094e-08
1886,3.253578302064852e-05,3.35580123689283e-08
1887,3.179912778250582e-05,4.831404348815127e-08
1888,3.195225986019068e-05,4.1213994661504216e-08
1889,3.074615801779146e-05,2.6940088715399213e-08
1890,3.231377991141926e-05,2.0318598914492725e-08
1891,3.154346518385864e-05,2.358461470564066e-08
1892,3.065239866373304e-05,2.5700900296854456e-08
1893,3.1418393291460234e-05,4.1261391026115035e-08
1894,3.152282101837045e-05,2.331569581848214e-08
1895,3.274788468843326e-05,2.9491210806753543e-08
1896,3.278040458098985e-05,3.125425385164249e-08
1897,3.210926990959706e-05,1.8645483379486905e-08
1898,3.32315192963506e-05,2.3199254184369522e-08
1899,3.468334239187243e-05,2.4874102777516782e-08
1900,3.3337982358716545e-05,2.5955265603450073e-08
1901,3.3795664421631955e-05,1.3412973065562994e-08
1902,3.1959074135556875e-05,1.915010727771005e-08
1903,3.471207753591443e-05,2.5381034829408122e-08
1904,3.506029383970599e-05,1.9886114088762952e-08
1905,3.591010840864328e-05,2.7868098273486908e-08
1906,3.436212386986881e-05,3.2408361105851213e-08
1907,3.316722597901389e-05,3.599990350267035e-08
1908,3.454523653090291e-05,4.0764528197456684e-08
1909,3.37133274115331e-05,2.6954818821423032e-08
1910,3.3754188734747004e-05,3.58058107607917e-08
1911,3.3795017770898994e-05,5.7992077362456484e-08
1912,3.3738815545802936e-05,3.54240632383096e-08
1913,3.5336472137714736e-05,1.2196876009173963e-08
1914,3.413932836338063e-05,2.946567284611845e-08
1915,2.880278543671011e-05,2.4739599702172654e-08
1916,3.375677863459714e-05,3.62586254354369e-08
1917,3.629228478985169e-05,2.631941953268324e-08
1918,3.277867313045135e-05,2.2972752589112133e-08
1919,3.135364443096478e-05,1.841569663429965e-08
1920,3.053881027881289e-05,1.5144463905159e-08
1921,3.2526465020055184e-05,4.1650110915725236e-08
1922,3.241569652345788e-05,3.098732959117001e-08
1923,3.0924257202968874e-05,4.352538685026275e-08
1924,3.166698650147737e-05,1.0313299547703991e-08
1925,3.0753105420444626e-05,1.0998178368026856e-08
1926,3.0308580107885064e-05,1.4489980437737415e-08
1927,3.102717823821877e-05,2.3413372018943335e-08
1928,3.161014262786921e-05,2.9707706405979195e-08
1929,3.247651284254971e-05,3.2307178043922136e-08
1930,3.192990504885529e-05,3.361153222414259e-08
1931,3.186314438607951e-05,2.5091783761865827e-08
1932,3.183416583851795e-05,1.753525902259412e-08
1933,3.212588285350648e-05,2.4088391503696016e-08
1934,3.025828209501924e-05,2.7557634396657704e-08
1935,3.052989586649346e-05,2.39365673948555e-08
1936,2.985468540828151e-05,1.9399543305098632e-08
1937,3.0250160534706083e-05,2.3923124592428735e-08
1938,2.9403809890027333e-05,2.2040864577910213e-08
1939,2.8419404770829715e-05,2.4470480752825097e-08
1940,2.8238477625563974e-05,2.5357829613881222e-08
1941,2.830786206686753e-05,3.5418032950929046e-08
1942,2.9547154781539575e-05,5.158159943619012e-08
1943,2.72352497177053e-05,1.1612940831184915e-08
1944,2.6357765818829648e-05,2.5705489292704442e-08
1945,3.167109116475331e-05,2.832055301382752e-08
1946,2.8896035473735537e-05,2.227376683094917e-08
1947,3.090605014222092e-05,2.0265479960812627e-08
1948,2.8923570425831713e-05,2.3918153679858278e-08
1949,3.0817552215012256e-05,1.3743811755340118e-08
1950,2.9563114708253124e-05,2.5524867997006595e-08
1951,2.901074094552314e-05,1.7058243040324328e-08
1952,2.819891517447104e-05,1.370824520563474e-08
1953,2.8738107403114554e-05,1.939288907237824e-08
1954,2.967430668832094e-05,3.127211556375187e-08
1955,3.0218841402529506e-05,2.2525458387434583e-08
1956,2.8564355375237938e-05,2.4419197108827007e-08
1957,2.7685474378813524e-05,2.8272120700112424e-08
1958,2.8815533710258023e-05,1.8198935691771112e-08
1959,3.0154283535921422e-05,1.3176271629333769e-08
1960,2.7950478170168935e-05,2.9067499629498172e-08
1961,2.8317917212916655e-05,3.196153386397782e-08
1962,2.8539438403640816e-05,2.283104338918207e-08
1963,2.8809499553972273e-05,2.5864212327419978e-08
1964,2.898706770793069e-05,2.920304870146495e-08
1965,2.7918912564928178e-05,3.5021076261188e-08
1966,2.7853237270392128e-05,2.4925836172862148e-08
1967,2.82567400518019e-05,1.4791006197611978e-08
1968,2.878683199014631e-05,2.1558795387788265e-08
1969,2.9208952128101373e-05,1.407944960618579e-08
1970,2.94916239909071e-05,1.793502701907812e-08
1971,2.9077164299451397e-05,1.6956712034499333e-08
1972,2.9384454819592065e-05,1.949455741279138e-08
1973,2.9168707897042623e-05,1.8744892471556085e-08
1974,3.0379213058040477e-05,1.968950003039538e-08
1975,3.079972702835221e-05,1.9419031715983692e-08
1976,3.0367395879693504e-05,2.1140049599743804e-08
1977,2.945560663647484e-05,2.4094806150287695e-08
1978,2.9466521709764493e-05,1.841583285866477e-08
1979,2.8042656367688323e-05,1.9896709724243067e-08
1980,2.771567733361735e-05,2.103505741812839e-08
1981,2.9305006364666042e-05,1.012087885721158e-08
1982,2.9563850603153696e-05,2.2347008243883693e-08
1983,3.001859249707195e-05,2.2103606056589342e-08
1984,3.0197757041605655e-05,1.9716628885113607e-08
1985,2.9871455808461178e-05,2.1656008208914557e-08
1986,3.0494546535919653e-05,1.3787316288649265e-08
1987,2.9938114721517195e-05,1.5277042131334184e-08
1988,3.1518486593995476e-05,1.679035044332977e-08
1989,3.1872269119048724e-05,1.0976244357863152e-08
1990,3.098811225754616e-05,1.6345953535168434e-08
1991,3.103704398199625e-05,1.4653663449326615e-08
1992,3.092235738222371e-05,1.7080826753002043e-08
1993,3.151255145894538e-05,1.606370203521834e-08
1994,3.140796889056219e-05,1.1604838645595805e-08
1995,3.1086910212252405e-05,2.873898868882563e-08
1996,3.155079343741818e-05,2.882569871687224e-08
1997,3.172781612192921e-05,1.5343661896594085e-08
1998,3.189639960510249e-05,1.1443510028463777e-08
1999,3.065827991122205e-05,1.645272346140203e-08
2000,3.055157048947876e-05,1.634671664696441e-08
2001,3.080167039115622e-05,1.2705513752209185e-08
2002,3.058968832192477e-05,1.7086764669826948e-08
2003,3.0203524147509597e-05,1.958453782480163e-08
2004,3.1639175404052367e-05,1.5857248847339633e-08
2005,3.0624595638073515e-05,1.0358624180639708e-08
2006,3.0840113595331786e-05,1.4824403704594147e-08
2007,3.0767078897042666e-05,1.1983438602536367e-08
2008,3.1596162898495095e-05,1.4049551272377059e-08
2009,2.983982540172292e-05,1.0966842767246021e-08
2010,2.999041703333205e-05,2.1257068549829228e-08
2011,2.901056268456159e-05,1.5295887778599138e-08
2012,2.9604743531308486e-05,1.3276585497656868e-08
2013,2.9754664637948736e-05,1.3387799924213795e-08
2014,3.193771794940403e-05,1.580774994236478e-08
2015,3.0203721735233557e-05,1.7067631419287466e-08
2016,2.9458390372383292e-05,1.9884864116415102e-08
2017,3.022280566256086e-05,1.2578056818313144e-08
2018,2.9940882996015716e-05,1.6005093694815287e-08
2019,2.963125416499679e-05,2.091809914173126e-08
