year,vieux_ADJ airs_NOUN,vieux_ADJ verres_NOUN
1858,9.200110895335456e-08,3.9149408159744326e-09
1859,8.656694916453489e-08,3.5645213447565993e-09
1860,8.284703056915532e-08,4.119465657481669e-09
1861,5.659156343540417e-08,4.715963730639317e-10
1862,6.054101933661293e-08,4.517986429419807e-09
1863,5.8437063188421234e-08,2.4973103585068657e-09
1864,6.376988181955312e-08,2.8768367688059016e-09
1865,4.8009813014004976e-08,9.41368871743009e-10
1866,8.90407179099384e-08,4.865612801552288e-09
1867,8.104195359237565e-08,5.338092634588065e-09
1868,5.8290513749170714e-08,2.9639244392143382e-09
1869,9.132180878168583e-08,4.395167341186834e-09
1870,5.6193677266946906e-08,2.2936195165357276e-09
1871,3.9298356568906456e-08,2.1242354542039266e-09
1872,5.2007116613239646e-08,6.047339295989218e-10
1873,5.3874039451784483e-08,1.7958012854535355e-09
1874,5.377148326601855e-08,5.974609251779839e-09
1875,4.63443683429432e-08,4.577221712764867e-09
1876,6.711076139254146e-08,1.209202959984168e-09
1877,9.772008979780367e-08,3.710889595609501e-09
1878,1.2017786316098622e-07,0.0
1879,6.231511662235789e-08,3.665595160740054e-09
1880,5.455169471701993e-08,5.776061406947974e-09
1881,9.970685965754456e-08,7.669758161910067e-09
1882,9.517200694197925e-08,6.655385131892899e-10
1883,6.76169292224138e-08,2.5277355764075082e-09
1884,1.2411189942440615e-07,2.6406787867472303e-09
1885,9.346171503388234e-08,1.933690763067375e-09
1886,1.0002868777725382e-07,3.2267319927115068e-09
1887,9.466940931179835e-08,6.528924623161458e-10
1888,1.1476512651320547e-07,1.268122939990235e-09
1889,1.2217016320814622e-07,6.265136742733546e-10
1890,1.0093755165030416e-07,5.243509182406569e-09
1891,1.1983533576565009e-07,1.211101796627645e-08
1892,9.966934966243457e-08,3.1342561879199593e-09
1893,1.0407723793903756e-07,1.2316833108982905e-09
1894,8.065970291681879e-08,6.301539290376468e-10
1895,9.509410858754563e-08,6.6204757231957956e-09
1896,8.314810606702139e-08,5.897029087265082e-09
1897,1.042981736532056e-07,5.826713556089658e-10
1898,1.1939128796711884e-07,0.0
1899,9.175780135706191e-08,7.185851913504848e-09
1900,1.1160764457063266e-07,4.671947717582725e-09
1901,1.1456914705831878e-07,3.353243460679778e-09
1902,8.151071506645735e-08,1.9641135384773634e-09
1903,1.0962446839180018e-07,1.0800440541913758e-09
1904,9.190608896147978e-08,5.374625189347171e-10
1905,1.0476341022469526e-07,5.160759042333041e-10
1906,8.745114010721977e-08,5.144184522798412e-10
1907,1.2291396112029673e-07,5.142843373384665e-10
1908,1.394834490131558e-07,9.822778146428846e-10
1909,1.0671907746395703e-07,5.500983557560346e-10
1910,1.2558754658442695e-07,1.6032452032632705e-09
1911,1.3992584269040265e-07,3.1922244847493175e-09
1912,1.963951805628028e-07,1.5628263128064646e-09
1913,1.643926804129059e-07,1.060597942803554e-09
1914,1.4464966524574407e-07,5.357394972094198e-09
1915,8.364340686739524e-08,0.0
1916,2.2084799100596797e-07,4.394984820521586e-09
1917,2.127486361525044e-07,1.0966424435210342e-09
1918,1.5162017064085376e-07,0.0
1919,1.8507775578768815e-07,0.0
1920,1.673463265738917e-07,7.572231730534895e-10
1921,2.02949634209304e-07,7.572747429129834e-10
1922,1.7338148583512236e-07,1.4755870969551665e-09
1923,1.5817763010517183e-07,2.1231896241147297e-09
1924,1.456753575546088e-07,3.867487219366694e-09
1925,1.5287467647340236e-07,1.2097995494286806e-08
1926,1.460144134490804e-07,4.458455382660986e-09
1927,1.2487131950678076e-07,3.3447675740205796e-09
1928,1.096899955310704e-07,4.570416489713125e-09
1929,1.2477255495468853e-07,3.342121912552898e-09
1930,1.1764036145223145e-07,1.0503603542488804e-09
1931,1.3914535657022498e-07,0.0
1932,1.074034559067627e-07,0.0
1933,1.1700075530640675e-07,0.0
1934,1.1502316965561477e-07,2.3963160344919743e-09
1935,8.497481829294884e-08,1.0771455727365264e-08
1936,8.244806082302603e-08,2.424942913137329e-09
1937,8.310137644684801e-08,6.295559185076627e-09
1938,1.2835562479551754e-07,6.482607339819424e-09
1939,8.258787165260628e-08,0.0
1940,1.1664601373695405e-07,0.0
1941,1.8299315662773097e-07,0.0
1942,1.2136847038490828e-07,3.034211770724937e-09
1943,1.0741970157823744e-07,0.0
1944,8.032965581605822e-08,3.2131861615880553e-09
1945,1.742803275028848e-07,2.178504043826024e-09
1946,1.0858461507723405e-07,4.1763312808029696e-09
1947,8.583027044650748e-08,1.1920870957027319e-09
1948,1.0437012409880708e-07,2.174377566888097e-09
1949,6.479225411748502e-08,9.817008317369869e-10
1950,8.933703710134466e-08,7.444753258312176e-09
1951,8.102665338682868e-08,0.0
1952,9.701219738644795e-08,1.0544803918932644e-09
1953,6.572034605412114e-08,2.1547654771580937e-09
1954,8.59983206868975e-08,2.9317608341017376e-09
1955,6.94534967315974e-08,5.631364707880948e-09
1956,5.1454734917300016e-08,4.360570571293465e-09
1957,6.626277981869322e-08,8.835037701437898e-10
1958,6.948684810881289e-08,5.790570245522986e-09
1959,7.208195551555718e-08,1.5501495642666896e-09
1960,7.543708191448673e-08,3.460416619915918e-09
1961,6.670232721717184e-08,2.779263708063695e-09
1962,8.942158374880549e-08,1.2683912808952869e-09
1963,7.306640270599019e-08,3.2330267352165265e-09
1964,4.806334885643082e-08,3.041984220075733e-09
1965,7.825021930418785e-08,4.924839203113152e-09
1966,6.868452961938942e-08,2.769537488234164e-09
1967,6.162919419239188e-08,1.9721342336964653e-09
1968,1.2935277360348607e-07,1.7965663401398047e-09
1969,6.176790401379861e-08,1.3625273131978588e-09
1970,6.668151542044143e-08,9.197450023812337e-10
1971,7.245140343226097e-08,1.541519245584766e-09
1972,9.336867634601731e-08,1.0260293725750103e-09
1973,5.402939884380231e-08,2.7566018356850464e-09
1974,4.444201562314731e-08,1.1251143350321513e-09
1975,5.311676432029344e-08,5.711480177694739e-10
1976,7.02763819360186e-08,3.4281160132820787e-09
1977,5.994317309188091e-08,4.7014254711541525e-09
1978,6.297027099755326e-08,5.940591352171509e-10
1979,5.6178943497187106e-08,2.3407893401383717e-09
1980,5.11663575952781e-08,2.2740602734216964e-09
1981,6.452060574702045e-08,6.325549528618524e-10
1982,5.58675191664193e-08,3.7245013739806154e-09
1983,4.736487113632393e-08,0.0
1984,4.929157376709625e-08,1.1598016991243298e-09
1985,5.1132242995244326e-08,3.609334831011779e-09
1986,4.495863992204363e-08,2.997242676272549e-09
1987,4.033139050507728e-08,3.6664902225425067e-09
1988,4.9171742178000244e-08,5.996553809062277e-10
1989,4.93931004985626e-08,2.1952488715726304e-09
1990,4.7403264924472666e-08,5.44865097484859e-10
1991,5.978694517239092e-08,0.0
1992,4.573253775674857e-08,2.7549720282848966e-09
1993,5.539207492688547e-08,1.661762283333701e-09
1994,4.430938460586731e-08,2.637463358823311e-09
1995,4.12106260228029e-08,1.626735190995987e-09
1996,4.804283104675733e-08,1.067618438099771e-09
1997,4.842843281949172e-08,1.438468344439059e-09
1998,5.435667460584881e-08,1.43043876743576e-09
1999,4.2959889867688617e-08,1.3710603763428253e-09
2000,4.550572407779896e-08,0.0
2001,4.381211837767296e-08,4.3812117822561447e-10
2002,4.731719166484183e-08,8.76244299341522e-10
2003,4.375269146983385e-08,4.1669229178253886e-10
2004,5.373845368694674e-08,8.809582507929292e-10
2005,4.0533746248350155e-08,1.8014998381943315e-09
2006,6.01211951334335e-08,2.4707338397433887e-09
2007,4.0743690032929436e-08,2.3966877371606188e-09
2008,5.7475436937570734e-08,1.2772318758180745e-09
2009,4.434418943155549e-08,1.907277002999308e-09
2010,5.1489344343735866e-08,2.3618964561933353e-09
2011,4.81820474629302e-08,1.911985902935953e-09
2012,7.114888089798654e-08,6.808505315092361e-09
2013,7.028595266911353e-08,4.183687618564136e-09
2014,8.18538248847922e-08,5.413613113347537e-09
2015,7.292533191205486e-08,3.103205470367243e-09
2016,9.362457209505237e-08,6.628288140575478e-09
2017,5.182159290573196e-08,6.289028409156572e-09
2018,6.969959942537685e-08,4.3884935685412074e-09
2019,7.474394408957252e-08,3.3162841361900064e-09
