year,trois_DET oies_NOUN,trois_DET voies_NOUN
1800,1.2576657937302116e-08,6.288328968651058e-09
1801,3.333655484993869e-08,1.4287095950749062e-08
1802,3.5805442166747525e-08,6.713520406265161e-09
1803,5.655983681407406e-08,3.900678446910888e-09
1804,3.213406074564773e-08,3.460591457837836e-08
1805,3.127165526528586e-08,3.980028751016107e-08
1806,8.645007376628655e-09,2.5935023018064385e-08
1807,0.0,5.978605566170359e-08
1808,4.5321479902327155e-09,4.985362878073829e-08
1809,1.129515236897305e-08,4.0662548883574345e-08
1810,3.042164919975221e-08,3.7442028144596406e-08
1811,0.0,6.016983888912364e-08
1812,3.467370746079723e-08,2.9339290108509886e-08
1813,3.163315653864629e-08,2.8757416004054903e-08
1814,3.1466771410748606e-09,9.440030979135372e-09
1815,0.0,6.473336533474594e-08
1816,6.952811659743929e-09,6.025769927475721e-08
1817,2.490997452753163e-08,2.80237220096069e-08
1818,5.960588467246453e-09,1.907388358368678e-08
1819,4.140420006848444e-09,6.314140676977331e-08
1820,8.306536791735653e-09,3.322614716694261e-08
1821,8.875339574387908e-09,4.832129274490171e-08
1822,1.804610860745015e-08,5.213320264374488e-08
1823,1.9765373782121287e-09,5.5343047478118024e-08
1824,3.3684450784221553e-09,3.2842340402794434e-08
1825,1.7610886082763955e-09,2.9057961592471315e-08
1826,0.0,4.403991993306988e-08
1827,0.0,5.346018472351943e-08
1828,9.172301140836225e-09,2.5682442839070063e-08
1829,1.2002446148073886e-08,4.2865881511033876e-08
1830,0.0,5.844628114815009e-08
1831,7.795603274018958e-09,8.419251429359065e-08
1832,0.0,6.3590853471851e-08
1833,6.950177322551099e-09,6.95017737806225e-08
1834,6.534171426153534e-09,6.72086244435377e-08
1835,7.563087933704082e-09,5.8235777089521434e-08
1836,0.0,8.266522844024848e-08
1837,4.174734336004349e-09,7.02746960623557e-08
1838,2.5248647617104325e-09,6.880256631092152e-08
1839,0.0,6.082583414723786e-08
1840,5.7327197988676915e-09,6.49708254973902e-08
1841,6.420548537278137e-10,7.961480052998127e-08
1842,0.0,1.0867389343971467e-07
1843,1.7720733769266417e-09,5.198081698409851e-08
1844,1.811225169845443e-08,9.659867661326871e-08
1845,6.138250796539069e-09,1.065823558299428e-07
1846,5.854501328173001e-10,1.1884637540759968e-07
1847,8.089835468183537e-09,1.1163973123728965e-07
1848,0.0,8.367030601696968e-08
1849,8.379414495607307e-09,9.803915546058306e-08
1850,1.0183494048021657e-08,1.065872385908051e-07
1851,8.384270167027807e-09,1.0835056940550203e-07
1852,3.2552727180501506e-09,9.375185427984434e-08
1853,1.7915795513800958e-09,1.2242460467604133e-07
1854,3.1173986725363534e-09,1.2521551617794557e-07
1855,1.5920811335945473e-08,1.0879220724291372e-07
1856,3.624032518523279e-09,7.040977667571724e-08
1857,3.905207268672939e-09,1.2008512317862596e-07
1858,9.787352039936081e-10,1.9183209420958747e-07
1859,3.055304009791371e-09,1.660048472018616e-07
1860,1.1900677859832953e-08,1.505893507669498e-07
1861,5.187560159214399e-09,1.3440497070860147e-07
1862,1.1294966073549517e-08,1.662618993591991e-07
1863,1.1987089820753027e-08,1.2586444775308792e-07
1864,2.3973640850272204e-09,1.4959551020155004e-07
1865,7.060266649094871e-09,1.8639104304440934e-07
1866,1.2650593461671633e-08,1.40616217336742e-07
1867,7.76449837758264e-09,1.2180556829832767e-07
1868,8.397785578040384e-09,2.445237701209635e-07
1869,7.325278716940886e-09,1.7043481115308623e-07
1870,1.0894693147633916e-08,1.983980908448757e-07
1871,1.6993883855676017e-08,3.8023815918108994e-07
1872,1.511834801792844e-08,2.2314681880075682e-07
1873,1.5563611011071288e-08,2.208835603312309e-07
1874,1.553398404352535e-08,3.2322635767911834e-07
1875,5.721527140956084e-10,2.551801170369572e-07
1876,4.836811839936672e-09,2.1826113982825746e-07
1877,4.329371194877751e-09,1.7008243702321124e-07
1878,4.831270938865373e-09,3.563062289657637e-07
1879,6.109325489944695e-09,2.523151385602773e-07
1880,8.343199908722454e-09,2.881612868321781e-07
1881,1.2550513517339823e-08,2.496157645026642e-07
1882,6.655385131892899e-09,3.347658621422056e-07
1883,3.159669414998234e-09,3.24814024565967e-07
1884,5.281357573494461e-09,3.7431622956773936e-07
1885,3.2228177904158883e-09,4.0027398906516964e-07
1886,2.5813855497602844e-09,2.833070711361074e-07
1887,3.9173548849191775e-09,3.42115650475705e-07
1888,7.60873763994141e-09,4.216508759924409e-07
1889,1.8795409673089125e-09,3.9908920790310276e-07
1890,6.5543866445416654e-09,3.9195231149591336e-07
1891,1.211101841036566e-08,4.1942368955716347e-07
1892,3.761107425503951e-09,4.0557273806030025e-07
1893,8.005941687372342e-09,3.670416228729323e-07
1894,8.822155450616265e-09,4.1842219999921326e-07
1895,1.8055843487019274e-09,3.5991316060801637e-07
1896,9.435246750566506e-09,3.614878654190079e-07
1897,1.1070755534525745e-08,4.370035240341963e-07
1898,2.26334195829736e-09,4.074015418353838e-07
1899,7.738609753005221e-09,3.438153726165183e-07
1900,1.2458527431924438e-08,3.39494862444667e-07
1901,1.1177477832191585e-09,4.5157011019369975e-07
1902,8.34748237199534e-09,1.2683262617940727e-06
1903,1.1880484818149739e-08,3.6073472386988215e-07
1904,3.2247751136083025e-09,4.874785091146805e-07
1905,4.64468330463319e-09,3.003561648284858e-07
1906,8.230695236477459e-09,4.0896268238554967e-07
1907,1.2342824262656649e-08,4.206845858334418e-07
1908,8.349361424464519e-09,3.241516779439735e-07
1909,6.051082024338683e-09,3.267584212096608e-07
1910,3.7409054742809644e-09,3.420256424746526e-07
1911,6.384448969498635e-09,3.825348997565925e-07
1912,1.1981668712746085e-08,3.4382181279823953e-07
1913,2.6514948014977335e-09,4.4598143311702643e-07
1914,4.68772043404897e-09,3.9376853422368185e-07
1915,1.5314990164938536e-08,3.8405283042663996e-07
1916,4.394984820521586e-09,4.4499222084937173e-07
1917,5.483212106582869e-09,2.8841695609571616e-07
1918,2.2972752589112133e-09,2.8026757448174067e-07
1919,1.8415696745321952e-09,3.0754214286332626e-07
1920,2.2716695191604686e-09,3.642243520118882e-07
1921,7.572747762196741e-09,3.8923921863442956e-07
1922,1.254249004656316e-08,3.253669653702218e-07
1923,4.246379248229459e-09,2.622139305685778e-07
1924,3.867487219366694e-09,3.442063860603639e-07
1925,5.499088961968823e-09,2.9035190607373806e-07
1926,1.114613823460786e-08,2.4744426951883725e-07
1927,8.919379901328739e-09,2.798455405184086e-07
1928,4.5704163786908225e-09,2.3080603472891426e-07
1929,3.342121912552898e-09,1.9718519705946846e-07
1930,9.453243521306831e-09,3.2771242430840175e-07
1931,5.7026783295555106e-09,3.2619318979243417e-07
1932,5.4797681947604815e-09,2.696045875438813e-07
1933,6.882397318719313e-09,2.7988414430524244e-07
1934,3.5944740517379614e-09,2.995394954297126e-07
1935,9.574627313213568e-09,3.1835634839438853e-07
1936,7.274828739411987e-09,3.1645504705579697e-07
1937,6.295558963032022e-09,3.4751485777917424e-07
1938,9.075650453382877e-09,2.644903851489744e-07
1939,6.117620188206274e-09,2.4929301201126464e-07
1940,5.0715658339584024e-09,2.6372141448405273e-07
1941,2.3612020338958928e-08,2.3612021138319506e-07
1942,9.102635312174812e-09,2.6397643715370123e-07
1943,1.7419411690866582e-08,2.4387175390216953e-07
1944,0.0,3.341713536997304e-07
1945,4.357008087652048e-09,2.592419825475645e-07
1946,8.352662561605939e-09,1.990717901634298e-07
1947,1.1920870957027319e-09,2.074231524318293e-07
1948,2.174377566888097e-09,2.576637410101057e-07
1949,1.0798709482173763e-08,3.2297958618698885e-07
1950,4.2541445921528975e-09,3.052348844789776e-07
1951,4.264560704569931e-09,2.8146101271886437e-07
1952,2.1089607837865287e-09,3.616867711997429e-07
1953,7.541679392097933e-09,3.3829817702724085e-07
1954,1.6613311615287785e-08,2.3551811967337244e-07
1955,6.569925492527773e-09,3.022165833144186e-07
1956,3.488456634670456e-09,3.776254224874265e-07
1957,9.718541305048234e-09,2.9950779101284297e-07
1958,4.1361216673863055e-09,3.739054168505618e-07
1959,2.325224457422337e-09,3.8753737996444215e-07
1960,6.920833239831836e-09,3.1974250802591087e-07
1961,9.727422756178328e-09,3.293427592865328e-07
1962,5.7077609305622445e-09,3.7100443961435303e-07
1963,8.405868889838075e-09,3.6985823825830266e-07
1964,6.692365273064382e-09,4.3439533392586327e-07
1965,6.5664522708175355e-09,3.4036109930468683e-07
1966,1.1078149397825143e-08,4.026907234333521e-07
1967,7.395503320850594e-09,4.0428752967613946e-07
1968,7.635406862327443e-09,3.732366700148759e-07
1969,7.266812374062681e-09,3.851410745880912e-07
1970,3.219107425067591e-09,3.922712537018924e-07
1971,6.679916619845017e-09,4.0285035396436797e-07
1972,7.695220349823728e-09,3.934822743190125e-07
1973,1.0475087075523248e-08,3.616661725658332e-07
1974,7.875800456247362e-09,4.072913988295568e-07
1975,9.138368284311582e-09,3.5982324320116277e-07
1976,6.856232359631065e-09,3.6566570571494594e-07
1977,8.227494963097826e-09,3.1146943868520793e-07
1978,1.3069300752732715e-08,3.4633648837711917e-07
1979,7.0223681314374176e-09,3.300512929627075e-07
1980,8.527726136353664e-09,3.9909756566203214e-07
1981,8.85576917353248e-09,3.5170056378319714e-07
1982,3.724501262958313e-09,3.43274880520994e-07
1983,4.420721011477724e-09,3.5997300074086525e-07
1984,5.799008384599347e-09,3.496802207791916e-07
1985,7.218669662023558e-09,3.8439416272240123e-07
1986,1.3187867742292525e-08,3.5906968776089343e-07
1987,6.110816741511371e-09,3.5564954359301737e-07
1988,1.1393452181707175e-08,3.3220907980080483e-07
1989,7.134558721588746e-09,3.1282296575341206e-07
1990,9.262706657242603e-09,3.7105314021346203e-07
1991,1.055063725274863e-08,3.0421005092762243e-07
1992,1.1019888168650738e-08,2.969859771440042e-07
1993,5.539207592608619e-09,2.996711216951553e-07
1994,6.85740436656701e-09,2.948683963666099e-07
1995,8.675921314704738e-09,2.700380576925454e-07
1996,4.270473752399084e-09,2.653031891952651e-07
1997,6.7128524960935465e-09,2.920090764746419e-07
1998,4.768129113763564e-09,2.6129348817960363e-07
1999,3.656160929565999e-09,2.614155008018315e-07
2000,3.092622158362701e-09,2.8628842940747745e-07
2001,3.5049694258049158e-09,3.0580856957840297e-07
2002,7.4480765999140885e-09,2.812744206437401e-07
2003,3.333538334260311e-09,2.775170706570407e-07
2004,4.404791115186768e-09,2.7265659063857584e-07
2005,8.106749049829887e-09,2.9094221076775284e-07
2006,9.47114670024618e-09,2.8742871194253894e-07
2007,5.592271090648637e-09,2.7002680624832465e-07
2008,3.405951742863067e-09,2.890801571453494e-07
2009,2.860915504498962e-09,2.6749560788630333e-07
2010,5.196172492283324e-09,2.62642886994513e-07
2011,7.64794394481072e-09,3.0247619520196167e-07
2012,6.127654716969744e-09,2.730210688639545e-07
2013,5.857162532763027e-09,2.239667367121001e-07
2014,8.012147278968484e-09,1.7973194665898973e-07
2015,6.206411301556969e-09,2.1899764668376065e-07
2016,7.871092000399926e-09,1.8372786314557743e-07
2017,5.534344982294215e-09,1.904317805667688e-07
2018,1.2132893356664454e-08,1.7011864983373925e-07
2019,5.101975730781305e-09,1.7805895069500366e-07
