year,deux_DET oies_NOUN,deux_DET voix_NOUN
1925,2.3096173862313663e-08,6.312954035081475e-07
1926,3.343841470382358e-08,5.762553509924828e-07
1927,2.2298449531277242e-08,6.332759774352326e-07
1928,2.5137290915466792e-08,5.358813517375438e-07
1929,1.1140406153131721e-08,6.661963229959156e-07
1930,1.575540586884472e-08,5.745471298723714e-07
1931,9.124285327288817e-09,6.478242369212239e-07
1932,1.5343351700281005e-08,6.455166854379968e-07
1933,1.7205993074753678e-08,5.918861596398983e-07
1934,2.3963160344919743e-08,5.96682721010211e-07
1935,2.752705441366743e-08,9.11983278228945e-07
1936,1.333718646634452e-08,5.092379922189139e-07
1937,2.0145789370040745e-08,4.306162360023791e-07
1938,6.4826072287971215e-09,4.5896858935634555e-07
1939,1.5294050470515685e-08,3.8235124932839426e-07
1940,2.0286263113789005e-08,4.336188830222909e-07
1941,2.6563524713196784e-08,5.548824617562786e-07
1942,2.1239482617119165e-08,4.12652806147662e-07
1943,2.0322646676618206e-08,3.89033505854286e-07
1944,1.927911696952833e-08,5.237493354570688e-07
1945,1.089252066321933e-08,6.666222631679375e-07
1946,1.1136883415474585e-08,7.740134080336247e-07
1947,3.5762612871081956e-09,5.924672983326218e-07
1948,5.435944139264848e-09,7.197189972885099e-07
1949,1.079870937115146e-08,5.330635275413442e-07
1950,1.4889506294579746e-08,6.551382689679031e-07
1951,1.4925962910083967e-08,5.458637843958059e-07
1952,8.43584291310151e-09,5.989448794707641e-07
1953,1.4005975490505307e-08,4.826674704361267e-07
1954,1.9545072449389522e-08,6.381466022276072e-07
1955,2.9095383879962355e-08,6.926578706156761e-07
1956,1.2209597999301991e-08,5.503040334531306e-07
1957,1.7670074847764283e-08,4.550044465645442e-07
1958,1.9026159758794847e-08,4.806173468097086e-07
1959,1.860179499324488e-08,6.324610524188756e-07
1960,2.2838750723952472e-08,7.654441596116612e-07
1961,1.5980766210343944e-08,4.905400530219595e-07
1962,1.3318108227355907e-08,5.967780971616321e-07
1963,1.9398159301076134e-08,6.032827428725795e-07
1964,1.64267148772268e-08,5.463403454086802e-07
1965,1.8604947471523303e-08,5.855086264716647e-07
1966,1.9386760863326913e-08,5.223347230298714e-07
1967,1.0353704338328384e-08,5.388856720855983e-07
1968,1.706738025908372e-08,7.047031722606789e-07
1969,3.451735930415367e-08,5.718072841887079e-07
1970,1.1036939917552502e-08,5.867972845408076e-07
1971,1.592903242642052e-08,4.902031243148031e-07
1972,1.6929484925043425e-08,8.439091381262642e-07
1973,1.6539610570021068e-08,5.209977835818336e-07
1974,2.137717214356627e-08,5.546813888201996e-07
1975,1.599214494163448e-08,4.255052630242062e-07
1976,2.1140049488721502e-08,4.707946033022381e-07
1977,2.4094805706198485e-08,5.365501927201421e-07
1978,2.198018778098998e-08,6.683165416632164e-07
1979,1.755592016206009e-08,6.413762747570217e-07
1980,1.5349906457018392e-08,5.628299071247511e-07
1981,1.644642921849737e-08,5.825831017602923e-07
1982,1.738100685599875e-08,6.406142532000558e-07
1983,8.841442022955448e-09,6.567928672041035e-07
1984,1.1018116474748041e-08,6.146948923202444e-07
1985,1.0828004493035337e-08,6.322351531196091e-07
1986,1.9781802029772422e-08,6.426088425826038e-07
1987,1.1610552075325131e-08,6.10470578976674e-07
1988,1.2592763276586538e-08,6.920022848078133e-07
1989,5.488122178931576e-09,7.019308512212774e-07
1990,2.0160008995517842e-08,6.897992221865934e-07
1991,1.6412102732399347e-08,8.387756587069362e-07
1992,1.4325855057784054e-08,6.352965513656272e-07
1993,2.437251223064152e-08,8.281115242425585e-07
1994,1.582477948680605e-08,7.400721777628405e-07
1995,1.3013882305124014e-08,8.583739798950774e-07
1996,1.3345230476247139e-08,9.154828291002559e-07
1997,8.630809844589749e-09,7.019725423162981e-07
1998,1.4304387785379902e-08,9.397982587699971e-07
1999,1.7823783837744855e-08,8.468583025944554e-07
2000,8.836062770356534e-09,9.180669522379503e-07
2001,1.0076786682855499e-08,8.661655499508925e-07
2002,1.3143664601145133e-08,8.170978027521869e-07
2003,2.0001230061073016e-08,7.558798316154025e-07
2004,1.673820693159911e-08,8.241364710670496e-07
2005,1.666387328125296e-08,8.759792926582577e-07
2006,1.0706514064207084e-08,8.198718965957141e-07
2007,1.5179021789490932e-08,8.000942521846355e-07
2008,1.362380658287421e-08,8.084878189151823e-07
2009,1.668867311011013e-08,6.923415369897157e-07
2010,1.7478034408657805e-08,6.684167139781039e-07
2011,2.5620612964516454e-08,6.393681317717892e-07
2012,2.7574446503919603e-08,7.067228402490855e-07
2013,2.5102124379117186e-08,6.356416122343944e-07
2014,2.252062950014455e-08,7.165458058011609e-07
2015,1.662431570181866e-08,6.698490793155543e-07
2016,2.1334802369210593e-08,6.056598351733555e-07
2017,2.037645163710522e-08,6.409777881799528e-07
2018,2.297505452553139e-08,6.502714526845921e-07
2019,2.1683395745597522e-08,5.869822672366354e-07
