year,derniers_ADJ ans_NOUN,derniers_ADJ vents_NOUN
1870,6.422134646300037e-08,2.8670243956696595e-09
1871,7.116188527334089e-08,0.0
1872,2.53988243770209e-08,6.652073114565837e-09
1873,3.95076291681562e-08,5.387403856360606e-09
1874,2.4495896866483235e-08,1.0156835372754358e-08
1875,2.7463329388410784e-08,7.437985338754061e-09
1876,2.478866001354163e-08,9.673623679873344e-09
1877,2.535774612510977e-08,4.9478527941460015e-09
1878,2.6571990829893366e-08,4.22736201599605e-09
1879,1.588424503040642e-08,9.163987790827832e-09
1880,2.2462462112571302e-08,4.492492600149944e-09
1881,1.045876096839038e-08,6.9725074602899895e-09
1882,1.7304001787010748e-08,1.0648616211028639e-08
1883,1.3270612164717477e-08,2.5277355764075082e-09
1884,2.0465261485469455e-08,8.582206056928499e-09
1885,1.6114089618213256e-08,9.023890079618013e-09
1886,1.2906927970846027e-08,5.162771099520569e-09
1887,2.0892558794116667e-08,1.1099172247952538e-08
1888,1.4583413587843097e-08,6.974675947901687e-09
1889,1.4409814674820609e-08,3.132568426877924e-09
1890,1.3108772733971819e-08,3.2771931834929546e-09
1891,2.995883363610119e-08,1.9122659011827636e-09
1892,1.5044429702015805e-08,3.761107425503951e-09
1893,1.7243566574620672e-08,1.847525021858587e-09
1894,2.3315696040526745e-08,1.8904617871129403e-09
1895,2.2268872967856623e-08,2.4074457982692365e-09
1896,2.0049897742069334e-08,5.897029087265082e-09
1897,1.5732126712464378e-08,5.2440420894583895e-09
1898,2.8857609635224435e-08,6.224190496340043e-09
1899,1.1055156790007459e-08,2.7637891975018647e-09
1900,1.9206897405865675e-08,4.15284251431558e-09
1901,1.2295225282343836e-08,0.0
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,1.5660639007819555e-08,7.020286574288548e-09
1904,1.1824175416563776e-08,6.449550227216605e-09
1905,3.1996705729397945e-08,1.0321518084666081e-09
1906,2.211999294843281e-08,3.0865106026567446e-09
1907,2.2114226894132116e-08,4.114274698707732e-09
1908,1.7680999775393502e-08,5.40252820258047e-09
1909,1.5952851484257735e-08,4.400786846048277e-09
1910,1.1757131268552712e-08,1.6032452032632705e-09
1911,9.044636151145369e-09,1.0640748282497725e-09
1912,4.532196484774431e-08,3.125652625612929e-09
1913,2.1742257771961704e-08,5.302989602995467e-09
1914,9.37544086809794e-09,0.0
1915,1.4136913861761968e-08,0.0
1916,1.648119329900055e-08,2.197492410260793e-09
1917,9.869782324756216e-09,6.57985488317081e-09
1918,2.986458014220261e-08,0.0
1919,4.327688785110695e-08,3.6831393490643904e-09
1920,2.3473917920568965e-08,0.0
1921,1.1359120755116692e-08,3.0290989716519334e-09
1922,1.8444838545406128e-08,0.0
1923,3.1847843473542525e-08,0.0
1924,2.5783249313349188e-08,3.867487219366694e-09
1925,2.969508017258704e-08,3.299453377181294e-09
1926,1.2260752413340015e-08,8.916910765321973e-09
1927,1.6723836537835268e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,2.33948540540041e-08,1.3368487650211591e-08
1930,1.8906487042613662e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,3.1782654730250215e-08,1.0959536611565568e-09
1933,2.1794258842078307e-08,4.588264879146209e-09
1934,3.354842448288764e-08,7.188948103475923e-09
1935,3.7101681726881e-08,5.98414207075848e-09
1936,2.66743711563322e-08,7.274828739411987e-09
1937,1.1332006444320086e-08,0.0
1938,3.1116513810047763e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,3.058810094103137e-09
1940,2.028626333583361e-08,0.0
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.034211815133858e-08,3.034211770724937e-09
1943,2.322588166236983e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,0.0
1945,3.485606470121638e-08,2.178504043826024e-09
1946,2.7842208538686464e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,9.784699273041042e-09,3.2615663503321457e-09
1949,6.8719057111366055e-09,9.817008317369869e-10
1950,1.701657836861159e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,0.0
1952,1.0544804140977249e-08,4.2179215675730575e-09
1953,1.8315507332999914e-08,0.0
1954,8.795282724349818e-09,9.772536113672459e-10
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,1.5698054411927842e-08,4.360570571293465e-09
1957,1.8553580005686854e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,2.145458388724819e-08,2.7683333403416555e-09
1961,1.876002997391879e-08,9.03260666262895e-09
1962,1.7123282347597524e-08,5.0735651235811474e-09
1963,1.0345685197421517e-08,6.466053248388448e-10
1964,1.8860301764789256e-08,1.2167936658258327e-09
1965,1.9699356812452606e-08,3.830430195250756e-09
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,1.3804939413830652e-08,3.451234853457663e-09
1968,2.110965446888713e-08,3.5931326802796093e-09
1969,2.043791091921321e-08,9.083515606356229e-10
1970,1.4715920038099739e-08,1.3796175313274261e-09
1971,1.4387513402880359e-08,3.083038491169532e-09
1972,1.128632298730281e-08,5.130146862875051e-10
1973,1.2129047988196362e-08,2.7566018356850464e-09
1974,1.0688586016271984e-08,5.625571675160757e-10
1975,1.1422960355389478e-08,1.1422960355389478e-09
1976,1.1427053969725876e-08,2.285410749536254e-09
1977,5.876781727920388e-09,5.876781838942691e-10
1978,1.485147826940647e-08,2.3762365408686037e-09
1979,1.462993370893173e-08,1.1703946700691858e-09
1980,1.0233271119375331e-08,5.685150683554241e-10
1981,1.0753434587229549e-08,2.5302198114474095e-09
1982,7.449002747961231e-09,2.483000915987077e-09
1983,8.841442245000053e-09,1.2630632095778083e-09
1984,1.1018116197192285e-08,1.739702604197646e-09
1985,8.421781494405423e-09,1.8046674155058895e-09
1986,9.591176741707841e-09,1.1988970927134801e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,7.795519785247507e-09,0.0
1989,1.4817929994137558e-08,1.0976244357863152e-09
1990,1.3076762783725826e-08,1.6345953479657283e-09
1991,1.1136783939491579e-08,1.1722930404189924e-09
1992,5.509944056569793e-09,1.1019888335184191e-09
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,2.6690460952494277e-09
1997,3.3564262480467733e-09,2.3974471297094624e-09
1998,1.2873949017944142e-08,1.9072516899143466e-09
1999,1.1882523409667556e-08,1.8280804647829996e-09
2000,3.97622823555821e-09,1.3254094488601709e-09
2001,9.20054432640427e-09,4.3812117822561447e-10
2002,7.009954394732176e-09,1.752488598683044e-09
2003,1.4584229823810801e-08,8.333845835650777e-10
2004,7.047666006343434e-09,3.523833003171717e-09
2005,1.216012357474483e-08,9.007499190971657e-10
2006,8.64756888319107e-09,1.2353669198716943e-09
2007,5.192823504529542e-09,1.5977917877663117e-09
2008,6.3861596011349775e-09,2.554463751636149e-09
2009,7.629108011997232e-09,1.430457752249481e-09
2010,5.668551850135373e-09,2.3618964561933353e-09
2011,1.529588788962144e-09,2.2943831279320648e-09
2012,2.382976926895708e-09,1.3617010852229328e-09
2013,6.9728125495771565e-09,1.6734750252211938e-09
2014,6.712880029624557e-09,3.897801192920269e-09
2015,8.201329393386914e-09,1.994917786518613e-09
2016,9.942432654952427e-09,3.935546111222266e-09
2017,4.024978128569501e-09,1.0062445321423752e-09
2018,7.744399788123246e-09,1.290733298020541e-09
2019,6.12237061048404e-09,2.2958890344426663e-09
