year,bons_ADJ airs_NOUN,bons_ADJ verres_NOUN
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,0.0,3.9090144454689835e-09
1955,3.754243138587299e-09,3.754243138587299e-09
1956,1.744228317335228e-09,8.72114158667614e-10
1957,8.835037590415595e-09,8.835037701437898e-10
1958,8.272243445794913e-10,8.272243445794913e-10
1959,5.425523585955716e-09,2.325224457422337e-09
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,2.779263708063695e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,3.170978146727066e-09
1963,6.466053470433053e-09,3.2330267352165265e-09
1964,2.4335873316516654e-09,3.041984220075733e-09
1965,1.0944086747954884e-09,1.6416130677043839e-09
1966,2.215629901769489e-09,1.1078149508847446e-09
1967,4.437302081328198e-09,2.465167847631733e-09
1968,5.3896989093971115e-09,4.491415683816058e-09
1969,7.2668124850849836e-09,1.8167031212712459e-09
1970,4.598724956395017e-09,9.197450023812337e-10
1971,6.166076982339064e-09,2.0553589941130213e-09
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,2.205281512956958e-09,2.7566018356850464e-09
1974,5.625571564138454e-09,3.3753431161187564e-09
1975,3.998036124386317e-09,3.998036124386317e-09
1976,1.142705374768127e-09,5.713526984862938e-09
1977,3.526069214387917e-09,2.938390863960194e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,0.0,6.315316269933646e-09
1984,3.479405208395292e-09,5.799008495621649e-10
1985,0.0,1.8046674155058895e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,7.332980445085013e-09,1.8332451112712533e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,5.274926606624319e-10,0.0
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,4.804283193493575e-09,1.067618438099771e-09
1997,3.835915585170824e-09,1.917957792585412e-09
1998,2.3840645013706308e-09,1.43043876743576e-09
1999,2.7421207526856506e-09,3.1991407301035224e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,6.571832411594869e-09
2003,1.2500769308587678e-09,2.9168460979889232e-09
2004,3.523833003171717e-09,3.9643119897903034e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,2.4707338397433887e-09,3.706100981659688e-09
2007,1.5977917877663117e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,3.405951742863067e-09
2009,3.337734755248789e-09,5.721831008997924e-09
2010,3.3066551718974324e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,7.265546830836911e-09
2012,6.808505426114664e-10,8.510632198976964e-09
2013,1.9523875849358774e-09,8.367375237128272e-09
2014,4.547434873103384e-09,8.012147389990787e-09
2015,3.768178213903184e-09,1.1747849804066846e-08
2016,4.142679976837371e-09,1.0149566520567532e-08
2017,1.0062445321423752e-09,6.037467414898856e-09
2018,2.323319980845895e-09,4.904786798931582e-09
2019,4.3366790158927415e-09,6.632568272380013e-09
