year,bons_ADJ airs_NOUN,bons_ADJ verres_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,4.475680270843441e-09,1.1189200677108602e-08
1803,7.801356893821776e-09,2.7304748684287006e-08
1804,2.9662210465630778e-08,0.0
1805,8.528632911009026e-09,8.528632911009026e-09
1806,1.4408345627714425e-08,1.152667650217154e-08
1807,4.555128185756985e-08,4.27043254092041e-08
1808,9.290903335568146e-08,2.2660739951163578e-09
1809,4.292158095609011e-08,0.0
1810,2.106114038724627e-08,7.020380277111826e-09
1811,3.259199843341776e-08,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,2.2026739543434815e-08,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,2.9580593974287694e-08,0.0
1818,5.960588467246453e-09,0.0
1819,7.24573512300708e-09,1.035105001712111e-09
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,1.4792232327920374e-08,0.0
1822,1.0025615893027862e-08,0.0
1823,4.941343334508019e-09,0.0
1824,1.8526447931321854e-08,5.052667617633233e-09
1825,2.7296874094417944e-08,0.0
1826,1.4973572604048968e-08,0.0
1827,2.7651818612639545e-09,0.0
1828,3.66892045633449e-08,2.7516904310687096e-09
1829,2.6576845613135447e-08,8.57317605795771e-10
1830,1.878630406793036e-08,1.2524203008013046e-08
1831,6.236482441579483e-09,0.0
1832,1.0823975493678972e-08,0.0
1833,4.6334514003376626e-09,5.791814139399776e-09
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,8.31939672707449e-09,7.563087933704082e-09
1836,5.376600054063374e-09,6.720750067579218e-10
1837,2.0873671680021744e-09,6.957890930081589e-10
1838,3.787297142565649e-09,6.312161904276081e-10
1839,5.5931801412612e-09,1.3982950353153e-09
1840,5.095750932326837e-09,1.2739377330817092e-09
1841,3.852329122366882e-09,2.5682194149112547e-09
1842,6.708265054555795e-10,1.341653010911159e-09
1843,1.1813822142769936e-09,5.906911071384968e-10
1844,6.037417232818143e-09,5.488561272137815e-10
1845,2.0646844234306627e-08,1.1160455892778032e-09
1846,1.7563504428608212e-08,0.0
1847,0.0,3.775256551818984e-09
1848,0.0,1.6090443422100975e-09
1849,1.005529792763582e-08,0.0
1850,6.788996032014438e-09,6.788996032014438e-09
1851,0.0,6.449438760824933e-10
1852,5.859490670445666e-09,1.9531636308300904e-09
1853,6.569124799682413e-09,2.388772735173461e-09
1854,2.5978321716024766e-09,0.0
1855,3.1841622671890946e-09,7.960405667972736e-09
1856,6.212626857404757e-09,1.3978411317339123e-08
1857,2.7336451324799782e-08,1.2691923956253959e-08
1858,6.8511463169329545e-09,4.404308473482388e-09
1859,2.34239969643113e-08,2.036869339860914e-09
1860,2.746310290291376e-09,3.204028820036342e-09
1861,2.8295783494058924e-09,7.545541969022906e-09
1862,4.066187830886747e-09,4.066187830886747e-09
1863,5.9935452156878455e-09,1.4983863039219614e-09
1864,6.712618905169165e-09,1.2945765348604255e-08
1865,1.0825742080555756e-08,5.177528628053096e-09
1866,6.3252967308358166e-09,4.865612801552288e-09
1867,7.76449837758264e-09,1.261730986357179e-08
1868,1.4819621974027086e-08,7.409810987013543e-09
1869,7.325278605918584e-09,9.767038289254515e-10
1870,1.7202146374017957e-09,1.7202146374017957e-09
1871,9.559059321873065e-09,0.0
1872,1.2094678591978436e-09,6.047339295989218e-10
1873,5.986004469882289e-10,0.0
1874,5.974609140757536e-10,2.9873046258899194e-09
1875,5.721527140956084e-10,5.721527140956084e-10
1876,8.464420275799966e-09,3.627608879952504e-09
1877,5.566334504436554e-09,9.895705588292003e-09
1878,4.22736201599605e-09,3.6234530931267273e-09
1879,1.221865097988939e-08,6.10932526790009e-10
1880,3.8507077526617195e-09,2.5671385017744797e-09
1881,6.2752567586699115e-09,1.1156012114099667e-08
1882,7.986462158271479e-09,1.3310770263785798e-09
1883,4.423537092179686e-09,6.319338941018771e-10
1884,4.621187876807653e-09,3.300848483434038e-09
1885,7.7347630522695e-09,1.933690763067375e-09
1886,2.5813855497602844e-09,2.5813855497602844e-09
1887,2.154545164501087e-08,1.9586774424595887e-09
1888,1.9021844099853524e-09,0.0
1889,1.1277245803853475e-08,5.012109394186837e-09
1890,6.554386478008212e-10,1.9663159989136147e-09
1891,1.2748440081367107e-09,0.0
1892,2.5074049503359674e-09,0.0
1893,4.926733243593162e-09,0.0
1894,4.411077725308132e-09,6.301539290376468e-10
1895,0.0,2.4074457982692365e-09
1896,1.179405795248556e-09,5.897029087265082e-09
1897,1.1653427112179315e-09,1.0488084178916779e-08
1898,1.13167097914868e-09,6.224190496340043e-09
1899,2.2110313580014918e-09,5.527578395003729e-10
1900,1.5573159428683425e-09,4.15284251431558e-09
1901,0.0,4.470991132876634e-09
1902,0.0,5.892340837476695e-09
1903,4.320176216765503e-09,1.6200660812870638e-09
1904,3.7622376325430196e-09,2.6873125946735854e-09
1905,5.160759042333041e-10,7.2250627702885595e-09
1906,1.5432553013283723e-09,4.115347618238729e-09
1907,1.5428529565042481e-09,9.257117739025489e-09
1908,2.4556945366072114e-09,3.929111258571538e-09
1909,1.0451868703853506e-08,2.7504918342913243e-09
1910,8.01622590529405e-09,2.137660359835536e-08
1911,1.0640748726586935e-08,1.1704822888702893e-08
1912,1.0418842455450772e-09,5.730363294986773e-09
1913,6.363587878865928e-09,0.0
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,0.0,1.767114277129167e-08
1916,1.0987462051303964e-09,1.4283700444650549e-08
1917,1.0966424435210342e-09,7.676496771580332e-09
1918,0.0,1.722956355365568e-08
1919,1.8415696745321952e-09,7.366278698128781e-09
1920,1.514446346106979e-09,1.514446346106979e-09
1921,0.0,5.300923255902035e-09
1922,3.6889677978990676e-09,1.1804696775641332e-08
1923,2.1231896241147297e-09,1.0615948120573648e-08
1924,0.0,1.289162443462999e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,3.342121912552898e-09,3.342121912552898e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,4.787313656606784e-09
1936,0.0,3.6374143697059935e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
