year,ses_DET îles_NOUN,ses_DET iles_NOUN,ses_DET villes_NOUN
1829,2.6919773238320843e-07,2.0575622650120806e-08,9.40477413280405e-07
1830,3.2354192147643346e-07,3.5485241411947754e-08,1.1052609210082665e-06
1831,3.0870588374476426e-07,1.2472964883158966e-08,9.744504358977224e-07
1832,3.1930727573126205e-07,2.8412935226818092e-08,8.686240313693361e-07
1833,6.081404961832959e-07,1.2162810070215357e-07,8.699305240611466e-07
1834,4.023182853529761e-07,4.1071934298031465e-08,1.1649494240373315e-06
1835,3.3504479546309085e-07,4.0084366048631637e-08,1.6714424120323201e-06
1836,3.2326808785398953e-07,3.6964125316174545e-08,1.352887036176753e-06
1837,2.95710352204992e-07,2.9223142350431885e-08,1.3957528857133639e-06
1838,2.625859272242792e-07,3.661053993297969e-08,1.7459440151412764e-06
1839,2.1883318002124952e-07,3.07624906659143e-08,1.4919808464242124e-06
1840,3.337716814044711e-07,5.541628994576442e-08,1.1478178763013602e-06
1841,3.2616385325923147e-07,2.760835826620678e-08,9.264851286161502e-07
1842,2.455224952235824e-07,2.951636535186708e-08,1.3678152583906922e-06
1843,2.534064984516249e-07,3.5441467149954775e-08,1.1205410181958086e-06
1844,2.5796238167785646e-07,4.1713065890292e-08,1.3090218544675736e-06
1845,1.8637961129996938e-07,2.9017185987356697e-08,1.0909345107279478e-06
1846,2.335946014397905e-07,3.3956108591581824e-08,9.671636149732876e-07
1847,2.389197959473677e-07,2.8584084432736745e-08,9.59454508731028e-07
1848,2.60665183882125e-07,3.218088684420195e-08,9.292231304414145e-07
1849,2.5473421616517555e-07,4.022119171054328e-08,7.642026602638907e-07
1850,1.9144969520823452e-07,2.5119284430275002e-08,7.664776546789653e-07
1851,2.3217979294720692e-07,2.8377531213763518e-08,8.545506133827985e-07
1852,2.610728859764322e-07,4.687592758401138e-08,9.160337626212822e-07
1853,2.544043002927765e-07,3.1651238074914545e-08,1.0008957929130702e-06
1854,2.5614625798198176e-07,4.000661590897181e-08,8.765086221274032e-07
1855,2.876360021275559e-07,2.2819829581521844e-08,8.39026728982617e-07
1856,2.474696452203773e-07,3.2616293277332176e-08,9.023840910060699e-07
1857,2.3577688956777365e-07,2.2943092981009272e-08,8.405958702439875e-07
1858,2.1923669257795098e-07,2.3489644895846595e-08,9.131599725265005e-07
1859,2.378044952067171e-07,2.8006954311265986e-08,8.519206140533697e-07
1860,2.4945652743468827e-07,1.876645416842848e-08,8.870582153264195e-07
1861,1.825077915462714e-07,1.8863854756023812e-08,9.214993248463088e-07
1862,2.3403169538416257e-07,3.252950192544901e-08,8.963684727802956e-07
1863,2.0228214614448348e-07,2.6970953470595305e-08,7.991393111694833e-07
1864,1.8555597591785045e-07,2.6850476286810476e-08,7.796227645684439e-07
1865,2.1604415523235332e-07,1.7886008230050265e-08,7.417986545021904e-07
1866,1.6786365242271728e-07,9.244664644914025e-09,7.386000646647517e-07
1867,2.6593406587949175e-07,2.4749338578544666e-08,7.919788416188567e-07
1868,1.7684749309410108e-07,1.877152078222366e-08,6.456415562183793e-07
1869,1.9143394425213955e-07,1.7092317228240006e-08,6.83204319784636e-07
1870,2.46564100692126e-07,2.69500293192948e-08,8.882041697688692e-07
1871,2.0498872133067891e-07,2.6552943621638292e-08,8.082716043134042e-07
1872,1.5602135539083406e-07,1.5118348350995348e-08,6.621836377007639e-07
1873,1.4486131083568665e-07,2.933142162486746e-08,5.596914238736872e-07
1874,2.760269528501169e-07,2.0911131548562167e-08,6.888724151110637e-07
1875,2.2714462488693243e-07,2.5746871634702018e-08,5.424007802901087e-07
1876,2.315623681692358e-07,3.023007355551499e-08,7.660300482825733e-07
1877,2.3440452689982294e-07,2.10283740420536e-08,6.685785898241647e-07
1878,2.3008928229373282e-07,3.442280588350499e-08,6.588645948824023e-07
1879,1.8450162997396546e-07,1.0996785482220162e-08,6.787460407053914e-07
1880,2.4580352064873523e-07,2.0537108236240442e-08,6.045610909666266e-07
1881,1.9313846122415157e-07,2.9284530911333206e-08,5.333968395859756e-07
1882,2.2228987006656098e-07,1.7304001120876933e-08,5.537280287626345e-07
1883,2.047465781362945e-07,1.4534479342298567e-08,5.567337524325922e-07
1884,1.973907410857123e-07,3.9610180913030035e-08,5.783086294286477e-07
1885,2.0239295578372563e-07,3.6095559041715575e-08,5.652822725465967e-07
1886,1.9941202933360103e-07,3.291266648108859e-08,5.227305495125734e-07
1887,1.7954542075315771e-07,1.1752064210668323e-08,4.230743027022754e-07
1888,1.4393194813777654e-07,3.4239319379736344e-08,4.6223080296670105e-07
1889,1.9735180734059554e-07,3.069916942877171e-08,5.168737757799136e-07
1890,1.4157474181875074e-07,3.86708803867819e-08,4.214470425978334e-07
1891,1.4469478892831233e-07,2.1034926134255727e-08,4.328095410954802e-07
1892,1.3602671344870032e-07,2.2566644553023707e-08,4.914513551668165e-07
1893,1.9337427703547405e-07,2.5865349195797194e-08,4.797406356615852e-07
1894,2.0921111087979227e-07,1.9534771134033235e-08,4.5497112299841547e-07
1895,1.5347466542081634e-07,2.4074457094513946e-08,3.930155330067464e-07
1896,1.7573145649762978e-07,3.656157909759372e-08,5.596280754360805e-07
1897,1.421718174299258e-07,2.5637540090883704e-08,4.2593275573210576e-07
1898,1.2335214116809823e-07,2.3199255072547942e-08,3.225262421580055e-07
1899,1.2823982586951388e-07,2.1004797901014172e-08,3.9024702758183594e-07
1900,1.671519109791575e-07,1.9726001831976703e-08,4.038639227488261e-07
1901,1.1121590404172821e-07,2.6825947019304408e-08,3.576792986237365e-07
1902,1.3012251542932063e-07,2.5533476499806085e-08,2.725207659537432e-07
1903,1.3716559044141263e-07,2.6461079549733313e-08,3.504742966953245e-07
1904,2.4400799603085943e-07,3.7622376325430196e-08,3.214025898756745e-07
1905,2.2604125238245842e-07,4.386645163778624e-08,3.4112616464909706e-07
1906,2.0525295818529798e-07,2.674975996264095e-08,3.945589472920119e-07
1907,1.805138083454949e-07,2.5714217366523684e-08,3.1679916112636874e-07
1908,1.831948091002289e-07,2.504808449543816e-08,3.428149559780991e-07
1909,1.7823187192789192e-07,1.650295078370334e-08,3.38860573823041e-07
1910,1.7101282301368315e-07,1.1757131934686527e-08,3.345438468471684e-07
1911,1.8993735606542828e-07,1.702519769608557e-08,4.4105901331192854e-07
1912,1.8962293840685263e-07,1.614920552839294e-08,3.7924585383208864e-07
1913,1.6492298615666812e-07,2.1742257327872494e-08,3.462852333768751e-07
1914,1.6005217529091453e-07,2.611730059998152e-08,4.1118006599560886e-07
1915,2.4386176455948316e-07,1.7671142660269368e-08,7.445441596587443e-07
1916,2.043668008155919e-07,1.3184954017475548e-08,6.746301952631484e-07
1917,1.864292095143938e-07,1.4256351654751143e-08,6.832082384278237e-07
1918,2.722271146282651e-07,1.378365155346728e-08,6.328993542581429e-07
1919,2.707107352173388e-07,2.394040543585163e-08,6.49153336418351e-07
1920,1.7794745144072976e-07,2.953170508135372e-08,5.25512895421798e-07
1921,1.7644501326685713e-07,4.240738565863822e-08,3.66520968242412e-07
1922,1.866617624912692e-07,4.795658092859867e-08,4.2054231386146057e-07
1923,2.0913417131396272e-07,2.1231896241147297e-08,3.7686615961263215e-07
1924,1.7790441431131399e-07,4.383152218956354e-08,3.8288124493135456e-07
1925,1.8806884138911073e-07,4.839198441963788e-08,3.937347674565217e-07
1926,1.8502589593794028e-07,3.3438415592002e-08,3.711664060546127e-07
1927,1.8953682989764076e-07,3.12178303207844e-08,4.5488836342144623e-07
1928,1.6682020698155497e-07,2.170947821511504e-08,4.376173787790094e-07
1929,1.737903352339032e-07,1.7824650200282122e-08,4.946340190770115e-07
1930,2.121727942228091e-07,2.10072067519107e-08,2.993526919681244e-07
1931,2.3038821073129157e-07,2.0529641986399838e-08,4.140144476139085e-07
1932,2.2357455309318652e-07,2.0823119339929974e-08,4.208462156540804e-07
1933,1.7894233028670214e-07,1.7205993296798283e-08,4.1064971334492384e-07
1934,2.0488502450177748e-07,1.677421224144382e-08,4.541018956416565e-07
1935,2.046576526026911e-07,1.795242621227544e-08,3.3870243498768104e-07
1936,1.8672059942659303e-07,1.6974600391961303e-08,3.358545903608956e-07
1937,1.850894352228849e-07,2.5182235741105785e-08,4.495029202189471e-07
1938,1.9577473397980327e-07,1.9447822019458272e-08,3.9414251240543763e-07
1939,1.697639646636162e-07,1.6823455517567254e-08,4.89409625714643e-07
1940,2.155415472770983e-07,1.7750480196809804e-08,4.057252809275269e-07
1941,1.3576911328527785e-07,3.836953510472085e-08,4.7224041921367643e-07
1942,2.123948235066564e-07,3.034211704111556e-08,4.7030281535853646e-07
1943,2.0322646321346838e-07,1.4516176261025748e-08,5.951632155998254e-07
1944,1.9279117502435383e-07,1.2852744646352221e-08,5.97652650924374e-07
1945,1.895298566978454e-07,2.832055345791673e-08,7.101923067409643e-07
1946,1.9350335467294144e-07,1.809743643832462e-08,5.47099404002438e-07
1947,1.692763618166282e-07,5.960435478513659e-09,5.269025074028377e-07
1948,1.9678116469634688e-07,1.7395020979193987e-08,5.218506391457822e-07
1949,2.1106568226514355e-07,8.835307152565974e-09,4.447104711147176e-07
1950,1.6165749783247918e-07,9.57182533234402e-09,4.371133464076138e-07
1951,1.2900295587314758e-07,1.3859822178829972e-08,4.2538993305640815e-07
1952,1.4973621453862052e-07,1.1599284088781303e-08,4.2917350917548447e-07
1953,1.6483955445067977e-07,7.541679059031026e-09,3.3506602115096484e-07
1954,1.876326933825112e-07,2.5408594339637602e-08,4.0653750588148796e-07
1955,1.651866958773951e-07,2.2525458831523792e-08,3.801171271078374e-07
1956,1.3430557621596506e-07,1.7442283395396885e-08,3.139610829094863e-07
1957,1.263410354113148e-07,1.4136059989233729e-08,3.887416681891409e-07
1958,1.3897369621762579e-07,1.0753916424022236e-08,3.7473262359810633e-07
1959,1.6896630938845192e-07,1.007597205671118e-08,3.9761334846843965e-07
1960,1.3564833623025407e-07,1.1073333472388924e-08,2.9897999453964985e-07
1961,1.4591133845609505e-07,1.389631831827387e-08,3.710317146854436e-07
1962,1.464991941091398e-07,8.878738910755857e-09,3.7988317824755313e-07
1963,1.403133498278919e-07,2.0044764847959584e-08,3.6403880709912073e-07
1964,1.3202211390783702e-07,9.734349160073208e-09,3.6199612729603814e-07
1965,1.0561043595203046e-07,1.0396882466068291e-08,3.989119665703811e-07
1966,1.4789329971787168e-07,1.1078149397825143e-08,4.193079679026823e-07
1967,1.7305478094975513e-07,1.0846738118797106e-08,4.3534862115279793e-07
1968,1.396830267008653e-07,2.066051230098509e-08,4.6890381177888685e-07
1969,1.33981853583931e-07,1.2262745652247276e-08,4.3918798464659403e-07
1970,1.5129805253089046e-07,2.4373243201480932e-08,3.7157697896361697e-07
1971,1.238353779520196e-07,1.3359833683779243e-08,3.8949053937642475e-07
1972,1.1748036143899299e-07,1.8981543503659992e-08,3.8116991696313107e-07
1973,1.3231688944514985e-07,1.2129048043707513e-08,3.5174241297397657e-07
1974,1.2770047252974592e-07,2.2502287144732236e-08,3.6847494655489754e-07
1975,1.3022174982779688e-07,1.0851812337620004e-08,3.769577059387075e-07
1976,1.2684029115916928e-07,1.599787524675378e-08,3.3595539417063947e-07
1977,1.2106171043413383e-07,1.880570227319467e-08,3.625974418497435e-07
1978,1.3485142724700694e-07,1.3663359776927564e-08,3.1900975550058774e-07
1979,1.5390690477623536e-07,1.931151227818617e-08,3.376588670889191e-07
1980,1.4667688330582962e-07,1.591842174741842e-08,3.3428685419778503e-07
1981,1.5624107163603185e-07,1.138598904049104e-08,3.5865864589368357e-07
1982,1.3532354958822879e-07,1.738100652293184e-08,3.668633841158453e-07
1983,1.225171359919841e-07,1.8314416205811312e-08,3.2460724952443343e-07
1984,1.652717414590832e-07,9.858314609090257e-09,3.195253768240036e-07
1985,1.5520140161928708e-07,1.9249785321306945e-08,3.3687124867398666e-07
1986,1.4626543820561722e-07,8.99172813983995e-09,3.5367464690239103e-07
1987,1.4910392709399645e-07,1.0999470501094066e-08,2.8231973558945356e-07
1988,1.4511660134663984e-07,2.0388283172856347e-08,3.034256215173059e-07
1989,1.794615894779028e-07,2.3050113373557224e-08,3.2654328263603816e-07
1990,1.4874817033661003e-07,8.172976739828641e-09,3.677839366389435e-07
1991,1.8580844241000705e-07,1.4653663171770859e-08,3.1417452994730866e-07
1992,1.8182816008405212e-07,1.1570882751943401e-08,3.774311627680049e-07
1993,1.6008309522419495e-07,9.970573366935298e-09,3.179504970418634e-07
1994,1.6299523486473788e-07,1.2659823855898367e-08,3.5025513334119296e-07
1995,1.4694841199425213e-07,9.21816623034033e-09,3.2697379293011863e-07
1996,1.6441323547056186e-07,1.0142375161947825e-08,3.21353164522975e-07
1997,1.7645212269101762e-07,7.671830948297043e-09,4.161968458760157e-07
1998,1.5782507167827475e-07,1.1443510361530684e-08,3.356762938722113e-07
1999,1.640702265159888e-07,5.027221250397673e-09,2.915788432922284e-07
2000,1.5728192293007481e-07,9.719669069596648e-09,3.583023646669403e-07
2001,1.629810831849099e-07,7.886181346838939e-09,3.798510714858594e-07
2002,1.5334274827694117e-07,1.0076809164871747e-08,3.9956739605884195e-07
2003,1.5125930019621592e-07,1.1667384169911088e-08,3.471046872149941e-07
2004,1.68263024624693e-07,7.047665895321131e-09,3.6471670483706475e-07
2005,1.6708911498852785e-07,1.3511248342368276e-08,3.305752231952397e-07
2006,1.787164256583651e-07,7.823990788580204e-09,3.314901402262649e-07
2007,1.7056427026318488e-07,1.637736560256009e-08,3.5670701414858286e-07
2008,2.094660270790527e-07,7.66339136593075e-09,3.03555462544125e-07
2009,1.9978726384373147e-07,8.105927040702454e-09,3.3663440035525127e-07
2010,2.1115354309486634e-07,3.306655116386281e-09,2.966542105298231e-07
2011,2.477933791489306e-07,1.529588788962144e-09,3.2656720527768357e-07
2012,2.7302106664350845e-07,4.765953715013538e-09,3.373614578805473e-07
2013,1.818509582918182e-07,5.857162532763027e-09,3.335793579140045e-07
2014,1.80814672789964e-07,4.547434873103384e-09,3.213520765044109e-07
2015,2.1766770030851035e-07,3.7681782416587595e-09,3.358111637652428e-07
2016,2.3903264789737477e-07,5.592618201877286e-09,3.46328050682132e-07
2017,1.7081000436292015e-07,2.0124890642847504e-09,7.989581547462876e-07
2018,1.990310876109902e-07,3.0977600484760615e-09,2.6253516338670124e-07
2019,1.9693625175065677e-07,1.02039510174734e-09,3.06373619807232e-07
