year,vingt - six airs,vingt - six vers
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,8.155216946192922e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.868969157214906e-08
1808,0.0,4.482266646732569e-08
1809,0.0,1.97676737201391e-08
1810,0.0,2.5642903356271063e-09
1811,0.0,0.0
1812,0.0,3.797191894250318e-08
1813,0.0,4.405891829151187e-08
1814,0.0,1.0318136567377678e-08
1815,0.0,0.0
1816,0.0,1.0132563232900793e-08
1817,0.0,6.824494303003803e-09
1818,0.0,0.0
1819,0.0,2.7134618107993447e-08
1820,0.0,2.0717962456728856e-08
1821,0.0,1.4040418605532068e-08
1822,0.0,1.0964762431342479e-08
1823,0.0,0.0
1824,0.0,2.4806354304018896e-08
1825,0.0,9.610704232443368e-09
1826,0.0,5.766354504999072e-09
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,2.8096480697570314e-09
1830,0.0,4.565568367809192e-09
1831,0.0,0.0
1832,0.0,1.3343645299812579e-08
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,2.937395882085525e-09
1837,0.0,2.2772963514938738e-09
1838,0.0,2.752897187985326e-09
1839,0.0,3.0570315168176876e-09
1840,0.0,1.5308786127654628e-08
1841,7.01979030459654e-10,1.0529685567917113e-08
1842,0.0,4.3277726291535146e-08
1843,0.0,6.454178302917057e-10
1844,0.0,1.9747114166079882e-08
1845,0.0,1.7081132952512235e-08
1846,0.0,0.0
1847,0.0,7.068719443115157e-09
1848,0.0,7.928115053346119e-09
1849,0.0,1.1009053557664572e-08
1850,0.0,1.0402093408856672e-08
1851,0.0,6.3527116900274905e-09
1852,0.0,1.3553711042391114e-08
1853,0.0,1.307408403761201e-09
1854,0.0,1.47762779789673e-08
1855,0.0,1.3962690892377339e-08
1856,5.671140224094984e-10,1.247650871505357e-08
1857,5.349697351775262e-10,1.60490927214596e-08
1858,0.0,2.6804938269009426e-09
1859,0.0,8.918816796210649e-09
1860,0.0,1.1039560376957525e-08
1861,5.163843797006962e-10,2.5819217874811784e-09
1862,4.951085097459895e-10,1.2377713076716645e-08
1863,0.0,1.3158271805480126e-08
1864,0.0,1.2598895260396148e-08
1865,0.0,4.643645024060561e-09
1866,0.0,2.189115594353197e-08
1867,0.0,7.984997552057393e-09
1868,0.0,9.737840755974503e-09
1869,0.0,9.64316182461289e-09
1870,0.0,1.6336549890638707e-08
1871,0.0,2.3329851384090716e-09
1872,0.0,9.950267276792601e-09
1873,0.0,5.2483395407421085e-09
1874,0.0,1.966549145748786e-09
1875,0.0,1.5088728488876768e-08
1876,0.0,7.968997906004915e-09
1877,0.0,7.488315745263208e-09
1878,0.0,1.6617093923088078e-08
1879,0.0,3.3602645110875073e-09
1880,0.0,1.625406081950942e-08
1881,0.0,3.842196338865733e-09
1882,0.0,6.594869983445051e-09
1883,0.0,1.184323572545054e-08
1884,0.0,5.819873916124152e-09
1885,0.0,1.2073542610124832e-08
1886,0.0,3.555731264981432e-09
1887,0.0,1.2244460889654363e-08
1888,2.795607745298412e-09,4.892313665294523e-09
1889,0.0,8.296874298707735e-09
1890,0.0,2.1686923368235966e-09
1891,0.0,7.027207260534851e-09
1892,0.0,4.84203210859846e-09
1893,0.0,6.1136473661349555e-09
1894,0.0,2.1572310160422603e-08
1895,0.0,2.5903634792712182e-08
1896,0.0,9.106096321431778e-09
1897,6.441841504667423e-10,7.730209361511697e-09
1898,6.242592553995507e-10,6.866851975928512e-09
1899,1.22008203540247e-09,4.88032814160988e-09
1900,5.736004449197196e-10,2.2944017796788785e-09
1901,0.0,1.480163058786843e-08
1902,0.0,0.0
1903,0.0,1.9671274609223133e-08
1904,0.0,9.496362807226433e-09
1905,0.0,3.988527286225008e-09
1906,0.0,1.02161825665803e-08
1907,0.0,2.2734758520215337e-09
1908,0.0,8.137297058397053e-09
1909,0.0,4.246246021466504e-09
1910,0.0,2.9491791231350817e-09
1911,0.0,1.2917982239457615e-08
1912,0.0,1.3794531739108606e-08
1913,0.0,8.191539890844979e-09
1914,0.0,1.2557208606267523e-08
1915,0.0,7.792857914523665e-09
1916,0.0,4.837344302899282e-09
1917,0.0,1.206102329120995e-09
1918,0.0,3.791309044487434e-09
1919,0.0,5.067473107800424e-09
1920,0.0,1.0846389564278525e-08
1921,0.0,6.685567655040359e-09
1922,0.0,0.0
1923,0.0,1.0558273366712001e-08
1924,0.0,4.274717024799202e-09
1925,0.0,0.0
1926,0.0,1.6049414797159045e-08
1927,0.0,7.405608126731522e-09
1928,0.0,2.5303301676160572e-09
1929,0.0,9.874101536411217e-09
1930,0.0,3.4877380983289186e-09
1931,0.0,7.577127369984282e-09
1932,0.0,1.5767465555427407e-08
1933,1.2687977335446021e-09,6.343988445678406e-09
1934,0.0,2.6548352405342257e-09
1935,0.0,9.284617519256244e-09
1936,0.0,1.208006406017148e-08
1937,0.0,1.5342349612978978e-08
1938,0.0,1.4344111454178687e-09
1939,0.0,1.1859523141311001e-08
1940,2.8146149855245994e-09,5.629229971049199e-09
1941,6.561927001769163e-09,3.2809635008845817e-09
1942,0.0,1.345758171567013e-08
1943,0.0,3.2113727232996325e-09
1944,0.0,3.5494505112865227e-09
1945,0.0,7.208885932641351e-09
1946,0.0,6.158943577361242e-09
1947,0.0,6.58391385854884e-09
1948,0.0,2.4064130688117302e-09
1949,0.0,4.326429881018612e-09
1950,0.0,8.233934423174105e-09
1951,0.0,4.719623802884598e-09
1952,0.0,7.008169156108579e-09
1953,0.0,5.954130521956813e-09
1954,2.1613446588020224e-09,3.242016877180731e-09
1955,0.0,9.349043317286032e-09
1956,0.0,7.717512851002084e-09
1957,1.9557553354587753e-09,4.889388449669241e-09
1958,0.0,1.829783657925077e-09
1959,0.0,5.144649151134217e-09
1960,0.0,1.3010721389150603e-08
1961,7.66812890962143e-10,9.968567304952103e-09
1962,6.994257950587723e-10,6.994258061610026e-09
1963,7.132183177382956e-10,7.132183288405258e-09
1964,0.0,8.05357558419928e-09
1965,0.0,6.637249860830252e-09
1966,0.0,1.0387977589232378e-08
1967,0.0,4.888697890947924e-09
1968,0.0,1.0870055078271434e-08
1969,4.992740665343831e-10,8.48765946415142e-09
1970,0.0,5.057877672243194e-09
1971,0.0,9.066131845258951e-09
1972,5.65300417587622e-10,6.7836047890068585e-09
1973,0.0,1.0358577995361884e-08
1974,0.0,6.841219146735966e-09
1975,0.0,5.6840101514410435e-09
1976,0.0,4.4179575553471295e-09
1977,0.0,1.2989321840350954e-09
1978,0.0,4.5804289250384045e-09
1979,0.0,1.2882890310095263e-09
1980,1.2523334591563184e-09,3.757000488491258e-09
1981,0.0,4.873978109998234e-09
1982,0.0,6.136843033743844e-09
1983,0.0,9.718704063743644e-09
1984,0.0,3.184065899830557e-09
1985,0.0,4.625889671316941e-09
1986,0.0,4.608480708157003e-09
1987,0.0,5.370943689797514e-09
1988,0.0,6.5858134501439736e-09
1989,0.0,6.027806698227778e-09
1990,0.0,5.372996270125441e-09
1991,1.2859849851665217e-09,3.2149625184274555e-09
1992,0.0,4.828028643544258e-09
1993,0.0,7.279286007300101e-09
1994,5.77337011531398e-10,5.196032937249129e-09
1995,5.928857960135758e-10,5.335972108611031e-09
1996,0.0,9.333651185272629e-09
1997,0.0,5.234240152418579e-09
1998,0.0,6.7633281197743145e-09
1999,1.4955428007112914e-09,5.982171202845166e-09
2000,1.4452057328639967e-09,5.780822931455987e-09
2001,0.0,4.29972013549218e-09
2002,0.0,5.728015395334296e-09
2003,9.075864504382025e-10,7.714485050769326e-09
2004,0.0,3.3576574853810826e-09
2005,0.0,5.885922416126732e-09
2006,8.974836984698698e-10,9.423579250267267e-09
2007,0.0,6.108233641111127e-09
2008,4.6488379812359426e-10,4.648837759191338e-09
2009,0.0,3.129418058023248e-09
2010,1.0353725654610457e-09,2.5884314691637655e-09
2011,0.0,4.19642653959329e-09
2012,0.0,1.4998260411402953e-09
2013,0.0,1.5400971609125236e-09
2014,0.0,2.3951551852974262e-09
2015,0.0,4.902833139475149e-10
2016,0.0,2.7509856614926775e-09
2017,0.0,1.3945099519574455e-09
2018,0.0,1.145997519103048e-09
2019,2.832501178051672e-10,8.497503811710772e-10
