year,vos_DET iles_NOUN,vos_DET villes_NOUN
1800,0.0,2.138031867104928e-07
1801,0.0,1.9287578578719433e-07
1802,4.475680270843441e-09,1.320325679898815e-07
1803,0.0,1.7748086289515186e-07
1804,0.0,1.9033252840472414e-07
1805,0.0,5.714184037053371e-07
1806,2.881669125542885e-09,8.933174200365102e-08
1807,0.0,2.306033621835013e-07
1808,0.0,1.246340701754889e-07
1809,0.0,1.5361408145508904e-07
1810,2.3401267590372754e-09,1.8487001440803397e-07
1811,0.0,1.0780430415024966e-07
1812,0.0,1.5469807657098045e-07
1813,2.8757416448144113e-09,1.4091134414861983e-07
1814,0.0,4.1536139461229027e-07
1815,0.0,2.3735567822313897e-07
1816,0.0,1.6918508549679245e-07
1817,0.0,2.2263289167767653e-07
1818,0.0,1.823940156686632e-07
1819,3.1053151161586356e-09,2.3289862893793867e-07
1820,0.0,2.83608885709441e-07
1821,9.86148829262845e-10,2.7217709053228845e-07
1822,3.0076847679083585e-09,2.837249439835432e-07
1823,9.882686891060644e-10,1.5416991150374315e-07
1824,8.421112696055388e-10,2.1642259095955296e-07
1825,1.7610886082763955e-09,2.8177417998875853e-07
1826,8.807984341885344e-10,1.7968287391312288e-07
1827,0.0,1.9356273800452684e-07
1828,1.8344602503717056e-09,1.9812170154454023e-07
1829,1.714635211591542e-09,1.414574022362558e-07
1830,2.0873671680021744e-09,1.6490201071306387e-07
1831,1.5591206103948707e-09,1.2317052267007966e-07
1832,1.3529969367098715e-09,2.448924575348954e-07
1833,0.0,1.39003547561245e-07
1834,1.8669061851994684e-09,2.1282730244820414e-07
1835,7.563087933704082e-10,2.730274744067174e-07
1836,3.36037508930076e-09,2.9100846388185886e-07
1837,2.0873671680021744e-09,3.0614719725985395e-07
1838,1.2624323808552163e-09,2.657420061780158e-07
1839,4.1948851059459e-09,1.8457494954660092e-07
1840,4.4587821212971335e-09,1.9873428236394375e-07
1841,1.926164561183441e-09,2.446228899444236e-07
1842,4.024959032733477e-09,1.690482727134679e-07
1843,4.1348376944583265e-09,2.410019752652204e-07
1844,1.6465683816413446e-09,1.4270259379722816e-07
1845,5.5802281129224696e-09,1.4787603674903949e-07
1846,5.854501328173001e-10,1.8851493965854615e-07
1847,4.314578916364553e-09,2.1087504631367437e-07
1848,0.0,1.7940844543318235e-07
1849,8.379414939696517e-10,1.5501917971505463e-07
1850,7.467895635215882e-09,1.724405027658804e-07
1851,0.0,1.941281040362952e-07
1852,1.3021090872200602e-09,1.529978184144909e-07
1853,1.7915795513800958e-09,1.9707374576682923e-07
1854,4.67609800880453e-09,1.8236781595959428e-07
1855,4.2455496895854594e-09,2.3828147277527023e-07
1856,3.106313539724681e-09,1.5428023275587677e-07
1857,0.0,1.557201443347367e-07
1858,1.4681028059904122e-09,1.8449158811773003e-07
1859,2.036869339860914e-09,1.2424902662289128e-07
1860,9.154367819341758e-10,1.5333566527608866e-07
1861,3.301174722469824e-09,1.6317233991758329e-07
1862,4.0661876643532935e-09,1.4773815604218754e-07
1863,3.496234690647526e-09,1.4784077384533134e-07
1864,2.397363974004918e-09,1.6493863619349014e-07
1865,5.648213119435752e-09,1.6097407457005275e-07
1866,9.731225825149181e-10,1.8635297927005467e-07
1867,4.85281148598915e-10,1.3879041205200338e-07
1868,4.93987406535723e-10,1.2003893345990946e-07
1869,9.767038289254515e-10,1.1720445658447431e-07
1870,1.1468097582678638e-09,9.977244852521494e-08
1871,0.0,1.5188282986855484e-07
1872,0.0,9.73621624433818e-08
1873,5.986004469882289e-10,9.158586911084399e-08
1874,0.0,1.0037343112223596e-07
1875,3.4329162845736505e-09,1.0184317983386038e-07
1876,1.813804439976252e-09,1.2394330450860025e-07
1877,3.710889595609501e-09,1.0019401874838962e-07
1878,2.4156354694326865e-09,9.843714821045069e-08
1879,1.221865053580018e-09,1.8205789187319965e-07
1880,0.0,1.2835692442259017e-07
1881,2.789003084036068e-09,1.1365187418954648e-07
1882,1.3310770263785798e-09,1.078172360280405e-07
1883,1.8958017378167824e-09,7.45681998370884e-08
1884,6.601696966868076e-10,7.261866841190567e-08
1885,1.2891271383708158e-09,1.1602144533995329e-07
1886,1.2906927748801422e-09,1.1616234729672215e-07
1887,2.6115699047757346e-09,6.137189167976231e-08
1888,0.0,9.891359153968438e-08
1889,1.2530273485467092e-09,1.1214595030395458e-07
1890,1.9663159434024635e-09,6.095579263565298e-08
1891,3.187110020341777e-09,9.115134869119856e-08
1892,3.1342561879199593e-09,7.647584876480096e-08
1893,1.2316833108982905e-09,1.0407723760597065e-07
1894,5.671385583383426e-09,5.8604314290278126e-08
1895,1.8055843487019274e-09,7.523268275022588e-08
1896,4.1279202278587945e-09,7.902019166783347e-08
1897,0.0,8.332200573946125e-08
1898,0.0,6.05443981616105e-08
1899,2.2110313580014918e-09,7.185852091140532e-08
1900,1.038210628578895e-09,8.980521626344995e-08
1901,2.235495566438317e-09,7.600684970299199e-08
1902,4.910283846193408e-10,5.106695155632224e-08
1903,2.1600881083827517e-09,5.886240117547459e-08
1904,5.374625189347171e-10,5.750848863783631e-08
1905,5.160759042333041e-10,6.089695858690902e-08
1906,0.0,7.253300510212668e-08
1907,2.057137349353866e-09,4.62855911376181e-08
1908,4.911389073214423e-10,6.72860309691714e-08
1909,1.1001967115120692e-09,6.271121577583472e-08
1910,0.0,6.359539428402172e-08
1911,0.0,7.235709009734137e-08
1912,2.0837684910901544e-09,4.896855959612978e-08
1913,5.30298971401777e-10,5.6741991327768915e-08
1914,0.0,6.964613624704796e-08
1915,0.0,9.895840191731509e-08
1916,2.197492410260793e-09,9.009718615615725e-08
1917,1.0966424435210342e-09,6.689518561309171e-08
1918,0.0,1.0108011405662864e-07
1919,9.207848372660976e-10,6.261336582547017e-08
1920,3.786115865267448e-09,6.43639692654574e-08
1921,3.0290989716519334e-09,5.149468296217208e-08
1922,2.951174193910333e-09,5.312113565691945e-08
1923,0.0,5.4141334970836397e-08
1924,5.156649773851996e-09,5.285566118118368e-08
1925,1.0998177923937646e-09,5.499088895355442e-08
1926,1.1146138456652466e-09,5.795991953050361e-08
1927,0.0,5.5746123384103896e-08
1928,0.0,3.999114284169991e-08
1929,5.570202965543558e-09,7.018455705498639e-08
1930,2.100720708497761e-09,3.676261128848779e-08
1931,0.0,3.5356607419601005e-08
1932,0.0,2.9590749406338546e-08
1933,0.0,4.244145057619164e-08
1934,1.1981580172459871e-09,4.313368862085554e-08
1935,1.196828414151696e-09,3.590485153637246e-08
1936,4.849885826274658e-09,2.909931406946953e-08
1937,2.5182236296217297e-09,4.4068911853045734e-08
1938,0.0,9.72391118736482e-08
1939,3.058810094103137e-09,7.647025057622159e-08
1940,0.0,5.832300686847702e-08
1941,0.0,8.264207496111453e-08
1942,1.2136846860855144e-08,7.888950892542823e-08
1943,0.0,7.548411673496958e-08
1944,0.0,1.3174063262511027e-07
1945,2.178504043826024e-09,9.803267886354661e-08
1946,0.0,7.79581839083221e-08
1947,2.3841741914054637e-09,6.675687602708535e-08
1948,1.0871887834440486e-09,5.218506160531433e-08
1949,0.0,3.8286332770809395e-08
1950,1.0635361480382244e-09,6.274863162403221e-08
1951,1.0661401761424827e-09,4.051332624932513e-08
1952,1.0544803918932644e-09,4.4288177902807035e-08
1953,1.0773827385790469e-09,4.201792691560513e-08
1954,0.0,3.518113178557769e-08
1955,0.0,6.194501400713648e-08
1956,1.744228317335228e-09,3.3140339583681566e-08
1957,2.6505113659425206e-09,4.0641173648658935e-08
1958,8.272243445794913e-10,6.369627580937731e-08
1959,0.0,4.1854038901334434e-08
1960,0.0,5.121416779552135e-08
1961,0.0,5.558527460536311e-08
1962,6.341956404476434e-10,4.502789041627153e-08
1963,0.0,6.207411340497515e-08
1964,3.0419841090534305e-09,8.517555527554066e-08
1965,1.0944086747954884e-09,3.939871362490521e-08
1966,1.1078149508847446e-09,4.154306232351246e-08
1967,2.4651677921205817e-09,7.987143546550612e-08
1968,2.245707925174756e-09,6.198153978953513e-08
1969,3.179230406713529e-09,7.130559898094191e-08
1970,1.3796175035718505e-09,6.622164083758264e-08
1971,0.0,4.675941778220505e-08
1972,0.0,5.335352848412356e-08
1973,3.307922213924286e-09,6.119656092984371e-08
1974,0.0,4.950502963119163e-08
1975,0.0,5.0832173581483175e-08
1976,5.713526873840635e-10,5.2564446795244635e-08
1977,0.0,4.348818694044354e-08
1978,0.0,9.029698988527457e-08
1979,1.7555920051037788e-09,5.208256226296726e-08
1980,0.0,5.6282990823497414e-08
1981,0.0,3.542307625004071e-08
1982,1.2415004579935385e-09,5.4005269478629714e-08
1983,0.0,2.7787390832756387e-08
1984,5.799008495621649e-10,4.175285950314134e-08
1985,0.0,3.910112733596094e-08
1986,3.5966913891627428e-09,3.836470807705439e-08
1987,6.110816852533674e-10,2.6887594040125862e-08
1988,0.0,3.358070083114839e-08
1989,0.0,3.7319232149002346e-08
1990,0.0,2.233946855279001e-08
1991,5.861465202094962e-10,4.278869580875977e-08
1992,5.509944167592096e-10,2.4794748587630977e-08
1993,0.0,3.8774450872303134e-08
1994,0.0,3.9561949938260454e-08
1995,0.0,3.6872664643805564e-08
1996,0.0,2.989331449043675e-08
1997,9.58978896292706e-10,4.746945436728822e-08
1998,0.0,3.0516027038629545e-08
1999,0.0,4.844413292737215e-08
2000,4.4180314962005696e-10,5.257457491580908e-08
2001,8.762423564512289e-10,6.265132723726197e-08
2002,0.0,5.0384048932983205e-08
2003,4.1669229178253886e-10,4.500276817864801e-08
2004,4.404791253964646e-10,4.8893181503473215e-08
2005,4.5037495954858286e-10,3.783149482572412e-08
2006,0.0,3.3766695661796575e-08
2007,0.0,5.033044275792875e-08
2008,0.0,5.108927458863377e-08
2009,1.430457752249481e-09,4.815874543595555e-08
2010,0.0,3.967986117459077e-08
2011,7.64794394481072e-10,3.059177522413137e-08
2012,0.0,6.263825003127721e-08
2013,0.0,5.522467549923249e-08
2014,0.0,5.9549740805131535e-08
2015,0.0,5.497106914109651e-08
2016,0.0,7.22897706140202e-08
2017,0.0,1.609991242546016e-07
2018,0.0,4.9822306724678356e-08
2019,0.0,6.453998735445055e-08
