year,jolies_ADJ oies_NOUN,jolies_ADJ voix_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,2.9580593974287694e-08
1818,0.0,1.1921177378582115e-09
1819,0.0,4.140420006848444e-09
1820,0.0,0.0
1821,0.0,0.0
1822,2.0051231786055723e-09,1.0025615893027862e-08
1823,0.0,9.882686891060644e-10
1824,0.0,1.0947446504872005e-08
1825,0.0,7.044354433105582e-09
1826,0.0,7.0463874735082754e-09
1827,0.0,7.373818444733615e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,3.429270423183084e-09
1830,2.0873671680021744e-09,2.0873671680021744e-09
1831,0.0,1.091384405071949e-08
1832,0.0,0.0
1833,0.0,1.50587169400751e-08
1834,0.0,2.8003592777992026e-09
1835,0.0,5.294161553592858e-09
1836,1.3441500135158435e-09,1.008112526790228e-08
1837,1.3915781860163179e-09,9.045257876039159e-09
1838,0.0,1.2624323808552163e-09
1839,0.0,6.9914751765765e-10
1840,6.369688665408546e-10,8.280594876453051e-09
1841,0.0,7.0626033910059505e-09
1842,0.0,4.024959032733477e-09
1843,0.0,3.5441467538532834e-09
1844,5.488561272137815e-10,2.7442805805577564e-09
1845,5.022205318283568e-09,6.696273757711424e-09
1846,0.0,2.3418005312692003e-09
1847,5.393223645455691e-10,7.011190739092399e-09
1848,0.0,4.82713291560799e-09
1849,0.0,7.54147322368226e-09
1850,0.0,4.073397619208663e-09
1851,0.0,1.9348316282474798e-09
1852,0.0,9.765818376195057e-09
1853,0.0,5.971931837933653e-10
1854,5.195664454227256e-10,8.313063126763609e-09
1855,0.0,1.0613874223963649e-09
1856,0.0,0.0
1857,0.0,1.0739319655783675e-08
1858,0.0,7.34051397444091e-09
1859,0.0,8.656694916453489e-09
1860,0.0,2.288591982591015e-09
1861,0.0,2.8295783494058924e-09
1862,0.0,3.162590411776023e-09
1863,0.0,8.990317823531768e-09
1864,0.0,8.151037178549814e-09
1865,0.0,1.2237795665726026e-08
1866,0.0,4.379051787850585e-09
1867,0.0,5.338092634588065e-09
1868,0.0,9.385760613156435e-09
1869,0.0,8.790334682373668e-09
1870,0.0,2.2936195165357276e-09
1871,0.0,7.434824311758348e-09
1872,0.0,1.8142017887967654e-09
1873,0.0,2.9930022904522957e-09
1874,0.0,1.3741600746186577e-08
1875,0.0,4.577221712764867e-09
1876,0.0,1.813804439976252e-09
1877,0.0,1.2369631985365004e-09
1878,0.0,7.850815109122777e-09
1879,0.0,3.0546627449723474e-09
1880,0.0,9.626769603698904e-09
1881,0.0,2.7890030285249168e-09
1882,0.0,1.0648616211028639e-08
1883,0.0,8.21514056781325e-09
1884,0.0,7.922036360241691e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,5.808117542471791e-09
1887,0.0,1.828098916689669e-08
1888,1.268122939990235e-09,7.60873763994141e-09
1889,0.0,5.012109394186837e-09
1890,0.0,9.831579994568074e-09
1891,0.0,2.039750413018737e-08
1892,0.0,7.522214851007902e-09
1893,0.0,1.539604177480669e-08
1894,0.0,1.3863386882917439e-08
1895,0.0,2.2268872967856623e-08
1896,0.0,2.181900704556483e-08
1897,0.0,2.2141511735185304e-08
1898,5.6583548957434e-10,1.5277558773618694e-08
1899,0.0,1.7688250864011934e-08
1900,0.0,9.34389543516545e-09
1901,5.588738916095792e-10,1.7325090695408107e-08
1902,0.0,8.838511256215043e-09
1903,0.0,1.4580594509538969e-08
1904,0.0,2.1498500757388683e-08
1905,0.0,1.5482276793932215e-08
1906,0.0,1.9547901075611662e-08
1907,0.0,1.3885677496716653e-08
1908,0.0,1.5716445034286153e-08
1909,0.0,1.0451868703853506e-08
1910,0.0,1.4963621453034648e-08
1911,0.0,1.1172785363555704e-08
1912,1.0418842455450772e-09,1.719108944087111e-08
1913,0.0,1.3257474229533273e-08
1914,0.0,1.0714789944188396e-08
1915,0.0,1.0602685840410686e-08
1916,0.0,7.69122365795738e-09
1917,0.0,5.483212106582869e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,2.9465114792515124e-08
1920,0.0,1.817335615328375e-08
1921,0.0,1.741731914250977e-08
1922,0.0,1.3280283539529592e-08
1923,0.0,1.1677542488541803e-08
1924,0.0,7.734974438733389e-09
1925,0.0,1.3197813508725176e-08
1926,0.0,1.4489979882625903e-08
1927,0.0,1.0034302277972529e-08
1928,0.0,9.14083297942625e-09
1929,0.0,1.3368487650211591e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,9.863582839386709e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,1.0783422155213884e-08
1935,0.0,8.377798899061872e-09
1936,0.0,4.849885826274658e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,7.779128452511941e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211815133858e-08
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,8.352662561605939e-09
1947,0.0,7.152522574216391e-09
1948,0.0,4.348755133776194e-09
1949,0.0,5.890204768377316e-09
1950,0.0,5.317680518146517e-09
1951,0.0,7.462981344019681e-09
1952,0.0,9.490323193972472e-09
1953,0.0,3.232148326759443e-09
1954,0.0,1.2704297169818801e-08
1955,0.0,2.815682353940474e-09
1956,0.0,6.104799332717903e-09
1957,0.0,0.0
1958,0.0,4.9633461784992505e-09
1959,0.0,8.525822714489095e-09
1960,0.0,1.1073333361366622e-08
1961,0.0,5.55852741612739e-09
1962,0.0,7.610347907416326e-09
1963,0.0,1.2285501505004959e-08
1964,0.0,2.4335873316516654e-09
1965,0.0,5.47204326295514e-09
1966,0.0,6.092982118843793e-09
1967,0.0,7.888536934785861e-09
1968,0.0,2.380450325745187e-08
1969,0.0,6.358460868938209e-09
1970,0.0,7.3579600190498695e-09
1971,0.0,8.735275613958038e-09
1972,0.0,2.5137719461554298e-08
1973,0.0,4.9618833486420044e-09
1974,0.0,2.2502286700643026e-09
1975,0.0,3.998036124386317e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,2.3507127355770763e-09
1978,0.0,3.5643548113029055e-09
1979,0.0,5.266775904289034e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,1.0753434587229549e-08
1982,0.0,6.2075020679230875e-09
1983,0.0,1.89459470334441e-09
1984,0.0,5.799008384599347e-09
1985,0.0,6.617113967877231e-09
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,0.0,4.888653482026939e-09
1988,0.0,5.396898483667201e-09
1989,5.488122178931576e-10,3.2928733073589456e-09
1990,0.0,3.814055737905164e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,7.162927584403178e-09
1993,0.0,9.416652346772025e-09
1994,0.0,4.747434001473039e-09
1995,0.0,8.675921314704738e-09
1996,0.0,5.3380921904988554e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,9.536258449571733e-10,7.629006759657386e-09
1999,0.0,1.1425503210205079e-08
2000,0.0,7.068850393920911e-09
2001,0.0,8.324302136486494e-09
2002,0.0,4.381221607729913e-09
2003,0.0,4.166922806803086e-09
2004,4.404791253964646e-10,4.404791198453495e-09
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,0.0,6.1768350434476815e-09
2007,7.988958938831558e-10,5.592271090648637e-09
2008,8.514879357157668e-10,6.3861596011349775e-09
2009,0.0,4.76819250749827e-09
2010,0.0,5.196172381261022e-09
2011,0.0,3.4415748029203996e-09
2012,1.0212758416727752e-09,7.148930780687124e-09
2013,2.789125042035323e-10,8.367375237128272e-09
2014,2.1654451842767486e-10,9.961047986450922e-09
2015,6.649726325136385e-10,7.536356427806368e-09
2016,0.0,1.4706514228635115e-08
2017,2.515611330355938e-10,6.5405894034142875e-09
2018,0.0,6.195520096952123e-09
2019,2.55098775436835e-10,8.418259866971312e-09
