year,les_DET îles_NOUN,les_DET iles_NOUN,les_DET villes_NOUN
1878,1.0681939954793052e-05,1.5605004684005053e-06,3.2978858371279784e-05
1879,8.900064699446375e-06,1.467459910031721e-06,3.3153474532809923e-05
1880,1.1099023481619952e-05,1.5678798668261607e-06,3.14044466449559e-05
1881,1.2162842153884412e-05,1.9369625974263727e-06,3.10123189137812e-05
1882,9.88990188943717e-06,1.4442185900520599e-06,3.1576474611938465e-05
1883,8.734590096537431e-06,1.4155319227882046e-06,3.0447838526015403e-05
1884,1.1316628558688535e-05,1.6174157337900397e-06,3.1572616535413545e-05
1885,1.031301752618674e-05,1.6713533455003926e-06,3.1820813774174894e-05
1886,8.60246723277669e-06,2.545246125862377e-06,3.18310644615849e-05
1887,9.043866725733096e-06,1.4833716974749223e-06,2.826436741543148e-05
1888,7.5668895078706555e-06,1.6339764279393876e-06,2.7828957399833598e-05
1889,8.635864276129723e-06,1.6571286636235527e-06,3.129247897959431e-05
1890,8.30571872256769e-06,1.6890654102041935e-06,2.893171688356233e-05
1891,7.579584973882447e-06,1.7503608304991758e-06,2.760101017429406e-05
1892,8.013666217721038e-06,1.827898174155962e-06,2.7622827360573865e-05
1893,9.755547296208533e-06,1.9509863804501038e-06,2.7938887797063217e-05
1894,7.733249105967843e-06,1.595549704802579e-06,2.8632304520215257e-05
1895,7.829615697119152e-06,2.5470776279234997e-06,2.7099414523945597e-05
1896,8.195690895718144e-06,1.9660694228207376e-06,2.745067001796997e-05
1897,7.106842588200379e-06,1.6926602910416477e-06,2.677374902759766e-05
1898,6.540492393014574e-06,1.8276486102308809e-06,2.504501026123762e-05
1899,6.95866839350856e-06,2.0247519501026545e-06,2.6467703833077394e-05
1900,8.085065303475858e-06,1.9123840111490154e-06,2.639650563196483e-05
1901,6.624890914963544e-06,1.8023683487911057e-06,2.594907402908575e-05
1902,6.494832689440955e-06,1.8280986537888566e-06,2.195780757574539e-05
1903,6.772416384137614e-06,1.775592423314265e-06,2.700488153095648e-05
1904,6.416227449790313e-06,1.6521597743235361e-06,2.6100791615135677e-05
1905,6.988183628209299e-06,1.8805805694910305e-06,2.6146985646846588e-05
1906,7.256386652443325e-06,1.5854376762547417e-06,2.457994332871749e-05
1907,6.721181904367768e-06,1.8596521584868242e-06,2.433644954180636e-05
1908,6.483524771283555e-06,1.6374570961374957e-06,2.4576590021752054e-05
1909,6.183655614222516e-06,1.4671123054199597e-06,2.4642756670800736e-05
1910,6.111036213951593e-06,1.588816019193473e-06,2.508116835997498e-05
1911,6.904249573835841e-06,1.6732576604283622e-06,2.624008573093306e-05
1912,5.921548932974474e-06,1.4122741269773087e-06,2.361117992677464e-05
1913,6.846689814210549e-06,2.133392705161441e-06,2.315709593858628e-05
1914,7.797688340360764e-06,1.84763162636159e-06,2.4273016833831207e-05
1915,7.564427050965605e-06,1.7211692764362851e-06,2.728306651533785e-05
1916,6.048598038432829e-06,1.7173403286108169e-06,2.54579503007335e-05
1917,6.311177230600151e-06,1.6932159851990036e-06,2.3709409788352787e-05
1918,6.897568823660549e-06,2.0422776820794297e-06,2.6255558736920648e-05
1919,7.123191494429193e-06,1.444711411835442e-06,2.5089545147238823e-05
1920,6.844540422434875e-06,2.267126134825048e-06,2.4072881615211372e-05
1921,6.313399381951967e-06,2.112039279467126e-06,2.051684532489162e-05
1922,6.376749638548063e-06,1.9153121257886596e-06,2.0408106593095e-05
1923,6.369568779973633e-06,1.846113434567087e-06,2.185505275065225e-05
1924,6.501246360812729e-06,1.866707282971447e-06,2.056858750165702e-05
1925,7.049831879157864e-06,2.4173995498699696e-06,2.112420088451472e-05
1926,6.200596885719278e-06,2.031941049196462e-06,2.180184696953802e-05
1927,7.1054009822546504e-06,2.332417825101629e-06,2.1858056243218016e-05
1928,7.457777144281863e-06,2.1846590883001227e-06,2.0064127852492675e-05
1929,7.118719736354251e-06,2.498793172378555e-06,2.2596085727855098e-05
1930,7.584651939396281e-06,2.346505034722668e-06,2.379171189659246e-05
1931,6.884273204832425e-06,2.611826730003486e-06,2.1232211452115735e-05
1932,7.63660528946275e-06,2.3004066846965543e-06,2.1257116372908058e-05
1933,8.541054626221012e-06,2.6141639288823626e-06,1.9593037677623215e-05
1934,7.985723186720861e-06,2.681477646149233e-06,2.261283532334346e-05
1935,8.864908465966437e-06,2.1554879943153082e-06,1.993916157516651e-05
1936,7.377888891824114e-06,2.5461900463596976e-06,2.0352546357571555e-05
1937,6.547381673271957e-06,2.4439360082340045e-06,2.16126535406147e-05
1938,7.063448833832808e-06,2.0614691251807926e-06,2.167783782169863e-05
1939,6.816558311584231e-06,2.529635974468647e-06,2.162578721254249e-05
1940,6.6158574441033124e-06,2.2035953612942194e-06,2.2221065819394425e-05
1941,7.665052066840872e-06,2.703576443607858e-06,2.04598159143643e-05
1942,7.691726864322845e-06,2.2180087917433866e-06,1.9455365077192255e-05
1943,7.0258292623748275e-06,2.334201090192778e-06,2.0633292479033116e-05
1944,7.727712699079348e-06,2.45808745980014e-06,2.210029390425916e-05
1945,8.88611799609862e-06,2.3658553374161784e-06,2.1915751403867034e-05
1946,7.005099888601762e-06,1.9865415694653166e-06,2.2326666453409416e-05
1947,6.340711138363986e-06,1.9216444631098284e-06,2.1970165221318894e-05
1948,6.252422537045277e-06,1.8503953622683866e-06,2.0580483578669373e-05
1949,7.409877923691965e-06,2.1518881965221226e-06,2.2797056089984835e-05
1950,6.8736342768715986e-06,1.888840227337596e-06,1.948398289641773e-05
1951,6.929911222641749e-06,2.317788766248441e-06,1.9399486291149515e-05
1952,7.063964289955038e-06,2.4105421836395635e-06,1.976623491373175e-05
1953,7.455488628238527e-06,2.4865993122347163e-06,2.0402396444296755e-05
1954,6.804616930367047e-06,2.37765803312584e-06,2.009037939387781e-05
1955,8.162662993527192e-06,2.7011778769292505e-06,1.859664337189315e-05
1956,6.77109426305833e-06,2.7724508413484727e-06,1.8393760228718747e-05
1957,6.6033072414484195e-06,2.2962263415138295e-06,1.860835641309677e-05
1958,7.13398259222231e-06,2.1971078290050627e-06,1.982360424790386e-05
1959,7.2539247639724636e-06,2.8421992599447776e-06,2.044104678589065e-05
1960,6.041887729679729e-06,1.7807303667183305e-06,2.0203988583489263e-05
1961,6.492360171250766e-06,1.5862647231301708e-06,2.1055006641290674e-05
1962,6.622270802836283e-06,1.8315570571303397e-06,2.0194691387587227e-05
1963,6.2875902244741155e-06,1.7988560081505511e-06,2.3621138325324864e-05
1964,6.487335440397146e-06,1.6688325654712344e-06,2.2082980535742536e-05
1965,5.23127346241381e-06,1.492226211041725e-06,2.3209672690427396e-05
1966,7.0102530003168795e-06,1.8622368980203419e-06,2.3476813794331974e-05
1967,5.768492769675504e-06,1.6122197763479562e-06,2.20509258497259e-05
1968,5.9717864360209205e-06,1.6142148560049918e-06,2.467583840370935e-05
1969,6.185419891835409e-06,1.5914319710930158e-06,2.805852614073956e-05
1970,6.289216145205501e-06,2.390417272124523e-06,2.412123285466805e-05
1971,5.390179069308942e-06,1.4228222795509282e-06,2.456153947605344e-05
1972,7.155528862767824e-06,1.7734917676648365e-06,2.461085273353092e-05
1973,6.089333652425921e-06,1.7950991342274847e-06,2.4046389171417104e-05
1974,7.196231308626011e-06,2.2485410759998103e-06,2.678784676390933e-05
1975,6.230653838201761e-06,2.3588412840780393e-06,2.417098426121811e-05
1976,6.379724254657049e-06,1.9465986120792422e-06,2.365285763517022e-05
1977,5.735151262342697e-06,2.1156414824474723e-06,2.574441737124289e-05
1978,6.358214960755504e-06,2.0904941155919232e-06,2.4814443804643815e-05
1979,5.6149684724005056e-06,1.8223044691012547e-06,2.3068478185450658e-05
1980,7.190578799054492e-06,1.7322653960150092e-06,2.3377908860311436e-05
1981,6.10099237974282e-06,1.5586153896407495e-06,2.2422175675274048e-05
1982,8.34536615457182e-06,1.7474118791938054e-06,2.341097410862858e-05
1983,7.239246997414739e-06,1.756289368159969e-06,2.275471535995166e-05
1984,7.372859386123309e-06,1.9560055370959617e-06,2.244854215405212e-05
1985,7.11640501549482e-06,1.7270666656798994e-06,2.279234797697427e-05
1986,7.440355318522052e-06,1.4476682608233205e-06,2.098249706250499e-05
1987,7.680074702420825e-06,2.0740112187667137e-06,2.150274269752117e-05
1988,8.06176677770054e-06,1.6898288262012784e-06,2.2712547206538147e-05
1989,7.305788074063457e-06,1.5086848108580853e-06,2.4231156430687406e-05
1990,8.242174374117894e-06,1.4101108494202208e-06,2.2990038587522577e-05
1991,7.345588358020905e-06,1.4208191743136922e-06,2.2046729554858757e-05
1992,8.569616227305232e-06,1.2920819063566569e-06,2.4190308067773003e-05
1993,7.40038109370289e-06,1.2601697090275366e-06,2.538784860917076e-05
1994,7.755197032111028e-06,1.0776674841395106e-06,2.4494649323969497e-05
1995,8.487762556796952e-06,1.1322077622111237e-06,2.382408069934172e-05
1996,9.453227278299892e-06,1.1823874501715181e-06,2.520113230275456e-05
1997,8.799111185453512e-06,9.719250932960222e-07,2.5896745228237705e-05
1998,8.028099330203986e-06,9.016532427352786e-07,2.3803931071597617e-05
1999,8.794894995389768e-06,8.496003705005251e-07,2.4069422124739503e-05
2000,1.0068251697248343e-05,9.326464471826057e-07,2.4952600824690307e-05
2001,9.564623610458511e-06,7.123850407353416e-07,2.339961429242976e-05
2002,9.062995161457366e-06,7.43493268728912e-07,2.4926082687670714e-05
2003,8.540108922261425e-06,6.612906808811658e-07,2.5289888526458526e-05
2004,8.676557399667217e-06,6.541115062930203e-07,2.3516299052062095e-05
2005,8.42921781440964e-06,6.593489283446274e-07,2.2461549406216363e-05
2006,8.318961079112341e-06,6.032708732561787e-07,2.3053595668898197e-05
2007,8.00094215946956e-06,5.628221622089313e-07,2.12610173093708e-05
2008,8.855048633904516e-06,5.63685008447834e-07,2.190367581533792e-05
2009,8.83832160525344e-06,6.122359277327405e-07,2.0482724721659906e-05
2010,7.776780478252476e-06,3.3113789443817154e-07,1.8776132264974876e-05
2011,9.286133320074441e-06,3.1165371416896903e-07,1.7554326404933818e-05
2012,9.980247966723255e-06,2.927657314355514e-07,1.6563051531193196e-05
2013,7.5646650543603755e-06,2.4432734746504536e-07,1.5168098684625875e-05
2014,7.616736809268332e-06,2.802086127573489e-07,1.5475787222385406e-05
2015,8.475297931909154e-06,2.3828186002106122e-07,1.5159823988142307e-05
2016,8.348536255198269e-06,2.839807158316887e-07,1.5345315432568896e-05
2017,7.123959790078516e-06,1.8841928817181497e-07,1.7416081050214416e-05
2018,7.720908911323932e-06,1.6056722529356193e-07,1.3416140973276924e-05
2019,7.993519943738647e-06,1.6938559088686134e-07,1.4608231026613794e-05
