year,six_DET airs_NOUN,six_DET verres_NOUN
1800,0.0,1.2576657937302116e-08
1801,7.143547975374531e-09,9.524730337773235e-09
1802,2.2378401354217203e-09,4.4756802708434407e-08
1803,1.1702034896643454e-08,3.510610468993036e-08
1804,4.943701892301533e-09,2.4718509905596875e-08
1805,5.685755422035754e-09,3.4114531644036106e-08
1806,2.305335211616466e-08,2.305335300434308e-08
1807,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,6.798222074166915e-08
1809,2.259030518203531e-09,4.292158095609011e-08
1810,2.574139479349924e-08,6.786367379163494e-08
1811,1.0028306629550343e-08,2.757784400841956e-08
1812,2.6672082320544632e-09,2.400487453257938e-08
1813,4.026038280535715e-08,1.7254450312975678e-08
1814,5.349350962191579e-08,2.8320094713762956e-08
1815,0.0,5.664169577812572e-08
1816,6.952811659743929e-09,0.0
1817,1.556873407970727e-09,7.784366928831332e-09
1818,2.384235475716423e-09,5.602953234706831e-08
1819,2.070210003424222e-09,3.8298885840504227e-08
1820,2.4919611263385377e-08,2.610625848831205e-08
1821,9.86148829262845e-10,2.9584463767662328e-09
1822,3.107940926838637e-08,1.7043547018147365e-08
1823,1.9765373782121287e-09,2.4706716672540097e-08
1824,0.0,2.5263338088166165e-08
1825,3.522177216552791e-09,2.3774695989686734e-08
1826,1.7615968683770689e-09,3.787433300317389e-08
1827,6.452091305675367e-09,1.474763688946723e-08
1828,3.6689205562545624e-09,4.953042775923677e-08
1829,1.714635211591542e-09,1.5431716349212365e-08
1830,1.5655253093882493e-08,6.575206867864836e-08
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.3529969367098715e-09,2.841293600397421e-08
1833,3.4750886612755494e-09,3.59092489077284e-08
1834,1.8669061851994684e-09,3.733812548034621e-08
1835,1.663879345414898e-08,5.067268915581735e-08
1836,5.376600054063374e-09,1.8818100133710658e-08
1837,1.1132625932219753e-08,6.470838243011201e-08
1838,1.2624323808552163e-09,6.059675605740722e-08
1839,2.7266753299670654e-08,4.264799802200514e-08
1840,3.184844388215424e-08,2.993753511759678e-08
1841,3.2102742686390684e-09,2.5682193705023337e-08
1842,8.720744570922534e-09,3.8237111255057243e-08
1843,4.7255288571079745e-09,2.8353174030826267e-08
1844,9.879410178825765e-09,4.116420804223253e-08
1845,0.0,3.57134588568897e-08
1846,5.854501328173001e-10,3.5712459434122934e-08
1847,4.853901280910122e-09,3.020205152637345e-08
1848,0.0,2.574470947536156e-08
1849,5.02764896381791e-09,6.535943386509757e-08
1850,2.0366988096043315e-09,2.987158342904195e-08
1851,1.2898877521649865e-09,7.416854375108528e-08
1852,7.161599979710331e-09,3.1250618093281446e-08
1853,5.3747388761848924e-09,5.733054542211846e-08
1854,3.63696517347023e-09,2.6497888327980945e-08
1855,2.1227748447927297e-09,2.653468555990912e-08
1856,1.0354378465748937e-09,2.5368226630462232e-08
1857,1.025116930231107e-08,3.221796163188628e-08
1858,8.319249067412215e-09,4.159624467092726e-08
1859,1.5276520048956854e-09,5.8050776186036046e-08
1860,6.408057418028079e-09,3.4786598823721704e-08
1861,5.6591566433006335e-09,4.197207559286653e-08
1862,4.51798634615308e-09,1.7168348548368684e-08
1863,1.598278676073761e-08,2.996772607843923e-08
1864,9.589456118064277e-09,5.274200842730892e-08
1865,2.3534221793575227e-09,5.365802657752994e-08
1866,3.8924903300596725e-09,3.4545851734790745e-08
1867,6.308654931785895e-09,4.85281148598915e-08
1868,1.4819622196071691e-09,1.0373735648272486e-07
1869,2.4417595723136287e-09,5.811387859822048e-08
1870,1.0894693147633916e-08,3.383088786890198e-08
1871,0.0,2.867717863175301e-08
1872,3.628403577593531e-09,4.293610944561266e-08
1873,2.3944017879529156e-09,3.052862229679931e-08
1874,5.974609140757536e-10,6.392832074819665e-08
1875,1.888104017577774e-08,4.8632981530793984e-08
1876,3.627608879952504e-09,3.264847858730491e-08
1877,8.658742389755503e-09,1.855444864418132e-08
1878,1.9325083977506097e-08,3.744235144154118e-08
1879,6.10932526790009e-10,3.9099680826382155e-08
1880,6.417846254436199e-09,3.7223510052086795e-08
1881,5.5780060570498335e-09,3.974329443323654e-08
1882,1.3310770263785798e-09,2.3293847961625147e-08
1883,1.0742876255243061e-08,4.2971506353239874e-08
1884,1.386356363042296e-08,4.885255577846692e-08
1885,6.445635691854079e-10,3.158361394639542e-08
1886,5.162771099520569e-09,3.4203360144147155e-08
1887,9.140494583448344e-09,4.961982824625011e-08
1888,1.268122939990235e-09,2.916682695364159e-08
1889,5.0121093386756854e-09,3.00726554769426e-08
1890,3.932631831293776e-09,1.7041404731799048e-08
1891,6.374220040683554e-10,1.9760081571007504e-08
1892,3.1342561879199593e-09,1.7551833764173352e-08
1893,4.926733243593162e-09,2.709703228465088e-08
1894,3.780923574225881e-09,7.561847148451761e-09
1895,3.0093072478365457e-09,1.504653579509352e-08
1896,1.7691086373616827e-09,1.2973463414667208e-08
1897,3.4960281336537946e-09,1.5732126712464378e-08
1898,6.2241901632731356e-09,2.7160103721612927e-08
1899,7.738609753005221e-09,1.326618814800895e-08
1900,2.595526460424935e-09,1.453494924419374e-08
1901,4.470991132876634e-09,5.588738860584641e-09
1902,3.4371986368242347e-09,1.4730851927158284e-08
1903,2.7001101354784396e-09,1.4040573148577096e-08
1904,9.13686282189019e-09,1.0749250378694342e-08
1905,8.773290316455018e-09,1.5482276793932215e-08
1906,9.259531807970234e-09,1.4403716441790948e-08
1907,2.057137349353866e-09,1.697138252154673e-08
1908,9.331639017062798e-09,1.2769612034446709e-08
1909,3.3005901345362076e-09,1.980354014108343e-08
1910,4.809735609789811e-09,1.9238942772226153e-08
1911,3.7242617878519013e-09,1.3832972545202438e-08
1912,4.167536982180309e-09,1.6670147373609723e-08
1913,1.3787773367468503e-08,1.856046338843953e-08
1914,1.33934876522801e-08,8.705766774141921e-09
1915,2.00272951556002e-08,2.8273827723523937e-08
1916,1.0987462051303964e-09,2.636990958926333e-08
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.1486376294556067e-08
1919,1.8415696745321952e-09,1.6574126959767455e-08
1920,6.057785384427916e-09,4.543339038320937e-09
1921,3.7863738810983705e-09,1.2116395886607734e-08
1922,0.0,2.4347187377316004e-08
1923,0.0,2.653987074552333e-08
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,1.2097995494286806e-08
1926,3.3438415369957397e-09,1.0031524610987219e-08
1927,1.2264147031260109e-08,2.0068605000034268e-08
1928,1.3711249802206282e-08,5.713020723163709e-09
1929,1.1140406375176326e-09,2.1166771446701205e-08
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,0.0,2.8513392535955973e-08
1932,5.4797684168050864e-09,1.4247397484012936e-08
1933,0.0,1.0323596200123575e-08
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,3.590485242455088e-09,1.4361940969820353e-08
1936,3.6374143697059935e-09,1.576212937948185e-08
1937,6.295558963032022e-09,2.266401277761787e-08
1938,0.0,1.2965214679638848e-08
1939,0.0,6.117620188206274e-09
1940,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,0.0,1.927911696952833e-08
1945,6.535512131478072e-09,1.089252066321933e-08
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.1920870957027319e-08
1948,8.697510045507784e-09,1.087188805648509e-08
1949,3.9268033269479474e-09,9.817008539414473e-09
1950,1.0635361480382244e-09,2.8715475997032058e-08
1951,9.595261474260042e-09,8.529121409139861e-09
1952,0.0,3.1634410646574906e-09
1953,5.386913581872932e-09,8.619061908632375e-09
1954,7.818028890937967e-09,1.2704297169818801e-08
1955,0.0,1.1262729415761896e-08
1956,1.744228317335228e-09,1.308171282410342e-08
1957,4.417518850718949e-09,6.184526224473075e-09
1958,2.4816730892496253e-09,2.150783356968944e-08
1959,2.325224457422337e-09,6.975672928177801e-09
1960,3.460416619915918e-09,1.0381249748725452e-08
1961,2.779263708063695e-09,1.389631876236308e-08
1962,1.9025869768540815e-09,1.7123282347597524e-08
1963,1.1638895403009997e-08,1.4871922804360338e-08
1964,3.650380997477498e-09,2.1293889318485526e-08
1965,7.113656386170675e-09,1.4774517165250245e-08
1966,6.646889927353072e-09,9.416426749453422e-09
1967,5.91640286762285e-09,1.8735275053582967e-08
1968,7.63540675130514e-09,2.0211372131484495e-08
1969,2.2708788738334817e-09,1.544197691938365e-08
1970,7.3579602410944744e-09,1.1036939723263473e-08
1971,7.193756479395574e-09,1.7984391087466634e-08
1972,1.898154300405963e-08,1.0773308634082213e-08
1973,3.3079223804577396e-09,2.03988533842292e-08
1974,2.8127858930915295e-09,1.1251143128276908e-08
1975,4.569184142155791e-09,1.0851812337620004e-08
1976,5.713526873840635e-10,8.570290255249802e-09
1977,7.052138095708926e-09,8.22749424145286e-09
1978,1.3069301196821925e-08,1.7227715365386587e-08
1979,1.7555920051037788e-09,1.0533552030622673e-08
1980,3.411090521154847e-09,9.66475621755336e-09
1981,2.5302198114474095e-09,8.855769451088236e-09
1982,6.207502289967692e-10,1.0552753892945077e-08
1983,5.052252838311233e-09,1.136756910824488e-08
1984,8.698512798943625e-09,9.278413592994639e-09
1985,3.609334831011779e-09,1.684356232267703e-08
1986,7.79283104712647e-09,1.8582904104391673e-08
1987,3.055408481777988e-09,4.277571630240118e-09
1988,5.996553809062277e-10,8.994830658082265e-09
1989,5.488122178931576e-10,1.317149311841348e-08
1990,1.0897301838674878e-08,1.3076762783725826e-08
1991,9.96449056600568e-09,1.699824903056424e-08
1992,9.366905029395411e-09,8.815910668147353e-09
1993,4.4313659408601325e-09,1.4955860550003308e-08
1994,3.1649559639745917e-09,1.1077345929422222e-08
1995,4.880205739521415e-09,9.760411756598586e-09
1996,2.135236876199542e-09,1.1209993822092201e-08
1997,1.917957792585412e-09,1.2946214877906925e-08
1998,6.198567881199324e-09,9.536258560594035e-09
1999,7.769342114105626e-09,1.0968482844209149e-08
2000,8.836062881378837e-09,7.510653432518666e-09
2001,2.6287270971092624e-09,7.886181124794334e-09
2002,1.752488598683044e-09,1.1829298429688606e-08
2003,4.166923028847691e-09,1.6250998768896352e-08
2004,7.928623979580607e-09,1.8059643391854507e-08
2005,4.954124666056714e-09,1.1709748837240852e-08
2006,1.194188103958993e-08,1.1530091548195287e-08
2007,3.595031605740928e-09,1.3980678309488681e-08
2008,2.9802077194940324e-09,1.7029758714315335e-08
2009,5.721830786953319e-09,3.099325152078336e-08
2010,1.4171379625338432e-09,1.8895172759769707e-08
2011,1.1471915639660324e-09,2.867978915466196e-08
2012,3.0638274417515987e-09,3.1659549537543796e-08
2013,1.3945625210176615e-09,2.9006901103301175e-08
2014,1.0827225782605865e-09,3.074932211633019e-08
2015,3.54652054945781e-09,4.233659067764961e-08
2016,1.449938086262037e-09,3.3348575012581705e-08
2017,3.5218559180094644e-09,3.069045750869748e-08
2018,1.290733298020541e-09,3.252648084206555e-08
2019,1.7856913725466939e-09,2.7040469863237604e-08
