year,certains_DET ans_NOUN,certains_DET vents_NOUN
1948,0.0,1.0871887834440486e-08
1949,0.0,1.7670615193310368e-08
1950,0.0,2.5524867552917385e-08
1951,1.0661401761424827e-09,2.1322804077961166e-08
1952,0.0,2.5307528517259925e-08
1953,0.0,2.9089334940834988e-08
1954,9.772536113672459e-10,2.14995790059902e-08
1955,1.8771215692936494e-09,1.970977647758332e-08
1956,0.0,2.52913103793162e-08
1957,0.0,2.6505113492891752e-08
1958,0.0,1.9853384047863187e-08
1959,0.0,1.550149542062229e-08
1960,1.3841666701708277e-09,1.3841666979264033e-08
1961,1.3896318540318475e-09,1.598076604381049e-08
1962,0.0,1.3952304200870458e-08
1963,0.0,2.521760733564804e-08
1964,6.083968329129164e-10,2.311907953966852e-08
1965,1.0944086747954884e-09,2.0793764043958163e-08
1966,5.539074754423723e-10,1.2739872046196865e-08
1967,1.4791006197611978e-09,1.5284040588703363e-08
1968,4.4914158503495116e-10,1.1228539403829174e-08
1969,9.083515606356229e-10,1.2716921682365268e-08
1970,9.197450023812337e-10,1.7935028046034418e-08
1971,0.0,1.849823050292798e-08
1972,1.0260293725750103e-09,9.234264186641639e-09
1973,2.205281512956958e-09,9.92376719688437e-09
1974,5.625571675160757e-10,1.2376257407797908e-08
1975,1.7134440533084216e-09,1.9990181066020796e-08
1976,1.142705374768127e-09,1.656922776760439e-08
1977,0.0,1.2928920156696222e-08
1978,3.5643548113029055e-09,1.1881182593320716e-08
1979,0.0,1.2874341259738742e-08
1980,0.0,2.1603573374662233e-08
1981,0.0,6.958104425969225e-09
1982,6.207502289967692e-10,1.4898005162855554e-08
1983,0.0,1.136756910824488e-08
1984,5.799008495621649e-10,1.2177917618760858e-08
1985,6.015558051686298e-10,9.62489254963117e-09
1986,2.3977941854269602e-09,1.3187867908825979e-08
1987,6.110816852533674e-10,8.555143260480236e-09
1988,0.0,7.795519785247507e-09
1989,5.488122178931576e-10,1.0976243913773942e-08
1990,1.089730194969718e-09,7.62811153132148e-09
1991,1.1722930404189924e-09,9.96449056600568e-09
1992,1.1019888335184191e-09,7.162927639914329e-09
1993,1.1078414852150331e-09,1.384801839865446e-08
1994,0.0,1.2659824188965274e-08
1995,0.0,3.2534704930142766e-09
1996,5.338092190498855e-10,8.540947504798169e-09
1997,4.79489448146353e-10,1.7741109359370455e-08
1998,0.0,9.059445527093146e-09
1999,0.0,1.0054442611817649e-08
2000,0.0,1.1486881779099178e-08
2001,1.3143635069212678e-09,7.886181374594514e-09
2002,0.0,1.3143664545633982e-08
2003,1.6667691671301554e-09,8.333845447072719e-09
2004,0.0,1.1892936080393213e-08
2005,1.8014998381943315e-09,9.00749885790475e-09
2006,8.235779835885637e-10,1.1941880539989569e-08
2007,7.988958938831558e-10,9.986198756806175e-09
2008,1.7029758714315335e-09,8.514879551446697e-09
2009,4.76819250749827e-10,1.2874119992289934e-08
2010,4.723793023408973e-10,8.502827331113849e-09
2011,0.0,6.883149578085224e-09
2012,0.0,1.1234033953089195e-08
2013,0.0,8.925200134513034e-09
2014,0.0,1.0394136551461486e-08
2015,0.0,1.3521109565317602e-08
2016,2.0713400439298368e-10,1.8434925586063855e-08
2017,0.0,1.1320251402935355e-08
2018,0.0,9.035133086143787e-09
2019,0.0,1.4795728642269523e-08
