year,trois_DET oeufs_NOUN,trois_DET voeux_NOUN
1876,6.650616057868319e-09,1.209202959984168e-09
1877,1.2369631985365004e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,3.0546627449723474e-09,6.10932526790009e-10
1880,4.492492600149944e-09,0.0
1881,1.3945015142624584e-09,2.0917522713936876e-09
1882,5.324307883469714e-09,0.0
1883,1.2638677882037541e-09,6.319338941018771e-10
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,6.445635691854079e-10,3.2228177904158883e-09
1886,3.2267319927115068e-09,0.0
1887,6.528924623161458e-10,6.528924623161458e-10
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,1.2530273707511697e-08,0.0
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,3.824531802365527e-09,5.736798147637501e-09
1892,3.761107425503951e-09,1.8805537127519756e-09
1893,7.3900996988562895e-09,1.7859408174558666e-08
1894,2.520615716150587e-09,1.8904617871129403e-09
1895,1.2037228991346183e-09,6.018614495673091e-10
1896,2.94851448812139e-09,1.179405795248556e-09
1897,1.1653427112179315e-09,0.0
1898,3.395012826423738e-09,2.26334195829736e-09
1899,1.6582735185011188e-09,0.0
1900,4.15284251431558e-09,0.0
1901,7.824234649067563e-09,3.353243460679778e-09
1902,3.928227076954727e-09,9.820567692386817e-10
1903,1.6200660812870638e-09,1.0800440541913758e-09
1904,3.2247751136083025e-09,1.6123875568041512e-09
1905,3.6125312741219773e-09,5.160758931310738e-09
1906,3.600929110447737e-09,1.0288369045596824e-09
1907,6.685696440911215e-09,2.057137349353866e-09
1908,3.929111258571538e-09,9.822778146428846e-10
1909,1.0451868703853506e-08,1.6502950117569526e-09
1910,8.01622590529405e-09,1.6032452032632705e-09
1911,1.0108711090417444e-08,1.0640748282497725e-09
1912,5.2094213387476884e-09,4.167536982180309e-09
1913,1.1136278177392711e-08,2.121195941118259e-09
1914,2.209925398233281e-08,3.3483718020477227e-09
1915,3.2986132936230206e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,4.3865698851064394e-09,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,5.300562211374427e-09,2.2716695191604686e-09
1921,1.5145494858259667e-09,1.5145494858259667e-09
1922,5.902348387820666e-09,1.4755870969551665e-09
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,1.289162443462999e-09
1925,3.299453377181294e-09,0.0
1926,8.916910765321973e-09,6.687683296036084e-09
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,0.0,2.2280812750352652e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,1.0264820993199919e-08,0.0
1932,3.287861094491973e-09,0.0
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,6.381216888229346e-09,6.381216888229346e-09
1951,5.330700769690111e-09,0.0
1952,1.4762725264461096e-08,1.0544803918932644e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,7.818028668893362e-09,3.9090144454689835e-09
1955,1.3139851429144755e-08,9.385607846468247e-10
1956,5.232684952005684e-09,6.976913491385517e-09
1957,7.068030161150318e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,8.305000243069571e-09,2.076250060767393e-09
1961,5.55852741612739e-09,2.779263652552544e-09
1962,5.0735651235811474e-09,1.9025869768540815e-09
1963,4.526237162849611e-09,1.939815863494232e-09
1964,4.867174663303331e-09,2.4335873316516654e-09
1965,3.830430195250756e-09,1.0944086747954884e-09
1966,6.092982340888398e-09,1.6617224263271169e-09
1967,3.451234853457663e-09,1.9721342336964653e-09
1968,4.491415683816058e-09,4.4914158503495116e-10
1969,9.537691525451919e-09,3.1792304344691047e-09
1970,5.978342543233595e-09,1.8394900047624674e-09
1971,5.652237344833111e-09,2.5691987426412766e-09
1972,9.234264020108185e-09,1.5390440033513642e-09
1973,7.718485406371656e-09,2.7566018356850464e-09
1974,2.025205780853412e-08,2.812785782069227e-09
1975,3.998036124386317e-09,2.2845920710778955e-09
1976,1.0284348483935446e-08,1.7140580066410394e-09
1977,1.4104276857551667e-08,4.701425304620699e-09
1978,8.910887139279566e-09,4.158414057542359e-09
1979,7.022368020415115e-09,1.1703946700691858e-09
1980,7.390696110665118e-09,3.97960553399912e-09
1981,6.325549417596221e-09,6.958104314946922e-09
1982,8.069752865935698e-09,4.345251713999687e-09
1983,1.1367568553133367e-08,3.157658134966823e-09
1984,1.2177917618760858e-08,2.3196033982486597e-09
1985,1.2632671797518924e-08,6.617113634810323e-09
1986,1.2588419251446936e-08,8.392279760016663e-09
1987,7.94406213033838e-09,7.94406207482723e-09
1988,1.1993107729146857e-08,4.1975875553212916e-09
1989,6.036934174780129e-09,6.036934285802431e-09
1990,9.262707045820662e-09,6.538381391862913e-09
1991,1.0550637363770932e-08,5.861465368628416e-09
1992,9.917899501665772e-09,5.5099441120809445e-09
1993,1.0524494165053966e-08,7.75489034099408e-09
1994,1.1077345929422222e-08,4.2199412852994556e-09
1995,8.133676565602599e-09,2.1689803286761844e-09
1996,8.540947060708959e-09,6.4057106285986265e-09
1997,1.006927874414032e-08,5.27438381858758e-09
1998,8.10582001520288e-09,8.10582001520288e-09
1999,6.398281821029528e-09,5.027221194886522e-09
2000,5.301637684418381e-09,4.859834423776022e-09
2001,1.7524847129024579e-09,2.6287270138425356e-09
2002,3.9430991805033955e-09,2.628732898024566e-09
2003,6.250384210204629e-09,3.333538334260311e-09
2004,3.523833003171717e-09,2.2023955992267474e-09
2005,4.503749484463526e-09,2.251874686720612e-09
2006,4.941467846020231e-09,4.941468012553685e-09
2007,1.5977917877663117e-09,1.9972397347078896e-09
2008,4.257439734089985e-09,1.7029758714315335e-09
2009,5.721831231042529e-09,9.53638501499654e-10
2010,4.723792912386671e-09,1.4171379625338432e-09
2011,3.059177577924288e-09,7.64794394481072e-10
2012,2.382976926895708e-09,0.0
2013,1.6734750252211938e-09,1.1156500168141292e-09
2014,1.5158116567492996e-09,1.0827225782605865e-09
2015,2.438232948875907e-09,0.0
2016,3.1070099826280284e-09,1.2428040818690533e-09
2017,1.0062445321423752e-09,2.515611330355938e-10
2018,5.421080029321956e-09,2.5814667070633845e-10
2019,4.591778068885333e-09,1.2754939326953263e-09
