year,plusieurs_DET ans_NOUN,plusieurs_DET vents_NOUN
1841,1.6051371787284552e-08,1.3483151928284087e-08
1842,5.366612043644636e-08,2.6162233268678392e-08
1843,5.906910960362666e-09,1.4176587015413133e-08
1844,3.0735943568060975e-08,1.1525978393933656e-08
1845,1.5066614622583074e-08,9.48638723130557e-09
1846,2.2247105491146613e-08,4.0981511517657054e-09
1847,1.1325769655456952e-08,4.853901280910122e-09
1848,3.218088684420195e-09,1.126331028444838e-08
1849,1.005529792763582e-08,9.217355989576959e-09
1850,1.2899092460827433e-08,1.0862393651223101e-08
1851,1.0319102239364497e-08,5.8044946626978344e-09
1852,1.4323199959420663e-08,9.114764054629632e-09
1853,3.1651239851271384e-08,1.2541057081705276e-08
1854,2.6497887994914038e-08,2.0782657816909023e-09
1855,3.8209947206269135e-08,1.2736649068756378e-08
1856,1.5531567587601103e-08,1.604928606679934e-08
1857,3.807577053649425e-08,3.221796163188628e-08
1858,1.761723389392955e-08,3.9149408159744326e-09
1859,2.6988518975201714e-08,5.092173349652285e-09
1860,1.7393299245327398e-08,6.408057279250201e-09
1861,8.488734437595014e-09,7.545541969022906e-09
1862,7.6805766469068e-09,6.325180851307621e-09
1863,9.989241933627824e-09,1.9479021062807078e-08
1864,3.548098703731739e-08,3.835782358407869e-09
1865,2.3534221293974866e-08,8.47231973466478e-09
1866,2.238181906477621e-08,2.919367858567057e-09
1867,9.220341823379385e-09,6.308654931785895e-09
1868,1.7289560005906424e-08,4.445886658821507e-09
1869,2.0510780074367574e-08,1.2208797972590446e-08
1870,1.77755516972411e-08,1.1468097582678638e-09
1871,1.3807530230280918e-08,2.1242354542039266e-09
1872,6.652073114565837e-09,7.861540751719076e-09
1873,2.3944018323618366e-08,3.5916027374405246e-09
1874,1.6131444624534197e-08,0.0
1875,1.3731664694205392e-08,6.865832569147301e-09
1876,1.0278224937820823e-08,4.232210359944588e-09
1877,9.27722432209066e-09,4.329371083855449e-09
1878,1.8117265465633636e-09,4.831270938865373e-09
1879,2.2604503158163425e-08,0.0
1880,1.8611753915820373e-08,7.701415727368044e-09
1881,6.9725074602899895e-09,5.5780060570498335e-09
1882,1.0648615988984034e-08,3.3276925659464496e-09
1883,8.21514056781325e-09,1.3902545781263598e-08
1884,1.5183903023796574e-08,6.601696966868076e-09
1885,1.4180398244523218e-08,1.2891271383708158e-09
1886,7.098810428374236e-09,0.0
1887,1.828098877831863e-08,6.528924623161458e-10
1888,7.608737417896805e-09,1.9021844099853524e-09
1889,2.318100555953606e-08,6.265136742733546e-10
1890,1.1797895660414781e-08,3.9326319978272295e-09
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,1.6298132621272998e-08,5.014809900671935e-09
1893,9.23762488724833e-09,0.0
1894,3.150769645188234e-09,0.0
1895,1.9259566386153892e-08,6.018614495673091e-10
1896,1.533227589334274e-08,1.179405795248556e-09
1897,1.5732126712464378e-08,0.0
1898,6.7900258748920805e-09,5.6583548957434e-10
1899,1.0502398950507086e-08,1.1055156790007459e-09
1900,1.661137005726232e-08,1.5573159428683425e-09
1901,7.265360757457984e-09,5.588738916095792e-10
1902,1.276673788908056e-08,0.0
1903,5.400220270956879e-09,1.6200660812870638e-09
1904,9.674325340824907e-09,0.0
1905,9.805442513499685e-09,1.0321518084666081e-09
1906,9.773950537805831e-09,5.144184522798412e-10
1907,4.6285588695127444e-09,1.2857108266928208e-08
1908,1.6698722404839828e-08,2.9468334439286537e-09
1909,7.15127862482845e-09,1.6502950117569526e-09
1910,6.947395991829808e-09,0.0
1911,1.0640748726586935e-08,8.512598403953575e-09
1912,6.251305251225858e-09,6.7722475405318505e-09
1913,1.0075680734189518e-08,5.30298971401777e-10
1914,1.7411533548283842e-08,1.3393487430235496e-09
1915,1.4136913861761968e-08,2.3561523843085297e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,1.64496359866817e-08,1.0966424435210342e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,6.4454939163738345e-09,9.207848372660976e-10
1920,5.300562211374427e-09,0.0
1921,8.330022005509363e-09,6.815472630705699e-09
1922,8.115729421831475e-09,3.6889677978990676e-09
1923,3.715581797791856e-08,0.0
1924,6.4458122173149945e-09,5.156649773851996e-09
1925,7.698724546756353e-09,2.1996355847875293e-09
1926,1.0031524610987219e-08,0.0
1927,8.919380123373344e-09,4.459690061686672e-09
1928,1.3711249025050165e-08,0.0
1929,7.798284684668033e-09,8.912325100141061e-09
1930,1.3654684494213143e-08,6.302162347537887e-09
1931,9.124285327288817e-09,2.2810713318222042e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,1.3764794637438627e-08,3.4411986593596566e-09
1934,7.188948103475923e-09,2.3963160344919743e-09
1935,1.3165112555668657e-08,1.0771455727365264e-08
1936,8.487300195980652e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,0.0,1.0372171566075394e-08
1939,1.6823456405745674e-08,6.117620188206274e-09
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,3.213186161588055e-08,0.0
1945,2.178504043826024e-09,8.714016175304096e-09
1946,1.1136883415474585e-08,2.7842208538686464e-09
1947,2.3841741914054637e-09,9.53669654357725e-09
1948,5.435944139264848e-09,5.435943917220243e-09
1949,6.871905600114303e-09,3.9268033269479474e-09
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,1.0544804140977249e-08,7.381362521208246e-09
1953,9.69644453618912e-09,5.386913692895234e-09
1954,6.840775057526116e-09,1.4658803948464083e-08
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,5.232684729961079e-09,3.488456634670456e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.1581141046157484e-08,4.9633461784992505e-09
1959,1.2401196514133517e-08,2.325224457422337e-09
1960,8.305000021024966e-09,7.612916741450704e-09
1961,4.86371165564492e-09,4.16889545107324e-09
1962,1.0147130080628841e-08,1.2683912808952869e-09
1963,5.1728425987107585e-09,1.2285501060915749e-08
1964,7.30076216148845e-09,4.258777774879263e-09
1965,9.302473458205895e-09,1.6416130121932326e-09
1966,9.416427082520329e-09,1.6617224263271169e-09
1967,1.3804939413830652e-08,5.91640286762285e-09
1968,9.431973424511852e-09,5.838840522187638e-09
1969,2.0437910364101697e-08,4.087581828571274e-09
1970,1.2876429700270364e-08,4.138852510715552e-09
1971,1.9012070140433934e-08,2.0553589941130213e-09
1972,7.182205663536223e-09,7.182205385980467e-09
1973,8.269805840122046e-09,2.7566018911961976e-09
1974,8.438357623763437e-09,1.1251143350321513e-09
1975,9.138368284311582e-09,5.140332159925265e-09
1976,5.713526984862938e-09,1.7140580066410394e-09
1977,5.289103655048422e-09,2.938390863960194e-09
1978,9.504946496541322e-09,1.485147826940647e-08
1979,5.851973128301324e-09,4.681578680276743e-09
1980,2.8425753972882717e-09,9.096241093686785e-09
1981,7.590659656386833e-09,9.488323904349727e-09
1982,1.0552754226011984e-08,5.586752060970923e-09
1983,4.420721011477724e-09,1.89459470334441e-09
1984,5.799008384599347e-09,9.278413592994639e-09
1985,3.609334831011779e-09,3.6093347199894765e-09
1986,5.994485352545098e-09,4.7955883708539204e-09
1987,3.6664902225425067e-09,7.33298027855156e-09
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,1.042743191792539e-08,4.390497743145261e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,5.275318681885466e-09,8.7921980806982e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,1.2186256725943423e-08,1.661762283333701e-09
1994,5.802419322797903e-09,5.802419378309054e-09
1995,8.133675954979935e-09,1.6267352465071383e-09
1996,1.8683323110835204e-08,1.014237493990322e-08
1997,4.075660342550691e-08,3.3564261370244708e-09
1998,8.582632937681467e-09,2.3840645013706308e-09
1999,3.6561608462992723e-09,5.0272213059088244e-09
2000,6.627047355323157e-09,2.6508188977203417e-09
2001,8.762423675534592e-09,4.3812117822561447e-10
2002,7.009954283709874e-09,3.0668549366730247e-09
2003,5.8336921959778465e-09,4.166922917825389e-09
2004,1.1011977996133737e-08,4.404791198453495e-09
2005,6.7556245042510454e-09,5.404499514582994e-09
2006,8.647569216257978e-09,2.0589449589714093e-09
2007,7.1900629894372514e-09,3.994479469415779e-09
2008,2.554463751636149e-09,3.405951742863067e-09
2009,3.337734755248789e-09,1.430457752249481e-09
2010,1.4171378737160012e-08,4.251413721068076e-09
2011,2.6767803529281764e-09,1.91198598620268e-09
2012,3.0638274417515987e-09,6.127654827992046e-09
2013,3.3469500504423877e-09,5.8571623662295735e-09
2014,2.815078836704288e-09,7.145969066479907e-09
2015,5.54143841924315e-09,6.206411218290242e-09
2016,3.935546250000144e-09,5.385484169728727e-09
2017,2.0124891197959016e-09,4.52810045015184e-09
2018,1.8070267504555204e-09,4.130346731301415e-09
2019,2.5509878653906526e-09,1.1224346341265345e-08
