year,premières_ADJ îles_NOUN,premières_ADJ iles_NOUN,premières_ADJ villes_NOUN
1800,7.860410988769218e-08,6.288328968651058e-09,1.540640539587912e-07
1801,4.524246932646747e-08,0.0,2.2383116515811707e-07
1802,1.5664880947952042e-08,0.0,2.3721105435470236e-07
1803,1.755305234496518e-08,0.0,2.827991920639761e-07
1804,9.887403784603066e-09,7.4155526164076946e-09,4.375176274606929e-07
1805,1.7057265822018053e-08,0.0,3.212451815670647e-07
1806,2.881669125542885e-09,0.0,2.996935961618874e-07
1807,3.131650672116848e-08,2.8469551160981155e-09,1.8505208743135881e-07
1808,9.064295980465431e-09,0.0,3.036539055756293e-07
1809,2.710836710662079e-08,0.0,3.9081228919712885e-07
1810,4.680253518074551e-09,2.3401267590372754e-09,1.6848912309797015e-07
1811,1.2535384286138651e-08,1.0028307073639553e-08,3.08370431412186e-07
1812,1.600324850414836e-08,0.0,2.0804223765935603e-07
1813,3.738464116054274e-08,0.0,1.9267469042461016e-07
1814,0.0,0.0,3.209610781595984e-07
1815,1.8880564667256294e-08,2.697223555614414e-09,2.211723284517575e-07
1816,2.0858434979231788e-08,2.3176038865813098e-09,2.595716352971067e-07
1817,3.113746771532533e-08,0.0,1.7748357095115352e-07
1818,4.768470951432846e-09,0.0,2.0742848505506117e-07
1819,1.2421260464634543e-08,0.0,1.8735400431069138e-07
1820,4.746592452420373e-08,0.0,2.361429807251625e-07
1821,6.903041693817613e-09,9.86148829262845e-10,1.9032673037600034e-07
1822,1.604098542884458e-08,0.0,1.9148926355683216e-07
1823,2.174191138237802e-08,9.882686891060644e-10,2.391610109953035e-07
1824,1.6000115010683658e-08,0.0,1.810539203006556e-07
1825,2.1133063299316746e-08,0.0,1.6466178465179837e-07
1826,1.8496766784892316e-08,0.0,2.2108041264345957e-07
1827,4.608636583469661e-09,1.8434546111834038e-09,2.6822263521353307e-07
1828,4.4027046897099353e-08,2.7516904310687096e-09,2.302247565921789e-07
1829,2.5719527840806222e-08,1.714635211591542e-09,2.1175745246182487e-07
1830,4.4878394334091354e-08,3.1310507520032616e-09,1.9516882332482055e-07
1831,3.1182412207897414e-09,0.0,2.104812892866903e-07
1832,1.8941957335982806e-08,0.0,1.4747666909897816e-07
1833,4.51761508202253e-08,4.633451511359965e-09,3.0001598361195647e-07
1834,1.4935249481595747e-08,0.0,2.529657763261639e-07
1835,3.025235173481633e-09,1.5126175867408165e-09,2.6168282829530654e-07
1836,1.2769425516978572e-08,6.720750067579218e-10,2.2648927711088618e-07
1837,5.357576071673975e-08,2.0873671680021744e-09,2.5187566166096076e-07
1838,1.0730675015224733e-08,0.0,2.480679768268601e-07
1839,1.4682098203877558e-08,0.0,2.4260418740595924e-07
1840,1.9109066329292546e-08,1.2739377330817092e-09,2.6243117190460907e-07
1841,1.8619591202195807e-08,2.5682194149112547e-09,2.2728741555511078e-07
1842,2.4820581145945653e-08,1.341653010911159e-09,2.401558845122054e-07
1843,2.2446261738195972e-08,4.1348376944583265e-09,2.2741608063370222e-07
1844,8.232841963717874e-09,1.6465684371524958e-09,2.590601013707783e-07
1845,1.3950569588416784e-08,2.790113973194508e-09,2.3157946316132438e-07
1846,1.2879903366069811e-08,5.854501328173001e-10,2.0432209169030102e-07
1847,1.3483059113639229e-08,5.393223645455691e-10,1.7959435183456662e-07
1848,1.689496542667257e-08,0.0,2.646877987899643e-07
1849,1.3407063903514427e-08,5.865590457787562e-09,1.9272654583346593e-07
1850,1.0183494048021657e-08,3.394498016007219e-09,1.3849552260580822e-07
1851,7.094382858952031e-09,0.0,1.5220675209093315e-07
1852,3.2552727180501506e-09,0.0,1.2890879474980466e-07
1853,1.7318601663873778e-08,1.1943863675867306e-09,2.0005971634873276e-07
1854,2.5978321716024766e-08,1.0391328908454511e-09,1.7405476171461487e-07
1855,4.776243400783642e-09,0.0,1.7512891758997284e-07
1856,1.0872097000458325e-08,2.0708756931497874e-09,1.7654215866969025e-07
1857,1.610898081594314e-08,2.9289055625270066e-09,1.737817285629717e-07
1858,1.2723557318849998e-08,4.893676019968041e-10,1.6247004452907277e-07
1859,2.0877910955618972e-08,1.018434669930457e-09,1.828090177014019e-07
1860,1.327383358784573e-08,1.8308735638683515e-09,1.8308735150185385e-07
1861,5.659156698811785e-09,1.4147891747029462e-09,1.7967822429909575e-07
1862,1.0391368654438793e-08,1.8071945051545413e-09,1.9608060597420263e-07
1863,1.1487627737949424e-08,1.9978483867255648e-09,1.1587520276634677e-07
1864,8.151037178549814e-09,0.0,1.5822601540094183e-07
1865,8.001635798393636e-09,9.41368871743009e-10,1.7556529030571255e-07
1866,2.919367858567057e-09,0.0,1.0120474769337306e-07
1867,6.79393608038481e-09,0.0,1.2957006845226715e-07
1868,4.44588676984381e-09,4.93987406535723e-10,1.0571330477660013e-07
1869,1.0255390314739543e-08,0.0,1.0841412745321577e-07
1870,2.8670243068518175e-08,4.013834153937523e-09,1.0952032880595652e-07
1871,8.496941816815706e-09,1.0621177271019633e-09,1.9861602140736068e-07
1872,4.8378714367913744e-09,0.0,1.5420715726577328e-07
1873,1.4366410283628284e-08,0.0,1.3588230274308444e-07
1874,5.377148060148329e-09,5.974609140757536e-10,1.541449137221207e-07
1875,3.661777370211894e-08,2.2886108563824337e-09,1.773673403704379e-07
1876,2.0556450763820067e-08,1.209202959984168e-09,1.2212949229706282e-07
1877,3.896434108696667e-08,0.0,1.2060391441082174e-07
1878,1.3889904337816006e-08,0.0,1.2319740960720083e-07
1879,1.3440515367335593e-08,1.221865053580018e-09,1.191318403925834e-07
1880,3.8507077526617195e-09,0.0,1.2322264808517502e-07
1881,2.022027167924989e-08,1.3945015142624584e-09,1.4084464794450469e-07
1882,1.3310770263785798e-08,0.0,1.257867836557125e-07
1883,1.1374810426900694e-08,0.0,1.320741773724876e-07
1884,3.498899303622238e-08,2.6406787867472303e-09,1.2147123129579995e-07
1885,3.2228177904158883e-09,1.2891271383708158e-09,8.572695264774666e-08
1886,1.8069698626277386e-08,1.9360391623202133e-09,1.0131937955293324e-07
1887,1.6322312390570914e-08,6.528924623161458e-10,8.87933779836203e-08
1888,3.1703073499755874e-09,6.340614699951175e-10,1.0462014188306057e-07
1889,1.3156786771162388e-08,1.2530273485467092e-09,9.836264780460624e-08
1890,1.3764211992395303e-08,1.3108772956016423e-09,1.1339088956674459e-07
1891,1.3385862196457765e-08,1.2748440081367107e-09,1.1601080274203923e-07
1892,1.817868522380195e-08,1.8805537127519756e-09,9.716194426800939e-08
1893,3.695050043717174e-09,6.158416554491453e-10,7.574852389780062e-08
1894,5.671385139294216e-09,2.520615716150587e-09,8.128985484745499e-08
1895,1.023164486468886e-08,6.018614495673091e-10,8.546432894718237e-08
1896,7.66613794667137e-09,2.94851448812139e-09,9.435246539624131e-08
1897,9.905413378419325e-09,0.0,9.264474698511549e-08
1898,4.52668391659472e-09,5.6583548957434e-10,8.487532454637403e-08
1899,8.844125432005967e-09,1.1055156790007459e-09,8.18081602460552e-08
1900,5.710158568206225e-09,2.595526460424935e-09,1.2614259503607173e-07
1901,6.706486921359556e-09,5.588738916095792e-10,9.444968895877537e-08
1902,4.419255628107521e-09,1.4730851538580225e-09,6.727088930347236e-08
1903,9.1803746826713e-09,0.0,7.34429974613704e-08
1904,1.4511488011237361e-08,2.1498500757388683e-09,9.943056511474424e-08
1905,9.28936660926638e-09,5.160759042333041e-10,7.947569002908494e-08
1906,2.572092316910357e-09,0.0,9.773950893077199e-08
1907,6.685696440911215e-09,1.028568674676933e-09,7.86855025580735e-08
1908,7.367083831866239e-09,9.822778146428846e-10,8.840500242968119e-08
1909,7.701377313651392e-09,5.500983557560346e-10,6.876229718955074e-08
1910,4.275320542035388e-09,0.0,8.01622590529405e-08
1911,9.044636151145369e-09,5.320374141248863e-10,6.012022879531287e-08
1912,6.772247651554153e-09,0.0,6.251305251225858e-08
1913,9.545381374209683e-09,1.5908969142053309e-09,7.636305099367746e-08
1914,6.696743715117748e-10,6.696743715117748e-10,8.571831955350717e-08
1915,1.1780761921542648e-09,0.0,6.008188790929125e-08
1916,0.0,0.0,1.0657838345196069e-07
1917,4.386569774084137e-09,0.0,8.005489604556715e-08
1918,2.2972752589112133e-09,1.1486376294556067e-09,8.385054428572403e-08
1919,3.6831393490643904e-09,0.0,6.077179648400488e-08
1920,2.2716695191604686e-09,0.0,4.467616676606667e-08
1921,1.060184651180407e-08,0.0,7.572747762196741e-08
1922,1.0329110011753073e-08,0.0,6.56636274243283e-08
1923,9.554353752605493e-09,1.0615948120573648e-09,7.961961046021315e-08
1924,9.02413699321869e-09,0.0,4.898817351772777e-08
1925,1.5397448649423495e-08,1.0998177923937646e-09,6.708888378170741e-08
1926,6.687683296036084e-09,2.229227691330493e-09,5.5730691173039304e-08
1927,1.8953683067479687e-08,0.0,8.027441822378023e-08
