year,premières_ADJ îles_NOUN,premières_ADJ iles_NOUN,premières_ADJ villes_NOUN
1928,7.998228745975666e-09,0.0,4.227635130860108e-08
1929,4.4561625500705304e-09,5.570202965543558e-09,6.684243913923638e-08
1930,3.1510811737689437e-09,0.0,4.3064773080914165e-08
1931,6.843213995466613e-09,0.0,6.044839295782367e-08
1932,2.1919073223131136e-09,0.0,6.685317543997371e-08
1933,4.588264879146209e-09,0.0,5.850037609889114e-08
1934,3.5944740517379614e-09,0.0,6.709684896577528e-08
1935,5.98414207075848e-09,0.0,5.984141893122796e-08
1936,6.0623572828433225e-09,0.0,6.66859278908305e-08
1937,5.0364472592434595e-09,0.0,7.176937089070634e-08
1938,1.4261735792331365e-08,1.2965214457594243e-09,7.519824407609121e-08
1939,4.588215141154706e-09,0.0,5.964679417047591e-08
1940,7.607348528892999e-09,0.0,9.128818589942966e-08
1941,1.7709016475464523e-08,5.9030051957620344e-09,7.67390702094417e-08
1942,0.0,0.0,9.406056733496371e-08
1943,2.9032352077962287e-09,0.0,9.00002916637277e-08
1944,9.639558484764166e-09,0.0,7.069009200222354e-08
1945,8.714016175304096e-09,0.0,5.446259976338297e-08
1946,6.960552134671616e-09,1.3921104269343232e-09,7.099762910911522e-08
1947,7.152522574216391e-09,2.3841741914054637e-09,7.629357412497484e-08
1948,5.435944139264848e-09,0.0,5.6533817627268945e-08
1949,4.908504269707237e-09,0.0,8.933477602113271e-08
1950,8.508289184305795e-09,1.0635361480382244e-09,6.593923984610228e-08
1951,4.264560704569931e-09,0.0,3.4116485636559446e-08
1952,1.4762725264461096e-08,0.0,6.85412260281737e-08
1953,1.6160740301529586e-08,1.0773827385790469e-09,6.356557946674002e-08
1954,8.795282724349818e-09,9.772536113672459e-10,7.524852918550096e-08
1955,1.595553378308523e-08,0.0,4.5050917663047585e-08
1956,6.976913269340912e-09,8.72114158667614e-10,5.05826207586324e-08
1957,9.718541527092839e-09,2.6505113659425206e-09,7.244730682032241e-08
1958,1.6544486891589827e-09,0.0,1.0174859710332385e-07
1959,1.4726420971555854e-08,0.0,6.743150748889093e-08
1960,8.305000243069571e-09,0.0,8.166583143065509e-08
1961,7.64297514166401e-09,0.0,6.670232721717184e-08
1962,5.0735651235811474e-09,6.341956404476434e-10,7.673767044025226e-08
1963,3.879631726988464e-09,1.2932106496776896e-09,9.181795945778504e-08
1964,4.867174663303331e-09,6.083968329129164e-10,1.0160226793232141e-07
1965,4.924839203113152e-09,5.472043373977442e-10,8.153344310812827e-08
1966,2.215629901769489e-09,0.0,9.361036035215875e-08
1967,2.9582012395223956e-09,0.0,8.825301023307475e-08
1968,6.737123747768692e-09,4.4914158503495116e-10,1.2755620559801173e-07
1969,6.8126366770115965e-09,4.5417578031781147e-10,1.1581482084466188e-07
1970,1.0577067222072856e-08,1.3796175313274261e-09,1.126687649843916e-07
1971,3.083038491169532e-09,1.0276794970565106e-09,1.1972466040788277e-07
1972,7.182205497002769e-09,1.0260293725750103e-09,1.3389683317655e-07
1973,8.269805285010534e-09,5.513203782392395e-10,9.262182487645987e-08
1974,6.750686232237513e-09,5.625571675160757e-10,1.1138632061147291e-07
1975,6.282628195464213e-09,5.711480177694739e-10,8.224531455880424e-08
1976,5.713526984862938e-09,0.0,1.325538221408351e-07
1977,9.402850942308305e-09,0.0,1.0813278805699156e-07
1978,1.2475242172627077e-08,0.0,1.1881182615525177e-07
1979,8.777959692451986e-09,5.851973350345929e-10,8.95351917051812e-08
1980,1.6486936260662333e-08,1.7055452050662723e-09,1.0631232072455532e-07
1981,5.060439622894819e-09,1.2651099057237047e-09,1.0563667984797576e-07
1982,8.690503427999374e-09,0.0,1.0801053917930403e-07
1983,8.209910973278056e-09,1.2630632095778083e-09,1.0609731049271431e-07
1984,4.639206796497319e-09,0.0,1.1308066660831173e-07
1985,5.414002135495366e-09,0.0,1.0707693576250676e-07
1986,5.994485352545098e-09,0.0,1.1149742817906372e-07
1987,6.721898593298192e-09,0.0,1.393266302329721e-07
1988,1.199310784016916e-08,0.0,1.121355595046225e-07
1989,9.878619700032232e-09,1.6464366536794728e-09,1.1470175564909368e-07
1990,1.1442167213715493e-08,0.0,1.8035034088370594e-07
1991,1.0550637696837839e-08,1.1722930404189924e-09,1.494673682600478e-07
1992,7.162927584403178e-09,0.0,1.3003467813632597e-07
1993,8.862731881720265e-09,0.0,1.9054873234836123e-07
1994,1.0549853435293244e-08,0.0,1.4453299002070708e-07
1995,1.2471637056421514e-08,0.0,1.1604044658497514e-07
1996,1.1209993822092201e-08,0.0,1.446622945877607e-07
1997,9.58978851883785e-09,9.58978896292706e-10,1.4384683311163826e-07
1998,1.621164003040576e-08,0.0,1.3970618795156042e-07
1999,8.226361813967742e-09,0.0,1.480745197568467e-07
2000,1.0161472552283612e-08,4.4180314962005696e-10,1.7893027859372523e-07
2001,1.3143635513301888e-08,2.1906058633724967e-09,1.4107502011029283e-07
2002,7.886198361006791e-09,0.0,1.3450349456434196e-07
2003,1.0833999475323708e-08,0.0,1.7042714262061054e-07
2004,1.7178685141061578e-08,8.809582507929292e-10,1.3038182089530892e-07
2005,1.1259373877692269e-08,0.0,1.4141774329345935e-07
2006,1.0294725072412803e-08,0.0,1.2188954201519664e-07
2007,8.38840730210677e-09,0.0,1.2622555800589907e-07
2008,2.2564430324223395e-08,0.0,1.5241633377627295e-07
2009,1.6211854969583328e-08,0.0,1.3541666987748613e-07
2010,1.7005655550406118e-08,0.0,1.171500656482749e-07
2011,1.7590270573464295e-08,0.0,1.3536860876683932e-07
2012,2.11063664323774e-08,0.0,1.3344670435344597e-07
2013,1.561910067948702e-08,0.0,1.079391367397875e-07
2014,1.5591204771681078e-08,0.0,1.0545718254206804e-07
2015,1.3742767812630063e-08,0.0,9.597771111202746e-08
2016,1.4706514228635115e-08,2.0713400439298368e-10,9.90100517128667e-08
2017,1.4338984222206363e-08,0.0,1.0842284581258355e-07
2018,1.7037679711506826e-08,0.0,9.52561194367263e-08
2019,1.7346716063570966e-08,0.0,9.846812787372983e-08
