year,petits_ADJ ans_NOUN,petits_ADJ vents_NOUN
1880,6.417846254436199e-10,1.3477476912271413e-08
1881,0.0,2.719277958362909e-08
1882,0.0,7.986462158271479e-09
1883,0.0,8.21514056781325e-09
1884,6.601696966868076e-10,2.6406787867472303e-09
1885,0.0,4.511945039809007e-09
1886,6.453463874400711e-10,1.097088864199236e-08
1887,0.0,8.48760173255414e-09
1888,0.0,1.5851536971922542e-08
1889,0.0,7.51816386923565e-09
1890,6.554386478008212e-10,8.520702365899524e-09
1891,6.374220040683554e-10,1.466070642663908e-08
1892,6.268512375839919e-10,1.6924984080901595e-08
1893,0.0,8.621783287310336e-09
1894,0.0,7.561847148451761e-09
1895,0.0,2.4074457982692365e-09
1896,1.179405795248556e-09,5.89702897624278e-10
1897,0.0,4.078699600285063e-09
1898,5.6583548957434e-10,2.8291773368493978e-09
1899,0.0,5.527578395003729e-09
1900,1.5573159428683425e-09,5.19105292084987e-09
1901,0.0,6.147612641171918e-09
1902,0.0,1.3257766440233354e-08
1903,1.0800440541913758e-09,5.940242076007962e-09
1904,0.0,4.299700151477737e-09
1905,0.0,3.612531440655431e-09
1906,5.144184522798412e-10,6.173021205313489e-09
1907,5.142843373384665e-10,3.599990305858114e-09
1908,9.822778146428846e-10,4.911388851169818e-09
1909,0.0,2.2003934230241384e-09
1910,0.0,6.947395991829808e-09
1911,0.0,1.5961122423746588e-09
1912,1.5628263128064646e-09,3.125652625612929e-09
1913,5.30298971401777e-10,5.833288518886093e-09
1914,0.0,2.0090231700464756e-09
1915,0.0,4.712304768617059e-09
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,0.0,8.040463406189247e-09
1919,0.0,1.8415696745321952e-09
1920,7.572231730534895e-10,1.1358347151713133e-08
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,0.0,4.426761179843197e-09
1923,0.0,5.307974060286824e-09
1924,0.0,3.867487219366694e-09
1925,0.0,3.299453377181294e-09
1926,1.1146138456652466e-09,2.0063049888108253e-08
1927,0.0,4.4596899506643695e-09
1928,0.0,7.998228745975666e-09
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,0.0,3.1510811737689437e-09
1931,0.0,6.843213995466613e-09
1932,0.0,2.1919073223131136e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,1.1981580172459871e-09
1935,2.393656828303392e-09,8.377798899061872e-09
1936,0.0,4.849885826274658e-09
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,0.0,9.075650453382877e-09
1939,0.0,1.070583532936098e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.9606536838523425e-08
1946,0.0,8.352662561605939e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,1.0871888278529696e-08
1949,0.0,7.853606653895895e-09
1950,0.0,5.317680518146517e-09
1951,0.0,4.264560704569931e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,3.232148326759443e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,0.0,5.631364707880948e-09
1956,0.0,3.488456634670456e-09
1957,0.0,2.6505113104313693e-09
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,0.0,6.975672928177801e-09
1960,6.920833350854139e-10,4.844583401109048e-09
1961,0.0,4.86371165564492e-09
1962,1.2683912808952869e-09,1.0147130247162295e-08
1963,0.0,1.0345685197421517e-08
1964,0.0,9.125952438182594e-09
1965,5.472043373977442e-10,7.1136563306595235e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,0.0,6.902469706915326e-09
1968,0.0,1.0330256594581755e-08
1969,0.0,9.537691469940768e-09
1970,0.0,9.19744974625658e-09
1971,0.0,1.0276794526475896e-08
1972,0.0,2.0520587451500205e-09
1973,0.0,7.718485406371656e-09
1974,0.0,5.625571564138454e-09
1975,0.0,3.998036124386317e-09
1976,5.713526873840635e-10,5.7135269293517865e-09
1977,0.0,8.227494796564372e-09
1978,2.970295565063452e-09,4.158414057542359e-09
1979,5.851973350345929e-10,7.022368020415115e-09
1980,0.0,1.0233271119375331e-08
1981,0.0,4.427884725544118e-09
1982,0.0,5.586751949948621e-09
1983,0.0,5.68378455412244e-09
1984,5.799008495621649e-10,5.799008384599347e-09
1985,6.015558051686298e-10,7.218669662023558e-09
1986,1.1988970927134801e-09,6.593933843390687e-09
1987,6.110816852533674e-10,7.332980445085013e-09
1988,5.996553809062277e-10,5.99655392008458e-09
1989,5.488122178931576e-10,6.585746614717891e-09
1990,5.44865097484859e-10,3.814055737905164e-09
1991,1.7584396161396398e-09,9.37834432335194e-09
1992,0.0,3.856960972825618e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,5.274926606624319e-10,8.967375286772494e-09
1995,1.0844901643380922e-09,7.0491861237087505e-09
1996,0.0,3.736664311304594e-09
1997,0.0,4.315404922294874e-09
1998,0.0,9.536258005482523e-09
1999,4.570201161957499e-10,4.113180906983871e-09
2000,0.0,4.418031274155965e-09
2001,0.0,7.0099388516098315e-09
2002,4.38122149670761e-10,6.133709984368352e-09
2003,4.1669229178253886e-10,8.750538071922165e-09
2004,4.404791253964646e-10,6.607186797680242e-09
2005,4.5037495954858286e-10,1.7564622756260917e-08
2006,1.2353669198716943e-09,4.529678854225949e-09
2007,0.0,4.7933754743212376e-09
2008,8.514879357157668e-10,8.089135583588813e-09
2009,4.76819250749827e-10,1.192048149079028e-08
2010,9.447586046817946e-10,8.975206911010503e-09
2011,0.0,4.206369030868018e-09
2012,3.404252713057332e-10,6.468080293586809e-09
2013,2.789125042035323e-10,9.483025531498157e-09
2014,1.0827225782605865e-09,8.012147389990787e-09
2015,0.0,6.428068743957738e-09
2016,2.0713399884186856e-09,5.178350331869197e-09
2017,2.515611330355938e-10,6.792150397672003e-09
2018,0.0,7.228107001822082e-09
2019,1.02039510174734e-09,5.101975730781305e-09
