year,ses_DET airs_NOUN,ses_DET verts_ADJ
1891,3.2189810639238203e-07,7.0116419337296065e-09
1892,2.9336638940336e-07,6.268512375839919e-09
1893,2.6542775843907407e-07,8.005941687372342e-09
1894,2.671852543656428e-07,6.301539290376468e-10
1895,3.3403309451784935e-07,2.4074457982692365e-09
1896,2.8836471965831834e-07,1.7691086373616827e-09
1897,2.3656457681653364e-07,2.9133566670225264e-09
1898,2.6028431676650143e-07,4.52668391659472e-09
1899,2.758261761215408e-07,1.1055156790007459e-09
1900,2.797977547430719e-07,3.114631885736685e-09
1901,2.425512741766056e-07,2.794369402536745e-09
1902,2.587719691860002e-07,4.910283846193408e-10
1903,2.5381036650173883e-07,2.7001101354784396e-09
1904,2.98829173850379e-07,4.299700151477737e-09
1905,2.332663022741599e-07,3.096455536422127e-09
1906,2.9270411161519405e-07,4.629765903985117e-09
1907,3.162848578597277e-07,2.5714217422034835e-09
1908,4.066630143739758e-07,4.911389073214423e-09
1909,3.762672777796183e-07,4.400786846048277e-09
1910,3.270620183570827e-07,2.67207544979442e-09
1911,2.803837286791122e-07,2.128149656499545e-09
1912,2.906857154982845e-07,2.0837684910901544e-09
1913,3.399216428334739e-07,3.181793939432964e-09
1914,3.127379333278668e-07,4.018046340092951e-09
1915,2.155879403886729e-07,1.767114277129167e-08
1916,1.8678684909900767e-07,7.69122365795738e-09
1917,1.9849227905766043e-07,3.289927441585405e-09
1918,2.802675931334875e-07,3.44591288836682e-09
1919,3.020174208501203e-07,2.762354567309444e-09
1920,3.150048288880214e-07,2.2716695191604686e-09
1921,3.5819095334233e-07,3.0290989716519334e-09
1922,4.124265977623054e-07,1.4755870969551665e-09
1923,3.290944050604594e-07,3.1847844361720945e-09
1924,3.3518223752082577e-07,6.445812328337297e-09
1925,3.4534278370301763e-07,3.299453377181294e-09
1926,3.1655033794208975e-07,6.687683296036084e-09
1927,4.5934807424430346e-07,2.2298449753321847e-09
1928,3.462090392147843e-07,4.570416489713125e-09
1929,4.3558989482050947e-07,2.2280812750352652e-09
1930,3.256117029337702e-07,3.1510811737689437e-09
1931,3.0110142468231516e-07,1.1405356659111021e-09
1932,3.1015487511609763e-07,1.0959536611565568e-09
1933,3.131490657892755e-07,1.1470662197865522e-09
1934,3.6783452550537277e-07,0.0
1935,3.0638806425287157e-07,2.393656828303392e-09
1936,4.510393734058482e-07,0.0
1937,2.8455927836290584e-07,1.2591118370153254e-08
1938,2.917173134164841e-07,1.4261735792331365e-08
1939,2.309401638811437e-07,6.117620188206274e-09
1940,2.535782828161359e-07,7.607348528892999e-09
1941,3.128592642731576e-07,0.0
1942,3.0948960283438964e-07,0.0
1943,3.01936453617202e-07,2.9032352077962287e-09
1944,3.148922420592726e-07,0.0
1945,3.2895411239408645e-07,0.0
1946,4.051041377906017e-07,5.568441707737293e-09
1947,3.540498747511833e-07,1.1920870957027319e-09
1948,4.163933002843123e-07,2.174377566888097e-09
1949,3.1218087470641365e-07,9.817008317369869e-10
1950,2.690746514488751e-07,7.444753258312176e-09
1951,2.825271465667356e-07,1.0661401761424827e-09
1952,2.0878712359007068e-07,2.1089607837865287e-09
1953,3.2429219665175424e-07,1.0773827385790469e-09
1954,3.1369841035910895e-07,3.9090144454689835e-09
1955,2.778139780446054e-07,1.8771215692936494e-09
1956,3.4622931632810605e-07,1.744228317335228e-09
1957,2.783037000853028e-07,0.0
1958,3.217902624363944e-07,1.6544486891589827e-09
1959,2.8212721403519936e-07,1.5501495642666896e-09
1960,3.335841540774709e-07,6.920833350854139e-10
1961,2.4596482628425065e-07,3.47407969059077e-09
1962,3.0060874589565856e-07,1.9025869768540815e-09
1963,2.7933350033038096e-07,5.819448034571906e-09
1964,2.895968895799683e-07,1.8251904432275978e-09
1965,2.746965828137604e-07,3.830430195250756e-09
1966,2.980022166809704e-07,7.754704434148607e-09
1967,3.2096484048338425e-07,2.465167847631733e-09
1968,3.876091945187454e-07,2.6948494546985557e-09
1969,2.529759104419327e-07,2.7250546263957176e-09
1970,2.441923028229098e-07,3.219107425067591e-09
1971,3.088176994126002e-07,4.624557625731995e-09
1972,4.022035220430098e-07,1.0260293725750103e-09
1973,2.558126541707395e-07,1.102640756478479e-09
1974,2.0533337030670396e-07,3.3753431161187564e-09
1975,1.7591359346980084e-07,0.0
1976,2.2968377733079137e-07,3.9994687561772935e-09
1977,2.1685324647080506e-07,1.7630346071939584e-09
1978,2.697028369524901e-07,1.7821774056514528e-09
1979,2.574868407378972e-07,1.1703946700691858e-09
1980,2.8084645453674284e-07,2.8425752862659692e-09
1981,2.4732899239765516e-07,3.795329828193417e-09
1982,2.5140385639943474e-07,2.483000915987077e-09
1983,2.911360601487445e-07,6.315316047889041e-10
1984,2.8183180766916394e-07,1.1598016991243298e-09
1985,2.424270011402996e-07,1.2031116103372597e-09
1986,2.649562569345676e-07,2.997242676272549e-09
1987,3.0126327388302343e-07,2.4443267410134695e-09
1988,2.758414856529612e-07,4.197587610832443e-09
1989,2.820894806632168e-07,1.0976244357863152e-09
1990,2.838747201749925e-07,2.179460389939436e-09
1991,3.2062213728423217e-07,2.344586080837985e-09
1992,2.6833428190542463e-07,1.65298330578878e-09
1993,3.22381882966738e-07,1.661762283333701e-09
1994,3.048907606384432e-07,1.5824779264761446e-09
1995,3.399876735699081e-07,4.880205572987961e-09
1996,2.807836549933995e-07,4.270473752399084e-09
1997,3.342041541287699e-07,1.917957792585412e-09
1998,2.9610082297182316e-07,4.768129224785866e-10
1999,2.883796819119766e-07,1.3710603763428253e-09
2000,3.4593186448717006e-07,1.3254094488601709e-09
2001,2.9704614989967126e-07,3.066848330846028e-09
2002,3.2552475470737363e-07,3.9430991805033955e-09
2003,3.55021846143444e-07,2.5001538617175356e-09
2004,3.470975600272652e-07,1.3214374039449694e-09
2005,3.2607145872276533e-07,1.8014998381943315e-09
2006,3.6525684521393487e-07,5.7650457740976435e-09
2007,4.809353253421023e-07,3.994479413904628e-09
2008,5.20259151315372e-07,4.6831836186811415e-09
2009,5.163952465636612e-07,4.76819250749827e-09
2010,6.608586202716538e-07,4.723792912386671e-09
2011,6.611647318521818e-07,9.177532511728259e-09
2012,8.180419168724029e-07,7.829781267787439e-09
2013,7.829073780385443e-07,5.578249862026041e-09
2014,9.523628090590819e-07,2.815078836704288e-09
2015,9.234253326440012e-07,3.546520632724537e-09
2016,9.399741180970977e-07,7.2496901815100045e-09
2017,8.636093760117092e-07,4.528100561174142e-09
2018,9.961880245157317e-07,4.130346731301415e-09
2019,1.0020280143407945e-06,7.1427654901867754e-09
