year,six_DET oies_NOUN,six_DET voies_NOUN
1847,9.707802561820245e-09,1.77976389181822e-08
1848,8.045221711050488e-10,1.850401076808339e-08
1849,8.379414939696517e-10,8.379414495607307e-09
1850,4.073397619208663e-09,1.0183494048021657e-08
1851,5.8044946626978344e-09,1.2253933867611977e-08
1852,1.9531636308300904e-09,3.906327350478023e-08
1853,1.1346670270029335e-08,3.6428785321618307e-08
1854,1.0391328908454511e-09,9.352196350675968e-09
1855,5.306937111981824e-09,4.776243400783642e-09
1856,0.0,9.836659486950339e-09
1857,9.763018171682347e-10,6.345962033638131e-09
1858,1.468102750479261e-09,1.8106600552236785e-08
1859,1.5276520048956854e-09,2.5460866748261424e-09
1860,2.288591982591015e-09,7.323494255473406e-09
1861,5.187560159214399e-09,5.659156698811785e-09
1862,4.969785055708442e-09,1.3553959066214816e-08
1863,4.994620717013731e-09,7.4919311865429e-09
1864,2.3973640850272204e-09,9.589456340108882e-09
1865,2.3534221238463715e-09,1.694463946932956e-08
1866,1.9462451650298362e-09,5.838735717134114e-09
1867,3.396968040192405e-09,2.4749338578544666e-08
1868,9.87974813071446e-10,7.903798504571569e-09
1869,1.953407657850903e-09,1.2697150109097777e-08
1870,1.1468097582678638e-09,8.601073187008978e-09
1871,1.0621177271019633e-09,0.0
1872,3.0236697590169115e-09,1.269941263259966e-08
1873,4.788803575905831e-09,1.2570609442263958e-08
1874,3.5847653734322193e-09,2.2106053876314036e-08
1875,2.2886108563824337e-09,9.7265964171811e-09
1876,6.04601479992084e-09,2.6602464675562487e-08
1877,5.566334282391949e-09,1.5462039981706255e-08
1878,5.435179861734696e-09,1.9325083311372282e-08
1879,5.498392852132383e-09,1.2218650646822482e-08
1880,8.984984978255284e-09,2.3746030919369332e-08
1881,6.972507571312292e-10,2.928453191053393e-08
1882,4.658769592325029e-09,1.7304001787010748e-08
1883,6.951272890631799e-09,2.1485752732530727e-08
1884,9.242375753615306e-09,1.4523733327109767e-08
1885,6.445635636342928e-09,7.7347630522695e-09
1886,3.2267319927115068e-09,2.3877817056927597e-08
1887,6.528924623161458e-10,2.415702038405243e-08
1888,1.268122939990235e-09,3.106901225180536e-08
1889,5.012109394186837e-09,1.6915869593958632e-08
1890,2.6217545912032847e-09,3.9326318201915456e-08
1891,1.9122659011827636e-09,3.6970476458009216e-08
1892,3.761107425503951e-09,4.325273561534004e-08
1893,8.005941687372342e-09,1.0469308309168923e-08
1894,3.150769645188234e-09,2.0164925951249302e-08
1895,6.018614495673091e-10,3.4306102847381226e-08
1896,2.948514543632541e-09,3.3023361822870356e-08
1897,6.409385022720926e-09,1.9228155068162778e-08
1898,1.13167097914868e-09,4.18718277828134e-08
1899,2.2110313580014918e-09,3.040168117252051e-08
1900,3.114631885736685e-09,2.906989760020906e-08
1901,9.500856101851696e-09,1.6766216970331982e-08
1902,9.820567692386817e-10,1.7677022179363178e-08
1903,1.0800440541913758e-09,1.674068261792172e-08
1904,2.1498500757388683e-09,2.0961038238453966e-08
1905,6.708986699521802e-09,2.3739491816776592e-08
1906,3.0865106026567446e-09,2.5720922003369395e-08
1907,6.1714118260169926e-09,1.5942813902380948e-08
1908,7.367083831866239e-09,2.8977195087875884e-08
1909,2.7504918342913243e-09,3.795678765738941e-08
1910,5.344150677544235e-10,3.2599318355863716e-08
1911,2.128149656499545e-09,2.553779543390533e-08
1912,1.0418842455450772e-09,2.3442396024364598e-08
1913,0.0,2.598464998726513e-08
1914,2.678697486047099e-09,2.209925398233281e-08
1915,1.1780761921542648e-09,3.769843792689187e-08
1916,0.0,2.7468654906215306e-08
1917,7.676497326691845e-09,3.3995915416085154e-08
1918,3.44591288836682e-09,2.412139110674616e-08
1919,9.207848372660976e-10,1.749491218561161e-08
1920,7.572231730534895e-10,3.8618381381638756e-08
1921,4.543648568500203e-09,2.499006734879572e-08
1922,2.951174193910333e-09,2.803615561930428e-08
1923,4.246379248229459e-09,2.653986985734491e-08
1924,1.289162443462999e-09,1.4180786767070686e-08
1925,2.1996355847875293e-09,1.9796720263087764e-08
1926,1.1146138456652466e-09,3.4553028882555736e-08
1927,2.2298449753321847e-09,2.3413372796099452e-08
1928,0.0,2.3994687015083116e-08
1929,1.1140406375176326e-09,1.893869105984436e-08
1930,6.302162347537887e-09,3.67626116215547e-08
1931,5.7026783295555106e-09,1.710803587684495e-08
1932,3.2878609834696704e-09,4.055028501870339e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,1.677421224144382e-08
1935,2.393656828303392e-09,4.547948151412129e-08
1936,3.6374143697059935e-09,1.6974599503782883e-08
1937,7.554670666820584e-09,4.0291579406215305e-08
1938,1.2965214457594243e-09,1.4261735792331365e-08
1939,1.5294050470515685e-09,4.129393627039235e-08
1940,0.0,1.2678914584896006e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,1.4516176038981143e-08
1944,6.4263723231761105e-09,4.4984606262232774e-08
1945,2.178504043826024e-09,1.089252021913012e-08
1946,8.352662561605939e-09,1.9489545088902105e-08
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,3.2615663503321457e-09,1.8482209318548826e-08
1949,7.853606653895895e-09,4.613994031288371e-08
1950,1.0635361480382244e-09,3.084254984742074e-08
1951,2.1322803522849654e-09,3.091806555222121e-08
1952,6.326882129314981e-09,2.7416489856157966e-08
1953,1.0773827385790469e-09,2.6934568575498474e-08
1954,1.9545072227344917e-09,2.7363101562372094e-08
1955,0.0,2.5341142073642686e-08
1956,0.0,2.4419195998603982e-08
1957,0.0,3.5340149695528567e-08
1958,2.4816730892496253e-09,4.715178647529683e-08
1959,1.5501495642666896e-09,5.348015941208928e-08
1960,2.076250060767393e-09,2.5607083176115708e-08
1961,2.08444772553662e-09,3.54356138876355e-08
1962,2.5367825617905737e-09,3.4880760946265355e-08
1963,1.939815863494232e-09,3.9442923149834996e-08
1964,4.867174663303331e-09,3.589541464066315e-08
1965,1.0944086747954884e-09,4.322914259891064e-08
1966,1.1078149508847446e-09,2.880318872300336e-08
1967,4.437302081328198e-09,3.401931469859676e-08
1968,4.0422742653145605e-09,5.0752999469771964e-08
1969,1.3625273131978588e-09,5.6317798147187403e-08
1970,4.5987250119061684e-10,4.368788647513e-08
1971,6.679916619845017e-09,4.624557892185521e-08
1972,3.0780880067027283e-09,3.642404422521395e-08
1973,1.102640756478479e-09,4.741355119630697e-08
1974,1.6876715580593782e-09,3.712877305606099e-08
1975,1.1422960355389478e-09,3.940921189382607e-08
1976,1.7140580066410394e-09,4.6850919255270185e-08
1977,3.526069047854463e-09,2.4682484056626208e-08
1978,1.7821774056514528e-09,2.1980187558945374e-08
1979,1.7555920051037788e-09,2.7504274302536658e-08
1980,3.411090521154847e-09,1.5918422358041084e-08
1981,2.5302198114474095e-09,1.7711538513598413e-08
1982,2.483000915987077e-09,2.0484757001781873e-08
1983,2.5261264191556165e-09,1.3262164144656197e-08
1984,1.739702604197646e-09,2.609553817478627e-08
1985,1.8046674155058895e-09,1.804667348892508e-08
1986,1.7983456945813714e-09,1.618511025203162e-08
1987,0.0,2.9943003132526513e-08
1988,2.398621523624911e-09,2.0987938442740273e-08
1989,3.292873196336643e-09,2.5794174463023012e-08
1990,2.724325487424295e-09,1.8525413703063265e-08
1991,2.344586136349136e-09,1.9342836055091794e-08
1992,3.3059665005552574e-09,2.4243754170871767e-08
1993,0.0,2.6034275180109034e-08
1994,2.6374632478010085e-09,2.4264662945583382e-08
1995,3.253470381991974e-09,2.6027763666558457e-08
1996,0.0,2.1352368761995422e-08
1997,2.8769365778558154e-09,2.205651528086605e-08
1998,1.43043876743576e-09,1.8118891720320107e-08
1999,1.8280804647829996e-09,2.6964187160860575e-08
2000,1.3254094488601709e-09,3.004261484029769e-08
2001,1.9277332619083154e-08,1.4896119698848409e-08
2002,3.0668549366730247e-09,2.190610659535963e-08
2003,1.2500768753476166e-09,4.333599878947325e-08
2004,1.7619165015858584e-09,2.6428747551543452e-08
2005,2.251874686720612e-09,2.2068373350947468e-08
2006,4.1178899179428186e-09,2.0177659987297147e-08
2007,2.3966877371606188e-09,1.8774052978898226e-08
2008,8.514879357157668e-10,2.384166220004147e-08
2009,4.76819250749827e-10,2.860915504498962e-08
2010,9.447586046817946e-10,4.4403655696800826e-08
2011,1.911985902935953e-09,3.5180542756751976e-08
2012,3.744677901096338e-09,4.4936135479289874e-08
2013,3.068037435216553e-09,3.653753966048612e-08
2014,5.4136128913029324e-09,3.4647123350883824e-08
2015,2.881548111233201e-09,3.7681781653309265e-08
2016,1.6570720351438695e-09,3.252003891174304e-08
2017,2.0124891197959016e-09,3.64763632632048e-08
2018,7.744400065679002e-09,2.5556520677483263e-08
2019,3.316284080678855e-09,2.55098775436835e-08
