year,leurs_DET oies_NOUN,leurs_DET voies_NOUN
1956,6.976913269340912e-09,1.6831803328898332e-07
1957,3.534015080575159e-09,2.0055535276952696e-07
1958,1.6544486891589827e-09,1.8943437329888013e-07
1959,5.425523585955716e-09,1.805924267905823e-07
1960,4.844583401109048e-09,1.7440499444631996e-07
1961,3.47407969059077e-09,2.2234109520180567e-07
1962,3.805173953708163e-09,1.8011156299735376e-07
1963,4.526237162849611e-09,1.7846306277213841e-07
1964,3.6503808864551957e-09,1.435816494588238e-07
1965,6.5664522708175355e-09,1.674445209154385e-07
1966,4.431259803538978e-09,1.4678547644031426e-07
1967,3.451234853457663e-09,1.7157568432679682e-07
1968,7.186265360559219e-09,1.5630126526389176e-07
1969,6.358460868938209e-09,1.4760712652162056e-07
1970,7.817832603507213e-09,1.6463435992264408e-07
1971,1.541519245584766e-09,1.7265016216683193e-07
1972,2.565073486948677e-09,1.7185991785240162e-07
1973,1.6539611902288698e-09,1.4499725553562826e-07
1974,6.1881286761433785e-09,1.2657536446747386e-07
1975,5.140332159925265e-09,1.4849848284370637e-07
1976,8.570290255249802e-09,1.4512358337270825e-07
1977,1.057820764316375e-08,1.627868528863985e-07
1978,2.3762365408686037e-09,1.3009895660776039e-07
1979,5.266775904289034e-09,1.164542697829063e-07
1980,7.390696055153967e-09,1.5179351686711584e-07
1981,5.69299452024552e-09,1.6509684819254744e-07
1982,5.586751949948621e-09,1.713270587622162e-07
1983,1.2630632095778083e-09,1.4020002225834105e-07
1984,5.799008384599347e-09,1.40336010034936e-07
1985,4.210890747202711e-09,1.3294382739115207e-07
1986,5.395036861699509e-09,1.300803278425633e-07
1987,4.277571630240118e-09,1.228274193465495e-07
1988,2.99827696004229e-09,1.151338364646648e-07
1989,1.0976244357863152e-09,1.4214236632170696e-07
1990,4.358920779878872e-09,1.2640870128421966e-07
1991,2.9307325455363298e-09,1.1781544850819614e-07
1992,3.30596661157756e-09,1.0303595754379558e-07
1993,6.647049133334804e-09,1.229704063021586e-07
1994,1.0549853213248639e-09,1.1974083191645946e-07
1995,3.795715741716776e-09,1.2905432544840778e-07
1996,1.067618438099771e-09,1.0569422403960971e-07
1997,1.917957792585412e-09,1.2035185026348927e-07
1998,2.86087753487152e-09,1.0585246634775558e-07
1999,5.0272213059088244e-09,1.1882522876760504e-07
2000,3.092622158362701e-09,1.2370488677859726e-07
2001,4.8193329327261836e-09,1.1478775086004589e-07
2002,4.381221607729913e-09,1.182929771914587e-07
2003,3.333538334260311e-09,1.0083953760897657e-07
2004,1.7619165015858584e-09,1.0747690915025032e-07
2005,4.5037495954858286e-10,1.1799824184421936e-07
2006,4.117890028965121e-09,1.1983059966524934e-07
2007,1.997239706952314e-09,1.1743769334771059e-07
2008,2.1287198670449925e-09,1.0004983130862399e-07
2009,1.430457752249481e-09,9.822476232379529e-08
2010,7.558068837454357e-09,1.204567237067522e-07
2011,2.6767803529281764e-09,1.0821840978891828e-07
2012,2.382976926895708e-09,1.0961693819311336e-07
2013,5.020424964641279e-09,9.204112605409875e-08
2014,8.445236510112863e-09,9.961047808815238e-08
2015,9.309617077235544e-09,1.079472204956744e-07
2016,8.285359953674742e-09,1.288373510099916e-07
2017,4.024978128569501e-09,2.3722214814725362e-07
2018,4.130346731301415e-09,1.02226080489487e-07
2019,5.612172948588068e-09,9.923342014772629e-08
