year,leurs_DET oies_NOUN,leurs_DET voies_NOUN
1800,6.288328968651058e-09,1.3519907327008696e-07
1801,0.0,1.04772034603684e-07
1802,2.2378401354217203e-09,9.84649659585557e-08
1803,2.3404069793286908e-08,1.5407680109547073e-07
1804,4.943701892301533e-09,1.5819846121978287e-07
1805,5.685755422035754e-09,1.1655798459742073e-07
1806,0.0,2.535868759423465e-07
1807,2.8469551160981155e-09,7.971474502710407e-08
1808,2.2660739951163578e-09,1.0423940466353088e-07
1809,3.6144488291256494e-08,1.0617443280125372e-07
1810,1.1700633351097167e-08,4.329234446487362e-07
1811,0.0,1.0529722516139373e-07
1812,5.3344164641089264e-09,1.0668833283489221e-07
1813,8.627225156487839e-09,1.1502966401621961e-07
1814,0.0,1.8880061958270744e-08
1815,0.0,1.8341120266995858e-07
1816,0.0,1.923611261389624e-07
1817,1.556873407970727e-09,1.0586739174200943e-07
1818,2.384235386898581e-08,1.5378319062619994e-07
1819,0.0,1.552657566961102e-07
1820,3.322614716694261e-08,1.874904000942479e-07
1821,1.2819934447350079e-08,4.0333486750476766e-07
1822,2.0051231786055723e-09,2.5064039732569654e-07
1823,8.894418535021487e-09,1.5120511420718685e-07
1824,1.431589158329416e-08,1.6758013998696697e-07
1825,7.924898959288385e-09,2.1661389837390743e-07
1826,3.5231937367541377e-09,1.0745741008122422e-07
1827,1.3825909306319772e-08,1.6038055150602304e-07
1828,1.4675682002973645e-08,1.3850174696017348e-07
1829,3.3435387791769244e-08,1.2774032787099543e-07
1830,2.0873671680021744e-09,1.3046044955444813e-07
1831,1.5591206103948707e-09,1.9177183219198923e-07
1832,5.411987746839486e-09,1.2312271735481772e-07
1833,3.4750886612755494e-09,2.675818131514518e-07
1834,5.600718555598405e-09,2.445647158122455e-07
1835,0.0,2.866410326873847e-07
1836,3.36037508930076e-09,2.607651148345269e-07
1837,5.5663127440652715e-09,2.60225127224345e-07
1838,1.3886756633496589e-08,2.5879864851141576e-07
1839,9.788065469251706e-09,2.391084543695854e-07
1840,0.0,2.248500038382062e-07
1841,3.852329122366882e-09,2.619583674423609e-07
1842,0.0,2.6967225874585665e-07
1843,1.7720733769266417e-09,2.9475485741059515e-07
1844,5.488561272137815e-10,2.3600813842117319e-07
1845,6.138250796539069e-09,2.3492759737564484e-07
1846,5.269050973311096e-09,2.540853556443068e-07
1847,8.089835468183537e-09,2.426950640455061e-07
1848,2.172209789819135e-08,2.3331142529059434e-07
1849,0.0,1.9859212829764772e-07
1850,6.788996032014438e-10,2.158900676008102e-07
1851,7.739326512989919e-09,2.0767192498993836e-07
1852,2.278690836021724e-08,2.2721803660807893e-07
1853,1.0749477752369785e-08,2.3768289358905292e-07
1854,6.754363734984281e-09,4.250053461385406e-07
1855,4.2455496895854594e-09,1.9211111634831468e-07
1856,3.6240324075009767e-09,3.349641373162626e-07
1857,3.905207268672939e-09,2.65554092493403e-07
1858,7.34051397444091e-09,2.6474788228370016e-07
1859,2.036869339860914e-09,2.362768469765797e-07
1860,1.373155145145688e-09,2.7600418661677395e-07
1861,1.8863854922557266e-09,2.593779913073746e-07
1862,1.0391368654438793e-08,2.489410493300426e-07
1863,2.9967726078439227e-09,2.042799860380029e-07
1864,9.589456340108882e-09,2.7042267014554255e-07
1865,1.2237795665726026e-08,3.181826899734119e-07
1866,5.838735717134114e-09,3.099395358141521e-07
1867,9.7056229719783e-10,2.474933786800193e-07
1868,2.9639244392143382e-09,2.2871616867092825e-07
1869,4.883519366671862e-09,2.1585155085546148e-07
1870,4.587239033071455e-09,2.2936195565037565e-07
1871,4.248470908407853e-09,2.602188375888659e-07
1872,7.256807155187062e-09,3.5074566584469835e-07
1873,3.591602570907071e-09,1.8736194373758508e-07
1874,5.974609140757536e-10,2.150859270133587e-07
1875,1.0298748520654044e-08,2.3515476277324865e-07
1876,1.209202959984168e-09,2.2793476461835382e-07
1877,3.0924081073635534e-09,3.012005365121695e-07
1878,7.2469061862534545e-09,2.469987236963789e-07
1879,3.665595160740054e-09,2.5659166968949876e-07
1880,6.417846254436199e-10,2.117889235098147e-07
1881,1.6036766581351003e-08,1.9662470940318144e-07
1882,9.983077475794744e-09,2.5157354777149976e-07
1883,5.687405213450347e-09,1.7946922747924532e-07
1884,9.902545450302114e-09,1.6834326732606542e-07
1885,3.86738152613475e-09,1.9014625984858924e-07
1886,5.808117542471791e-09,2.0070272110928045e-07
1887,5.876032105334161e-09,2.0109088127995278e-07
1888,3.804368819970705e-09,1.5914942408379318e-07
1889,6.265136853755848e-09,1.7479731528879938e-07
1890,3.9326319978272295e-09,2.85771249330935e-07
1891,7.0116419337296065e-09,2.014253535076449e-07
1892,6.268512375839919e-09,2.3506921031923866e-07
1893,6.158416554491453e-10,2.5742181763988015e-07
1894,4.411077725308132e-09,2.085809507335057e-07
1895,3.611168697403855e-09,1.9560497444004454e-07
1896,3.5382172747233653e-09,2.1288274432151866e-07
1897,8.740070001067579e-09,2.103443534906546e-07
1898,8.487532454637403e-09,2.806543912825532e-07
1899,8.291367592505594e-09,2.316055276452289e-07
1900,7.26747462209687e-09,2.3100186208324658e-07
1901,1.0059729937950124e-08,2.0901883623913875e-07
1902,9.820567692386817e-10,2.219448319573658e-07
1903,7.020286574288548e-09,2.295093586290875e-07
1904,3.7622376325430196e-09,2.708811042140269e-07
1905,1.5482277682110634e-09,3.2770819569094556e-07
1906,7.716276506641861e-09,2.5360830058218653e-07
1907,1.1828539925318182e-08,2.75142130190531e-07
1908,2.4556945366072114e-09,2.652149999615716e-07
1909,4.950885035270858e-09,3.0530459094180173e-07
1910,1.6032452032632705e-09,2.7949909220392755e-07
1911,4.788336838146279e-09,2.803837276799115e-07
1912,5.730363294986773e-09,2.667223686358966e-07
1913,9.545381374209683e-09,3.2030056784648764e-07
1914,7.366418142140674e-09,2.966657342007295e-07
1915,8.246533234057551e-09,3.239709425173487e-07
1916,3.2962386153911893e-09,2.5271162051865304e-07
1917,2.1932848870420685e-09,3.037699620733747e-07
1918,1.1486376294556067e-09,2.906053291340527e-07
1919,1.3811772170413406e-08,2.964927166004827e-07
1920,3.028892692213958e-09,3.3242097607910637e-07
1921,3.0290989716519334e-09,2.7867711693829733e-07
1922,3.6889677978990676e-09,2.6413009734937987e-07
1923,1.3800733000834953e-08,2.3779724456218787e-07
1924,3.867487219366694e-09,2.3076007149569477e-07
1925,9.898360353588487e-09,2.639562750594848e-07
1926,3.343841648018042e-09,2.7419500092662474e-07
1927,7.804457524684949e-09,2.2632926843790813e-07
1928,2.2852082448565625e-09,2.1937998573307027e-07
1929,4.4561625500705304e-09,2.6959782761792894e-07
1930,7.352522590764465e-09,2.2687783030050923e-07
1931,3.4216069977333063e-09,2.1442071229671456e-07
1932,4.383814644626227e-09,2.3672598681301338e-07
1933,2.2941324395731044e-09,2.6153108567683603e-07
1934,3.5944740517379614e-09,2.1686660467423735e-07
1935,9.574627313213568e-09,1.543908609846767e-07
1936,0.0,2.534065401960106e-07
1937,5.0364472592434595e-09,2.2412189926157566e-07
1938,2.5930428915188486e-09,3.3061297521896904e-07
1939,7.647025235257843e-09,2.1564611518698484e-07
1940,2.5357829169792012e-09,2.0793420274500818e-07
1941,8.854508237732261e-09,2.685867390717078e-07
1942,6.068423541449874e-09,2.3363431012057845e-07
1943,8.709705845433291e-09,2.3806528348657707e-07
1944,0.0,1.4459337194239197e-07
1945,2.178504043826024e-09,2.1785041015576212e-07
1946,1.2528993842408909e-08,2.770299749599303e-07
1947,7.152522574216391e-09,1.9073393353608026e-07
1948,3.2615663503321457e-09,2.2939683663736332e-07
1949,1.9634016634739737e-09,2.3757160771964436e-07
1950,5.317680518146517e-09,1.6697517279951057e-07
1951,4.264560704569931e-09,2.356169757078419e-07
1952,1.0544804140977249e-08,2.2882224115505778e-07
1953,9.69644453618912e-09,2.2301823321413394e-07
1954,9.772536113672459e-10,2.2574558511401221e-07
1955,1.8771215692936494e-09,2.2525458831523792e-07
