year,avons_VERB eu_VERB,avons_VERB vu_VERB
1800,5.4959996305115055e-06,2.3474332920159213e-05
1801,5.162403795111459e-06,2.3778489776304923e-05
1802,4.486869329412002e-06,1.9187240468454547e-05
1803,4.0976628952194005e-06,2.2467907911050133e-05
1804,4.130462912144139e-06,1.87168552656658e-05
1805,5.134237198944902e-06,2.1969759472995065e-05
1806,5.795036486233585e-06,2.0678857254097238e-05
1807,4.939467089570826e-06,2.051800584013108e-05
1808,4.4551015889737755e-06,2.1597950762952678e-05
1809,4.897578037343919e-06,1.967841490113642e-05
1810,5.06169408254209e-06,1.7887929061544128e-05
1811,5.011646408092929e-06,2.3170403437688947e-05
1812,5.035689355281647e-06,2.5978608391596936e-05
1813,5.521424100152217e-06,2.4774513804004528e-05
1814,5.893726211070316e-06,2.6784515284816734e-05
1815,4.8711858653405216e-06,2.893851160479244e-05
1816,5.242419774731388e-06,3.1674691854277626e-05
1817,5.352530934032984e-06,2.7184567443327978e-05
1818,5.480165327753639e-06,2.4619615942356177e-05
1819,5.4943375289440155e-06,2.6458319553057663e-05
1820,5.676924502040492e-06,2.2135733161121607e-05
1821,6.042133918526815e-06,2.650866736075841e-05
1822,6.078530986997066e-06,2.365844920859672e-05
1823,5.089583737571957e-06,2.1223069779807702e-05
1824,5.3575117817672435e-06,2.1724787075072527e-05
1825,5.124767994857393e-06,2.3193537344923243e-05
1826,5.075160515843891e-06,2.4214910808950663e-05
1827,5.169046744413208e-06,2.196199602622073e-05
1828,5.734522801503772e-06,2.323160515516065e-05
1829,5.930923180130776e-06,2.5332021323265508e-05
1830,6.597123956453288e-06,2.9418310077744536e-05
1831,6.5701342464308254e-06,2.5382483727298677e-05
1832,7.41171743356972e-06,2.6752808480523527e-05
1833,6.281801688601263e-06,2.7938553103012964e-05
1834,6.373617907229345e-06,2.7400581529946066e-05
1835,5.749459432990989e-06,2.6757448722491972e-05
1836,5.705916919396259e-06,2.879908606701065e-05
1837,6.503540589619661e-06,2.74634912784677e-05
1838,5.803401563753141e-06,2.669981404324062e-05
1839,6.423068043659441e-06,2.818263601511717e-05
1840,6.347394901240477e-06,2.9080176318529993e-05
1841,6.819264399382519e-06,3.084624040639028e-05
1842,6.369497896230314e-06,3.0405883080675267e-05
1843,6.5123695094371215e-06,2.9532782718888484e-05
1844,6.516568646475207e-06,3.0514205718645826e-05
1845,6.528308858833043e-06,2.980622957693413e-05
1846,7.029499556665542e-06,3.0489072742057033e-05
1847,6.615327947656624e-06,3.3113316021626815e-05
1848,7.989709956746083e-06,3.0953186069382355e-05
1849,8.30986573419068e-06,3.076334542129189e-05
1850,7.4468498496571556e-06,2.9120041290298104e-05
1851,6.396553544618655e-06,2.8967653634026647e-05
1852,7.048316547297873e-06,2.963209590234328e-05
1853,7.184831247286638e-06,3.232606832170859e-05
1854,6.976218628551578e-06,2.9056753191980533e-05
1855,6.713275524816709e-06,2.7840191251016222e-05
1856,6.865470822958741e-06,2.9348968382691965e-05
1857,7.502391326852376e-06,2.8433814804884605e-05
1858,7.304790415219031e-06,2.9289140002219938e-05
1859,7.523176918766694e-06,2.97102851618547e-05
1860,7.990847734618e-06,2.7915330065297894e-05
1861,7.5530874710239004e-06,3.072308754781261e-05
1862,7.894277587183751e-06,2.9182125217630528e-05
1863,7.718686902080663e-06,2.9043219910818152e-05
1864,7.666770216019358e-06,2.8526234018499963e-05
1865,8.00728321337374e-06,2.9809387342538685e-05
1866,7.5081275099364575e-06,2.9358136089285836e-05
1867,7.640266630914994e-06,2.9243041353765875e-05
1868,8.38148389448179e-06,3.1956045859260485e-05
1869,8.08808454166865e-06,3.168964394717477e-05
1870,7.797732905601151e-06,3.132510755676776e-05
1871,1.017190152197145e-05,2.7829608370666392e-05
1872,9.682395102572627e-06,3.215249307686463e-05
1873,8.807806807453744e-06,3.2296291465172544e-05
1874,8.930248441174626e-06,3.268529326305725e-05
1875,8.498756869812496e-06,3.0440813134191558e-05
1876,8.36284743854776e-06,3.139211912639439e-05
1877,7.844820174796041e-06,3.000439755851403e-05
1878,8.082112799456809e-06,2.8353520974633284e-05
1879,8.615370461484417e-06,2.8480451874202117e-05
1880,8.675002391100861e-06,2.7774513000622392e-05
1881,9.539784514345229e-06,2.845480412361212e-05
1882,9.057313945959322e-06,2.9625782190123573e-05
1883,9.285005035053473e-06,3.038211798411794e-05
1884,9.052247150975745e-06,2.938481338787824e-05
1885,9.241108273272403e-06,2.8764294256689027e-05
1886,8.748960681259632e-06,2.7735051844501868e-05
1887,8.925039765017573e-06,2.9649805583176203e-05
1888,9.266173947253264e-06,2.9423623345792294e-05
1889,9.845035492617171e-06,3.10612958855927e-05
1890,9.277078788727522e-06,2.8735084924846888e-05
1891,9.458704880671576e-06,2.9616538085974753e-05
1892,9.592704373062588e-06,2.933726500486955e-05
1893,9.629916348785628e-06,2.9623830414493568e-05
1894,9.303592378273606e-06,2.7580577807384543e-05
1895,9.76760929916054e-06,2.8535454475786537e-05
1896,9.598003998689819e-06,2.951522037619725e-05
1897,9.611746463633608e-06,2.8456503059715033e-05
1898,1.005206740956055e-05,3.088443190790713e-05
1899,9.461003173782956e-06,2.953937837446574e-05
1900,9.29458110476844e-06,3.0364546546479687e-05
1901,9.912187124427874e-06,3.112201011390425e-05
1902,8.936716767493635e-06,2.644973574206233e-05
1903,9.595651135896333e-06,3.0507464543916285e-05
1904,9.91457091004122e-06,3.0000619517522864e-05
1905,9.450897778151557e-06,2.9722876206506044e-05
1906,9.348012099508196e-06,2.9850159990019165e-05
1907,9.272032002627384e-06,3.0278490157797933e-05
1908,9.519745617581066e-06,2.9505661586881615e-05
1909,9.59426506597083e-06,3.0204249924281612e-05
1910,9.857820259639993e-06,2.924319232988637e-05
1911,9.111672625294887e-06,2.9302493203431368e-05
1912,9.582729944668245e-06,2.92342301690951e-05
1913,9.410155143996235e-06,2.9916285711806267e-05
1914,9.80738150246907e-06,2.8944665245944634e-05
1915,1.1864405678352341e-05,2.6805944798979908e-05
1916,1.1368727427907288e-05,2.6950046958518215e-05
1917,1.0969713912345469e-05,2.750817839114461e-05
1918,1.0075848877022509e-05,2.7670679628499784e-05
1919,9.44356906984467e-06,2.717788447625935e-05
1920,8.917059858504217e-06,2.8537469916045666e-05
1921,9.314479029853828e-06,2.9096767320879735e-05
1922,9.147164746536873e-06,2.8579908757819794e-05
1923,9.23693642107537e-06,2.8230990210431628e-05
1924,9.592657988832798e-06,2.8719960027956404e-05
1925,9.203275112668052e-06,2.7139103622175753e-05
1926,8.904649803298526e-06,3.0000946935615502e-05
1927,9.370923180540558e-06,3.121225381619297e-05
1928,9.090558705793228e-06,2.817433232848998e-05
1929,9.317835974798072e-06,2.772290099528618e-05
1930,9.359760952065699e-06,2.990376015077345e-05
1931,1.0175859642913565e-05,2.815868538164068e-05
1932,9.32327748159878e-06,2.701635457924567e-05
1933,9.57226802711375e-06,2.7871414204128087e-05
1934,9.061669516086113e-06,2.8378372007864527e-05
1935,9.441779184271581e-06,2.8062035198672675e-05
1936,9.270556802221108e-06,3.063672920688987e-05
1937,9.195293387165293e-06,2.803538336593192e-05
1938,9.086022146220785e-06,2.870109528885223e-05
1939,9.338546988146845e-06,2.7798465453088284e-05
1940,8.619125765108038e-06,2.9851236831746064e-05
1941,8.420636731898412e-06,3.115015715593472e-05
1942,8.702118975634221e-06,3.2329528039554134e-05
1943,8.375833203899674e-06,3.63659237336833e-05
1944,7.653809007024392e-06,3.419151471462101e-05
1945,8.415560841967817e-06,3.078444206039421e-05
1946,7.978184839885216e-06,3.1834781111683697e-05
1947,8.28262091090437e-06,3.141268825856969e-05
1948,7.5864031714445446e-06,2.972482798213605e-05
1949,6.922954071342247e-06,2.762309850368183e-05
1950,7.911645298008807e-06,2.8742064387188293e-05
1951,8.003514267329592e-06,2.8324146114755422e-05
1952,7.269587968039559e-06,2.9363060093601234e-05
1953,7.733453458058648e-06,2.8971899155294523e-05
1954,7.76427987148054e-06,2.738753209996503e-05
1955,7.70652241044445e-06,2.8394279070198536e-05
1956,7.633615496160928e-06,2.6392790459794924e-05
1957,7.201439075288363e-06,2.7695192329701968e-05
1958,7.0032810981501825e-06,2.7097388738184236e-05
1959,6.5966614783974364e-06,2.6818363039637916e-05
1960,6.834322903159773e-06,2.668880915734917e-05
1961,6.663284693786409e-06,2.7498730560182594e-05
1962,6.6355887611280195e-06,2.7607804440776818e-05
1963,6.4388959799543954e-06,2.8791395379812457e-05
1964,6.457523795688758e-06,2.5354938770760782e-05
1965,6.092026069381973e-06,2.6092891857842915e-05
1966,5.880281605641358e-06,2.607076385174878e-05
1967,6.0687502809742e-06,2.5234443455701694e-05
1968,6.432605914596934e-06,2.5021228793775663e-05
1969,6.42567874820088e-06,2.3881017114035785e-05
1970,6.068017682991922e-06,2.2883255951455794e-05
1971,5.769906692876248e-06,2.2919308321434073e-05
1972,5.802708983537741e-06,2.2774260287405923e-05
1973,5.6355970627919305e-06,2.3254142433870584e-05
1974,5.421363312052563e-06,2.1993171685608104e-05
1975,5.108919140184298e-06,2.2288480977294967e-05
1976,5.307294941303553e-06,2.1911375370109454e-05
1977,5.3331796152633615e-06,2.171999767597299e-05
1978,4.90276988784899e-06,2.0603158191079274e-05
1979,5.138617780175991e-06,2.0809031411772594e-05
1980,5.519144451682223e-06,2.0647898054448888e-05
1981,4.768199232785264e-06,2.1468915292643942e-05
1982,4.720184733741917e-06,2.1050882423878647e-05
1983,4.919631010125158e-06,1.953074570337776e-05
1984,4.8183960643655155e-06,1.995438833546359e-05
1985,4.591073775372934e-06,2.0436053091543727e-05
1986,4.976621767127654e-06,1.9241098925704136e-05
1987,4.346623882156564e-06,1.903702832350973e-05
1988,4.2311685319873504e-06,1.9469611288513988e-05
1989,4.64789081888739e-06,1.7889082300825976e-05
1990,4.308248207962606e-06,1.7646001651883125e-05
1991,4.608870312949875e-06,1.8283082681591623e-05
1992,3.890571406373056e-06,1.7451646272093058e-05
1993,4.252449343766784e-06,1.8861555872717872e-05
1994,4.860317403654335e-06,1.8296082998858765e-05
1995,4.188843377050944e-06,1.7741716874297708e-05
1996,4.202679974696366e-06,1.9262504793005064e-05
1997,4.262181846570456e-06,1.9048196918447502e-05
1998,4.267952590453206e-06,1.9234155843150802e-05
1999,4.330722731538117e-06,1.9116694602416828e-05
2000,4.0884465306589846e-06,1.9131401131744497e-05
2001,4.4346625145408325e-06,1.9427607185207307e-05
2002,4.234888820064953e-06,2.001298162213061e-05
2003,4.144838385400362e-06,1.948744829860516e-05
2004,4.171337423031218e-06,1.868336221377831e-05
2005,3.928170372091699e-06,1.887251164589543e-05
2006,4.10883058066247e-06,1.9462382624624297e-05
2007,4.140278178965673e-06,1.788767804100644e-05
2008,3.9653791645832825e-06,1.7964266589842737e-05
2009,4.333333436079556e-06,1.8735181583906524e-05
2010,4.4243047341296915e-06,1.7498818124295212e-05
2011,4.209428425383521e-06,1.7023940017679706e-05
2012,4.742464625451248e-06,1.5369860193459317e-05
2013,5.023493031330872e-06,1.467944366595475e-05
2014,5.2700438573083375e-06,1.3860581930202898e-05
2015,4.956706106895581e-06,1.3737226254306734e-05
2016,5.391698323364835e-06,1.4951139746699482e-05
2017,5.015877377445577e-06,1.3021810445934534e-05
2018,5.350347692001378e-06,1.295483252761187e-05
2019,4.749429081130074e-06,1.3822782420902513e-05
