year,ses_DET yeux_NOUN,ses_DET vieux_ADJ
1896,2.5228078925465525e-05,1.2631436536736373e-06
1897,2.4360906650144898e-05,1.132130421410693e-06
1898,2.444579104121658e-05,1.23804803209282e-06
1899,2.457008554301865e-05,1.081194371366223e-06
1900,2.5483398189862783e-05,1.220416578462391e-06
1901,2.4263509772026737e-05,1.2641727149542703e-06
1902,2.0536279976113292e-05,1.0341057850027369e-06
1903,2.296767604548222e-05,1.1594273345849615e-06
1904,2.162480484457774e-05,1.1662936429956972e-06
1905,2.1227749357422e-05,1.200392503619696e-06
1906,2.3070638349054207e-05,1.2057968827861032e-06
1907,2.2676854200653906e-05,1.1787396445583909e-06
1908,2.4040759058152616e-05,1.1414067753179324e-06
1909,2.5009121486618824e-05,1.1821613838947087e-06
1910,2.574544578237692e-05,1.3371064895295603e-06
1911,2.3100532303033106e-05,1.1353678175396453e-06
1912,2.394510534031724e-05,1.3226720945169745e-06
1913,2.3600955387337308e-05,1.2106725186811218e-06
1914,2.313256209163228e-05,1.1859932786961735e-06
1915,2.030414259479585e-05,1.0520220143916958e-06
1916,2.251770524708263e-05,1.1855471662158834e-06
1917,2.385964899076498e-05,1.1427013699716326e-06
1918,2.3923824073790456e-05,1.2749877242868024e-06
1919,2.4282016966026276e-05,1.3130392133575697e-06
1920,2.517615621400182e-05,1.0775285996800221e-06
1921,2.6653041459212545e-05,1.1972513966895804e-06
1922,3.0297491548481048e-05,1.1863720406068978e-06
1923,2.939556088676909e-05,1.3567181866847022e-06
1924,2.855623733921675e-05,1.2724033631172915e-06
1925,2.9337639489313005e-05,1.2790881420698952e-06
1926,2.8118362706663902e-05,1.0689147025289003e-06
1927,3.374758989593829e-05,1.2108058129456367e-06
1928,2.7269389647699427e-05,1.2214438012136952e-06
1929,2.776300607365556e-05,1.1430056616745787e-06
1930,2.4234965167124756e-05,1.1280870566565682e-06
1931,2.3296581730392063e-05,1.0903521427962914e-06
1932,2.393891554675065e-05,1.0608831004788044e-06
1933,2.244120264549565e-05,1.0920070074860178e-06
1934,2.2078457845964294e-05,1.0459919153049668e-06
1935,2.3255572386915446e-05,1.012516781528916e-06
1936,2.2744752413927927e-05,9.833143099768904e-07
1937,2.2588465981243644e-05,9.594431844561768e-07
1938,2.350593445044069e-05,9.76280659870099e-07
1939,2.29762515573384e-05,9.97172108441191e-07
1940,1.739293509217532e-05,1.0193847259643007e-06
1941,2.465980355736974e-05,1.1009104632364597e-06
1942,2.3460526108465274e-05,1.0680424935571864e-06
1943,2.7197506824450102e-05,1.399359380371834e-06
1944,2.7729797238862375e-05,1.355964542426591e-06
1945,2.97910421522829e-05,1.2373902436024764e-06
1946,2.959905191346479e-05,1.1122962106924206e-06
1947,3.0138346346575418e-05,1.1706295417468482e-06
1948,2.7695046355802333e-05,1.0839271773477321e-06
1949,2.4242120616690954e-05,9.345792086890015e-07
1950,2.7718941964849364e-05,1.020994663036845e-06
1951,2.5707837721711257e-05,9.616584151217467e-07
1952,2.4764471390881226e-05,8.847090509078726e-07
1953,2.3633466980754747e-05,9.190074603537823e-07
1954,2.6442529133419157e-05,8.90278021969948e-07
1955,2.31815120059764e-05,9.000798044667135e-07
1956,2.5506723432044964e-05,1.0334553230961774e-06
1957,2.3631075919183786e-05,8.154739656873744e-07
1958,2.4361757141377893e-05,9.314545916794259e-07
1959,2.289880944772449e-05,9.029621015343992e-07
1960,2.5553100158504094e-05,7.958958532228166e-07
1961,2.5488627443337464e-05,9.220207530802327e-07
1962,2.5705852294777287e-05,9.309992154982183e-07
1963,2.5544142999933683e-05,8.826162805064541e-07
1964,2.467475110279338e-05,9.612670233138942e-07
1965,2.3595450784341665e-05,8.399586732821263e-07
1966,2.5762790528460755e-05,9.361036479305085e-07
1967,2.5816222660068888e-05,9.111260101946073e-07
1968,2.613464971545909e-05,9.881114788612422e-07
1969,2.1883551198698115e-05,8.016202777128001e-07
1970,2.1228174318821402e-05,8.32369229541996e-07
1971,2.3115081603464205e-05,9.048717704018827e-07
1972,2.1097216290399956e-05,8.967496825107446e-07
1973,1.9676624333442305e-05,7.690919234804028e-07
1974,1.6812583908176748e-05,6.896951143531282e-07
1975,1.6530736729691853e-05,7.339251792970458e-07
1976,1.7641657564126945e-05,7.330455007448222e-07
1977,1.7709094777274004e-05,7.093275602443327e-07
1978,1.9831475924547703e-05,7.538610233837062e-07
1979,2.041987602297013e-05,7.853348344966093e-07
1980,1.982355286145321e-05,7.714749674647692e-07
1981,2.0960341089448775e-05,7.103592256640923e-07
1982,2.1080677015561378e-05,8.00147033963583e-07
1983,2.0978848624508828e-05,7.628901581568925e-07
1984,2.1018505776737584e-05,7.556108183592869e-07
1985,2.078615830214403e-05,8.169127863055792e-07
1986,2.2094474616096704e-05,8.602086527531583e-07
1987,2.1305974087226787e-05,7.858510411296038e-07
1988,2.1288365132932086e-05,8.239264683851388e-07
1989,2.1377883058448788e-05,8.067539507550237e-07
1990,2.0478209876273468e-05,9.099247311183944e-07
1991,2.0018662212351046e-05,8.633938008983932e-07
1992,2.095762340559304e-05,8.507353932429851e-07
1993,2.2123041162558366e-05,8.247879854650364e-07
1994,2.1615593823298695e-05,8.661429369283269e-07
1995,2.2442982299253345e-05,7.66734544299652e-07
1996,2.0995250793021114e-05,7.622795834549834e-07
1997,2.1406326141004683e-05,7.412906768422545e-07
1998,2.237682974737254e-05,8.272704477008119e-07
1999,2.15448421840847e-05,8.294915243567402e-07
2000,2.149902434211981e-05,8.199866279312573e-07
2001,2.216279722233594e-05,7.925612113268699e-07
2002,2.341149456697167e-05,8.354989606829122e-07
2003,2.3864384502303437e-05,8.087997267480773e-07
2004,2.387969561823411e-05,8.668629121189042e-07
2005,2.418468466203194e-05,8.467048999705185e-07
2006,2.7035594030166976e-05,9.487618441994528e-07
2007,3.5550069696910214e-05,9.502866422650413e-07
2008,3.8624769786110846e-05,9.89003277496181e-07
2009,4.330901447247015e-05,1.0637837348781432e-06
2010,5.668835001415573e-05,1.1842549554330617e-06
2011,6.225770448509138e-05,1.3165935257575256e-06
2012,7.59090453357203e-05,1.5288499177756876e-06
2013,8.730100580578437e-05,1.522862298486416e-06
2014,9.296148164139595e-05,1.6985751862819143e-06
2015,9.480293101660209e-05,1.624084809748183e-06
2016,9.763862180989236e-05,1.7148624564811144e-06
2017,9.928338113240898e-05,1.3896237263111288e-06
2018,0.00010974718134093564,1.5160953807935584e-06
2019,0.00010427391862322111,1.6170711063523413e-06
