year,vous_PRON irez_VERB,vous_PRON virez_VERB
1976,4.410842677771143e-07,3.4281160132820787e-09
1977,4.04910267093328e-07,1.1753563677885381e-09
1978,4.6633642369897643e-07,1.7821774056514528e-09
1979,5.161440554957153e-07,5.851973350345929e-10
1980,4.622027631739911e-07,1.1370301367108482e-09
1981,5.218578280619113e-07,1.8976649140967083e-09
1982,4.593551778953042e-07,2.483000915987077e-09
1983,4.313360761898366e-07,1.2630632095778083e-09
1984,4.1752862500743504e-07,5.799008495621649e-10
1985,4.3432328311610036e-07,5.414002357539971e-09
1986,4.801582775826319e-07,3.5966913891627428e-09
1987,4.503671888755889e-07,1.2221633705067347e-09
1988,4.659322172528846e-07,2.398621523624911e-09
1989,4.2148778334194503e-07,0.0
1990,4.0592449579435197e-07,1.6345953479657283e-09
1991,4.48402076358434e-07,3.5168792322792797e-09
1992,4.1655178506516677e-07,1.1019888335184191e-09
1993,4.763718379763304e-07,0.0
1994,5.116678920558115e-07,5.274926606624319e-10
1995,4.202399352948305e-07,5.4224507106681585e-09
1996,3.987554961781825e-07,2.6690460952494277e-09
1997,3.730427948767101e-07,1.438468344439059e-09
1998,3.661923173581272e-07,1.9072516899143466e-09
1999,3.8755306519533406e-07,6.398281737762801e-09
2000,4.276654479440367e-07,3.092622158362701e-09
2001,3.921184656974219e-07,3.066848330846028e-09
2002,3.9956739072977143e-07,2.6287327870022636e-09
2003,4.1335874811920803e-07,4.166923084358842e-09
2004,4.4003863308716973e-07,3.3476412419908286e-08
2005,4.521764651599369e-07,7.205999574821931e-09
2006,4.87969955997869e-07,2.058944903460258e-09
2007,5.839928860496002e-07,4.793375363298935e-09
2008,6.454278747014541e-07,4.257439734089985e-09
2009,6.317855110182791e-07,3.814554005998616e-09
2010,7.992657771183076e-07,6.140931096965119e-09
2011,1.1116286486867466e-06,8.41273828378064e-09
2012,1.3804244645143626e-06,8.510631643865452e-09
2013,1.333201709030618e-06,1.171432528757066e-08
2014,1.3616319165521418e-06,1.3642304397265548e-08
2015,1.5050547403916426e-06,7.09304109891562e-09
2016,1.5232634211770346e-06,7.45682404712511e-09
2017,1.2127762545333098e-06,9.056200678259074e-09
2018,1.4221300261851866e-06,9.809573375818559e-09
2019,1.4257470866141375e-06,1.096924706622815e-08
