year,vous_PRON irez_VERB,vous_PRON virez_VERB
1800,7.38878682682298e-07,0.0
1801,8.143644123492777e-07,0.0
1802,7.384872731108771e-07,0.0
1803,6.884697540954221e-07,1.950339223455444e-09
1804,8.404293083685843e-07,0.0
1805,1.0632362688056674e-06,8.528632911009026e-09
1806,9.423057889534903e-07,0.0
1807,6.007075299407916e-07,0.0
1808,5.597202701324022e-07,2.2660739951163578e-09
1809,6.754501313821493e-07,0.0
1810,9.032889067839278e-07,0.0
1811,6.443187317017873e-07,0.0
1812,6.774708936063689e-07,5.3344164641089264e-09
1813,6.125329718997818e-07,0.0
1814,5.097616906368785e-07,0.0
1815,7.282503702299437e-07,2.697223555614414e-09
1816,8.204317936133521e-07,0.0
1817,8.640647592983441e-07,0.0
1818,8.511720608339601e-07,2.384235475716423e-09
1819,7.432054047740166e-07,1.035105001712111e-09
1820,9.74238133721883e-07,0.0
1821,1.5019046486486332e-06,9.86148829262845e-10
1822,1.4216323620530602e-06,0.0
1823,9.862921785952494e-07,0.0
1824,1.0181125276176317e-06,0.0
1825,1.0408033546127626e-06,0.0
1826,8.050497939393608e-07,0.0
1827,7.668771218050097e-07,0.0
1828,8.768720221041804e-07,1.8344602503717056e-09
1829,1.0022042573609724e-06,8.57317605795771e-10
1830,1.0864746116112656e-06,0.0
1831,9.853642239932014e-07,1.5591206103948707e-09
1832,1.067514588726226e-06,0.0
1833,9.869251300642645e-07,0.0
1834,9.325196117515588e-07,0.0
1835,1.185135886316857e-06,2.2689263801112247e-09
1836,1.0591902253054286e-06,0.0
1837,9.093963200257349e-07,0.0
1838,8.67291021222627e-07,0.0
1839,8.669429263363782e-07,0.0
1840,9.153242359616343e-07,6.369688665408546e-10
1841,7.85233062572388e-07,6.420548537278137e-10
1842,1.0766765399239375e-06,1.341653010911159e-09
1843,9.20887430311268e-07,0.0
1844,9.517165437955555e-07,5.488561272137815e-10
1845,1.0027669503642755e-06,1.1160455892778032e-09
1846,9.074476849946223e-07,5.854501328173001e-10
1847,7.129841463893172e-07,1.6179670936367074e-09
1848,8.672748776916706e-07,0.0
1849,7.491196925002441e-07,8.379414939696517e-10
1850,8.737437724448682e-07,6.788996032014438e-10
1851,8.158539799296705e-07,6.449438760824933e-10
1852,8.03401306370688e-07,0.0
1853,8.462227185646043e-07,0.0
1854,9.471696529317342e-07,5.195664454227256e-10
1855,1.1197637093118828e-06,0.0
1856,9.500142255092214e-07,1.0354378465748937e-09
1857,8.503589015163016e-07,9.763018171682347e-10
1858,1.0413742330683817e-06,1.4681028059904122e-09
1859,9.028423164636479e-07,0.0
1860,1.2706262850770145e-06,0.0
1861,1.2087014908956917e-06,0.0
1862,1.124526761486777e-06,9.035972525772706e-10
1863,1.09631926648035e-06,4.994620828036034e-10
1864,1.2130661843912094e-06,0.0
1865,1.0919878832282848e-06,2.8241067262513297e-09
1866,8.694850208712523e-07,4.865612912574591e-10
1867,1.2952153838341474e-06,1.455843445796745e-09
1868,1.108013719886003e-06,4.93987406535723e-10
1869,1.2067175987340306e-06,0.0
1870,8.813233023374778e-07,0.0
1871,7.572899534125099e-07,0.0
1872,8.429990856484437e-07,1.8142017887967654e-09
1873,7.446589762594158e-07,3.591602570907071e-09
1874,8.866320229117264e-07,1.1949218281515073e-09
1875,1.0481837762199575e-06,1.1443054281912168e-09
1876,9.927556448019459e-07,0.0
1877,8.714405623777566e-07,6.184815992682502e-10
1878,6.926834998921549e-07,0.0
1879,9.603859183471286e-07,0.0
1880,9.447069970747179e-07,1.9253538763308597e-09
1881,9.280407482492592e-07,0.0
1882,8.239366593443265e-07,0.0
1883,7.374668484771973e-07,6.319338941018771e-10
1884,7.671171999845683e-07,6.601696966868076e-10
1885,7.057971203039415e-07,0.0
1886,6.789043851540555e-07,6.453463874400711e-10
1887,8.618180658004349e-07,0.0
1888,6.289889569188745e-07,0.0
1889,6.697431444990798e-07,1.2530273485467092e-09
1890,6.108688239692128e-07,6.554386478008212e-10
1891,6.163870693853823e-07,0.0
1892,6.563132473047517e-07,0.0
1893,5.930555033728524e-07,0.0
1894,6.648123900276914e-07,0.0
1895,6.734829867127701e-07,0.0
1896,5.643456830739524e-07,1.7691086373616827e-09
1897,6.904655833750439e-07,0.0
1898,6.116681561252335e-07,5.6583548957434e-10
1899,6.870779856171794e-07,1.6582735185011188e-09
1900,6.821043569971152e-07,1.5573159428683425e-09
1901,5.756401009193723e-07,2.235495566438317e-09
1902,4.831719309095206e-07,0.0
1903,5.362418846743822e-07,0.0
1904,5.245634113748565e-07,5.374625189347171e-10
1905,6.373537217996272e-07,0.0
1906,6.723449246237578e-07,0.0
1907,6.582839660040918e-07,0.0
1908,6.571438717628553e-07,1.4734167219643268e-09
1909,6.722202101627772e-07,1.6502950672681038e-09
1910,6.642779482035621e-07,2.137660271017694e-09
1911,5.905615267920439e-07,0.0
1912,6.475310669884493e-07,5.209421227725386e-10
1913,6.151468170401131e-07,5.30298971401777e-10
1914,6.321726004898665e-07,2.0090231700464756e-09
1915,5.701888881048944e-07,0.0
1916,5.713480106805946e-07,0.0
1917,5.285816655486997e-07,0.0
1918,4.893196177135906e-07,1.1486376294556067e-09
1919,6.279752682303297e-07,0.0
1920,6.03506862262293e-07,3.028892692213958e-09
1921,6.997218520155002e-07,7.572747429129834e-10
1922,6.802456624654951e-07,2.951174138399182e-09
1923,6.804822731965032e-07,0.0
1924,7.54159998450632e-07,0.0
1925,7.324786537310501e-07,1.0998177923937646e-09
1926,6.999775052918267e-07,3.343841648018042e-09
1927,7.43653274071221e-07,0.0
1928,6.935606933211602e-07,2.2852082448565625e-09
1929,7.452931924945005e-07,1.1140406375176326e-09
1930,6.69079540216444e-07,2.100720708497761e-09
1931,5.965001435015438e-07,0.0
1932,5.348253750980803e-07,3.287861094491973e-09
1933,5.655036403595659e-07,0.0
1934,6.242403145506614e-07,2.3963160344919743e-09
1935,5.804617870808215e-07,0.0
1936,4.898384702300973e-07,0.0
1937,5.502318600747458e-07,0.0
1938,5.36759884539606e-07,5.186085783037697e-09
1939,4.924684162688209e-07,0.0
1940,5.451933304811973e-07,0.0
1941,6.227670610314817e-07,0.0
1942,6.25047633207032e-07,3.034211770724937e-09
1943,6.880667200448443e-07,0.0
1944,7.454591752775741e-07,3.2131861615880553e-09
1945,7.45048367889467e-07,2.178504043826024e-09
1946,7.628765104072954e-07,1.3921104269343232e-09
1947,8.010825069959537e-07,2.3841741914054637e-09
1948,7.110214568228912e-07,0.0
1949,6.557761480507907e-07,9.817008317369869e-10
1950,6.99806790294133e-07,2.1270722960764488e-09
1951,6.5461006215628e-07,0.0
1952,6.69595038971238e-07,0.0
1953,6.690546570098377e-07,1.0773827385790469e-09
1954,6.684415012614409e-07,1.9545072227344917e-09
1955,6.006789163848225e-07,2.815682353940474e-09
1956,6.933307616918682e-07,2.616342476002842e-09
1957,6.343557004129252e-07,5.301022731885041e-09
1958,6.90732335328903e-07,8.272243445794913e-10
1959,5.859565277432921e-07,0.0
1960,7.58523327704097e-07,0.0
1961,7.135759716447865e-07,1.3896318540318475e-09
1962,7.293249666417978e-07,4.43936931660005e-09
1963,6.563044081531189e-07,6.466053248388448e-10
1964,7.361601603861345e-07,2.4335873316516654e-09
1965,6.353042323326008e-07,2.188817405102128e-09
1966,6.945999757590471e-07,3.3234448526542337e-09
1967,6.61157983472549e-07,0.0
1968,6.126291225427849e-07,1.796566312384229e-09
1969,5.913368710253053e-07,9.083515606356229e-10
1970,6.272661181583317e-07,1.3796175035718505e-09
1971,6.248291271049311e-07,1.0276794970565106e-09
1972,5.140407068893182e-07,1.0260293725750103e-09
1973,5.292675808732383e-07,2.2052815684681093e-09
1974,4.292311288622841e-07,1.6876715580593782e-09
1975,4.963276154512641e-07,2.2845920710778955e-09
