year,premières_ADJ oies_NOUN,premières_ADJ voies_NOUN
1870,8.601073631098188e-09,2.494311104328517e-07
1871,3.18635318130589e-09,2.8570966037477774e-07
1872,0.0,1.9351486457708234e-07
1873,0.0,2.7056739781983197e-07
1874,5.974609140757536e-10,4.3554899775699596e-07
1875,0.0,2.614737866224459e-07
1876,0.0,3.319262020795577e-07
1877,4.329371083855449e-09,3.036744544715475e-07
1878,6.039088673581716e-10,2.373361809304697e-07
1879,6.10932526790009e-10,2.2421224343815993e-07
1880,1.2835692508872398e-09,2.663406064584706e-07
1881,0.0,2.6007452902376826e-07
1882,0.0,2.2428648094319215e-07
1883,3.791603475633565e-09,2.0474658413149882e-07
1884,3.300848483434038e-09,1.8946870739000587e-07
1885,0.0,1.64363711974147e-07
1886,6.453463874400711e-10,1.2197047283279971e-07
1887,3.9173548849191775e-09,2.64421458950892e-07
1888,0.0,2.1684901696517045e-07
1889,0.0,2.3118354874895886e-07
1890,1.3108772956016423e-09,2.4054597247413767e-07
1891,0.0,2.1034925623553136e-07
1892,6.268512375839919e-10,2.3694977357990865e-07
1893,0.0,2.4695250999684504e-07
1894,0.0,1.8652556832421396e-07
1895,0.0,2.1004964878557075e-07
1896,0.0,2.724427474731783e-07
1897,0.0,1.986909268225645e-07
1898,0.0,1.8615988039982767e-07
1899,0.0,2.4652999286445265e-07
1900,0.0,2.6266729946655687e-07
1901,0.0,2.503755069938052e-07
1902,4.910283846193408e-10,2.6073607273247035e-07
1903,5.400220270956879e-10,2.7595126539381454e-07
1904,0.0,2.2788410092289269e-07
1905,0.0,2.5287718585786934e-07
1906,0.0,2.1554133411427756e-07
1907,5.142843373384665e-10,1.9131377371195413e-07
1908,0.0,1.82212531285586e-07
1909,0.0,2.2003933963787858e-07
1910,4.275320542035388e-09,1.3787908414997219e-07
1911,3.7242617878519013e-09,1.9472570045309112e-07
1912,5.209421227725386e-10,2.2348416450768127e-07
1913,0.0,1.8666523260435497e-07
1914,0.0,1.8951784852561104e-07
1915,0.0,8.953379193599176e-08
1916,0.0,1.3844201873780548e-07
1917,0.0,1.3598366876976797e-07
1918,0.0,1.9641703374873032e-07
1919,9.207848372660976e-10,1.42721646056998e-07
1920,0.0,3.2939209404503345e-07
1921,0.0,1.8704686510773172e-07
1922,0.0,2.028932328812516e-07
1923,0.0,1.3694572942313243e-07
1924,2.578324886925998e-09,1.7016944298120507e-07
1925,1.0998177923937646e-09,6.653897912656248e-07
1926,0.0,2.8757037284776743e-07
1927,0.0,4.2924514787046064e-07
1928,5.713020723163709e-09,1.9195749700884335e-07
1929,0.0,1.2922870951115328e-07
1930,1.0503603542488804e-09,1.628058612368477e-07
1931,0.0,1.437074956811557e-07
1932,0.0,1.0521155502374313e-07
1933,0.0,1.238831544014829e-07
1934,1.1981580172459871e-09,2.0129054689732584e-07
1935,0.0,2.2380690722911822e-07
1936,1.2124714565686645e-09,9.82101866497942e-08
1937,0.0,7.932404599841902e-08
1938,0.0,1.6984431283617596e-07
1939,1.5294050470515685e-09,8.411727492330101e-08
1940,0.0,6.339457314652464e-08
1941,0.0,2.3612020072505402e-07
1942,0.0,1.9722376976005762e-07
1943,0.0,1.2774235358392616e-07
1944,0.0,6.7476911169706e-08
1945,0.0,8.496165548876888e-08
1946,0.0,1.1136883415474585e-07
1947,0.0,7.629357412497484e-08
1948,1.0871887834440486e-09,1.0219574875236503e-07
1949,9.817008317369869e-10,9.620668350862616e-08
1950,0.0,6.7002780212988e-08
1951,1.0661401761424827e-09,9.382033283600322e-08
1952,0.0,7.065018792218325e-08
1953,0.0,9.696444891460487e-08
1954,0.0,5.1794440736330216e-08
1955,0.0,8.25933454962069e-08
1956,0.0,5.05826207586324e-08
1957,0.0,6.714628852932947e-08
1958,3.3088973783179654e-09,6.121459961150322e-08
1959,1.0851047171911432e-08,5.658045765244424e-08
1960,0.0,5.1214165353030694e-08
1961,0.0,6.739714564218957e-08
1962,1.2683912808952869e-09,6.659054463398206e-08
1963,0.0,5.948768944108451e-08
1964,1.2167936658258327e-09,5.2322128851756133e-08
1965,1.0944086747954884e-09,6.621172587983892e-08
1966,1.6617224263271169e-09,5.428293192721867e-08
1967,1.9721342336964653e-09,5.472672626183339e-08
1968,1.7965663401398047e-09,6.782038042274507e-08
1969,0.0,4.087582183842642e-08
1970,0.0,4.3687887085752664e-08
1971,1.541519245584766e-09,4.3162540208641076e-08
1972,5.130146862875051e-10,4.2067203054330093e-08
1973,5.513203782392395e-10,4.410562937096074e-08
1974,5.625571675160757e-10,6.075617164924552e-08
1975,0.0,5.711480355330423e-08
1976,0.0,3.9994688449951354e-08
1977,0.0,5.1128001388178745e-08
1978,5.940591352171509e-10,4.6930672681355645e-08
1979,0.0,3.5111838769807946e-08
1980,1.7055452605774235e-09,6.424220089229493e-08
1981,1.8976649140967083e-09,4.491140259688109e-08
1982,6.207502289967692e-10,3.9107263205551135e-08
1983,0.0,2.652432762317858e-08
1984,5.799008495621649e-10,4.1172960152380256e-08
1985,1.2031116103372597e-09,4.6319797775140614e-08
1986,0.0,4.076250093021372e-08
1987,6.110816852533674e-10,3.788706592899871e-08
1988,1.1993107618124554e-09,5.276967485201567e-08
1989,1.0976244357863152e-09,2.908704743731505e-08
1990,1.089730194969718e-09,3.105731138930423e-08
1991,5.861465202094962e-10,2.8721180100887977e-08
1992,0.0,3.912060364541503e-08
1993,1.661762283333701e-09,4.5975422580113445e-08
1994,1.0549853213248639e-09,5.222177179575738e-08
1995,0.0,2.8738989854559804e-08
1996,1.067618438099771e-09,3.096093337262573e-08
1997,1.917957792585412e-09,3.4523239378358994e-08
1998,4.768129224785866e-10,2.4794271524797296e-08
1999,0.0,3.7475651026852574e-08
2000,8.836062992401139e-10,2.87172046142814e-08
2001,1.3143635069212678e-09,3.1982846593336944e-08
2002,1.3143663935011318e-09,3.724038322161505e-08
2003,1.2500769308587678e-09,2.3334768783911386e-08
2004,4.404791253964646e-10,4.228599692623902e-08
2005,9.007499190971657e-10,3.738112042128705e-08
2006,4.1178899179428186e-10,3.294312023172097e-08
2007,7.988958938831558e-10,2.6363563776499177e-08
2008,0.0,2.809910171208685e-08
2009,0.0,4.720510560218827e-08
2010,0.0,3.7317963830219014e-08
2011,1.529588788962144e-09,4.435807454683527e-08
2012,3.404252713057332e-10,2.7234021260369445e-08
2013,5.578250084070646e-10,2.7054513296320692e-08
2014,1.0827225782605865e-09,2.1221362445089653e-08
2015,4.433150790905671e-10,2.2830725754374726e-08
2016,8.285360175719347e-10,3.5212782023563705e-08
2017,1.0062445321423752e-09,4.7293493565803146e-08
2018,1.0325866828253538e-09,2.5556520455438658e-08
2019,5.1019755087367e-10,2.1173198305746155e-08
