year,tes_DET iles_NOUN,tes_DET villes_NOUN
1931,1.1405356659111021e-09,1.4826963656844327e-08
1932,0.0,1.6439305028370654e-08
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,0.0,2.036868629318178e-08
1935,1.196828414151696e-09,9.574627313213568e-09
1936,2.424942913137329e-09,1.9399542861009422e-08
1937,0.0,2.895957251780601e-08
1938,0.0,3.8895643150738124e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,0.0,2.282204625281281e-08
1941,0.0,7.673907065353092e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,3.534504777746861e-08
1945,0.0,2.178504132643866e-08
1946,0.0,3.480276067335808e-08
1947,0.0,2.26496545963073e-08
1948,0.0,3.261566461354448e-08
1949,9.817008317369869e-10,2.4542520460357764e-08
1950,0.0,2.8715475997032058e-08
1951,0.0,4.264560704569931e-09
1952,1.0544803918932644e-09,8.43584291310151e-09
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,0.0,1.8567819282111486e-08
1955,9.385607846468247e-10,1.3139850985055546e-08
1956,0.0,1.3081712602058815e-08
1957,8.835037701437898e-10,9.718541527092839e-09
1958,0.0,2.481672983778438e-08
1959,0.0,2.55774688096011e-08
1960,0.0,2.629916728835724e-08
1961,0.0,3.0571901621367914e-08
1962,6.341956404476434e-10,2.0294261215969556e-08
1963,6.466053248388448e-10,2.3277791916243018e-08
1964,0.0,2.007709554163739e-08
1965,0.0,1.4774517609339455e-08
1966,5.539074754423723e-10,1.550940909034182e-08
1967,4.930335584241163e-10,2.8102912164040816e-08
1968,8.982831700699023e-10,2.7846778549722728e-08
1969,4.5417578031781147e-10,2.5888020088737917e-08
1970,0.0,1.6095538069027526e-08
1971,0.0,2.0039749637490445e-08
1972,0.0,1.6416469239555198e-08
1973,1.102640756478479e-09,2.3155455108891942e-08
1974,5.625571675160757e-10,1.6876715136504572e-08
1975,0.0,1.4849848462006321e-08
1976,0.0,4.056603908342282e-08
1977,0.0,1.5867311409234475e-08
1978,0.0,2.495048379014264e-08
1979,5.851973350345929e-10,2.7504274080492053e-08
1980,5.685150683554241e-10,2.1035057307106086e-08
1981,6.325549528618524e-10,1.5813874654213578e-08
1982,6.207502289967692e-10,2.8554509756695268e-08
1983,0.0,1.8314416649900522e-08
1984,1.1598016991243298e-09,1.6817124248724724e-08
1985,6.015558051686298e-10,1.4437339324047116e-08
1986,0.0,1.4386764723983703e-08
1987,6.110816852533674e-10,2.5665431391264093e-08
1988,0.0,1.0194141530917022e-08
1989,5.488122178931576e-10,2.140367572067703e-08
1990,5.44865097484859e-10,1.9070278411970065e-08
1991,0.0,2.5204300868608698e-08
1992,0.0,2.038679319804615e-08
1993,1.1078414852150331e-09,1.4401939196773128e-08
1994,5.274926606624319e-10,2.0044721216194716e-08
1995,1.626735190995987e-09,1.1929392029763619e-08
1996,0.0,2.4555224520383945e-08
1997,0.0,3.356426192535622e-08
1998,0.0,2.3840646123929332e-08
1999,4.570201161957499e-10,2.7421206194588876e-08
2000,0.0,2.4299173007058528e-08
2001,4.3812117822561447e-10,4.4250239555898574e-08
2002,4.38122149670761e-10,5.169841538199549e-08
2003,0.0,2.1251307491532145e-08
2004,4.404791253964646e-10,2.81906634980178e-08
2005,0.0,3.422849759182611e-08
2006,0.0,3.211954080484247e-08
2007,0.0,4.593651259376941e-08
2008,0.0,2.171294255504108e-08
2009,0.0,2.1933684646313623e-08
2010,0.0,3.3538930799270616e-08
2011,0.0,1.8737463025608747e-08
2012,0.0,1.8382965372154558e-08
2013,0.0,2.5381037271898776e-08
2014,0.0,2.706806415120333e-08
2015,0.0,1.7510945582444037e-08
2016,0.0,3.417711136322055e-08
2017,0.0,1.6225693677540676e-07
2018,0.0,1.7553973663542166e-08
2019,0.0,3.035675477658373e-08
