year,ses_DET yeux_NOUN,ses_DET vieux_NOUN
1878,2.380186060690903e-05,3.563062189737565e-08
1879,2.6109422719855502e-05,2.9935693590665835e-08
1880,2.544547635352501e-05,3.7223507831640745e-08
1881,2.6306573772671982e-05,4.532130054579753e-08
1882,2.7382916186979855e-05,3.4608003574021495e-08
1883,2.506439420812967e-05,3.854796837288177e-08
1884,2.6408109079056885e-05,4.423136790165927e-08
1885,2.534423981614964e-05,5.543246600625551e-08
1886,2.5025241370713047e-05,2.9685934488377086e-08
1887,2.5954434477171162e-05,4.700825606551717e-08
1888,2.543030336710217e-05,3.4239320712003973e-08
1889,2.489201551725273e-05,3.2578710396080623e-08
1890,2.4050009869824862e-05,4.85024592156158e-08
1891,2.3258890792021703e-05,4.2069852712600664e-08
1892,2.3844168026698753e-05,2.1312942299900328e-08
1893,2.403075677648303e-05,3.510297480469049e-08
1894,2.451361785915651e-05,3.08775429669339e-08
1895,2.5231236463696405e-05,2.6481904003006207e-08
1896,2.5228078925465525e-05,2.0049898130647392e-08
1897,2.4360906650144898e-05,3.146425486821869e-08
1898,2.444579104121658e-05,3.338429344079685e-08
1899,2.457008554301865e-05,4.09040801230276e-08
1900,2.5483398189862783e-05,3.0627213210010495e-08
1901,2.4263509772026737e-05,4.806315401229e-08
1902,2.0536279976113292e-05,2.9461702799604694e-08
1903,2.296767604548222e-05,2.1600880861782912e-08
1904,2.162480484457774e-05,2.956043854140944e-08
1905,2.1227749357422e-05,2.4255568220610257e-08
1906,2.3070638349054207e-05,3.137952420129153e-08
1907,2.2676854200653906e-05,3.9599894363639976e-08
1908,2.4040759058152616e-05,4.66581955294032e-08
1909,2.5009121486618824e-05,3.63064899810972e-08
1910,2.574544578237692e-05,5.344150511010781e-08
1911,2.3100532303033106e-05,4.415910481725405e-08
1912,2.394510534031724e-05,3.7507833949845804e-08
1913,2.3600955387337308e-05,4.454511337570466e-08
1914,2.313256209163228e-05,4.085013660670711e-08
1915,2.030414259479585e-05,3.2986132825207903e-08
1916,2.251770524708263e-05,4.1752354462687435e-08
1917,2.385964899076498e-05,3.180263163926611e-08
1918,2.3923824073790456e-05,2.756730310693456e-08
1919,2.4282016966026276e-05,5.340552178267899e-08
1920,2.517615621400182e-05,3.256059599721084e-08
1921,2.6653041459212545e-05,3.559191302793252e-08
1922,3.0297491548481048e-05,4.4267614240922626e-08
1923,2.939556088676909e-05,4.458698299458774e-08
1924,2.855623733921675e-05,3.0939897754933554e-08
1925,2.9337639489313005e-05,5.609070607981437e-08
1926,2.8118362706663902e-05,3.78968714187522e-08
1927,3.374758989593829e-05,4.2367053421088485e-08
1928,2.7269389647699427e-05,3.884854038460617e-08
1929,2.776300607365556e-05,5.458799212654242e-08
1930,2.4234965167124756e-05,3.571225271059575e-08
1931,2.3296581730392063e-05,3.9918749195066994e-08
1932,2.393891554675065e-05,3.9454333577992884e-08
1933,2.244120264549565e-05,3.3264919041542385e-08
1934,2.2078457845964294e-05,3.1152108448395666e-08
1935,2.3255572386915446e-05,2.8723881939640705e-08
1936,2.2744752413927927e-05,3.273672932735394e-08
1937,2.2588465981243644e-05,3.903246792447135e-08
1938,2.350593445044069e-05,2.074434313215079e-08
1939,2.29762515573384e-05,1.070583532936098e-08
1940,1.739293509217532e-05,2.2822046474857416e-08
1941,2.465980355736974e-05,2.9515025090631752e-08
1942,2.3460526108465274e-05,3.641054058256543e-08
1943,2.7197506824450102e-05,4.064529335323641e-08
1944,2.7729797238862375e-05,3.534504600111177e-08
1945,2.97910421522829e-05,3.703456741277478e-08
1946,2.959905191346479e-05,5.846863970759841e-08
1947,3.0138346346575418e-05,5.2451833765232436e-08
1948,2.7695046355802333e-05,3.152847538601122e-08
1949,2.4242120616690954e-05,2.7487622622501817e-08
1950,2.7718941964849364e-05,3.935083592310207e-08
1951,2.5707837721711257e-05,3.4116485636559446e-08
1952,2.4764471390881226e-05,3.690681538159879e-08
1953,2.3633466980754747e-05,4.094054262271385e-08
1954,2.6442529133419157e-05,3.420387528763058e-08
1955,2.31815120059764e-05,2.627970285828951e-08
1956,2.5506723432044964e-05,3.3140339583681566e-08
1957,2.3631075919183786e-05,3.0922631677476886e-08
1958,2.4361757141377893e-05,3.2261748661444045e-08
1959,2.289880944772449e-05,3.022791661422275e-08
1960,2.5553100158504094e-05,2.837541629441276e-08
1961,2.5488627443337464e-05,3.057190056665604e-08
1962,2.5705852294777287e-05,2.40994342814993e-08
1963,2.5544142999933683e-05,3.814971316629112e-08
1964,2.467475110279338e-05,4.1370982917232624e-08
1965,2.3595450784341665e-05,3.939871362490521e-08
1966,2.5762790528460755e-05,4.3204783306549643e-08
1967,2.5816222660068888e-05,2.9582013283402375e-08
1968,2.613464971545909e-05,3.548218630022859e-08
1969,2.1883551198698115e-05,2.7704722710408802e-08
1970,2.1228174318821402e-05,2.759235046001507e-08
1971,2.3115081603464205e-05,2.7747346420525787e-08
1972,2.1097216290399956e-05,2.7702792559924916e-08
1973,1.9676624333442305e-05,3.142526239230392e-08
1974,1.6812583908176748e-05,2.5315071983111892e-08
1975,1.6530736729691853e-05,3.0270844497692906e-08
1976,1.7641657564126945e-05,3.199574971635144e-08
1977,1.7709094777274004e-05,2.8208552382835705e-08
1978,1.9831475924547703e-05,3.267325099365337e-08
1979,2.041987602297013e-05,2.5163484851375983e-08
1980,1.982355286145321e-05,3.013129867834863e-08
1981,2.0960341089448775e-05,2.7832417037743085e-08
1982,2.1080677015561378e-05,2.731300929870173e-08
1983,2.0978848624508828e-05,3.347117549790113e-08
1984,2.1018505776737584e-05,3.94332572151157e-08
1985,2.078615830214403e-05,4.271046283310653e-08
1986,2.2094474616096704e-05,3.4768015355624016e-08
1987,2.1305974087226787e-05,3.238733015109574e-08
1988,2.1288365132932086e-05,3.777828871953659e-08
1989,2.1377883058448788e-05,4.116091734118754e-08
1990,2.0478209876273468e-05,3.705082701754847e-08
1991,2.0018662212351046e-05,3.6341083309299194e-08
1992,2.095762340559304e-05,2.424375467047213e-08
1993,2.2123041162558366e-05,3.655876840147343e-08
1994,2.1615593823298695e-05,4.378189172316027e-08
1995,2.2442982299253345e-05,4.2295115076917966e-08
1996,2.0995250793021114e-05,3.149474214758641e-08
1997,2.1406326141004683e-05,3.212579202660493e-08
1998,2.237682974737254e-05,3.4807342452758405e-08
1999,2.15448421840847e-05,2.1479944933844308e-08
2000,2.149902434211981e-05,3.40188432979005e-08
2001,2.216279722233594e-05,3.592593755818996e-08
2002,2.341149456697167e-05,2.5849206941597203e-08
2003,2.3864384502303437e-05,2.875176852157324e-08
2004,2.387969561823411e-05,3.43573733074809e-08
2005,2.418468466203194e-05,3.152624628022238e-08
2006,2.7035594030166976e-05,2.8825230091733545e-08
2007,3.5550069696910214e-05,2.7961355925087972e-08
2008,3.8624769786110846e-05,3.6188235769119004e-08
2009,4.330901447247015e-05,3.5761443362147816e-08
2010,5.668835001415573e-05,5.8102655853264906e-08
2011,6.225770448509138e-05,4.741725134760344e-08
2012,7.59090453357203e-05,5.6851021557058345e-08
2013,8.730100580578437e-05,6.024510196267485e-08
2014,9.296148164139595e-05,7.470786123064954e-08
2015,9.480293101660209e-05,6.694057919087726e-08
2016,9.763862180989236e-05,6.649001527136988e-08
2017,9.928338113240898e-05,6.892774698230575e-08
2018,0.00010974718134093564,5.9373734206946693e-08
2019,0.00010427391862322111,7.219295139471171e-08
