year,des_DET ânes_NOUN,des_DET anes_NOUN,des_DET vannes_NOUN
1873,4.256049317419297e-07,3.5916026819293734e-09,1.4545990634218242e-07
1874,5.562360829713953e-07,9.559374958278966e-09,1.4637792311589237e-07
1875,4.6287154997770585e-07,5.149374260327022e-09,1.0584824927661884e-07
1876,4.734029559472219e-07,8.464420497844571e-09,1.9044946153456976e-07
1877,4.694275297367767e-07,8.658742611800108e-09,8.349501845472673e-08
1878,4.728606375348221e-07,9.662541877730746e-09,1.7030229915171446e-07
1879,4.5331193909703416e-07,3.665595160740054e-09,6.842444355559252e-08
1880,4.2935390265341766e-07,1.0268554007097919e-08,9.562591118950081e-08
1881,5.236352915716225e-07,1.0458761079412682e-08,1.2062438004001308e-07
1882,4.2860679627665377e-07,2.6621540527571597e-09,9.450646754061154e-08
1883,5.219774026343771e-07,1.2638677604481785e-08,1.0742876543901048e-07
1884,5.604840644934939e-07,1.650424241717019e-08,8.384155236740298e-08
1885,4.589292541545831e-07,4.511945039809007e-09,1.1473231809056017e-07
1886,5.124050193039409e-07,9.03484920211639e-09,9.228453201615139e-08
1887,4.805288509324157e-07,7.1818171409887555e-09,1.233966751001958e-07
1888,4.793504659872383e-07,7.608737417896805e-09,1.3632321937961933e-07
1889,4.4169214508116283e-07,8.144677599020156e-09,1.8544805158171584e-07
1890,4.463537202070711e-07,9.176141180233799e-09,1.6254878865140654e-07
1891,4.44283145384361e-07,5.099375810502238e-09,1.2111018055094291e-07
1892,4.2500514751964147e-07,2.3820346362057876e-08,2.081146064369932e-07
1893,3.744317220721882e-07,1.539604133071748e-08,1.2501585278101857e-07
1894,4.28504680627384e-07,1.0082462864602348e-08,1.2161971074675648e-07
1895,4.327383695823528e-07,1.745398225949657e-08,1.2578904895477194e-07
1896,4.387389420656973e-07,1.2973464080801023e-08,1.5391246144247361e-07
1897,3.4727213549246017e-07,6.992056267307589e-09,1.1711694103411219e-07
1898,3.6270055225884335e-07,1.0185039034382726e-08,2.189783394612732e-07
1899,3.670311947701066e-07,8.291367592505594e-09,1.1442087100022036e-07
1900,3.5402983655785647e-07,1.038210628578895e-08,1.121267496628775e-07
1901,3.850641236979868e-07,7.265360424391076e-09,1.195990098068478e-07
1902,2.9805423462647695e-07,8.838510812125833e-09,2.779220782400671e-07
1903,3.807155355417535e-07,9.1803746826713e-09,1.765872053027806e-07
1904,3.638621359769445e-07,1.289910045443321e-08,1.375904110645365e-07
1905,3.622852902118723e-07,1.2901897772366056e-08,1.0889201584873831e-07
1906,4.192510338896227e-07,1.1831624124880591e-08,1.543255425673351e-07
1907,4.211988819946555e-07,1.3885676775071687e-08,1.5377101014735217e-07
1908,4.218883216111635e-07,1.1787333775714615e-08,1.6846063921605037e-07
1909,3.9442053001437216e-07,9.351671881319135e-09,1.5072694736772974e-07
1910,5.07694310591944e-07,5.34415089958884e-09,1.4696413774828443e-07
1911,3.543369255787354e-07,9.044636151145369e-09,1.4418214266953555e-07
1912,3.698689123865506e-07,1.614920552839294e-08,1.9795800554334164e-07
1913,3.7810315944852846e-07,9.015082680363662e-09,1.6810476921591544e-07
1914,3.8305373539770926e-07,1.0714790055210699e-08,1.8081207819875544e-07
1915,3.463543967185956e-07,8.246533456102156e-09,1.3430068968034448e-07
1916,3.0764892677836997e-07,4.394984820521586e-09,8.130722140009539e-08
1917,3.454423564974718e-07,6.57985488317081e-09,1.5352994608974768e-07
1918,3.3655083342409853e-07,1.9526838812566893e-08,1.79187477300502e-07
1919,3.057005648621214e-07,1.4732557007679503e-08,1.3167222778776022e-07
1920,3.2636318181289425e-07,8.329454903588385e-09,2.1959471574461986e-07
1921,2.5368703759909295e-07,2.2718242842501013e-09,1.90833234547938e-07
1922,3.6078105392078896e-07,5.164554783831932e-09,2.3535614523950699e-07
1923,2.8556899644982536e-07,1.2739137300599168e-08,1.1783702191792145e-07
1924,5.014841999440023e-07,1.5469949321555987e-08,1.3407290122557924e-07
1925,4.355278457879308e-07,1.3197813952814386e-08,1.1768050089955295e-07
1926,3.6113487578148806e-07,1.0031524499964917e-08,1.7387976392058135e-07
1927,3.9245272276389187e-07,8.919379901328739e-09,1.6723836804288794e-07
1928,3.450664474158316e-07,3.4278122562625413e-09,2.4337467152690806e-07
1929,2.9967693127019857e-07,5.570203187588163e-09,1.8047458993919463e-07
1930,3.8023044091062275e-07,8.402882945013346e-09,1.270936014208246e-07
1931,4.094523156084051e-07,9.124285327288817e-09,1.9389106320488736e-07
1932,3.3645778341195864e-07,1.534335103414719e-08,1.6439304317827919e-07
1933,3.624729298934426e-07,4.244145102028085e-08,1.456774088026691e-07
1934,3.654381970363829e-07,9.585264137967897e-09,8.506921744810825e-08
1935,3.9016605057895504e-07,3.2314367182095793e-08,9.933675837459077e-08
1936,3.6495389643675935e-07,8.487300195980652e-09,1.6368364974539418e-07
1937,2.883366123640485e-07,2.5182236296217297e-09,1.2591118103699728e-07
1938,3.5135731391022773e-07,5.186085672015395e-09,1.257625781292404e-07
1939,3.2270446848059464e-07,1.5294050470515685e-08,1.1776418595843552e-07
1940,2.2314890202324023e-07,1.2678914806940611e-08,1.293249303202515e-07
1941,4.0435584569564753e-07,8.854507793643052e-09,1.1806010125070543e-07
1942,3.853448808932569e-07,0.0,1.0012898599143227e-07
1943,4.0064647244264506e-07,8.709705623388686e-09,1.0451646748066423e-07
1944,4.1771420455916086e-07,9.639558484764166e-09,1.2210107236398926e-07
1945,3.311326080002175e-07,2.178504043826024e-09,1.1546071743140374e-07
1946,3.327144035836227e-07,9.744772988540262e-09,1.5174003298312755e-07
1947,3.2663186466663774e-07,1.3112957830685446e-08,7.390940304219384e-08
1948,3.109360005026929e-07,2.3918153901902883e-08,1.5220643145852364e-07
1949,2.8076643410201996e-07,4.908504269707237e-09,1.7474275182394194e-07
1950,3.6798349523081697e-07,1.9143651330821854e-08,1.7122932405300162e-07
1951,3.699506461174451e-07,1.0661401761424827e-08,2.452122362939235e-07
1952,3.247799629235715e-07,1.4762725597528004e-08,2.8576417676617893e-07
1953,3.3722080594600357e-07,5.386913803917537e-09,2.2840513658195505e-07
1954,2.6874473224580697e-07,4.886268056836229e-09,1.417017800875442e-07
1955,3.538374189204774e-07,8.447047061821422e-09,2.1774610914349068e-07
1956,3.3489182271750906e-07,1.83143975540645e-08,1.5523632335145976e-07
1957,2.9155624492460674e-07,7.951533764760654e-09,2.0055535809859748e-07
1958,2.647117884890804e-07,2.481673033738474e-09,2.1094220414852316e-07
1959,2.999539487902325e-07,8.525822381422188e-09,1.8756809438968958e-07
1960,3.4050499220228403e-07,6.920833350854139e-09,1.7994166512380616e-07
1961,3.8353839393323597e-07,4.1688955620955426e-09,1.9732772926772668e-07
1962,3.627598994526693e-07,3.1709782577493684e-09,1.8011155678010482e-07
1963,3.064909268601923e-07,6.466053248388448e-09,2.1273314665393173e-07
1964,3.2123352777801983e-07,1.0342746159519578e-08,1.6487553544664024e-07
1965,2.736021729177196e-07,1.3680108157387849e-08,1.7784140737830967e-07
1966,3.035413103091855e-07,3.3234448526542337e-09,1.7115741002271534e-07
1967,3.2441607755728796e-07,5.4233690871541285e-09,2.026367855734179e-07
1968,3.5257614872108434e-07,1.3923388997305608e-08,1.6618238074528335e-07
1969,3.211022745475134e-07,2.725054681906869e-09,1.798536155561692e-07
1970,2.9891711861296244e-07,5.5184699032651e-09,1.3382289543173442e-07
1971,3.504387162678313e-07,5.652237122788506e-09,1.1818314060718649e-07
1972,2.6830667820831877e-07,4.617132232098697e-09,1.4569617068360685e-07
1973,3.0818808838262157e-07,5.513203726881244e-09,1.6925535550882387e-07
1974,2.750904628534556e-07,5.625571786183059e-09,1.417644037715604e-07
1975,2.6558383270369745e-07,6.8537762132336866e-09,1.3136403875790847e-07
1976,2.216848491443102e-07,4.570821388050206e-09,1.1884136075224205e-07
1977,2.532892837692202e-07,6.464459856303506e-09,1.1694795798433688e-07
1978,2.8752462988279603e-07,1.0693064655953322e-08,9.801976030843207e-08
1979,2.4051610747477525e-07,5.266775904289034e-09,1.2289143880295228e-07
1980,2.6777058970139933e-07,3.97960553399912e-09,1.1313449732597292e-07
1981,3.036263704903064e-07,4.427884725544118e-09,1.0120879201380717e-07
1982,2.836828487673415e-07,4.966001831974154e-09,1.3035755408452587e-07
1983,2.601910260580098e-07,2.5261264191556165e-09,1.0357118362946949e-07
1984,3.0444795573458805e-07,3.4794050418618383e-09,9.800324107800407e-08
1985,2.70098553301068e-07,4.812446552371341e-09,7.639758692334908e-08
1986,2.9013310443026796e-07,5.994485463567401e-10,8.392279693403282e-08
1987,2.4076618387880444e-07,4.277571852284723e-09,1.1671660260503813e-07
1988,2.66846640339935e-07,1.1993107618124554e-09,7.195864482056891e-08
1989,2.9251691913145805e-07,3.841685414229801e-09,6.915034056476088e-08
1990,3.062141988863232e-07,4.90378582185258e-09,6.265948671035915e-08
1991,2.919009709501097e-07,2.9307326565586322e-09,6.154538523261976e-08
1992,2.501514551056516e-07,5.509944167592096e-10,5.509944323023319e-08
1993,2.9579366334075985e-07,4.985286683467649e-09,5.649991763334583e-08
1994,3.2546296302449207e-07,2.1099706426497278e-09,7.965139259269449e-08
1995,2.873898967692412e-07,1.626735190995987e-09,7.103410726294612e-08
1996,2.658370048536085e-07,3.2028553142993132e-09,5.765139476920922e-08
1997,2.920090658165009e-07,1.438468344439059e-09,4.890792260070498e-08
1998,2.999153241312058e-07,2.8608774238492174e-09,5.5787113595329174e-08
1999,3.075745245162409e-07,2.7421206971744994e-09,5.804155644995035e-08
2000,2.9291547853915745e-07,6.627047244300854e-09,6.406145613979675e-08
2001,2.7338760633099923e-07,3.06684819206815e-09,4.863145175448835e-08
2002,3.07561751178298e-07,3.5049770863437857e-09,5.5203392079761215e-08
2003,3.350205961538677e-07,5.000307390368164e-09,5.6670152126514495e-08
2004,3.1582352733039443e-07,8.809582507929292e-10,7.267905832719634e-08
2005,3.5219320704271695e-07,4.053374524914943e-09,5.4495371326623854e-08
2006,3.4507917323622905e-07,4.117889806920516e-09,6.135655805650231e-08
2007,4.034424376797574e-07,1.9972397624634652e-09,8.7079650601396e-08
2008,3.9338742219285905e-07,5.534671720930362e-09,9.877260231938578e-08
2009,3.7811766340212216e-07,1.907277002999308e-09,7.962881287681967e-08
2010,4.2325186733194187e-07,9.447586046817946e-10,1.1478817008025999e-07
2011,5.085882488486959e-07,4.5887662558641296e-09,1.0974799247165379e-07
2012,5.368506812430951e-07,2.3829769546512836e-09,1.3174458635134556e-07
2013,5.302126879769276e-07,5.578250084070646e-10,1.2662628057213965e-07
2014,5.59767601160388e-07,1.0827226060161621e-09,1.3274179311295597e-07
2015,5.672216456531487e-07,1.3299452372717013e-09,1.2257661463621616e-07
2016,6.021385328125461e-07,1.4499380029953102e-09,1.0066712485823359e-07
2017,5.775843661126601e-07,1.0062445598979508e-09,1.476663786803556e-07
2018,4.899623817777865e-07,5.162933414126769e-10,1.326873855234112e-07
2019,4.321373117122107e-07,7.65296326310505e-10,1.3290646005970075e-07
