year,leurs_DET yeux_NOUN,leurs_DET vieux_ADJ
1800,1.0740466251490943e-05,2.892631258966105e-07
1801,1.024384789616306e-05,2.333558999367824e-07
1802,7.946570548256204e-06,2.3497321421928064e-07
1803,1.0498676260795037e-05,1.969842600146876e-07
1804,1.033728096899722e-05,3.21340621667332e-07
1805,1.027984586698949e-05,3.354595570215224e-07
1806,7.451996168583719e-06,2.6223189575347305e-07
1807,8.02271915745223e-06,2.6761379467998836e-07
1808,8.926065618197754e-06,2.560663685535758e-07
1809,8.376485482131102e-06,2.2816207945197675e-07
1810,9.985320929217778e-06,2.035910253717077e-07
1811,6.721472885828916e-06,1.4541044990323826e-07
1812,7.113444510764566e-06,2.4805035536701325e-07
1813,8.31376901544445e-06,1.207811497483391e-07
1814,9.156830358847401e-06,2.202673936579913e-07
1815,8.072789967172866e-06,1.8880564311984926e-07
1816,8.790671245151316e-06,2.4566600842490516e-07
1817,1.0283148526468722e-05,2.5065661057865896e-07
1818,9.175729900334773e-06,3.6717227658300544e-07
1819,9.754829648045416e-06,2.4428477785054525e-07
1820,9.826632734188934e-06,2.4326287029197147e-07
1821,9.192879701913625e-06,3.3824904743795514e-07
1822,8.40748123209778e-06,3.087889552944034e-07
1823,8.466498243819842e-06,2.5003198667050697e-07
1824,9.613542275133113e-06,3.738973983757887e-07
1825,9.519564883930798e-06,4.5700249984292896e-07
1826,8.734877809501995e-06,4.0780968513232096e-07
1827,7.2798020767095295e-06,2.8389201212064563e-07
1828,9.146618481281621e-06,3.219477706650764e-07
1829,9.318184652329364e-06,4.1065512768057033e-07
1830,8.576992001962935e-06,4.028618665330441e-07
1831,7.870440725810113e-06,4.4434938217818853e-07
1832,8.343931952481398e-06,5.398457871841345e-07
1833,9.226359793501615e-06,5.015710939915152e-07
1834,8.95181514692922e-06,5.843416275297386e-07
1835,9.263270442261273e-06,4.552979007144131e-07
1836,8.980266670732817e-06,3.8241068489597296e-07
1837,8.490018785778375e-06,4.1608186407415815e-07
1838,8.090298337037893e-06,4.1407781647961883e-07
1839,8.287694811315305e-06,4.097004344671973e-07
1840,8.452577262119121e-06,4.0192735273336666e-07
1841,8.721030951619468e-06,4.0577866222690773e-07
1842,8.422227054438736e-06,5.071448532234513e-07
1843,9.030485969674373e-06,4.4538109733593956e-07
1844,9.118695260212917e-06,5.609309741139157e-07
1845,8.36811022963957e-06,5.072426962904331e-07
1846,8.638316558062797e-06,4.4904024809611087e-07
1847,8.179363419458241e-06,3.424696961573659e-07
1848,7.890753423112074e-06,4.384645819754951e-07
1849,7.73168618195541e-06,5.773417166565764e-07
1850,7.745565369532414e-06,5.166425740554814e-07
1851,7.294960269632611e-06,4.3082249767678604e-07
1852,7.82242054242488e-06,4.32951278828142e-07
1853,8.30158214171206e-06,4.1684083207371714e-07
1854,8.458021838464447e-06,3.844791636176126e-07
1855,8.224160481518084e-06,5.253867776389143e-07
1856,8.066578587317963e-06,4.6439386469643296e-07
1857,7.992007056145667e-06,4.4616992589396887e-07
1858,8.165587900066384e-06,4.4140958088689786e-07
1859,8.537028293176263e-06,4.3232551982796963e-07
1860,8.88797563902699e-06,4.1743916412428916e-07
1861,8.756129787457212e-06,4.2679471645712397e-07
1862,7.839158200795282e-06,4.956231127728472e-07
1863,8.164207002891999e-06,4.82979858107413e-07
1864,8.509203453854752e-06,3.955650491604956e-07
1865,8.362179642062983e-06,4.97042773162093e-07
1866,8.004906277392365e-06,3.9508775540042507e-07
1867,7.3918024128261095e-06,4.6344349335925017e-07
1868,7.550103731546187e-06,4.5743233423323204e-07
1869,7.761376906501027e-06,4.766314631865498e-07
1870,7.282815261078213e-06,4.552834824700369e-07
1871,7.0811388184210955e-06,4.2803344202368976e-07
1872,7.467859489906914e-06,4.6987826340938454e-07
1873,7.043133066986229e-06,3.483854630337291e-07
1874,6.366543686908699e-06,4.295744053806061e-07
1875,6.796029879296839e-06,3.924967542090485e-07
1876,6.749166416852859e-06,3.651793043513152e-07
1877,6.6536250500348615e-06,3.500605976203275e-07
1878,6.413512053882187e-06,4.1126194527674187e-07
1879,6.677492692119813e-06,4.502572856779352e-07
1880,6.399876184559616e-06,4.60801375723463e-07
1881,6.363110401252925e-06,4.783140161723765e-07
1882,6.184849425494576e-06,4.279412539887062e-07
1883,5.791674183797113e-06,4.480411397445039e-07
1884,6.037912243073151e-06,3.5847213375461706e-07
1885,5.879709007672318e-06,4.7246509549125904e-07
1886,5.900402200609278e-06,4.3560882456716854e-07
1887,5.84534640779566e-06,4.1785118143344846e-07
1888,5.872677220963851e-06,3.84241261031093e-07
1889,6.139834027862889e-06,4.297883697823579e-07
1890,5.6479147900745374e-06,4.19480727043009e-07
1891,5.562781623780211e-06,4.321721174260773e-07
1892,5.774553642368119e-06,4.895708229923912e-07
1893,5.517325249115856e-06,4.7542977221759486e-07
1894,5.934159446496778e-06,4.7450589990560843e-07
1895,5.800740495942591e-06,4.6764633943041645e-07
1896,5.898208428334328e-06,5.154003561713694e-07
1897,6.150679041638796e-06,5.069240787136664e-07
1898,5.574045587763976e-06,4.6624845517762026e-07
1899,5.669084544024372e-06,4.7371346667546277e-07
1900,5.670706372029599e-06,5.087232106681938e-07
1901,5.618359139702989e-06,5.035453698454262e-07
1902,4.809131809224709e-06,4.468358221210167e-07
1903,5.350538046400288e-06,4.087966756216588e-07
1904,5.377849745968888e-06,4.3964434937038277e-07
1905,5.29803500626258e-06,4.871756411617412e-07
1906,5.6514010111641255e-06,4.614333395380754e-07
1907,5.253414613548557e-06,4.6079877513705014e-07
1908,5.508122782771352e-06,4.6117942709145154e-07
1909,5.658861624624478e-06,5.044402180409691e-07
1910,5.772751791255359e-06,4.980748693483861e-07
1911,5.445402905479568e-06,4.6393663621913106e-07
1912,5.536052142929293e-06,4.1883748025384193e-07
1913,5.497078944927125e-06,4.051484236988756e-07
1914,5.846257309372049e-06,4.701114004745932e-07
1915,6.671445305528323e-06,4.794770197547038e-07
1916,7.447301811680518e-06,4.988307935605008e-07
1917,7.154495364147806e-06,5.121319959222603e-07
1918,7.353578212132561e-06,5.054005454141475e-07
1919,6.3018513287715905e-06,4.2724417248507507e-07
1920,5.950259492237819e-06,4.482761197799334e-07
1921,5.568241164155552e-06,3.4153089600863495e-07
1922,6.1627897025573475e-06,3.5192750891255287e-07
1923,5.984209821008335e-06,4.129603845548502e-07
1924,5.611723992160478e-06,3.764354294943928e-07
1925,5.682758427383305e-06,3.717384058354867e-07
1926,5.678957307964083e-06,4.124071306677024e-07
1927,5.970409915789787e-06,3.857631836190478e-07
1928,5.125721969534425e-06,3.7591676216308656e-07
1929,5.063314688413811e-06,3.7431766264361954e-07
1930,4.903082214013921e-06,3.4136710580501273e-07
1931,4.790249903408039e-06,3.638308836428905e-07
1932,4.917544231375359e-06,3.4084160249747697e-07
1933,4.379498975026763e-06,3.2232561686384997e-07
1934,4.3181616291576574e-06,3.2949345829536014e-07
1935,4.579065503662605e-06,2.9322294814448924e-07
1936,4.846248373269191e-06,3.8799087942464894e-07
1937,4.605831122717063e-06,3.827700003622425e-07
1938,4.632471146237549e-06,3.345025296752624e-07
1939,4.39856890466217e-06,3.1658685717417256e-07
1940,4.260115233023498e-06,4.488335791918985e-07
1941,4.6722286128897395e-06,3.453258159424877e-07
1942,4.9275597007181204e-06,3.3679750788273566e-07
1943,6.015503146272749e-06,4.296788214119829e-07
1944,5.986165916738173e-06,3.4702409479336893e-07
1945,6.271913093769399e-06,4.2262977606455365e-07
1946,6.075169750374698e-06,4.3990688691764035e-07
1947,5.713673502327765e-06,3.7669950847529776e-07
1948,5.45116452599359e-06,3.772545100755309e-07
1949,4.742596530604715e-06,3.259246694753415e-07
1950,5.162404477232485e-06,3.392680327785058e-07
1951,4.812556966271586e-06,3.5715696133920005e-07
1952,4.659748796598251e-06,3.374337390615878e-07
1953,4.889162880772346e-06,3.339886558428873e-07
1954,4.985947697377924e-06,3.2151644635547427e-07
1955,4.573606773305983e-06,3.5853021085330283e-07
1956,4.873373939062731e-06,2.8605344759569107e-07
1957,4.605705186122577e-06,2.7830367488324015e-07
1958,4.650655228033429e-06,2.622301302768193e-07
1959,4.606269556006737e-06,2.5887499077725806e-07
1960,4.7802194416135535e-06,2.712966744589096e-07
1961,4.99155743227675e-06,2.7306266259241596e-07
1962,5.076736243836422e-06,2.7524091184005783e-07
1963,5.1547377779570525e-06,2.9485203789647585e-07
1964,5.066728732572301e-06,2.7256176959866707e-07
1965,5.023335830856013e-06,2.949431394672075e-07
1966,5.069361179721454e-06,2.8913969885024926e-07
1967,5.408577976595552e-06,2.721545224737554e-07
1968,5.911152186399704e-06,3.14848248805788e-07
1969,5.074505779134597e-06,2.6160523702856153e-07
1970,5.035604004888228e-06,3.058152024948413e-07
1971,5.311047743816744e-06,2.625721231552802e-07
1972,4.816694698206447e-06,3.026786625781597e-07
1973,4.532956154434942e-06,2.850326286107929e-07
1974,4.439138692191591e-06,2.49212812164501e-07
1975,4.140252087836416e-06,2.5530317415700665e-07
1976,4.138307446055478e-06,2.576800706144411e-07
1977,4.280060238670558e-06,3.032419555459853e-07
1978,4.67227499711953e-06,2.7386126910666775e-07
1979,4.779891838779804e-06,2.6743517778093917e-07
1980,4.579957476380514e-06,2.780038812488783e-07
1981,4.632199789966762e-06,2.473289977267257e-07
1982,4.680456626715568e-06,2.557490893506653e-07
1983,4.6935427491234805e-06,2.810315669066199e-07
1984,4.9175592380379385e-06,2.59215675812996e-07
1985,4.870797340572608e-06,2.550596551742501e-07
1986,5.07313292530398e-06,2.7155018877955683e-07
1987,4.871543183071481e-06,2.5604322506644905e-07
1988,4.831423510154309e-06,2.566525125202723e-07
1989,5.096819222671911e-06,2.568441065387006e-07
1990,4.922311106270172e-06,2.860541792326643e-07
1991,5.182121228131109e-06,2.8955636777183713e-07
1992,5.308280250915232e-06,2.765991879982721e-07
1993,5.2051934034125225e-06,2.92470145213386e-07
1994,5.308158563366305e-06,3.397052803499889e-07
1995,5.491858274808692e-06,2.667845810933045e-07
1996,5.3023267696517e-06,2.7010745462519026e-07
1997,5.610506050857111e-06,2.9488600916671714e-07
1998,5.7556086261456585e-06,2.6987610945994334e-07
1999,5.572903276629404e-06,2.7969632476754214e-07
2000,5.7805523425713545e-06,2.633146842789813e-07
2001,5.735882581348051e-06,2.939793009026914e-07
2002,5.925602266643182e-06,3.049330081772439e-07
2003,5.913696980996974e-06,3.196029849661386e-07
2004,6.121778795886712e-06,2.7221610743310976e-07
2005,6.043131406840985e-06,2.8418660136253493e-07
2006,6.222131645472473e-06,2.8536978469162477e-07
2007,6.366800676005369e-06,3.087732600715043e-07
2008,6.497704362118384e-06,2.699216796742121e-07
2009,6.932951862381742e-06,3.0754842161861973e-07
2010,7.4834328529505e-06,3.169665088176288e-07
2011,7.442978869676153e-06,3.1471289707596384e-07
2012,8.761184346894879e-06,3.4757419475894835e-07
2013,9.546896023948648e-06,3.5254540620144326e-07
2014,9.69729649114015e-06,3.6119625912434117e-07
2015,9.496695838606684e-06,3.7149803522318336e-07
2016,9.80116669779818e-06,3.7967661903337557e-07
