year,bons_ADJ ans_NOUN,bons_ADJ vents_NOUN
1974,0.0,7.313243344242437e-09
1975,0.0,3.998036124386317e-09
1976,1.142705374768127e-09,2.285410694025103e-09
1977,2.938390863960194e-09,9.990529514780633e-09
1978,5.940591352171509e-10,1.3069301196821925e-08
1979,1.7555920051037788e-09,9.363157360553487e-09
1980,5.685150683554241e-10,8.527726080842513e-09
1981,6.325549528618524e-10,8.223214609248686e-09
1982,6.207502289967692e-10,5.586752060970923e-09
1983,1.2630632095778083e-09,1.1367568553133367e-08
1984,0.0,1.159801704675445e-08
1985,1.8046674155058895e-09,1.2632671464452017e-08
1986,5.994485463567401e-10,1.0790073723399018e-08
1987,0.0,4.888653315493485e-09
1988,5.996553809062277e-10,8.994830547059962e-09
1989,2.7440609784434855e-09,6.036934507847036e-09
1990,2.179460389939436e-09,7.628111253765724e-09
1991,0.0,5.8614650910726596e-09
1992,1.1019888335184191e-09,5.5099441120809445e-09
1993,3.877445031719162e-09,7.200969598386564e-09
1994,2.637463358823311e-09,1.0022360608097358e-08
1995,5.422450821690461e-10,7.0491861237087505e-09
1996,0.0,9.60856594289794e-09
1997,1.917957792585412e-09,1.054876808126437e-08
1998,1.43043876743576e-09,1.2873948573854932e-08
1999,0.0,1.6909744549042927e-08
2000,8.836062992401139e-10,8.394259509714175e-09
2001,8.762423564512289e-10,4.8193329327261836e-09
2002,4.38122149670761e-10,1.1391176002462089e-08
2003,0.0,5.416999737661854e-09
2004,8.809582507929292e-10,5.726228824443069e-09
2005,0.0,1.1259373877692269e-08
2006,0.0,8.64756888319107e-09
2007,7.988958938831558e-10,1.2382886716011399e-08
2008,4.257439678578834e-10,1.0643598891135753e-08
2009,9.53638501499654e-10,1.0013204487790972e-08
2010,0.0,1.086472406486294e-08
2011,3.82397197240536e-10,1.223671020067485e-08
2012,3.404252713057332e-10,1.4978712103985714e-08
2013,2.789125042035323e-10,2.872798798847498e-08
2014,2.1654451842767486e-10,1.8189739325880083e-08
2015,2.2165753954528356e-10,1.0417904761084174e-08
2016,2.0713400439298368e-10,1.5120782403954536e-08
2017,2.515611330355938e-10,1.1068690242144186e-08
2018,2.5814667070633845e-10,9.809573542352013e-09
2019,5.1019755087367e-10,1.1224345952687287e-08
