year,bons_ADJ ans_NOUN,bons_ADJ vents_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,1.1905912700171939e-08
1802,0.0,1.1189200677108602e-08
1803,0.0,9.751696339321825e-09
1804,0.0,1.2359254952798437e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.5935023018064385e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,2.0056614147279106e-08
1812,0.0,5.3344166417446104e-08
1813,0.0,4.601186631703058e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,2.070210003424222e-09
1820,0.0,1.779972080839798e-08
1821,0.0,2.9584463767662328e-09
1822,2.606660132187244e-08,1.0025615893027862e-08
1823,0.0,1.1859224713361982e-08
1824,2.7789671008804362e-08,2.105278085196005e-08
1825,2.641632912414593e-09,6.163809906922779e-09
1826,8.807984341885344e-10,8.80798456392995e-09
1827,9.217273055917019e-10,6.452091305675367e-09
1828,6.420610709767516e-09,9.172301251858528e-10
1829,0.0,3.429270423183084e-09
1830,1.0436835840010872e-09,1.0436835395921662e-08
1831,1.5591206103948707e-09,1.5591206103948707e-09
1832,1.3529969367098715e-09,8.117981842303834e-09
1833,0.0,1.6217079235048004e-08
1834,0.0,1.8669062740173104e-08
1835,7.563087933704082e-10,2.647080776796429e-08
1836,5.376600054063374e-09,2.688300027031687e-09
1837,0.0,5.5663127440652715e-09
1838,7.574594285131298e-09,0.0
1839,7.690622361167243e-09,5.5931801412612e-09
1840,0.0,1.2102408852854296e-08
1841,0.0,1.0914932957462042e-08
1842,0.0,1.0733224087289273e-08
1843,5.906911071384968e-10,5.31621990873532e-09
1844,0.0,4.9397050894128824e-09
1845,0.0,6.696273757711424e-09
1846,1.7563503984519002e-09,8.196302303531411e-09
1847,0.0,7.011190739092399e-09
1848,1.287235473768078e-08,4.02261068899179e-09
1849,0.0,1.508294644736452e-08
1850,6.788996032014438e-09,6.1100964288129944e-09
1851,1.2898877521649865e-09,2.579775504329973e-09
1852,6.510545436100301e-10,6.510545436100301e-10
1853,5.971931837933653e-10,2.388772735173461e-09
1854,2.5978321716024766e-09,5.7152309551611324e-09
1855,5.837630823180007e-09,1.0083180512765466e-08
1856,1.5531567143511893e-09,1.0354378465748937e-09
1857,1.9526036343364694e-09,1.610898081594314e-08
1858,0.0,1.663849857891364e-08
1859,2.036869339860914e-09,7.129042689513199e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,1.4147891747029462e-09,9.431927239234028e-09
1862,2.2589932147099034e-09,4.9697850279528666e-09
1863,1.4983863039219614e-09,3.496234635136375e-09
1864,1.9178911792039344e-09,1.1507347075223606e-08
1865,0.0,7.530950973944073e-09
1866,9.731225603104576e-09,7.298419202328432e-09
1867,3.88224918879132e-09,7.279217228983725e-09
1868,9.87974813071446e-10,4.44588676984381e-09
1869,4.883519144627257e-10,4.883519144627257e-10
1870,1.1468097582678638e-09,1.1468097582678638e-09
1871,8.496941816815706e-09,1.0621177271019633e-09
1872,3.0236697590169115e-09,6.652073114565837e-09
1873,2.9930022904522957e-09,8.979006871356887e-09
1874,2.9873046258899194e-09,2.3898436563030145e-09
1875,5.721527140956084e-10,1.0298748520654044e-08
1876,0.0,6.650616057868319e-09
1877,6.184815992682502e-10,2.4739263970730008e-09
1878,2.4156354694326865e-09,1.2078177347163432e-09
1879,1.0385853066452455e-08,9.774920428640144e-09
1880,6.417846254436199e-09,7.701415505323439e-09
1881,0.0,1.3945014920579979e-08
1882,0.0,6.655385131892899e-09
1883,4.423537092179686e-09,5.687405213450347e-09
1884,6.601696966868076e-10,4.621187876807653e-09
1885,6.445635691854079e-10,5.80107206715752e-09
1886,0.0,5.808117542471791e-09
1887,1.9586774424595887e-09,6.528924512139156e-09
1888,6.340614699951175e-10,3.1703073499755874e-09
1889,0.0,3.759081934617825e-09
1890,6.554386478008212e-10,3.2771931834929546e-09
1891,0.0,3.824531802365527e-09
1892,0.0,5.014809900671935e-09
1893,0.0,5.542574843531156e-09
1894,1.2603078580752936e-09,3.150769645188234e-09
1895,6.018614495673091e-10,5.416753268150387e-09
1896,0.0,5.897029087265082e-09
1897,3.4960281336537946e-09,6.409385022720926e-09
1898,5.6583548957434e-10,5.6583548957434e-10
1899,2.2110313580014918e-09,4.9748205555033564e-09
1900,2.07642125715779e-09,6.748368974740515e-09
1901,5.588738916095792e-10,7.265360757457984e-09
1902,1.9641135384773634e-09,8.347482705062248e-09
1903,1.6200660812870638e-09,1.1340462791054051e-08
1904,1.6123875568041512e-09,2.1498500757388683e-09
1905,2.580379465655369e-09,5.676835002077496e-09
1906,5.144184522798412e-10,0.0
1907,0.0,8.228549397415463e-09
1908,2.9468334439286537e-09,5.40252820258047e-09
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,0.0,6.412980813053082e-09
1911,5.320374141248863e-10,1.0640748726586935e-08
1912,1.5628263128064646e-09,4.688478938419394e-09
1913,0.0,3.71209285532359e-09
1914,0.0,1.3393487430235496e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,4.394984820521586e-09
1917,0.0,0.0
1918,0.0,4.594550517822427e-09
1919,1.8415696745321952e-09,5.524709134618888e-09
1920,2.2716695191604686e-09,5.300562211374427e-09
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,8.115729421831475e-09,6.640141769764796e-09
1923,7.431163684401554e-09,5.307974060286824e-09
1924,2.578324886925998e-09,9.02413699321869e-09
1925,4.399271169575059e-09,6.598906754362588e-09
1926,0.0,4.458455382660986e-09
1927,0.0,2.2298449753321847e-09
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,1.1140406375176326e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,5.2518016602221e-09
1931,2.2810713318222042e-09,6.843213995466613e-09
1932,2.1919073223131136e-09,1.3151444377967891e-08
1933,5.735331320977366e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,6.295559185076627e-09
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,4.588215141154706e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,0.0,1.3921104269343232e-09
1947,0.0,2.3841741914054637e-09
1948,7.610321262063735e-09,1.195907639583993e-08
1949,9.817008317369869e-10,1.3743811422273211e-08
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,0.0,1.8124383771578323e-08
1952,0.0,7.381362632230548e-09
1953,5.386913581872932e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,2.815682353940474e-09,5.631364707880948e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,8.835037701437898e-10,9.718541527092839e-09
1958,4.1361216673863055e-09,7.445019267748876e-09
1959,5.425523585955716e-09,9.300897829689347e-09
1960,0.0,2.076250060767393e-09
1961,0.0,6.25334317660986e-09
1962,0.0,4.43936931660005e-09
1963,5.1728425987107585e-09,7.759263453976928e-09
1964,1.8251904432275978e-09,5.475571551727398e-09
1965,1.0944086747954884e-09,7.660860390501512e-09
1966,3.8773522170743036e-09,6.092982118843793e-09
1967,3.944268467392931e-09,5.916402479044791e-09
1968,3.5931326802796093e-09,6.737123747768692e-09
1969,4.995933444718048e-09,5.450109252791435e-09
1970,4.5987250119061684e-10,8.27770485489765e-09
1971,1.541519245584766e-09,3.083038491169532e-09
1972,5.130146862875051e-10,6.156176013405457e-09
1973,3.859242703185828e-09,2.7566018356850464e-09
