year,vraies_ADJ oies_NOUN,vraies_ADJ voix_NOUN
1972,0.0,5.643161493651405e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,0.0,3.998036124386317e-09
1976,0.0,2.856763492431469e-09
1977,0.0,1.1753563677885381e-09
1978,0.0,2.970295565063452e-09
1979,5.851973350345929e-10,5.266775904289034e-09
1980,5.685150683554241e-10,7.390696055153967e-09
1981,0.0,4.427884725544118e-09
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,1.275781880138993e-08
1985,6.015558051686298e-10,1.0828004270990732e-08
1986,1.1988970927134801e-09,1.4386765556650971e-08
1987,1.2221633705067347e-09,9.166225112267057e-09
1988,0.0,4.197587610832443e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,1.089730194969718e-09,7.083246433836621e-09
1991,0.0,2.9307325455363298e-09
1992,0.0,3.30596661157756e-09
1993,0.0,7.200969598386564e-09
1994,0.0,6.329911705904578e-09
1995,0.0,4.880205572987961e-09
1996,0.0,4.804283193493575e-09
1997,0.0,6.233362714880286e-09
1998,9.536258449571733e-10,2.3840645013706308e-09
1999,0.0,8.683382013430219e-09
2000,0.0,4.418031274155965e-09
2001,2.6287270138425356e-09,5.257454027685071e-09
2002,0.0,4.81934359086722e-09
2003,8.333845835650777e-10,6.250384210204629e-09
2004,0.0,7.047666006343434e-09
2005,1.8014998381943315e-09,2.251874686720612e-09
2006,0.0,2.0589450144825605e-09
2007,7.988958938831558e-10,4.7933754743212376e-09
2008,4.257439678578834e-10,5.108927503272298e-09
2009,0.0,5.245011536203492e-09
2010,0.0,2.3618964561933353e-09
2011,7.64794394481072e-10,5.7359579308524644e-09
2012,0.0,1.05531832161887e-08
2013,5.578250084070646e-10,5.578249862026041e-09
2014,4.330890368553497e-10,6.712880029624557e-09
2015,4.433150790905671e-10,4.654808538617772e-09
2016,1.0356699942093428e-09,5.3854840587064245e-09
2017,1.0062445321423752e-09,5.282783988036499e-09
2018,0.0,6.195520096952123e-09
2019,0.0,5.867272001580659e-09
