year,grandes_ADJ oies_NOUN,grandes_ADJ voies_NOUN
1856,1.0354378465748937e-09,5.777743012913561e-07
1857,4.881509085841174e-10,5.477053264257847e-07
1858,4.893676019968041e-10,7.203491350082913e-07
1859,6.619825576592575e-09,5.906920819143124e-07
1860,2.288591982591015e-09,6.096809102018597e-07
1861,4.715963730639317e-10,6.036433433109778e-07
1862,4.517986262886353e-10,6.691137741654529e-07
1863,0.0,5.96857205437118e-07
1864,4.794727948009836e-10,6.933176450729661e-07
1865,4.706844358715045e-10,6.236568879103288e-07
1866,9.731225825149181e-10,5.921451133872324e-07
1867,2.91168689159349e-09,7.550974601144844e-07
1868,2.4699371437009177e-09,6.253880542317347e-07
1869,1.953407657850903e-09,6.539032142427459e-07
1870,2.2936195165357276e-09,6.250112960515253e-07
1871,1.0621177271019633e-09,7.349854627136665e-07
1872,6.047339295989218e-10,8.042961212595401e-07
1873,5.986004469882289e-10,8.476182529193466e-07
1874,2.3898436563030145e-09,7.522032774431864e-07
1875,1.716458086775674e-09,8.702442642061214e-07
1876,1.209202959984168e-09,7.098021228557627e-07
1877,0.0,7.75575927036698e-07
1878,0.0,7.536782504757866e-07
1879,1.832797580370027e-09,8.113183866953477e-07
1880,6.417846254436199e-10,7.637236763002875e-07
1881,4.183504653809678e-09,7.858016033424065e-07
1882,2.6621540527571597e-09,8.112914429148077e-07
1883,6.319338941018771e-10,6.869121307317982e-07
1884,1.3203393933736152e-09,7.994655106813298e-07
1885,3.86738152613475e-09,8.198848604479281e-07
1886,0.0,7.273054052348016e-07
1887,1.9586774424595887e-09,6.992478347456199e-07
1888,8.242799331981132e-09,7.240981858558371e-07
1889,3.759081934617825e-09,6.973097015361418e-07
1890,0.0,7.354021818173351e-07
1891,1.0198752065093686e-08,6.508078627120994e-07
1892,3.1342561879199593e-09,6.920437840562954e-07
1893,0.0,7.10065421571926e-07
1894,1.8904617871129403e-09,6.698536481053452e-07
1895,1.8055843487019274e-09,6.397787046807935e-07
1896,2.358811590497112e-09,8.373781383852474e-07
1897,0.0,6.893002364449785e-07
1898,1.13167097914868e-09,7.633120731043164e-07
1899,4.9748205555033564e-09,6.937111152183206e-07
1900,1.038210628578895e-09,7.236328087856236e-07
1901,1.676621730339889e-09,6.600300821446581e-07
1902,1.4730852093691738e-09,6.191867782945337e-07
1903,5.400220270956879e-09,7.036487090772425e-07
1904,1.0749250378694342e-09,7.932947028166382e-07
1905,5.160759042333041e-10,7.875318033256917e-07
1906,4.115347618238729e-09,6.790323823224753e-07
1907,2.057137349353866e-09,6.443982556447736e-07
1908,2.4556945366072114e-09,8.732449714443646e-07
1909,0.0,7.200787308647705e-07
1910,1.6032452032632705e-09,6.738973752362654e-07
1911,1.0640748282497725e-09,8.890345384315879e-07
1912,2.0837684910901544e-09,8.840387977215869e-07
1913,1.060597942803554e-09,8.490086429446819e-07
1914,3.3483718020477227e-09,8.350839380000252e-07
1915,2.3561523843085297e-09,9.082967267204367e-07
1916,3.2962386153911893e-09,8.515282843291061e-07
1917,2.1932848870420685e-09,8.696374607097823e-07
1918,0.0,1.0372198175900849e-06
1919,9.207848372660976e-10,9.53012317950197e-07
1920,7.572231730534895e-10,1.0139218602489564e-06
1921,3.0290989716519334e-09,9.041860380420985e-07
1922,1.4755870969551665e-09,8.728097782295663e-07
1923,0.0,8.301671527988219e-07
1924,1.289162443462999e-09,8.315097943523142e-07
1925,0.0,7.302789981622482e-07
1926,1.1146138456652466e-09,8.248142648881185e-07
1927,1.0034302722061739e-08,8.295023121718259e-07
1928,6.8556245125250825e-09,7.678299880353734e-07
1929,0.0,7.553195473519736e-07
1930,1.0503603542488804e-09,8.140292493408197e-07
1931,1.1405356659111021e-09,8.930394415074261e-07
1932,1.0959536611565568e-09,7.956623448990285e-07
1933,2.2941324395731044e-09,7.387106393252907e-07
1934,0.0,1.1813838227681117e-06
1935,0.0,8.449608799310226e-07
1936,1.2124714565686645e-09,8.463050562568242e-07
1937,1.2591118148108649e-09,8.335319989782874e-07
1938,0.0,6.988250333961332e-07
1939,0.0,7.769377816657652e-07
1940,0.0,8.038431928980572e-07
1941,0.0,6.434275405808876e-07
1942,6.068423541449874e-09,8.010318879314582e-07
1943,0.0,9.290352522839385e-07
1944,0.0,8.354284091183217e-07
1945,4.357008087652048e-09,7.646549420314841e-07
1946,1.3921104269343232e-09,7.461711675205152e-07
1947,1.1920870957027319e-09,8.010825354176632e-07
1948,4.348755133776194e-09,8.719254083189298e-07
1949,1.9634016634739737e-09,8.697869589013862e-07
1950,0.0,8.242404874181375e-07
1951,0.0,8.891609013517154e-07
1952,1.0544803918932644e-09,8.47802255066199e-07
1953,2.1547654771580937e-09,8.931502861742047e-07
1954,9.772536113672459e-10,6.977591056056553e-07
1955,3.754243138587299e-09,7.001663675509917e-07
1956,6.104799332717903e-09,6.898422952872352e-07
1957,2.6505113104313693e-09,6.493752948699694e-07
1958,2.068060889204304e-08,7.130673793653841e-07
1959,4.960478605653407e-08,7.587981940559985e-07
1960,2.7683333403416555e-09,7.052329351608932e-07
1961,5.55852741612739e-09,7.740249543530808e-07
1962,6.341956404476434e-10,6.551240971930383e-07
1963,0.0,7.455359423147456e-07
1964,0.0,7.06348714629712e-07
1965,2.73602163147757e-09,6.544564143950993e-07
1966,3.323444963676536e-09,6.364396654134907e-07
1967,4.930335695263466e-09,5.704398517991649e-07
1968,1.3474247273492779e-09,7.073979872984637e-07
1969,3.1792304344691047e-09,6.962514476072101e-07
1970,2.7592350626548523e-09,6.760125756954949e-07
1971,2.0553589941130213e-09,6.119831255091412e-07
1972,8.721249500354133e-09,5.52003825760039e-07
1973,4.961883570686609e-09,5.447045055007038e-07
1974,9.000914458212605e-09,5.490558123710798e-07
1975,2.2845920710778955e-09,5.488732313096989e-07
1976,7.427584769459372e-09,4.679378378114052e-07
1977,2.3507127355770763e-09,5.065786012892204e-07
1978,5.940591241149207e-09,5.07326490151172e-07
1979,5.266775904289034e-09,4.757654323839233e-07
1980,1.0233271119375331e-08,4.894914695796615e-07
1981,8.223214109648325e-09,4.535419009243924e-07
1982,1.738100685599875e-08,5.065321602160111e-07
1983,8.841442245000053e-09,4.9070007435148e-07
1984,2.3196033982486597e-09,4.320261268730974e-07
1985,6.015557829641693e-09,4.5898707412561635e-07
1986,4.196139880008332e-09,4.112216913654265e-07
1987,5.49973533381376e-09,4.4242312924325233e-07
1988,1.139345240375178e-08,4.353498184173077e-07
1989,1.0976243913773942e-08,4.1380440052307677e-07
1990,4.90378582185258e-09,4.740326460250799e-07
1991,6.4476115557710045e-09,4.2026704250019975e-07
1992,6.611933001110515e-09,4.2040875314341974e-07
1993,7.754890507527534e-09,4.198719238956983e-07
1994,7.384897138251745e-09,3.850696543850063e-07
1995,1.3556126887692699e-08,3.8987420225566893e-07
1996,1.3879040139386234e-08,4.1583737697692413e-07
1997,3.835915585170824e-09,3.989352137523383e-07
1998,1.954933015468896e-08,3.847880236662604e-07
1999,1.3710603319339043e-08,3.459642243797134e-07
2000,1.2370488189361595e-08,3.636039878074371e-07
2001,2.2344179839706158e-08,3.596974806896469e-07
2002,1.4019908789464353e-08,3.504977144075383e-07
2003,1.3750845795357236e-08,3.416876666051394e-07
2004,9.690540592188768e-09,2.990853147366579e-07
2005,9.007499190971657e-09,3.2246848036265874e-07
2006,7.823991010624809e-09,3.38078763206795e-07
2007,2.7961355453243186e-09,2.9958596314827446e-07
2008,5.108927503272298e-09,3.180307430739049e-07
2009,5.721831008997924e-09,3.4426349770910747e-07
2010,5.668551850135373e-09,2.9240277399367187e-07
2011,9.55992973672437e-09,3.0018179586477345e-07
2012,5.106378986319271e-09,2.3421259243150416e-07
2013,1.1156500168141292e-08,2.13646984548177e-07
2014,1.0394137106572998e-08,2.4123059461089724e-07
2015,7.093041182182347e-09,2.3185378950074664e-07
2016,9.528164313099552e-09,2.8584491928995703e-07
2017,9.307762255383878e-09,2.1131134531060525e-07
2018,8.26069346260283e-09,1.8818892044691893e-07
2019,7.90806181649728e-09,1.7958953435481817e-07
