year,deux_DET ânes_NOUN,deux_DET anes_NOUN,deux_DET vannes_NOUN
1966,3.821961513938987e-08,1.6617224263271169e-09,2.714146618565394e-08
1967,4.240088635754091e-08,3.9442684118817795e-09,4.6345153048577004e-08
1968,4.446501522537005e-08,4.940557352117736e-09,3.5482184745916356e-08
1969,2.770472290469783e-08,9.083515606356229e-10,3.72424142636163e-08
1970,2.713247715391276e-08,0.0,2.8971967602764437e-08
1971,1.8498230724972586e-08,1.0276794970565106e-09,3.0316544830100156e-08
1972,2.5137719461554298e-08,2.0520587451500205e-09,3.43719843698409e-08
1973,2.5360738176161135e-08,2.205281512956958e-09,4.024638911026557e-08
1974,2.869041559883101e-08,7.875800456247362e-09,3.094064471298452e-08
1975,3.198428855100133e-08,1.1422960355389478e-09,2.9699696479923432e-08
1976,3.7137924513430676e-08,1.7140580621521906e-09,2.6282224174778435e-08
1977,3.8199080898415616e-08,0.0,1.8218023756233492e-08
1978,3.089107414311343e-08,2.9702956760857546e-09,1.7227714810275074e-08
1979,2.340789395649523e-08,1.1703946700691858e-09,2.57486831856113e-08
1980,2.160357237546151e-08,1.7055452605774235e-09,1.8192482298395873e-08
1981,2.8464973267361415e-08,4.427884614521815e-09,3.0362638625547334e-08
1982,2.7313009631768637e-08,6.207502289967692e-10,2.2347007799794483e-08
1983,2.905045337620038e-08,6.315316047889041e-10,1.5156758848000607e-08
1984,2.783524044591701e-08,4.059306002446306e-09,1.449752107252067e-08
1985,3.308556917325234e-08,0.0,1.3234227935754461e-08
1986,3.356911859597744e-08,1.1988970927134801e-09,1.8582904326436278e-08
1987,4.1553554819273586e-08,0.0,1.283271516827611e-08
1988,2.8783458949632745e-08,1.798966087207532e-09,4.797243047249822e-09
1989,4.11609154538084e-08,1.6464366536794728e-09,8.232183490441969e-09
1990,2.2884334871520196e-08,5.44865097484859e-10,1.1987032033644596e-08
1991,2.2273568156538914e-08,2.344586080837985e-09,1.582595565707834e-08
1992,1.8182816252654277e-08,1.1019888335184191e-09,8.815910779169656e-09
1993,3.489700661774009e-08,1.1078414852150331e-09,1.1632335983335906e-08
1994,3.692448635739254e-08,5.274926606624319e-10,1.4769794165481187e-08
1995,3.578817542315704e-08,3.253470381991974e-09,4.880205906054869e-09
1996,3.5765217454297726e-08,1.067618438099771e-09,6.939519847648512e-09
1997,3.9797624973303414e-08,5.274384040632185e-09,1.2946214988929228e-08
1998,2.956240197082849e-08,2.3840646123929332e-09,1.001307092796111e-08
1999,3.1077367124154875e-08,4.570201161957499e-10,9.140402046359242e-09
2000,4.1087692359553785e-08,8.836062992401139e-10,4.418031607222872e-09
2001,3.373532986294947e-08,2.628727069353687e-09,1.3143635346768434e-09
2002,4.994592517348906e-08,0.0,6.133709984368352e-09
2003,4.125253783016092e-08,4.166922806803086e-09,7.083768960303161e-09
2004,3.655976898997437e-08,4.404791253964646e-10,8.809582757729473e-09
2005,3.963299732845371e-08,0.0,3.602999676388663e-09
2006,6.382729611509319e-08,0.0,7.823990788580204e-09
2007,3.714865792758815e-08,2.3966877371606188e-09,9.18730247434496e-09
2008,3.193079733954107e-08,4.257439678578834e-10,6.811903485726134e-09
2009,5.531103219880151e-08,1.430457752249481e-09,7.629108011997232e-09
2010,5.243410194921694e-08,4.723793023408973e-10,1.039234459598859e-08
2011,5.200601815857908e-08,7.64794394481072e-10,1.1089518581197666e-08
2012,6.093612192614728e-08,3.404252713057332e-10,1.1234033953089195e-08
2013,5.717706264007916e-08,8.367375126105969e-10,8.925200134513034e-09
2014,5.240377243254102e-08,6.496335552830246e-10,6.063246710263925e-09
2015,6.184245293638924e-08,4.433150790905671e-10,7.314698985405599e-09
2016,5.98617266867052e-08,0.0,3.5212779914139958e-09
2017,8.90526430374905e-08,0.0,9.05620051172562e-09
2018,4.7498985633609436e-08,2.323319980845895e-09,7.228106835288628e-09
2019,4.1326001287700365e-08,2.55098775436835e-10,1.0714148457324768e-08
