year,deux_DET ânes_NOUN,deux_DET anes_NOUN,deux_DET vannes_NOUN
1800,4.087413785214267e-08,0.0,3.144164484325529e-09
1801,5.2386017301842e-08,0.0,7.143547975374531e-09
1802,1.2308120744819462e-07,4.475680270843441e-09,4.475680270843441e-09
1803,1.1702035251914822e-07,1.755305278905439e-08,3.900678446910888e-09
1804,2.4718509461507665e-09,2.4718509461507665e-09,2.2246657849223084e-08
1805,1.7910130090115217e-07,0.0,3.1271653710973624e-08
1806,3.1698361269150155e-08,2.881669125542885e-09,2.0171682990621775e-08
1807,6.54799698907027e-08,0.0,0.0
1808,1.2916621727754318e-07,0.0,0.0
1809,9.713831161661801e-08,2.259030518203531e-09,0.0
1810,4.212228121858175e-08,0.0,3.510190182964834e-08
1811,7.019814773912003e-08,2.5070767684098882e-09,2.5070767684098882e-09
1812,4.5342540389015085e-08,5.3344164641089264e-09,2.1337665856435706e-08
1813,8.052076805320496e-08,2.8757416448144113e-09,0.0
1814,4.09068032780624e-08,0.0,3.1466771410748606e-09
1815,1.24072281337817e-07,0.0,0.0
1816,6.952811659743929e-09,0.0,0.0
1817,4.670620379343404e-08,1.556873407970727e-09,0.0
1818,1.0013789086826819e-07,5.960588467246453e-09,1.7881766511962383e-08
1819,6.83169290027763e-08,0.0,7.866798057420965e-08
1820,1.044250339532482e-07,3.5599443393152796e-09,0.0
1821,5.1279739565757154e-08,0.0,6.903041693817613e-09
1822,6.215881853677274e-08,0.0,1.604098542884458e-08
1823,2.569498569471307e-08,0.0,1.5812298692630122e-08
1824,6.484256775962649e-08,0.0,9.263223965660927e-09
1825,6.427973353595462e-08,8.805443041381977e-10,1.0566531649658373e-08
1826,1.426893518896577e-07,0.0,2.4662355713189754e-08
1827,3.410390991831491e-08,0.0,2.2121454890111636e-08
1828,3.485474309172787e-08,0.0,7.337841001486822e-09
1829,8.830371589496622e-08,8.57317605795771e-10,4.286587973467704e-09
1830,3.131050907434485e-08,1.0436835840010872e-09,9.39315203396518e-09
1831,6.080570358335535e-08,1.5591206103948707e-09,7.016042502527853e-08
1832,1.0418076201723636e-07,1.3529969367098715e-09,3.2471927369215337e-08
1833,1.401619093011064e-07,4.6334514003376626e-09,3.0117434990373226e-08
1834,9.054494998217422e-08,0.0,1.213489042584115e-08
1835,1.0285799589837552e-07,7.563087933704082e-10,1.5882484660778573e-08
1836,6.787957484988283e-08,2.0162250202737653e-09,1.2097349788575684e-08
1837,7.792837530828933e-08,1.3915781860163179e-09,6.957891152126194e-09
1838,7.763959075646198e-08,6.312161904276081e-10,9.468243078458727e-09
1839,5.8029242744339626e-08,6.9914751765765e-10,1.0487212875887053e-08
1840,6.051204382018227e-08,0.0,2.0383003729307347e-08
1841,5.200644181968528e-08,6.420548537278137e-10,2.8892467973662406e-08
1842,4.9641160515534466e-08,0.0,2.683305977413397e-08
1843,5.434358302247588e-08,5.31621990873532e-09,1.9492806535570395e-08
1844,3.567564954565228e-08,0.0,2.0307677428554882e-08
1845,5.6918326940547104e-08,3.3481367123222583e-09,1.2834524554250493e-08
1846,7.142491753597824e-08,5.269051195355701e-09,1.7563504428608212e-08
1847,3.829188699455699e-08,1.6179670936367074e-09,3.3977309854549276e-08
1848,5.309846384804473e-08,0.0,1.4481398691312819e-08
1849,2.011059541118243e-08,1.6758829879393033e-09,9.217355989576959e-09
1850,5.023857241326368e-08,0.0,8.146795238417326e-09
1851,3.418202498828293e-08,0.0,2.5152811389261842e-08
1852,3.906327439295865e-08,6.510545436100301e-10,1.5625309046640723e-08
1853,6.389967244224692e-08,0.0,1.1943863675867306e-08
1854,3.896748346221557e-08,0.0,1.3508727469968562e-08
1855,8.650307137259006e-08,3.714855978387277e-09,2.7596072982305486e-08
1856,4.7630141608578924e-08,2.588594560926083e-09,1.035437813268203e-08
1857,3.075350663017673e-08,0.0,2.0990488680538988e-08
1858,5.2851700349521025e-08,4.893676019968041e-10,4.4532452836421044e-08
1859,3.0553039875869104e-08,5.092173349652285e-10,5.092173349652285e-09
1860,5.126446067649226e-08,0.0,8.696649622663699e-09
1861,4.5744847021467194e-08,0.0,1.6034276129062164e-08
1862,6.460720403111964e-08,1.355395878865906e-09,8.58417428806213e-09
1863,3.296449735401552e-08,1.9978483312144135e-09,1.548332484446746e-08
1864,4.219360705270958e-08,4.794727948009836e-10,1.0548401374599337e-08
1865,5.318734097592426e-08,2.3534221793575227e-09,4.424433797112215e-08
1866,5.3521742815476614e-08,1.9462451650298362e-09,4.3790516213171315e-09
1867,7.376273636339192e-08,1.94112459439566e-09,1.4073153309368536e-08
1868,7.508608490525148e-08,4.44588676984381e-09,3.5073104864835614e-08
1869,4.248661533701181e-08,0.0,2.1487484458404538e-08
1870,3.4404294080303544e-08,4.013834153937523e-09,4.587239033071455e-09
1871,2.1242354097950056e-08,0.0,2.7615060904651045e-08
1872,4.958818244915619e-08,3.023669647994609e-09,9.675742873582749e-09
1873,5.088103804951061e-08,0.0,2.6937019892425695e-08
1874,4.7796871516236905e-08,2.987304570378768e-09,5.138163894358172e-08
1875,6.007603658986227e-08,5.721527140956084e-10,3.3757010520218955e-08
1876,9.069022510743707e-08,1.813804439976252e-09,2.6602465119651697e-08
1877,5.999271568413178e-08,6.184815992682502e-10,3.958282324134643e-08
1878,3.804625903214287e-08,4.8312708278430705e-09,4.227362060404971e-08
1879,7.086817055412808e-08,1.221865053580018e-09,6.109325378922392e-09
1880,6.67456026004487e-08,6.417846254436199e-10,8.343200130767059e-09
1881,7.739483187663154e-08,6.972507571312292e-10,1.1853263259808955e-08
1882,5.1246464183307694e-08,1.9966155395678697e-09,4.658769592325029e-09
1883,5.624211807386814e-08,1.2638677882037541e-09,1.3902545781263598e-08
1884,9.506443898743555e-08,0.0,1.650424330534861e-08
1885,3.99629418446068e-08,7.090199150017185e-09,2.578254254537171e-08
1886,3.613939769664398e-08,1.2906927748801422e-09,1.2906927304712212e-08
1887,6.006610636655196e-08,6.528924623161458e-10,1.828098916689669e-08
1888,5.389522428345117e-08,6.340614699951175e-10,3.170307283362206e-08
1889,4.8868068258656194e-08,1.8795410228200637e-09,2.4434033463194282e-08
1890,4.9813336122639384e-08,1.3108772956016423e-09,2.6872984115744458e-08
1891,4.52569608455633e-08,6.374220040683554e-10,3.1233678310371715e-08
1892,4.199903225199364e-08,0.0,3.3849967051580165e-08
1893,2.093861639629324e-08,6.158416554491453e-10,3.017624028434085e-08
1894,3.276800453200224e-08,1.2603078580752936e-09,2.520615716150587e-08
1895,5.356566923353512e-08,6.018614495673091e-10,2.2870735527646957e-08
1896,6.073939662343264e-08,4.717623069971921e-09,1.9460195621601173e-08
1897,3.437761009195128e-08,2.330685422435863e-09,3.2046924891560025e-08
1898,3.621346988946783e-08,5.6583548957434e-10,4.4701002455127536e-08
1899,3.371822643316591e-08,0.0,2.3768587098516036e-08
1900,3.322273922634622e-08,5.191053142894475e-10,2.5955266158561585e-08
1901,4.750427973210236e-08,1.676621730339889e-09,2.794369446945666e-08
1902,2.504244789314214e-08,2.4551419786078554e-09,7.021705616949703e-08
1903,3.9961630449170116e-08,4.860198243861191e-09,3.4021387929072944e-08
1904,3.869730136329963e-08,1.0749250378694342e-09,4.030968892010378e-08
1905,3.354493482987664e-08,5.160759042333041e-10,1.083759376685478e-08
1906,5.144184367367188e-08,1.0288369045596824e-09,4.1153474406030455e-08
1907,3.394276637536109e-08,1.028568674676933e-09,3.08570609064418e-08
1908,3.487086286391161e-08,4.4202499438483756e-09,3.388858438313491e-08
1909,4.510806395074951e-08,3.300590023513905e-09,4.400786757230435e-08
1910,2.6720753276698872e-08,1.6032452032632705e-09,4.2218788909309524e-08
1911,3.830669381699181e-08,1.0640748282497725e-09,4.4691143230579655e-08
1912,3.386123803572616e-08,1.0418842455450772e-09,4.7926673740761316e-08
1913,3.712092810914669e-08,1.590896969716482e-09,2.9166443038519674e-08
1914,4.0850137772441286e-08,6.696743715117748e-10,3.750176569283781e-08
1915,5.0657277039789506e-08,0.0,3.769843803791417e-08
1916,2.0876177231343718e-08,2.197492410260793e-09,1.7579939282086343e-08
1917,6.031533583694682e-08,0.0,6.799182905581347e-08
1918,2.1824114959656526e-08,0.0,2.756730221875614e-08
1919,1.1049418269237776e-08,0.0,4.1435318731686266e-08
1920,3.407504234331782e-08,7.572231730534895e-10,7.042175553806374e-08
1921,2.6504616390532476e-08,1.5145494858259667e-09,2.7261891411001216e-08
1922,2.4347187099760248e-08,2.21338064543275e-09,4.352981863853245e-08
1923,1.8047111804975202e-08,1.0615948120573648e-09,2.9724653849427796e-08
1924,5.0277335184034655e-08,6.4458122173149945e-09,4.769901074119787e-08
1925,2.639562790562877e-08,1.0998177923937646e-09,2.3096173418224453e-08
1926,5.907453304310195e-08,3.3438415369957397e-09,6.353298864780754e-08
1927,2.341337179689873e-08,2.2298449753321847e-09,4.4596899506643695e-08
1928,2.6279895148917376e-08,0.0,4.227635264086871e-08
1929,4.121950469837543e-08,1.1140406375176326e-09,3.787738034333188e-08
1930,4.411513465640837e-08,1.0503603542488804e-09,3.67626118435993e-08
1931,4.1059285749156516e-08,0.0,4.334035352826504e-08
1932,2.7398840751757803e-08,0.0,6.137340635703481e-08
1933,2.5235456169170334e-08,2.2941324395731044e-09,4.4735583459853956e-08
1934,2.7557634396657704e-08,0.0,3.354842448288764e-08
1935,7.061287377041481e-08,0.0,4.308582113310422e-08
1936,4.7286384585731867e-08,1.2124714565686645e-09,6.304851485339213e-08
1937,3.273690651894867e-08,0.0,4.406891207509034e-08
1938,6.61225918463515e-08,1.2965214457594243e-09,5.963998717106733e-08
1939,2.2941075705773528e-08,1.5294050470515685e-09,4.129393538221393e-08
1940,1.5214697057785997e-08,0.0,2.2822046030768206e-08
1941,5.312704765003673e-08,2.9515025978810172e-09,5.312704587367989e-08
1942,2.4273694831933312e-08,3.034211770724937e-09,6.068423541449874e-09
1943,4.6451763546784264e-08,0.0,3.4838822049465534e-08
1944,3.534504600111177e-08,3.2131861615880553e-09,5.1410978585408884e-08
1945,1.9606536394434215e-08,0.0,3.485606514530559e-08
1946,4.315542412314244e-08,0.0,4.454753277371992e-08
1947,3.814678839475505e-08,2.3841741914054637e-09,1.0728784083369192e-08
1948,3.913879575989654e-08,3.2615663503321457e-09,4.348755044958352e-08
1949,2.846932367628341e-08,0.0,5.2030142749792674e-08
1950,5.424034466017247e-08,4.2541445921528975e-09,4.0414374069541736e-08
1951,3.411648485940333e-08,2.1322803522849654e-09,6.716683431662318e-08
1952,3.479785126714319e-08,0.0,4.745161719110769e-08
1953,3.124409886368085e-08,1.0773827385790469e-09,4.955960530850234e-08
1954,3.224936984125293e-08,9.772536113672459e-10,5.374894929133234e-08
1955,4.129667274810345e-08,9.385607846468247e-10,6.663781704219218e-08
1956,2.9651880950609666e-08,2.616342476002842e-09,4.534993625071593e-08
1957,3.9757668490736364e-08,8.835037701437898e-10,5.03597163969971e-08
1958,3.8879544250747244e-08,2.481673033738474e-09,4.6324563740540725e-08
1959,3.332821663093455e-08,0.0,5.658045942880108e-08
1960,3.3219999195921446e-08,1.3841666701708277e-09,3.1835833746995945e-08
1961,3.3351164663297794e-08,1.3896318540318475e-09,5.975416961234714e-08
1962,4.312530377248436e-08,1.9025869213429303e-09,4.693047728210331e-08
1963,3.362347777979835e-08,1.2932106496776896e-09,4.3322555987046485e-08
1964,4.623815974547085e-08,2.4335873316516654e-09,6.814044706260347e-08
1965,4.322914293197755e-08,0.0,2.681301314311213e-08
