year,vos_DET airs_NOUN,vos_DET verres_NOUN
1858,5.1872966366772744e-08,1.4191660235862713e-08
1859,4.786642771037464e-08,1.6804172275897145e-08
1860,6.087654602637826e-08,1.7851017636294486e-08
1861,4.810282866474225e-08,8.017138064531082e-09
1862,3.885468324860142e-08,1.9879140111811466e-08
1863,5.044567208400963e-08,8.490855130105501e-09
1864,6.856460954551835e-08,1.2466292886870178e-08
1865,4.7068444919418084e-08,7.0602665935837194e-09
1866,5.1575495207956124e-08,1.4596838404656864e-08
1867,5.386620571812273e-08,2.7661025470138156e-08
1868,5.236266353847441e-08,1.8277534152844055e-08
1869,7.325278961189952e-08,2.490594752657671e-08
1870,2.8670243512607385e-08,3.1537268796455464e-08
1871,2.549082545044712e-08,2.2304472935275044e-08
1872,3.9307707089264454e-08,2.4794092001734214e-08
1873,2.9930021461233025e-08,7.781805422268917e-09
1874,3.5847653734322193e-08,1.7923827755339516e-08
1875,3.37570102426632e-08,2.574687130163511e-08
1876,5.6832537564943664e-08,1.874264654588842e-08
1877,6.865146029433333e-08,3.710889728836264e-08
1878,3.442280499532657e-08,1.268208649207736e-08
1879,6.048231937505477e-08,6.659164675237861e-08
1880,3.3372801855335865e-08,2.8238524407697696e-08
1881,1.8128519629900808e-08,8.367008919041297e-09
1882,5.923292589748996e-08,7.986462158271479e-09
1883,4.613117443597048e-08,1.2638677659992936e-08
1884,3.4328825115892414e-08,1.2543224237049344e-08
1885,1.4180398411056672e-08,1.0313017217988829e-08
1886,2.5813855941692054e-08,1.871504551331782e-08
1887,2.7421483972389638e-08,9.793386546164129e-09
1888,3.4873380627686856e-08,3.043495055976564e-08
1889,2.7566601445982997e-08,7.51816386923565e-08
1890,1.8352282582512203e-08,3.0150179242127706e-08
1891,4.971891465199718e-08,3.888274235919198e-08
1892,3.635737289009455e-08,2.3193495124473884e-08
1893,2.2170299485146927e-08,1.9091091374434654e-08
1894,2.6466465019581165e-08,2.2685540557176864e-08
1895,2.407445731655855e-08,2.8287487907618925e-08
1896,3.715128332748563e-08,3.4792471126365854e-08
1897,3.43776108691074e-08,4.952706689209663e-08
1898,1.697506502029711e-08,3.677930848766664e-08
1899,2.65323762960179e-08,3.15071986278781e-08
1900,3.426095018799202e-08,3.997110964437667e-08
1901,3.409130766574009e-08,5.309301803757549e-08
1902,2.1114220427609354e-08,4.4683582001159294e-08
1903,1.4580595175672784e-08,3.456140973412403e-08
1904,2.0961038238453966e-08,3.9772224624812225e-08
1905,1.3934049136743454e-08,4.335037573355294e-08
1906,3.806696413644062e-08,3.240836221607424e-08
1907,3.394276593127188e-08,3.188563013623025e-08
1908,2.7503778587956162e-08,2.1118973236866623e-08
1909,3.13556076103616e-08,4.1257376182102234e-08
1910,5.076943265791556e-08,4.80973554317643e-08
1911,3.724261787851901e-08,4.575521828087403e-08
1912,3.2298411722919695e-08,7.08481309175113e-08
1913,3.606033122105501e-08,4.560571259526469e-08
1914,3.616241528447972e-08,5.424362470307642e-08
1915,2.1205371236732162e-08,4.947920118070215e-08
1916,2.8567401111345703e-08,3.076489463182952e-08
1917,2.8512703309502285e-08,1.2063066656686772e-08
1918,6.087779347296873e-08,2.1824114071478107e-08
1919,3.314825391953491e-08,2.5781975665495338e-08
1920,2.8017257847068322e-08,2.1202248845497706e-08
1921,3.634918815942356e-08,2.3475516641724425e-08
1922,5.976127831486266e-08,3.172512208493572e-08
1923,4.352538862661959e-08,3.715581797791856e-08
1924,5.0277336072213075e-08,4.2542360634278964e-08
1925,4.2892892793133797e-08,5.169143757477457e-08
1926,3.78968714187522e-08,3.232380052509143e-08
1927,5.9090890403012963e-08,3.4562596340492746e-08
1928,3.313552077166548e-08,2.9707706517001498e-08
1929,6.461435875237953e-08,3.007909676888687e-08
1930,3.7812974085227324e-08,4.8316576073403894e-08
1931,2.8513392535955973e-08,2.5091784650044247e-08
1932,2.6302887090601246e-08,2.6302888755935783e-08
1933,3.211785326584504e-08,1.3764794637438627e-08
1934,1.677421224144382e-08,2.516131836216573e-08
1935,2.393656828303392e-08,3.351119559624749e-08
1936,2.0612015205756506e-08,3.273672888326473e-08
1937,3.651424218542587e-08,3.5255130370615007e-08
1938,2.2040865133021725e-08,3.1116513810047763e-08
1939,3.6705721129237645e-08,3.211750509990452e-08
1940,4.3108308034334186e-08,1.5214697057785997e-08
1941,2.6563523380929155e-08,8.854508237732261e-09
1942,2.7307905936524435e-08,3.034211815133858e-08
1943,5.8064703711835364e-08,2.0322646676618206e-08
1944,3.213186161588055e-08,2.5705489292704442e-08
1945,1.5249527862692958e-08,3.921307278886843e-08
1946,6.125285700875338e-08,2.9234318077442367e-08
1947,4.0530959921625254e-08,2.1457568166738383e-08
1948,2.9354097819123126e-08,3.8051606310318675e-08
1949,2.552422073698324e-08,2.4542519905246252e-08
1950,3.19060831088791e-08,2.8715476219076663e-08
1951,1.7058242818279723e-08,1.8124383771578323e-08
1952,2.741649041126948e-08,1.2653764258629963e-08
1953,2.693456835345387e-08,2.5857185281807915e-08
1954,2.8340354951694735e-08,1.3681550115052232e-08
1955,3.378819002364253e-08,2.5341140741375057e-08
1956,2.8779766569897447e-08,3.052399510927728e-08
1957,2.6505112771246786e-08,1.236905244894615e-08
1958,3.7225095728121715e-08,2.7298403537656668e-08
1959,3.7978666100890734e-08,1.6276571201956358e-08
1960,4.0832916214927906e-08,2.353083417006019e-08
1961,2.640300600376122e-08,1.8760030306985698e-08
1962,3.107558699255719e-08,2.8538803320543593e-08
1963,3.879631949033069e-08,2.133797494252576e-08
1964,2.9203048756976102e-08,2.3727476872181796e-08
1965,3.994591679656878e-08,2.1888174217554734e-08
1966,4.7636043332133227e-08,3.101881773659443e-08
1967,4.9303355398322424e-08,2.120044340081506e-08
1968,4.2668450106475575e-08,2.380450325745187e-08
1969,3.860494268703718e-08,1.4987801222332564e-08
1970,2.3453497643988186e-08,2.8512094740751337e-08
1971,2.620582706391872e-08,1.9525909777939887e-08
1972,2.4111690422046195e-08,2.2572647029317494e-08
1973,7.718485461882807e-09,1.5988291357516005e-08
1974,1.9689501584707614e-08,1.912694358452427e-08
1975,1.313640396460869e-08,2.1703625119329217e-08
1976,2.1140049488721502e-08,1.71405803994773e-08
1977,1.763034590540613e-08,1.1753564010952289e-08
1978,2.316830594040198e-08,1.3663360332039076e-08
1979,2.867466974976196e-08,2.4578287183274483e-08
1980,1.5349907178663358e-08,1.7055451329017757e-08
1981,3.099519241267501e-08,1.897664847483327e-08
1982,9.9320033308814e-09,8.069752976958e-09
1983,3.410270732473464e-08,2.5892796351456582e-08
1984,2.899504214504134e-08,1.333771937339634e-08
1985,2.225756545737312e-08,9.62489254963117e-09
1986,2.2779044428489215e-08,1.1389522269755759e-08
1987,1.8332450224534114e-08,1.3443797020062931e-08
1988,1.1993107784658008e-08,1.1993107784658008e-08
1989,1.2622680567453415e-08,9.878620255143744e-09
1990,1.47113579651581e-08,1.3076762783725826e-08
1991,2.0515127652220855e-08,1.4653663171770859e-08
1992,2.1488782808720686e-08,2.093778861400608e-08
1993,1.717154241021035e-08,1.3848018731721368e-08
1994,1.7407257746349103e-08,7.912389854425328e-09
1995,1.626735279813829e-08,1.6809597269684673e-08
1996,1.7615704006601618e-08,5.925282309249269e-08
1997,1.8220598585472203e-08,8.24721847481058e-08
1998,1.2873949017944142e-08,3.719140773128515e-08
1999,9.597422329088445e-09,1.6452723627935484e-08
2000,1.5021306976059634e-08,1.899753598877396e-08
2001,1.533424159871899e-08,1.664860427297299e-08
2002,2.2782351449812666e-08,9.200564754507923e-09
2003,1.4584229823810801e-08,1.1667384391955693e-08
2004,2.2904915297772277e-08,2.2023955992267474e-08
2005,1.711424801875694e-08,9.908249332113428e-09
2006,2.017765970974139e-08,1.8118715416903797e-08
2007,2.5165220352008077e-08,1.7975157362570826e-08
2008,2.639612536881053e-08,2.1287197782271505e-08
2009,2.288732470212551e-08,4.4821009792528343e-08
2010,4.2986517012622016e-08,4.7237929123866707e-08
2011,3.823972066774317e-08,6.38603345759492e-08
2012,5.7531869934734914e-08,7.080845559892524e-08
2013,6.387096518345459e-08,6.191857615522878e-08
2014,7.665676071688665e-08,6.258136925341162e-08
2015,7.403361701463496e-08,6.627560167338231e-08
2016,7.726098316673813e-08,7.332543527915902e-08
2017,4.779661522125167e-08,5.0815348373589586e-08
2018,6.815071795784888e-08,5.3178212500171185e-08
2019,5.892781684835313e-08,5.8672719793761985e-08
