year,vos_DET allées_NOUN,vos_DET vallées_NOUN
1800,1.2576657937302116e-08,3.144164395507687e-08
1801,0.0,4.7623651688866175e-09
1802,1.1189200677108602e-08,8.951360541686881e-09
1803,1.755305234496518e-08,1.755305234496518e-08
1804,0.0,7.4155526164076946e-09
1805,2.55858996212055e-08,0.0
1806,0.0,2.881669125542885e-09
1807,1.4234775136401367e-08,2.8469551160981155e-09
1808,1.3596443970698147e-08,0.0
1809,3.840352036377226e-08,2.259030518203531e-09
1810,1.8721014072298203e-08,0.0
1811,2.757784400841956e-08,0.0
1812,3.467370746079723e-08,0.0
1813,2.0130190847567064e-08,2.8757416004054903e-08
1814,3.776012391654149e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,3.476405652236281e-08,0.0
1817,1.401186100480345e-08,0.0
1818,8.344824387052086e-09,5.960588467246453e-09
1819,1.3456364911235141e-08,0.0
1820,2.3732962262101864e-08,2.0173018810965004e-08
1821,1.676452932031225e-08,1.97229765852569e-09
1822,9.023054303725075e-09,1.1028177482330648e-08
1823,1.3835761869529506e-08,0.0
1824,2.947389532437228e-08,0.0
1825,1.6730341556581152e-08,6.163809906922779e-09
1826,3.3470339388941284e-08,2.642395191543301e-09
1827,1.0139000528042175e-08,1.8434546111834038e-09
1828,1.0089531266022078e-08,2.7516904310687096e-09
1829,1.543171657125697e-08,9.430493719264632e-09
1830,1.7742620928018482e-08,1.2524203008013046e-08
1831,4.677361609140007e-09,1.091384405071949e-08
1832,4.058990921151917e-09,1.3529969367098715e-09
1833,1.0425265983826648e-08,2.3167257001688313e-09
1834,5.600718555598405e-09,1.213489042584115e-08
1835,7.563087933704082e-09,1.9664028627630614e-08
1836,7.392825018825988e-09,6.048674894287842e-09
1837,9.045257876039159e-09,4.87052354003481e-09
1838,1.9567702125300457e-08,5.680945491803868e-09
1839,1.11863602825224e-08,7.690622361167243e-09
1840,7.64362617644565e-09,3.05745047057826e-08
1841,5.778493683550323e-09,2.5040138851295524e-08
1842,9.391571076378114e-09,3.6895457355967665e-08
1843,1.1223130869097986e-08,7.678984226267005e-09
1844,8.232841963717874e-09,1.097712254427563e-09
1845,2.7901139176833567e-09,6.696273757711424e-09
1846,7.025401593807601e-09,7.610851504580296e-09
1847,1.6179670936367074e-09,1.1865092020002521e-08
1848,8.84974404868899e-09,1.045878850192139e-08
1849,4.1897072478036534e-09,5.02764896381791e-09
1850,1.3577992064028876e-09,1.425689166723032e-08
1851,8.384270167027807e-09,1.612359734615154e-08
1852,1.8229528109259263e-08,5.208436348880241e-09
1853,8.957897534855874e-09,5.971931837933653e-09
1854,3.63696517347023e-09,6.234797400583858e-09
1855,6.368324534378189e-09,1.2205955357558196e-08
1856,5.694908100650764e-09,8.801221973442352e-09
1857,1.9037885268247123e-08,1.4644527368545823e-08
1858,3.6213202214696594e-08,9.297984604472731e-09
1859,1.3748867822016564e-08,1.323965115318515e-08
1860,2.288591893773173e-08,8.696649622663699e-09
1861,5.187560159214399e-09,1.697746859763427e-08
1862,2.304173052358749e-08,2.846331392802881e-08
1863,1.0988165932701577e-08,1.2986014041871385e-08
1864,1.0548401263577034e-08,8.63051052846231e-09
1865,7.0602665935837194e-09,1.1296426905005319e-08
1866,1.2650593461671633e-08,1.216403244796993e-08
1867,6.79393608038481e-09,6.308654931785895e-09
1868,7.903798504571569e-09,1.778354707937524e-08
1869,1.0255390314739543e-08,1.12320943657096e-08
1870,1.0894692703544706e-08,1.7202147262196377e-08
1871,2.1242354542039266e-09,3.18635318130589e-09
1872,9.071008832961525e-09,1.0885210954825197e-08
1873,1.2570609442263958e-08,1.1373408881354408e-08
1874,1.1351757756017378e-08,4.779687312606029e-09
1875,2.2886109007913547e-08,8.010138330405425e-09
1876,7.255217759905008e-09,1.269663130187837e-08
1877,1.793596560162314e-08,5.566334504436554e-09
1878,1.69094480639842e-08,4.2273621270183526e-09
1879,1.4051448227192509e-08,7.331190321480108e-09
1880,8.984985200299889e-09,5.134277225593564e-09
1881,2.7890030285249168e-09,1.3945014920579979e-08
1882,6.655385131892899e-09,2.6621540527571597e-09
1883,3.159669414998234e-09,5.687405213450347e-09
1884,6.601696966868076e-09,9.902545450302114e-09
1885,7.7347630522695e-09,5.156508553483263e-09
1886,8.38950331427668e-09,1.2906927748801422e-09
1887,5.876032105334161e-09,5.876032105334161e-09
1888,1.2047167707862627e-08,0.0
1889,5.6386229019267375e-09,7.51816386923565e-09
1890,1.0487018364813139e-08,5.898947996740844e-09
1891,1.2748440081367107e-09,3.824531802365527e-09
1892,1.3163876211308434e-08,7.522215073052507e-09
1893,1.4164357686752282e-08,1.2316833108982905e-09
1894,6.301539068331863e-09,2.520615716150587e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,4.717623180994224e-09,2.948514543632541e-09
1897,1.2236098356765979e-08,6.992056267307589e-09
1898,7.355861253444118e-09,1.1316709791486801e-08
1899,6.080336234504102e-09,1.1607914629507832e-08
1900,2.595526460424935e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,1.117747761014698e-08
1902,1.1293653123800595e-08,1.0311596021495006e-08
1903,2.1600881083827517e-09,1.3500550899436803e-08
1904,6.449550227216605e-09,1.1286712897629059e-08
1905,3.6125313851442797e-09,6.708986699521802e-09
1906,5.658602919567102e-09,4.629765903985117e-09
1907,7.199980611716228e-09,2.057137349353866e-09
1908,3.437972351250096e-09,2.9468334439286537e-09
1909,1.6502950117569526e-08,3.300590023513905e-09
1910,5.344150677544235e-09,1.2291546447329438e-08
1911,5.852411444351446e-09,5.852411444351446e-09
1912,1.2502610502451716e-08,4.167536982180309e-09
1913,4.242391771214216e-09,2.0151361468379037e-08
1914,1.3393487430235496e-09,4.68772043404897e-09
1915,9.424609537234119e-09,3.534228465440492e-09
1916,4.394984820521586e-09,6.592477230782379e-09
1917,9.8697816586224e-09,7.676496771580332e-09
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,1.2890987832747669e-08,1.8415696745321952e-09
1920,1.1358347151713133e-08,6.057785384427916e-09
1921,1.741731914250977e-08,7.572747429129834e-10
1922,1.8444838545406128e-08,9.591316185719734e-09
1923,1.3800732112656533e-08,1.0615948120573648e-09
1924,9.02413699321869e-09,1.2891624656674594e-08
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,1.3375366592072169e-08,6.687683296036084e-09
1927,1.0034302277972529e-08,3.3447675740205796e-09
1928,1.0283437212876834e-08,3.4278122562625413e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,2.3107928015519974e-08,5.2518016602221e-09
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,8.377798899061872e-09,9.574627313213568e-09
1936,7.274828739411987e-09,1.333718602225531e-08
1937,3.777335333410292e-09,7.554670666820584e-09
1938,6.482607339819424e-09,0.0
1939,7.647025235257843e-09,9.176430282309411e-09
1940,1.7750480640899013e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,1.089252066321933e-08,4.357008087652048e-09
1946,8.352662561605939e-09,8.352662561605939e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,1.0871887834440486e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,8.529121409139861e-09,8.529121631184466e-09
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,1.8315507332999914e-08,1.0773827385790469e-09
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,1.0324169075204281e-08,1.8771215692936494e-09
1956,8.721141364631535e-09,6.976913269340912e-09
1957,7.951533653738352e-09,5.301022731885041e-09
1958,4.963346011965797e-09,2.4816730892496253e-09
1959,1.3951345856355601e-08,6.200598257066758e-09
1960,1.0381250303836964e-08,4.844583401109048e-09
1961,1.250668635321972e-08,3.47407969059077e-09
1962,1.4586500007851555e-08,6.976152100435229e-09
1963,1.6811738556832267e-08,5.819448034571906e-09
1964,1.8251904820854037e-08,2.4335873316516654e-09
1965,1.3680108601477059e-08,2.188817349590977e-09
1966,1.2185964237687585e-08,3.8773522170743036e-09
1967,1.7256175155466735e-08,9.860671168482327e-10
1968,1.7067380397861598e-08,4.042274071025531e-09
1969,6.8126366770115965e-09,0.0
1970,1.0117195081704722e-08,5.058597540852361e-09
1971,1.0276794748520501e-08,1.541519245584766e-09
1972,9.747279428040656e-09,3.0780880067027283e-09
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,5.625571564138454e-09,2.2502286700643026e-09
1975,6.8537762132336866e-09,1.7134440533084216e-09
1976,2.856763492431469e-09,5.142174241967723e-09
1977,1.23412418062685e-08,2.938390863960194e-09
1978,7.722768757822962e-09,2.3762365408686037e-09
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,6.822181042309694e-09,1.7055452605774235e-09
1981,8.223214109648325e-09,6.325549528618524e-10
1982,8.069752865935698e-09,1.2415004579935385e-09
1983,9.47297440490047e-09,1.89459470334441e-09
1984,4.639206796497319e-09,1.739702604197646e-09
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,6.593933898901838e-09,3.5966913891627428e-09
1987,1.0388388815840699e-08,6.110816852533674e-10
1988,6.596209300990807e-09,1.1993107618124554e-09
1989,1.2073868349560257e-08,2.7440609784434855e-09
1990,6.538381391862913e-09,1.6345953479657283e-09
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,8.815910668147353e-09,0.0
1993,9.970573089379542e-09,5.539207592608619e-09
1994,8.967375286772494e-09,1.16048384235512e-08
1995,5.4224509327127635e-09,4.3379608238858225e-09
1996,1.0676184603042316e-08,2.6690460952494277e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,3.814503379828693e-09,8.105819682135973e-09
1999,7.312321859131998e-09,3.656160929565999e-09
2000,5.301637906462986e-09,8.836062992401139e-10
2001,7.448059946568719e-09,1.7524847129024579e-09
2002,6.571832134039113e-09,2.190610748353805e-09
2003,9.167230363704704e-09,1.2500769308587678e-09
2004,4.404791115186768e-09,1.3214374039449694e-09
2005,9.908249332113428e-09,9.007499190971657e-10
2006,5.7650457740976435e-09,3.294311934354255e-09
2007,1.5578470069499417e-08,1.997239706952314e-09
2008,9.792111205220166e-09,3.405951742863067e-09
2009,1.6211854969583328e-08,1.907277002999308e-09
2010,1.1809483002611643e-08,3.3066551718974324e-09
2011,1.7590270573464295e-08,1.911985902935953e-09
2012,2.0425516195077265e-08,2.7234021704458655e-09
2013,2.565995022019152e-08,1.952387529424726e-09
2014,2.9233510168147347e-08,2.8150787950709244e-09
2015,3.0588741317671975e-08,4.433150915805761e-09
2016,2.257760611801274e-08,3.1070099826280284e-09
2017,1.9621769098421282e-08,1.0062445321423752e-09
2018,2.7879840602818007e-08,2.581466596041082e-09
2019,3.239754337025502e-08,1.2754939326953263e-09
