year,dix_DET oies_NOUN,dix_DET voies_NOUN
1893,2.463366621796581e-09,1.046930814263547e-08
1894,0.0,5.041231432301174e-09
1895,1.2037228991346183e-09,1.444467478961542e-08
1896,0.0,9.435246361988447e-09
1897,0.0,6.409385022720926e-09
1898,0.0,2.319925451743643e-08
1899,2.2110313580014918e-09,1.6029977345510815e-08
1900,2.595526460424935e-09,5.710158568206225e-09
1901,0.0,4.470991132876634e-09
1902,2.455141867585553e-09,1.4730852093691738e-09
1903,0.0,1.0800440541913758e-09
1904,2.6873125946735854e-09,9.13686282189019e-09
1905,5.160759042333041e-10,8.77329037196617e-09
1906,2.0576738091193647e-09,1.18316245689698e-08
1907,4.114274698707732e-09,2.5714217422034835e-09
1908,1.4734167219643268e-09,1.0313916831705683e-08
1909,4.400786735025974e-09,2.0903737407707013e-08
1910,0.0,4.809735720812114e-09
1911,5.320374141248863e-10,9.576673676292558e-09
1912,1.0418842455450772e-09,1.6670147928721235e-08
1913,1.060597942803554e-09,2.121195885607108e-09
1914,6.696743715117748e-10,9.37544086809794e-09
1915,0.0,8.246533234057551e-09
1916,0.0,8.789969641043172e-09
1917,0.0,9.869782324756216e-09
1918,0.0,2.2972752589112133e-09
1919,1.8415696745321952e-09,1.3811772614502615e-08
1920,0.0,5.300562211374427e-09
1921,1.5145494858259667e-09,1.438822039290244e-08
1922,0.0,8.853522359686394e-09
1923,0.0,8.492758496458919e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,4.399271169575059e-09
1926,0.0,5.573069228326233e-09
1927,0.0,1.0034302277972529e-08
1928,0.0,3.4278123672848437e-09
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,0.0,4.201441528017824e-09
1931,1.1405356659111021e-09,0.0
1932,0.0,9.863583061431314e-09
1933,0.0,6.882397540763918e-09
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,6.295559185076627e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,6.523132700664291e-09
1949,0.0,1.570721330779179e-08
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,1.0544803918932644e-09,5.272401959466322e-09
1953,0.0,3.232148326759443e-09
1954,0.0,6.840775057526116e-09
1955,0.0,4.6928039232341234e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,0.0,6.184526224473075e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,0.0,1.6276571201956358e-08
1960,6.920833350854139e-10,4.8445834566201995e-09
1961,0.0,8.33779090214648e-09
1962,2.5367825617905737e-09,9.512934440181198e-09
1963,6.466053248388448e-10,2.0044764958981887e-08
1964,6.083968329129164e-10,1.520992043424485e-08
1965,0.0,6.566452104284082e-09
1966,0.0,9.970334780007306e-09
1967,9.860671168482327e-10,9.367637721080513e-09
1968,2.245707841908029e-09,1.0779397818794223e-08
1969,2.2708788183223305e-09,1.0900218921916505e-08
1970,0.0,7.817832603507213e-09
1971,5.138397485282553e-10,2.0553589941130213e-09
1972,5.130146862875051e-10,1.4364411160538992e-08
1973,5.513203782392395e-10,9.37244681864513e-09
1974,5.625571675160757e-10,7.313243344242437e-09
1975,1.1422960355389478e-09,1.8847884586392638e-08
1976,3.9994687561772935e-09,3.4281160132820787e-09
1977,3.526069214387917e-09,5.289103821581875e-09
1978,1.1881182704343018e-09,4.158413835497754e-09
1979,0.0,5.266775904289034e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,5.060439622894819e-09,6.3255494731073725e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,6.315316047889041e-10,5.68378455412244e-09
1984,0.0,3.4794050418618383e-09
1985,6.015558051686298e-10,3.007779025843149e-09
1986,0.0,1.7983456390702202e-09
1987,0.0,5.49973533381376e-09
1988,0.0,1.1993107618124554e-09
1989,5.488122178931576e-10,3.841685636274406e-09
1990,0.0,1.6345953479657283e-09
1991,0.0,3.5168792322792797e-09
1992,3.856960972825618e-09,4.958949750832886e-09
1993,6.093128224193833e-09,2.7696036575264316e-09
1994,1.5824779264761446e-09,5.802419433820205e-09
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,0.0,3.736664311304594e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,5.2449422582867555e-09,4.29131630230728e-09
1999,0.0,4.570201023179621e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,0.0,1.3143635069212678e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,4.1669229178253886e-10,2.0834615144238455e-09
2004,1.7619165015858584e-09,5.726228602398464e-09
2005,4.5037495954858286e-10,5.854874363109275e-09
2006,4.1178899179428186e-10,3.706100981659688e-09
2007,3.994479469415779e-10,4.393927444112933e-09
2008,1.7029758714315335e-09,5.960415716543821e-09
2009,9.53638501499654e-10,3.814554005998616e-09
2010,0.0,2.8342759250676863e-09
2011,2.6767803529281764e-09,7.265546830836911e-09
2012,1.0212758416727752e-09,4.7659537427691134e-09
2013,5.578250084070646e-10,3.068037435216553e-09
2014,4.330890368553497e-10,8.87832563023494e-09
2015,8.866301581811342e-10,4.876465897751814e-09
2016,4.1426800878596737e-10,8.906761828075815e-09
2017,2.515611330355938e-10,8.553078245654433e-09
2018,5.162933414126769e-10,5.421080029321956e-09
2019,1.275493877184175e-09,4.591778068885333e-09
