year,grands_ADJ yeux_NOUN,grands_ADJ vieux_NOUN
1859,2.3637869617232354e-06,0.0
1860,2.371438995396602e-06,0.0
1861,2.1627408841595752e-06,0.0
1862,2.0733039036713308e-06,6.776979422085105e-09
1863,2.3190025331132347e-06,0.0
1864,2.1691348592867143e-06,0.0
1865,2.231514827144565e-06,2.8241067262513297e-09
1866,2.252778813272016e-06,5.352174259343201e-09
1867,2.4996832053147955e-06,1.455843445796745e-09
1868,2.189846100009163e-06,1.4819622196071691e-09
1869,2.470572326274123e-06,1.4650557433881772e-09
1870,1.9272138160886243e-06,5.734048791339319e-10
1871,2.0382040020194836e-06,0.0
1872,2.4388918973272666e-06,2.4189357183956872e-09
1873,2.2232020455703605e-06,1.1972008939764578e-09
1874,2.3151610548666213e-06,2.3898436563030145e-09
1875,2.298337449246901e-06,5.721527140956084e-10
1876,2.437753209960647e-06,7.255217759905008e-09
1877,2.381772674198146e-06,1.2369631985365004e-09
1878,1.952437287400244e-06,0.0
1879,2.2518972855323227e-06,6.10932526790009e-10
1880,2.3399468318530126e-06,7.059631101924424e-09
1881,2.620965688038268e-06,6.972507571312292e-10
1882,2.832531890817336e-06,4.6587693702804245e-09
1883,2.5252079467463773e-06,6.319338829996468e-09
1884,2.8466517960623605e-06,3.9610181801208455e-09
1885,2.71812450591824e-06,1.2891271383708158e-09
1886,2.5794495286390884e-06,1.2906927748801422e-09
1887,2.6337681902077748e-06,4.570247291724172e-09
1888,2.6541813440417172e-06,2.53624587998047e-09
1889,2.29554621000716e-06,2.5060546970934183e-09
1890,2.454617742841947e-06,1.9663159434024635e-09
1891,2.362923396503902e-06,0.0
1892,2.5475235361227533e-06,6.268512375839919e-10
1893,2.4738358206377598e-06,2.463366621796581e-09
1894,2.531328391341958e-06,0.0
1895,2.2834624360257294e-06,6.018614495673091e-09
1896,2.1636199107888388e-06,4.717623180994224e-09
1897,2.183269543820643e-06,4.078699600285063e-09
1898,2.2967262793827103e-06,1.13167097914868e-09
1899,2.2712820282322355e-06,3.3165470370022376e-09
1900,2.243054041173309e-06,0.0
1901,2.0885117919533513e-06,5.588738916095792e-10
1902,1.97982649297046e-06,7.365425602756659e-09
1903,2.2605322556046303e-06,5.400220270956879e-10
1904,2.000972926907707e-06,3.2247751136083025e-09
1905,1.8712912606133614e-06,3.6125313851442797e-09
1906,2.212513663835125e-06,5.144184522798412e-10
1907,2.1131943412910914e-06,1.5428529565042481e-09
1908,2.2459782940131845e-06,2.9468334439286537e-09
1909,2.2510025701194536e-06,1.1001967115120692e-09
1910,2.671540869414457e-06,5.878565634276356e-09
1911,2.0111015146540012e-06,3.1922244847493175e-09
1912,1.908211061163456e-06,5.209421227725386e-10
1913,2.048544956778642e-06,1.5908969142053309e-09
1914,1.8945088413602207e-06,6.696743715117748e-10
1915,1.869606876425678e-06,2.3561523843085297e-09
1916,2.1238763565634144e-06,3.2962386153911893e-09
1917,2.181221816499601e-06,1.0966424435210342e-09
1918,1.8630902332006372e-06,0.0
1919,2.1325377019820735e-06,9.207848372660976e-10
1920,2.1800456124765333e-06,5.300562211374427e-09
1921,1.9878461898770183e-06,0.0
1922,2.5719482437125407e-06,7.377935484775833e-10
1923,2.4416681299044285e-06,4.246379248229459e-09
1924,2.3630348096048692e-06,1.289162443462999e-09
1925,2.492187149982783e-06,1.0998177923937646e-09
1926,2.4042219592956826e-06,1.1146138456652466e-09
1927,3.1619201763533056e-06,4.4596899506643695e-09
1928,2.6337024792155717e-06,1.1426041224282812e-09
1929,2.2993799575488083e-06,1.1140406375176326e-09
1930,2.1112243757670512e-06,7.352522590764465e-09
1931,1.8009058067036676e-06,3.4216069977333063e-09
1932,1.9244946543039987e-06,2.1919073223131136e-09
1933,1.736658305162564e-06,4.588264879146209e-09
1934,1.8942878341476899e-06,1.1981580172459871e-09
1935,1.7354011561110383e-06,1.196828414151696e-09
1936,1.7471713817940326e-06,4.849885826274658e-09
1937,1.7715702824716573e-06,2.5182236296217297e-09
1938,1.8436535356158856e-06,0.0
1939,1.989755901377066e-06,1.5294050470515685e-09
1940,1.4022879213371198e-06,5.0715658339584024e-09
1941,2.31397802963329e-06,2.9515025978810172e-09
1942,1.71432964179985e-06,3.034211770724937e-09
1943,2.0845229755650507e-06,0.0
1944,2.345625944144558e-06,3.2131861615880553e-09
1945,2.2700012323184637e-06,0.0
1946,2.1466341877385275e-06,1.3921104269343232e-09
1947,1.937141632879502e-06,3.5762612871081956e-09
1948,2.0852280613326e-06,0.0
1949,1.825963522605889e-06,3.9268033269479474e-09
1950,1.804820840334287e-06,0.0
1951,1.812438313208986e-06,1.0661401761424827e-09
1952,1.903337079056655e-06,2.1089607837865287e-09
1953,1.5406573083964759e-06,0.0
1954,1.8988038164025056e-06,0.0
1955,1.5983690673238016e-06,7.508486277174597e-09
1956,1.8314397038921015e-06,0.0
1957,1.8836300341718015e-06,1.7670075402875796e-09
1958,1.9175060970155755e-06,8.272243445794913e-10
1959,1.7803467926569283e-06,4.650448914844674e-09
1960,1.9869712559739128e-06,4.844583401109048e-09
1961,1.8919837430075859e-06,4.86371165564492e-09
1962,2.0205472992529394e-06,6.341956404476434e-10
1963,1.8732156377154752e-06,7.759263453976928e-09
1964,1.8355332258579438e-06,3.6503808864551957e-09
1965,1.5770428944961168e-06,1.6416130677043839e-09
1966,2.011237938859267e-06,2.769537488234164e-09
1967,1.9573433291952824e-06,3.451234853457663e-09
1968,1.93804589798674e-06,1.3474247273492779e-09
1969,1.5078635442478117e-06,1.8167031212712459e-09
1970,1.4909066976542817e-06,4.5987250119061684e-10
1971,1.7645256775722373e-06,1.541519245584766e-09
1972,1.5595646800647955e-06,3.0780880067027283e-09
1973,1.4637555523222545e-06,3.307922213924286e-09
1974,1.1386157439119415e-06,1.6876715580593782e-09
1975,1.1554324146345607e-06,1.1422960355389478e-09
1976,1.1027107120753499e-06,5.713526873840635e-10
1977,1.258806719306449e-06,0.0
1978,1.327128074990469e-06,0.0
1979,1.5654028402423137e-06,4.681578680276743e-09
1980,1.4229932503440068e-06,1.7055452605774235e-09
1981,1.447285740141524e-06,1.8976649140967083e-09
1982,1.3935842844148283e-06,1.8622506869903077e-09
1983,1.5175704675129964e-06,6.315316047889041e-10
1984,1.4033601019036723e-06,5.799008495621649e-10
1985,1.4822335288044997e-06,6.015558051686298e-10
1986,1.446469354959845e-06,1.1988970927134801e-09
1987,1.4140430266706971e-06,1.2221633705067347e-09
1988,1.3072486808596295e-06,0.0
1989,1.5042943459775415e-06,1.6464366536794728e-09
1990,1.3741497468799935e-06,1.089730194969718e-09
1991,1.3991317473482923e-06,0.0
1992,1.4766650338060572e-06,2.2039777225479895e-09
1993,1.5471006236111862e-06,1.1078414852150331e-09
1994,1.4057679891266162e-06,0.0
1995,1.4917162616256974e-06,1.6267352465071383e-09
1996,1.3868364021618618e-06,1.067618438099771e-09
1997,1.4140143775875913e-06,3.3564262480467733e-09
1998,1.4943317410143209e-06,2.3840645013706308e-09
1999,1.3596348935607239e-06,3.1991408688814005e-09
2000,1.3969815881864633e-06,2.2090157481002848e-09
2001,1.3993590073368978e-06,8.762423564512289e-10
2002,1.6688072719261982e-06,2.6287327870022636e-09
2003,1.6401008906541392e-06,2.5001538617175356e-09
2004,1.7337258668703726e-06,2.2023955992267474e-09
2005,1.582617642270634e-06,1.3511248786457486e-09
2006,1.965056981134694e-06,1.2353669198716943e-09
2007,3.0162314033077564e-06,5.59227120167094e-09
2008,3.3884962249430828e-06,1.7029758436759579e-09
2009,3.812646809819853e-06,9.53638501499654e-10
2010,5.382289600674994e-06,2.3618964561933353e-09
2011,5.742458597524092e-06,2.2943831279320648e-09
2012,7.177186034823535e-06,1.3617011129785084e-09
2013,8.037142833927646e-06,1.952387529424726e-09
2014,8.458228876406793e-06,8.661780875884872e-10
2015,9.086628779186867e-06,1.994917786518613e-09
2016,9.488187060924247e-06,1.86420612280358e-09
2017,8.571190846851096e-06,1.2578056374223934e-09
2018,1.0049649972643238e-05,1.5488800242380307e-09
2019,9.264932486985344e-06,1.7856914835689963e-09
