year,certaines_DET oies_NOUN,certaines_DET voies_NOUN
1858,0.0,2.6915218498402282e-08
1859,0.0,4.786642882059766e-08
1860,0.0,3.3871162319343284e-08
1861,0.0,2.0750240636857598e-08
1862,0.0,4.021007882215599e-08
1863,0.0,4.894728444782004e-08
1864,0.0,7.527722800659831e-08
1865,0.0,5.742350017712283e-08
1866,0.0,3.989802621617855e-08
1867,4.85281148598915e-10,3.785193136707221e-08
1868,0.0,5.335063946176888e-08
1869,0.0,3.90681549333749e-08
1870,0.0,4.472558190471432e-08
1871,0.0,6.585129597169725e-08
1872,7.256807155187062e-09,4.5959779981785687e-08
1873,5.986004469882289e-10,7.602225782221694e-08
1874,2.3898436563030145e-09,6.392832074819665e-08
1875,0.0,4.806082642971887e-08
1876,0.0,3.748529264768763e-08
1877,6.184815992682502e-10,7.731020268408884e-08
1878,1.8117265465633636e-09,9.541759871112276e-08
1879,1.832797580370027e-09,5.315112971970848e-08
1880,0.0,6.35366790291414e-08
1881,2.091752326904839e-09,9.831236014168354e-08
1882,0.0,6.122954387954849e-08
1883,0.0,8.91026783467197e-08
1884,6.601696966868076e-10,7.988053596363898e-08
1885,0.0,8.379326432716994e-08
1886,0.0,9.938334555315009e-08
1887,0.0,7.051238526400994e-08
1888,0.0,6.911270045151241e-08
1889,0.0,8.269980344977057e-08
1890,0.0,1.120800077747397e-07
1891,0.0,6.62918905325327e-08
1892,0.0,8.399806339376426e-08
1893,2.463366621796581e-09,9.05287231844909e-08
1894,6.301539290376468e-10,8.822154828891371e-08
1895,1.2037228991346183e-09,1.0713134024342708e-07
1896,0.0,1.1381266062926443e-07
1897,0.0,1.130382401015595e-07
1898,0.0,1.307079959822488e-07
1899,1.6582735185011188e-09,1.2879257482723006e-07
1900,5.191053142894475e-10,1.3133364074047194e-07
1901,1.676621730339889e-09,1.3860072578530946e-07
1902,0.0,1.2619428924054432e-07
1903,5.400220270956879e-10,1.6794684754017908e-07
1904,0.0,1.273786143229927e-07
1905,0.0,1.2643859070848862e-07
1906,8.745113966313056e-09,1.1985949921466954e-07
1907,2.057137349353866e-09,1.5274244269392057e-07
1908,0.0,1.6256697144001464e-07
1909,0.0,1.4302557405088123e-07
1910,0.0,1.91320594034039e-07
1911,0.0,1.8727716977195996e-07
1912,0.0,1.6201300390150664e-07
1913,0.0,1.8189254769040986e-07
1914,0.0,2.15635148181903e-07
1915,0.0,1.6846489980792967e-07
1916,0.0,1.461332483909672e-07
1917,4.386569774084137e-09,1.447567976597952e-07
1918,0.0,1.5851198842398162e-07
1919,0.0,2.237507100155689e-07
1920,2.2716695191604686e-09,1.4993018604414488e-07
1921,7.572747429129834e-10,1.9764870451410843e-07
1922,2.951174193910333e-09,1.527232607045903e-07
1923,0.0,1.5605444314559236e-07
1924,0.0,1.5598865843458043e-07
1925,0.0,1.440761363546983e-07
1926,0.0,1.8836973758595832e-07
1927,0.0,1.3713546842542002e-07
1928,0.0,1.8167405135827153e-07
1929,0.0,1.960711455417652e-07
1930,0.0,1.586044113821572e-07
1931,0.0,1.4142642701386876e-07
1932,0.0,1.676809058270834e-07
1933,0.0,1.7550112585418276e-07
1934,0.0,1.6294948501638373e-07
1935,0.0,1.5798134533895336e-07
1936,0.0,1.5762129335072927e-07
1937,0.0,2.0775345310752868e-07
1938,0.0,1.413208359224427e-07
1939,1.5294050470515685e-09,1.4376407619920428e-07
1940,0.0,1.7243324434979002e-07
1941,0.0,1.1806010125070543e-07
1942,0.0,1.1530004462301235e-07
1943,8.709705845433291e-09,1.50968235246296e-07
1944,3.2131861615880553e-09,1.188878862024012e-07
1945,0.0,1.3071024218547223e-07
1946,0.0,1.294662670403568e-07
1947,0.0,1.0251949111861336e-07
1948,1.0871887834440486e-09,1.1959076751111297e-07
1949,0.0,1.8848656413439357e-07
1950,0.0,1.6697517124519834e-07
1951,0.0,1.791115460392234e-07
1952,1.0544803918932644e-09,2.1511399239670936e-07
1953,1.0773827385790469e-09,1.9392888983560397e-07
1954,2.9317608341017376e-09,2.1597304744602752e-07
1955,9.385607846468247e-10,1.4923117053200485e-07
1956,0.0,2.215169940811279e-07
1957,0.0,2.3501200008269052e-07
1958,8.272243445794913e-10,1.9026159758794847e-07
1959,7.750747821333448e-10,2.2554676348818248e-07
1960,6.920833350854139e-10,1.6471583563770764e-07
1961,2.08444772553662e-09,1.7370398808225218e-07
1962,0.0,1.6806184488515896e-07
1963,6.466053248388448e-10,1.6876399566712053e-07
1964,0.0,1.581831741148676e-07
1965,5.472043373977442e-10,1.7127496088065186e-07
1966,1.1078149508847446e-09,1.9885277824371883e-07
1967,0.0,1.853806210760922e-07
1968,4.4914158503495116e-10,1.6393668245129334e-07
1969,0.0,1.8712041782720235e-07
1970,0.0,1.9636556336521949e-07
1971,0.0,2.173542092975822e-07
1972,0.0,2.6061146618516773e-07
1973,0.0,2.0288589652750488e-07
1974,5.625571675160757e-10,1.9408222584615942e-07
1975,0.0,2.050421326060814e-07
1976,1.7140580066410394e-09,1.7369122407018267e-07
1977,5.876781838942691e-10,2.1391486004773697e-07
1978,0.0,1.6455438611728823e-07
1979,0.0,1.3869176918035464e-07
1980,1.7055452605774235e-09,1.7112302863608875e-07
1981,1.2651099057237047e-09,1.568736336388099e-07
1982,3.7245013739806154e-09,1.6511955447384707e-07
1983,0.0,1.452522715439386e-07
1984,5.799008495621649e-10,1.6179233330859688e-07
1985,0.0,1.6843562100632425e-07
1986,0.0,1.2708309427011955e-07
1987,0.0,1.6315881357087392e-07
1988,5.996553809062277e-10,1.583090201151549e-07
1989,5.488122178931576e-10,1.2787324710217263e-07
1990,0.0,1.5092763394619624e-07
1991,0.0,1.400890159430901e-07
1992,0.0,1.2838169816120626e-07
1993,5.539207426075166e-10,1.2906353141772797e-07
1994,2.1099706426497278e-09,1.455879736766974e-07
1995,0.0,1.2471636745559067e-07
1996,1.067618438099771e-09,1.3505373663846854e-07
1997,1.438468344439059e-09,1.3857244685056003e-07
1998,0.0,1.2873949195579826e-07
1999,0.0,1.2933668980252833e-07
2000,0.0,1.3386635355772114e-07
2001,0.0,1.349413203399763e-07
2002,0.0,1.4107533097273972e-07
2003,8.333845835650777e-10,1.3167476442532688e-07
2004,2.2023955992267474e-09,1.387509191985714e-07
2005,4.5037495954858286e-10,1.1574636715749875e-07
2006,0.0,1.474204545104385e-07
2007,1.5977917877663117e-09,1.4020623151367317e-07
2008,2.1287198670449925e-09,1.2431724005779188e-07
2009,0.0,1.034697789670247e-07
2010,9.447586046817946e-10,1.5777468931332805e-07
2011,0.0,1.0783600679076244e-07
2012,0.0,9.531907707582832e-08
2013,0.0,1.0515001225286369e-07
2014,6.496335691608124e-10,1.0545718254206804e-07
2015,4.433150790905671e-10,1.0639561676129006e-07
2016,1.4499380585064614e-09,8.927475292352938e-08
2017,0.0,1.0188225907370452e-07
2018,2.0651733656507076e-09,8.751171964860305e-08
2019,5.1019755087367e-10,9.107026421872888e-08
