year,belles_ADJ allées_NOUN,belles_ADJ vallées_NOUN
1884,1.9144920315739e-08,8.846274113238906e-08
1885,2.0626034213933053e-08,7.21911206369441e-08
1886,1.613365974151293e-08,6.711602651421344e-08
1887,2.546280519766242e-08,6.790081386043312e-08
1888,1.0779045211961602e-08,9.13048552320106e-08
1889,1.7542383545787743e-08,5.826577265111155e-08
1890,2.8839300725280737e-08,8.32407067719032e-08
1891,2.932141285327816e-08,5.2268603667471325e-08
1892,1.4417578242387208e-08,6.581937839200691e-08
1893,1.847524977449666e-08,7.513268229786263e-08
1894,1.7014155417882648e-08,8.570093257276312e-08
1895,1.444467478961542e-08,8.125129369318529e-08
1896,2.6536630670648265e-08,6.486732218036195e-08
1897,2.7968225069230357e-08,6.351118031489023e-08
1898,8.487532454637403e-09,7.072943475350257e-08
1899,1.9346524382513053e-08,7.95971288880537e-08
1900,1.6092265298084385e-08,5.2429637520390315e-08
1901,2.0119459875900247e-08,5.979950401524547e-08
1902,8.347482705062248e-09,5.794134949610452e-08
1903,1.1880484152015924e-08,4.590187074882124e-08
1904,1.3974025492302644e-08,6.019580212068831e-08
1905,1.651442893546573e-08,5.1091515018697464e-08
1906,1.9547901075611662e-08,5.19562632916859e-08
1907,1.902852098112362e-08,6.171411826016993e-08
1908,2.2592390180875555e-08,6.433919708115354e-08
1909,1.925344328412848e-08,5.170924666231258e-08
1910,2.778958396731923e-08,6.947395547740598e-08
1911,1.3300935464144459e-08,7.129301593522541e-08
1912,1.5628263128064646e-08,4.844761747335724e-08
1913,1.6439267724877027e-08,6.734796897944761e-08
1914,3.147469485043075e-08,4.419850796466562e-08
1915,4.712304768617059e-09,3.416420923940677e-08
1916,2.197492410260793e-09,3.955486249651585e-08
1917,1.315970976634162e-08,4.8252267959014716e-08
1918,1.1486376294556067e-08,2.1824114071478107e-08
1919,1.2890987832747669e-08,4.327688785110695e-08
1920,6.815008557481406e-09,4.543338860685253e-08
1921,1.6660044011018726e-08,3.256281289054641e-08
1922,1.1066902949607993e-08,3.172512208493572e-08
1923,7.431163684401554e-09,2.9724654737606215e-08
1924,6.445812328337297e-09,3.9964035636330664e-08
1925,1.9796720707176974e-08,5.609070896639423e-08
1926,2.0063049888108253e-08,4.56991671171636e-08
1927,1.7838759802657478e-08,3.6792442870137165e-08
1928,1.2568645679778001e-08,3.313552099371009e-08
1929,1.5596569369336066e-08,2.8965056131369238e-08
1930,1.575540586884472e-08,2.520864939015155e-08
1931,5.7026783295555106e-09,5.7026781519198266e-08
1932,1.53433514782364e-08,4.164623845781534e-08
1933,1.1470662641954732e-08,2.982372038218273e-08
1934,5.990790086229936e-09,4.073737258636356e-08
1935,1.4361940969820353e-08,2.8723881939640705e-08
1936,1.2124714565686645e-08,2.9099314957647948e-08
1937,1.0072894518486919e-08,2.6441348666139675e-08
1938,1.1668692678767911e-08,6.223302762009553e-08
1939,1.2235240376412548e-08,2.9058696782158222e-08
1940,2.2822046474857416e-08,4.057252667166722e-08
1941,0.0,3.5418032950929046e-08
1942,1.8205270180260413e-08,8.192371581117186e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,9.639558484764166e-09,2.5705489292704442e-08
1945,6.535512131478072e-09,1.3071024262956144e-08
1946,8.352662561605939e-09,2.3665876369705074e-08
1947,9.536696765621855e-09,2.622591566137089e-08
1948,1.195907639583993e-08,2.5005341797168512e-08
1949,2.0615717133409817e-08,3.6322930441201606e-08
1950,2.3397795700930146e-08,4.2541444145172136e-08
1951,2.1322803078760444e-08,2.4521224162299404e-08
1952,6.326882129314981e-09,2.6362009464264702e-08
1953,1.8315507332999914e-08,1.723812381726475e-08
1954,8.795282724349818e-09,3.713563856422297e-08
1955,2.1586897602787758e-08,1.783265446420046e-08
1956,5.232684952005684e-09,2.52913103793162e-08
1957,1.236905244894615e-08,2.2087593976038988e-08
1958,5.790570245522986e-09,1.9026160202884057e-08
1959,6.200598257066758e-09,2.1702094343822864e-08
1960,4.152500121534786e-09,1.6610000486139143e-08
1961,1.250668635321972e-08,3.126671543896009e-08
1962,1.5220695814832652e-08,3.297817485758969e-08
1963,1.2285501505004959e-08,3.103705381590771e-08
1964,9.125952438182594e-09,2.3727476872181796e-08
1965,8.20806533852192e-09,2.954903344232207e-08
1966,1.3293779410616935e-08,1.3293779410616935e-08
1967,8.874604162656397e-09,1.2818872185960117e-08
1968,6.737123747768692e-09,2.919420261093819e-08
1969,7.72098829315837e-09,2.7704722072030563e-08
1970,5.978342709767048e-09,2.207388050123882e-08
1971,1.0276794526475896e-08,2.4150468291850302e-08
1972,2.205963234302999e-08,3.693705608043274e-08
1973,1.8193572870472963e-08,1.929621262775072e-08
1974,5.06301445213353e-09,1.7439271360331077e-08
1975,4.569184142155791e-09,1.2565256390928425e-08
1976,8.570290255249802e-09,1.8283285996290033e-08
1977,9.990529292736028e-09,1.8218024422367307e-08
1978,1.6039596317796168e-08,2.316830638449119e-08
1979,1.462993370893173e-08,9.948355028654987e-09
1980,5.6851505725319385e-09,1.2507331170752423e-08
1981,6.958104314946922e-09,2.213942273954217e-08
1982,9.311253101884631e-09,1.8001756529884005e-08
1983,5.052252838311233e-09,1.326216381158929e-08
1984,4.059305780401701e-09,1.275781880138993e-08
1985,7.218669662023558e-09,1.7445119127046382e-08
1986,1.2588419195935785e-08,2.1580147446798037e-08
1987,1.1610551631235921e-08,1.4665960890170027e-08
1988,8.395175221664886e-09,1.5591039570495013e-08
1989,1.0427432250992297e-08,1.5915555096057687e-08
1990,1.5256222951620657e-08,1.961514328741032e-08
1991,8.20605094986604e-09,1.1136783939491579e-08
1992,8.815910668147353e-09,2.2039776226279173e-08
1993,4.985286850001103e-09,1.2740176913439427e-08
1994,8.967375286772494e-09,1.2659823411809157e-08
1995,3.253470381991974e-09,2.0063067651676647e-08
1996,7.473328622609188e-09,8.007138063703678e-09
1997,6.233362714880286e-09,1.4384683666435194e-08
1998,5.72175506974304e-09,1.4304387896402204e-08
1999,1.0054442611817649e-08,2.2851006420410158e-08
2000,1.0161472552283612e-08,1.590491294223284e-08
2001,6.571817756650944e-09,1.8839211080035057e-08
2002,5.6955880012310445e-09,2.1906107150471144e-08
2003,1.583430631058036e-08,1.0417307017007715e-08
2004,8.80958239690699e-09,1.6297727611913615e-08
2005,9.457874483587148e-09,2.0717248361279417e-08
2006,7.823991232669414e-09,2.182481573242967e-08
2007,4.7933754743212376e-09,1.0385647009059085e-08
2008,1.1069342775726909e-08,1.8732734474724566e-08
2009,1.1443662017995848e-08,2.145686650578682e-08
2010,1.0392344762522043e-08,2.0312310056169736e-08
2011,1.185431308670104e-08,3.135657067332431e-08
2012,1.5319137958158535e-08,3.063827591631707e-08
2013,1.1156499724052082e-08,2.621777461797592e-08
2014,9.094869746206768e-09,2.2087540685333806e-08
2015,1.5959342292148904e-08,3.2805317573547654e-08
2016,2.050626690675017e-08,5.67547182583894e-08
2017,5.7859059765519305e-09,3.949509874701107e-08
2018,1.523065407127433e-08,2.090988004965766e-08
2019,1.3520234709574197e-08,3.698932360407525e-08
