year,leurs_DET allées_NOUN,leurs_DET vallées_NOUN
1869,4.639343076373592e-08,1.8166690740617497e-07
1870,4.300536504686647e-08,2.0241192144609954e-07
1871,2.6552943177549082e-08,1.1789507059489779e-07
1872,4.5959778094406545e-08,1.4453140262382647e-07
1873,2.573981916498269e-08,1.5563611704960678e-07
1874,3.9432419274287867e-08,9.917851034879632e-08
1875,3.547346949517305e-08,1.2358498235887083e-07
1876,3.083467703390852e-08,1.8742646012981368e-07
1877,2.8450154232473324e-08,1.3668443898939842e-07
1878,5.4955706429993256e-08,1.564123945363427e-07
1879,6.659164597522249e-08,1.942765410767322e-07
1880,6.417846520889725e-08,2.291171152801752e-07
1881,5.2293806618308736e-08,1.9592746497432145e-07
1882,4.592215674392719e-08,1.7304001342921538e-07
1883,3.791603475633565e-08,1.2765064194564246e-07
1884,3.6969504790818064e-08,1.6240174982584676e-07
1885,6.445635847285303e-08,1.2955727912711268e-07
1886,5.2918402992929714e-08,1.6585402673463534e-07
1887,5.8760320276185496e-08,1.5342973380683134e-07
1888,4.818867216371814e-08,1.312507276196584e-07
1889,5.951879877841293e-08,1.841950227898792e-07
1890,6.095579713205623e-08,1.6648142375785824e-07
1891,6.501704774564132e-08,1.3640830731631581e-07
1892,7.584899797130618e-08,1.6235446964607547e-07
1893,7.328515794213786e-08,1.7120398010384008e-07
1894,3.7179082035265765e-08,1.7392248286007828e-07
1895,5.47693905783575e-08,1.5227094318781553e-07
1896,7.430256665497126e-08,1.6688592219260556e-07
1897,5.826713622703039e-08,1.8587215688814496e-07
1898,5.262269975325751e-08,1.4938057413260708e-07
1899,6.633093896368791e-08,1.3266188503280318e-07
1900,4.8795898210940436e-08,1.6559459858900283e-07
1901,4.470991049609907e-08,1.1792239384966763e-07
1902,3.6827130234229344e-08,1.3355972489081935e-07
1903,6.318258050086456e-08,1.4796603053923718e-07
1904,5.697102611890159e-08,1.4081517374364694e-07
1905,6.554164322380984e-08,1.734015095955499e-07
1906,6.224463050541473e-08,1.887915718756794e-07
1907,5.708556116701402e-08,1.429710421163577e-07
1908,6.433919907955499e-08,2.0873403827614823e-07
1909,7.536347412795408e-08,1.650295102240129e-07
1910,6.787071660241395e-08,2.0094006192294955e-07
1911,9.417062085681493e-08,1.9259753725187068e-07
1912,8.803922035838241e-08,1.4013342664043194e-07
1913,8.537813744879941e-08,1.7022597287308372e-07
1914,6.763711324353494e-08,1.788030559168874e-07
1915,8.482148672328549e-08,2.108756331775652e-07
1916,1.1866459304066268e-07,1.406395124803339e-07
1917,9.102132025873289e-08,1.7107621419487629e-07
1918,1.263501383519383e-07,1.8607928975455934e-07
1919,7.182121841697864e-08,1.3535536652620195e-07
1920,7.875120999756291e-08,1.241845968280586e-07
1921,6.815472364252173e-08,1.3403762610941783e-07
1922,8.263287476495407e-08,1.2690049178143425e-07
1923,6.157249821114874e-08,1.0722107335325859e-07
1924,6.83256118350073e-08,9.797634648034403e-08
1925,5.389107116116065e-08,1.693719466899779e-07
1926,6.799144358637932e-08,1.3486827055153583e-07
1927,6.912519401325312e-08,1.839622126853513e-07
1928,7.769707699445405e-08,1.5996457469746872e-07
1929,7.798284173965442e-08,1.0137769468343549e-07
1930,6.932378449064913e-08,1.533526049479761e-07
1931,5.930785462737731e-08,1.2203731269977425e-07
1932,4.712600820688806e-08,1.1617108797157272e-07
1933,6.194157875505368e-08,1.250302181787788e-07
1934,5.391711077606942e-08,1.4737343256854274e-07
1935,5.984141893122796e-08,1.2806064297876674e-07
1936,7.759817277630532e-08,1.1882220096737228e-07
1937,8.310137911138327e-08,1.447978652535653e-07
1938,6.74191168448246e-08,1.5687909549200185e-07
1939,7.18820363232453e-08,1.330582453107354e-07
1940,8.114505334333444e-08,2.003268460004648e-07
1941,1.4757512545315876e-07,2.2431419388624363e-07
1942,6.978687383529802e-08,2.0936061195797606e-07
1943,5.516146917017295e-08,2.7580733785725897e-07
1944,1.0603514333240582e-07,1.542329339798698e-07
1945,7.189063344625879e-08,1.4595976516318387e-07
1946,8.074240653854758e-08,1.475636981496109e-07
1947,9.179070326048588e-08,9.536696943257539e-08
1948,6.305694610908574e-08,1.3263702669519262e-07
1949,7.657266332117274e-08,1.3743811178024146e-07
1950,8.401935369661828e-08,1.435773799851603e-07
1951,8.102665027820422e-08,1.3433365597670388e-07
1952,7.27591498161928e-08,1.9086095015552473e-07
1953,6.572034394469739e-08,1.3036330726023948e-07
1954,8.599831691213922e-08,1.006571253014954e-07
1955,6.569925403709931e-08,1.0981160869505402e-07
1956,7.936238799466366e-08,1.1424695700590348e-07
1957,7.421431436060999e-08,1.0248643622645659e-07
1958,6.70051740758737e-08,1.3649202196264199e-07
1959,5.968075678097762e-08,1.0075972145529022e-07
1960,6.021125131816518e-08,1.1419375006704868e-07
1961,7.851419736581988e-08,9.380014986959395e-08
1962,6.21511745402259e-08,8.054284283964819e-08
1963,5.043521600356371e-08,1.0022382412877562e-07
1964,6.205647684609517e-08,7.483281139197828e-08
1965,6.128688534445814e-08,8.809989771041415e-08
1966,5.7052468638296716e-08,9.305645876089841e-08
1967,7.691323511416215e-08,8.775997478727149e-08
1968,5.9286689224613554e-08,8.039634191714384e-08
1969,6.49471336711116e-08,7.448482697292036e-08
1970,5.012610274079954e-08,6.162291513178708e-08
1971,4.7273257641755606e-08,7.347908637100886e-08
1972,6.463984902893571e-08,5.8483674736375946e-08
1973,6.174788169666101e-08,6.285052633892008e-08
1974,6.638174832040988e-08,6.188128809370141e-08
1975,6.054168677493976e-08,7.025120929426976e-08
1976,4.856497937133497e-08,7.313314687174e-08
1977,4.995264735185856e-08,6.170620814316408e-08
1978,5.6435616291317103e-08,7.782174749060289e-08
1979,4.798618180590353e-08,5.969012761841697e-08
1980,7.902359344669208e-08,6.992735113175996e-08
1981,5.6929947200856645e-08,5.6929947200856645e-08
1982,6.455802048499493e-08,6.145427267068015e-08
1983,4.5470274101511166e-08,5.431171967718029e-08
1984,5.567048200205704e-08,8.060621847771898e-08
1985,5.654624724016344e-08,5.474157982465755e-08
1986,7.732886064815148e-08,5.8146510772960625e-08
1987,7.21076367504736e-08,5.3775188080251723e-08
1988,7.615623287549056e-08,6.956002240876558e-08
1989,6.969914956300727e-08,6.64062795863174e-08
1990,7.137732449535861e-08,9.153733426803257e-08
1991,5.8028504668072856e-08,6.857914175428803e-08
1992,8.264916484534979e-08,4.1875574230409995e-08
1993,6.979401456774781e-08,6.093128074313725e-08
1994,7.279398728243791e-08,8.334384005159734e-08
1995,5.856246931834619e-08,5.693573451592826e-08
1996,6.405710273327259e-08,5.231330346688878e-08
1997,6.377209649244264e-08,5.514128731398671e-08
1998,4.720447988049159e-08,4.3866789423141483e-08
1999,5.210029208058131e-08,4.433095215916616e-08
2000,5.743441011674122e-08,3.88786766114535e-08
2001,5.78319951927142e-08,5.12601794344647e-08
2002,7.229015652754356e-08,4.731719210893104e-08
2003,6.00036904607748e-08,7.250445976936248e-08
2004,5.9464680512988366e-08,3.1274017153748446e-08
2005,5.224349663990324e-08,3.1976621683860174e-08
2006,6.05329826264267e-08,4.529678743203647e-08
2007,6.351222214817653e-08,4.5936514703193154e-08
2008,7.067349860889749e-08,4.001993181290686e-08
2009,6.055604639954026e-08,3.814554139225379e-08
2010,8.12492428892142e-08,3.212179278122562e-08
2011,9.71288884876742e-08,3.479814547624471e-08
2012,1.0417013207586479e-07,3.710635632092618e-08
2013,1.0487110335688499e-07,3.848992552457631e-08
2014,1.14552051622141e-07,4.395853847594111e-08
2015,1.2146833139325963e-07,4.2558248841695345e-08
2016,1.039812675962537e-07,5.178350281909161e-08
2017,1.0364318381306248e-07,3.119358105152514e-08
2018,1.0842160236279597e-07,4.878972126309833e-08
2019,9.770283382337652e-08,3.6989321439140355e-08
