year,mêmes_ADJ ans_NOUN,mêmes_ADJ vents_NOUN
1800,0.0,1.2576657582030748e-07
1801,1.4287095950749062e-08,1.4048977448055666e-07
1802,0.0,8.951360541686881e-08
1803,0.0,1.0531832117521844e-07
1804,2.4718509461507665e-09,7.662737999680758e-08
1805,0.0,5.970043304159844e-08
1806,0.0,1.4696512096179504e-07
1807,5.693910232196231e-09,2.9608332852149033e-07
1808,0.0,1.5862518409903714e-07
1809,4.518061036407062e-09,6.09938268780752e-08
1810,2.3401267590372754e-09,1.3338723192646285e-07
1811,2.5070767684098882e-09,2.3065106802278024e-07
1812,0.0,6.401299401659344e-08
1813,2.8757416448144113e-09,1.35159851311073e-07
1814,0.0,8.496028414128887e-08
1815,0.0,4.045835311217161e-08
1816,2.3176038865813098e-09,1.0197457100957763e-07
1817,0.0,7.7843672841027e-08
1818,5.960588467246453e-09,5.96058882251782e-08
1819,1.035105001712111e-09,3.1053151161586356e-08
1820,1.0679833017945839e-08,1.18664814863223e-07
1821,4.930744257336528e-09,5.621048160264763e-08
1822,1.0025615893027862e-09,8.822541985864518e-08
1823,1.9765373782121287e-09,4.348382276475604e-08
1824,8.421112696055388e-10,7.747424035642325e-08
1825,1.7610886082763955e-09,6.339919167430708e-08
1826,2.642395191543301e-09,4.932471142637951e-08
1827,1.8434546111834038e-09,1.0415518403306123e-07
1828,1.8344602503717056e-09,7.33784091266898e-08
1829,8.57317605795771e-10,6.086955295359076e-08
1830,2.0873671680021744e-09,8.662573947049168e-08
1831,1.5591206103948707e-09,4.5214498811674275e-08
1832,1.3529969367098715e-09,4.6001897402447867e-08
1833,1.1583628500844156e-09,1.0656938087549861e-07
1834,9.334530925997342e-10,8.214387037241977e-08
1835,1.5126175867408165e-09,3.6302822081779595e-08
1836,1.3441500135158435e-09,5.443807538085821e-08
1837,2.7831562610103333e-09,6.401259611266141e-08
1838,3.1560809521380406e-09,5.23909449157145e-08
1839,6.9914751765765e-10,2.7266752411492234e-08
1840,1.2739377330817092e-09,6.11490094115652e-08
1841,1.2841097074556274e-09,4.1091510638580075e-08
1842,2.0124795163667386e-09,7.71450459069456e-08
1843,3.544146642830981e-09,7.088293330070883e-08
1844,1.6465683816413446e-09,1.0757580071185657e-07
1845,1.674068439427856e-09,5.1896119401817487e-08
1846,5.854501328173001e-10,6.557041842825129e-08
1847,2.1572894581822766e-09,2.3730184040005042e-08
1848,0.0,4.907585093860689e-08
1849,0.0,7.792856138166826e-08
1850,6.788996032014438e-10,5.838536765168101e-08
1851,1.9348316282474798e-09,4.51460699935069e-08
1852,4.557381805270211e-09,4.166749079104193e-08
1853,3.5831591027601917e-09,4.777545470346922e-08
1854,6.754363734984281e-09,5.351534326791807e-08
1855,2.653468555990912e-09,3.078023524949458e-08
1856,2.5885946164372342e-09,4.40061072026765e-08
1857,1.9526036343364694e-09,2.4895696171256532e-08
1858,2.446837954472869e-09,5.431980554249094e-08
1859,1.5276520048956854e-09,3.360834455179429e-08
1860,3.661747072225552e-09,6.179197953315452e-08
1861,2.3579819208308095e-09,6.036433575218325e-08
1862,1.8071945051545413e-09,4.9697849391350246e-08
1863,3.4962345241140724e-09,6.393114659886123e-08
1864,2.8768367688059016e-09,3.2604148714199255e-08
1865,3.765475597994339e-09,5.883555331820389e-08
1866,9.731225825149181e-10,4.379051787850585e-08
1867,9.7056229719783e-10,3.785192959071537e-08
1868,2.9639244392143382e-09,2.420538258718352e-08
1869,4.8835191446272574e-09,4.102156125895817e-08
1870,4.587239033071455e-09,2.695002976338401e-08
1871,4.248470908407853e-09,4.142259157902117e-08
1872,1.2094678591978436e-09,4.5959779981785687e-08
1873,5.986004469882289e-10,2.573981916498269e-08
1874,0.0,2.4495896866483235e-08
1875,1.716458086775674e-09,2.574687130163511e-08
1876,6.04601479992084e-10,3.929909553335165e-08
1877,1.2369631985365004e-09,3.401648740464225e-08
1878,6.039088673581716e-10,2.8383716710322915e-08
1879,5.498392741110081e-09,4.3376211067425174e-08
1880,6.417846254436199e-10,5.519347823224052e-08
1881,0.0,4.183504387356152e-08
1882,0.0,4.1263387373646765e-08
1883,1.8958017378167824e-09,2.211768546089843e-08
1884,1.3203393933736152e-09,5.149323811792783e-08
1885,1.9336907075562237e-09,1.933690718658454e-08
1886,1.2906927748801422e-09,2.5813855941692054e-08
1887,0.0,3.4603299781110763e-08
1888,0.0,2.282621380800265e-08
1889,2.5060546970934183e-09,1.1903759755682586e-08
1890,6.554386478008212e-10,2.1629475099871343e-08
1891,5.0993759215245404e-09,5.290602800300803e-08
1892,1.8805537127519756e-09,4.2625885043889866e-08
1893,4.310891532632866e-09,2.4017824173938607e-08
1894,6.301539290376468e-10,3.843938856107343e-08
1895,3.611168697403855e-09,3.7315409429083957e-08
1896,2.94851448812139e-09,1.2973464080801023e-08
1897,4.07869948926276e-09,4.0204323425996336e-08
1898,4.52668391659472e-09,2.546259736391221e-08
1899,2.7637891975018647e-09,2.2110313580014918e-08
1900,3.114631885736685e-09,2.0245106924221545e-08
1901,1.1177477832191585e-09,1.620734302321125e-08
1902,1.4730852093691738e-09,2.0623192042990013e-08
1903,2.1600881083827517e-09,1.3500550899436803e-08
1904,5.374625189347171e-10,1.7736262236667244e-08
1905,6.708986699521802e-09,2.0126959654476195e-08
1906,1.5432553568395235e-09,2.572092228092515e-08
1907,1.5428530120153994e-09,1.7485668024619372e-08
1908,1.4734167219643268e-09,2.6030361865991836e-08
1909,1.1001967115120692e-09,1.7053048750881317e-08
1910,2.137660271017694e-09,1.60324518105881e-08
1911,2.128149656499545e-09,3.1922244403403965e-08
1912,1.5628263683176158e-09,2.81308754068732e-08
1913,0.0,1.5378670781274195e-08
1914,3.348371913070025e-09,1.9420557606508737e-08
1915,0.0,2.8273827723523937e-08
1916,7.69122321386817e-09,9.888715624128963e-09
1917,4.3865698851064394e-09,3.947912929902486e-08
1918,0.0,1.722956355365568e-08
1919,2.762354567309444e-09,1.1970202606903513e-08
1920,5.300562211374427e-09,4.543339038320937e-09
1921,5.300923255902035e-09,6.815472630705699e-09
1922,3.688967686876765e-09,2.951174238319254e-08
1923,5.307974060286824e-09,8.492758496458919e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,2.1996355847875293e-09,2.74954441437103e-08
1926,0.0,1.4489979882625903e-08
1927,3.3447675740205796e-09,1.3379070296082318e-08
1928,3.4278122562625413e-09,7.998228745975666e-09
1929,1.1140406375176326e-09,2.6736975300423182e-08
1930,1.0503603542488804e-09,1.2604324695075775e-08
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,0.0,3.7262424257278326e-08
1933,5.735331320977366e-09,3.326492148403304e-08
1934,1.1981580172459871e-09,2.875579241390369e-08
1935,3.590485242455088e-09,1.6755597798123745e-08
1936,0.0,1.9399543305098632e-08
1937,1.2591118148108649e-09,2.6441348666139675e-08
1938,2.5930428915188486e-09,1.2965214679638848e-08
1939,4.588215141154706e-09,2.4470480752825097e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,3.3376331032286544e-08
1943,0.0,0.0
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,2.6142048525912287e-08
1946,1.3921104269343232e-09,2.3665876369705074e-08
1947,0.0,1.0728784083369192e-08
1948,4.348755133776194e-09,1.195907639583993e-08
1949,1.9634016634739737e-09,1.9634017078828947e-08
1950,2.1270722960764488e-09,1.701657836861159e-08
1951,1.0661401761424827e-09,1.8124383771578323e-08
1952,1.0544803918932644e-09,1.5817205323287453e-08
1953,2.1547654771580937e-09,2.0470272588113403e-08
1954,2.9317608341017376e-09,1.8567819282111486e-08
1955,2.815682353940474e-09,1.595553378308523e-08
1956,1.744228317335228e-09,6.104799332717903e-09
1957,2.6505113659425206e-09,1.236905244894615e-08
1958,4.136121778408608e-09,1.7371711180658167e-08
1959,4.650448914844674e-09,2.015194411342236e-08
1960,1.3841666701708277e-09,1.6610000486139143e-08
1961,6.948159270159238e-10,1.528595028332802e-08
