year,mêmes_ADJ ans_NOUN,mêmes_ADJ vents_NOUN
1962,6.341956404476434e-10,1.9660065575521912e-08
1963,6.466053248388448e-10,1.1638896069143811e-08
1964,2.433587276140514e-09,1.764350798794112e-08
1965,1.0944086747954884e-09,1.2585699593614663e-08
1966,2.769537488234164e-09,2.0494576702390077e-08
1967,1.972134178185314e-09,1.627010703941778e-08
1968,0.0,1.257596426995633e-08
1969,2.2708788738334817e-09,1.2262746373892242e-08
1970,1.8394900047624674e-09,1.2876429700270364e-08
1971,1.0276794970565106e-09,8.735275613958038e-09
1972,5.130146862875051e-10,7.69522046084603e-09
1973,0.0,9.37244681864513e-09
1974,1.1251143350321513e-09,1.2938814464291681e-08
1975,1.7134440533084216e-09,1.5420996035686585e-08
1976,5.713526873840635e-10,1.428381679602353e-08
1977,1.1753563677885381e-09,1.469195431980097e-08
1978,5.940591352171509e-10,6.534650598410963e-09
1979,4.096381456264453e-09,6.437170796402825e-09
1980,1.1370301367108482e-09,9.664756106531058e-09
1981,3.795329717171114e-09,8.223214109648325e-09
1982,1.2415004579935385e-09,1.0552754226011984e-08
1983,1.2630632095778083e-09,1.0104505676622466e-08
1984,2.8995042478108246e-09,3.479405208395292e-09
1985,6.015558051686298e-10,8.421781494405423e-09
1986,1.1988970927134801e-09,7.792831269171074e-09
1987,6.110816852533674e-10,1.2221633483022742e-08
1988,0.0,8.395175221664886e-09
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,2.1794604454505873e-09,1.0897301727652575e-08
1991,0.0,1.1722930182145319e-08
1992,1.65298330578878e-09,1.928480486412809e-08
1993,1.1078414852150331e-09,8.862731881720265e-09
1994,5.274926606624319e-10,6.329911705904578e-09
1995,5.422450821690461e-10,1.2471637056421514e-08
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,0.0,1.5343662340683295e-08
1998,0.0,9.536258005482523e-09
1999,9.140402323914998e-10,8.226361813967742e-09
2000,8.836062992401139e-10,1.192868470667463e-08
2001,0.0,1.1391150245287918e-08
2002,8.76244299341522e-10,9.200564754507923e-09
2003,8.333845835650777e-10,1.5000923170305214e-08
2004,1.7619165015858584e-09,1.0571499231559756e-08
2005,0.0,8.106749049829887e-09
2006,4.1178899179428186e-10,9.471146533712727e-09
2007,0.0,7.589511241690161e-09
2008,0.0,1.702975893635994e-08
2009,0.0,9.53638501499654e-09
2010,0.0,7.558068837454357e-09
2011,3.82397197240536e-10,8.030340836739924e-09
2012,0.0,8.851056776393307e-09
2013,5.578250084070646e-10,8.367375237128272e-09
2014,8.661780737106994e-10,1.1260315346817151e-08
2015,2.2165753954528356e-10,1.2634480128781433e-08
2016,2.0713400439298368e-10,1.5120782848043746e-08
2017,0.0,8.804639684001359e-09
2018,0.0,8.26069346260283e-09
2019,0.0,1.3265136544760026e-08
