year,quelques_DET oies_NOUN,quelques_DET voies_NOUN
1906,7.716276506641861e-09,4.989859014870035e-08
1907,1.131425531042396e-08,7.457123007981181e-08
1908,5.893666887857307e-09,5.0587308786376184e-08
1909,8.251475669407426e-09,6.216111536616609e-08
1910,1.0688301688155377e-08,6.626746884563772e-08
1911,3.7242618988742038e-09,6.331245017143772e-08
1912,6.772247651554153e-09,6.876435953984128e-08
1913,1.1136278676993072e-08,4.8257205120805224e-08
1914,2.678697486047099e-09,6.629776549971211e-08
1915,2.3561523843085297e-09,3.887651400802383e-08
1916,0.0,4.2851103110308486e-08
1917,2.1932848870420685e-09,5.592876561877347e-08
1918,3.44591288836682e-09,7.466144680279285e-08
1919,7.366278753639932e-09,4.788081309214931e-08
1920,5.300562211374427e-09,7.420787184742039e-08
1921,1.5145494858259667e-09,4.619375776337975e-08
1922,1.180469710870824e-08,4.574319889538714e-08
1923,3.1847844361720945e-09,7.112685374011107e-08
1924,2.578324886925998e-09,4.640984840875717e-08
1925,3.299453377181294e-09,4.8391981977147225e-08
1926,7.802297030679028e-09,4.012609911008269e-08
1927,1.3379070296082318e-08,4.9056587680951225e-08
1928,0.0,5.370239530844145e-08
1929,4.4561625500705304e-09,6.461435830829032e-08
1930,3.1510810627466412e-09,5.987053697253941e-08
1931,4.5621426636444085e-09,6.044838851693157e-08
1932,8.767629400274757e-09,7.342889229988714e-08
1933,1.3764794637438627e-08,6.194157631256303e-08
1934,1.0783422155213884e-08,7.428579351653752e-08
1935,1.196828414151696e-08,6.58255636665217e-08
1936,2.424942913137329e-09,3.8799086610197264e-08
1937,5.0364472592434595e-09,5.162358496235697e-08
1938,6.482607117774819e-09,4.019216603978748e-08
1939,3.058810094103137e-09,5.199976982339649e-08
1940,1.5214697501875207e-08,6.085878823114399e-08
1941,1.1806010391524069e-08,7.37875680556499e-08
1942,1.2136847082899749e-08,6.068423519245414e-08
1943,1.4516176261025748e-08,2.3225881884414434e-08
1944,1.6065930807940276e-08,3.855823393905666e-08
1945,8.714016175304096e-09,4.574858447625729e-08
1946,2.7842208538686464e-09,4.733175273941015e-08
1947,5.960435700558264e-09,4.172304723937259e-08
1948,4.348755133776194e-09,6.196976043426616e-08
1949,1.0798709482173763e-08,5.4975244800914425e-08
1950,2.1270722960764488e-09,8.295581910289229e-08
1951,6.396841278899501e-09,4.69101659739124e-08
1952,6.326882129314981e-09,6.326882018292679e-08
1953,9.696444758233724e-09,6.033343269429281e-08
1954,5.863521668203475e-09,5.47262035688334e-08
1955,4.6928039232341234e-09,5.068228414728537e-08
1956,4.36057079333807e-09,6.279222031224663e-08
1957,2.6505113659425206e-09,5.742774655814742e-08
1958,6.617794590102477e-09,6.286905041008595e-08
1959,1.3176271185244559e-08,7.828255377262394e-08
1960,6.920833239831836e-09,5.6750832033714005e-08
1961,9.032606829162404e-09,6.531269836074216e-08
1962,2.5367825617905737e-09,4.502789119342765e-08
1963,8.405868778815773e-09,7.241979949057509e-08
1964,1.2776333657704697e-08,3.589541419657394e-08
1965,6.0192477668863376e-09,7.660860834590721e-08
1966,7.200797069728537e-09,5.4836839069594134e-08
1967,4.930335695263466e-09,6.310829459010847e-08
1968,7.635406917838594e-09,7.186265538194903e-08
1969,7.720988265402795e-09,6.721801237841163e-08
1970,4.59872487312829e-09,8.093756287408382e-08
1971,7.193756479395574e-09,8.118668226586578e-08
1972,2.5650733759263744e-09,6.925698237125744e-08
1973,2.7566018356850464e-09,8.545465668419183e-08
1974,4.500457340128605e-09,9.394704481024974e-08
1975,1.7134440533084216e-09,7.139350222118424e-08
1976,6.856232359631065e-09,1.034148384704281e-07
1977,2.3507127355770763e-09,1.2164938567593708e-07
1978,2.3762365408686037e-09,1.0277223161381244e-07
1979,5.851973350345929e-09,8.309802090877838e-08
1980,4.548120602354544e-09,1.2905292656739675e-07
1981,5.69299452024552e-09,1.012087933460748e-07
1982,9.932003885992913e-09,1.1359728979698502e-07
1983,2.526126308133314e-09,1.0357118007675581e-07
1984,5.219107646059484e-09,9.800324596298537e-08
1985,7.820225467192188e-09,1.0527226201872963e-07
1986,4.795588426365072e-09,9.471286954720881e-08
1987,3.055408426266837e-09,9.105117104724059e-08
1988,1.7989661427186832e-09,1.0374038250660078e-07
1989,6.036934285802431e-09,9.659095034919574e-08
1990,9.262707045820662e-09,9.698598546492576e-08
1991,6.447611611282156e-09,8.088822234242343e-08
1992,6.611932834577061e-09,1.0909689418525659e-07
1993,7.75489034099408e-09,8.585771782421148e-08
1994,4.2199412852994556e-09,9.81136372146807e-08
1995,4.337960546330066e-09,7.537206903052152e-08
1996,3.2028553142993132e-09,8.967994613584551e-08
1997,2.876936688878118e-09,7.719779926418369e-08
1998,5.2449422582867555e-09,9.4885769463815e-08
1999,7.769341975327748e-09,8.911892379614983e-08
2000,5.743440834038438e-09,8.968603992798307e-08
2001,4.381211921034023e-09,7.973805704608594e-08
2002,5.695587723675288e-09,8.324320477370861e-08
2003,5.000307723435071e-09,8.917214877612878e-08
2004,3.9643121285681815e-09,6.695282994684248e-08
2005,5.404499625605297e-09,6.89073695880893e-08
2006,2.4707338397433887e-09,7.45338089025438e-08
2007,5.991719120856942e-09,5.472436948039672e-08
2008,5.960415716543821e-09,5.790117874049372e-08
2009,6.675469732542183e-09,5.6264672920747216e-08
2010,9.919965127114239e-09,7.32187901419934e-08
2011,1.56782850591064e-08,7.189067119384163e-08
2012,1.3957436206801788e-08,5.140421621696589e-08
2013,1.3666712872506537e-08,5.6340326182180434e-08
2014,1.2776126934177512e-08,4.850597212779917e-08
2015,1.0639561565106703e-08,3.4356920308731276e-08
2016,1.5120782848043746e-08,4.370527606489816e-08
2017,7.798395401659164e-09,4.829973754283401e-08
2018,1.3165480483579017e-08,4.59501054983491e-08
2019,9.693753133532823e-09,3.5203629344948695e-08
