year,seules_ADJ îles_NOUN,seules_ADJ iles_NOUN,seules_ADJ villes_NOUN
1866,1.4596839292835284e-09,4.865612912574591e-10,5.984703932426783e-08
1867,1.0190904120577216e-08,4.85281148598915e-10,9.074757656435395e-08
1868,3.457911734727759e-09,0.0,8.496583348005515e-08
1869,1.0255390314739543e-08,9.767038289254515e-10,5.811387637777443e-08
1870,8.601073631098188e-09,5.160643912205387e-09,9.919904186972417e-08
1871,0.0,0.0,3.611200227737754e-08
1872,2.4189357183956872e-09,6.047339295989218e-10,5.744972497723211e-08
1873,0.0,0.0,7.48250528204153e-08
1874,5.974609140757536e-10,0.0,8.842421550525614e-08
1875,4.577221712764867e-09,1.716458086775674e-09,5.034943839632433e-08
1876,4.232210137899983e-09,6.04601479992084e-10,1.0399145367046003e-07
1877,3.710889595609501e-09,0.0,6.061119961486838e-08
1878,3.0195443923020093e-09,6.039088673581716e-10,8.092379033541874e-08
1879,1.221865053580018e-09,0.0,6.720257772485638e-08
1880,3.8507077526617195e-09,0.0,6.417846520889725e-08
1881,4.8807553554297556e-09,1.3945015142624584e-09,5.787181223126936e-08
1882,5.989846840748214e-09,0.0,9.38409314699129e-08
1883,5.0554711528150165e-09,0.0,8.151947383794322e-08
1884,1.3203393933736152e-08,1.3203393933736152e-09,6.40364632431556e-08
1885,2.2559724754955823e-08,0.0,4.7053141827291256e-08
1886,4.5174246565693466e-09,1.9360391623202133e-09,5.8726520535401505e-08
1887,5.876032105334161e-09,6.528924623161458e-10,4.309090329002174e-08
1888,6.340614699951175e-09,6.340614699951175e-10,6.340614788769017e-08
1889,7.51816386923565e-09,6.265136742733546e-10,8.395283401796405e-08
1890,6.554386478008212e-10,0.0,6.816561892719619e-08
1891,8.92390783491237e-09,0.0,7.840290550120699e-08
1892,1.2537024751679837e-08,3.1342561879199593e-09,5.5162907131034444e-08
1893,1.847525021858587e-09,6.158416554491453e-10,6.281585029910275e-08
1894,1.2603078580752936e-09,0.0,8.002955098618258e-08
1895,1.2037228991346183e-09,6.018614495673091e-10,4.995450098022047e-08
1896,4.1279202278587945e-09,0.0,5.425266635938897e-08
1897,4.661370844871726e-09,1.1653427112179315e-09,5.9432476717802274e-08
1898,1.0750873968845553e-08,5.6583548957434e-10,5.2056865484928494e-08
1899,2.2110313580014918e-09,0.0,4.698441813388854e-08
1900,2.595526460424935e-09,5.191053142894475e-10,7.47511634813236e-08
1901,2.794369402536745e-09,0.0,6.42704947040329e-08
1902,6.38336894454028e-09,1.9641135384773634e-09,4.615666782115113e-08
1903,1.0260418292773466e-08,2.1600881083827517e-09,8.316339261682515e-08
1904,8.061937784020756e-09,0.0,5.750849041419315e-08
1905,3.096455536422127e-09,5.160759042333041e-10,7.895961573467503e-08
1906,2.572092316910357e-09,0.0,3.9095802151223324e-08
1907,3.0857059130084963e-09,2.057137349353866e-09,5.3999855254005524e-08
1908,2.4556945366072114e-09,0.0,5.79543915080194e-08
1909,2.7504918342913243e-09,0.0,3.6306492035009796e-08
1910,3.740905363258662e-09,3.206490406526541e-09,5.825124205216525e-08
1911,4.788336838146279e-09,5.320374141248863e-10,5.905615196866165e-08
1912,2.6047106693738442e-09,5.209421227725386e-10,6.355493553655833e-08
1913,3.71209285532359e-09,0.0,5.3560196278112926e-08
1914,6.027069510139427e-09,0.0,7.098548593376108e-08
1915,1.1780761921542648e-09,0.0,6.832841847881355e-08
1916,1.0987462051303964e-09,0.0,3.735737053034427e-08
1917,1.0966424213165737e-08,2.1932848870420685e-09,5.483212106582869e-08
1918,4.594550517822427e-09,1.1486376294556067e-09,4.824278221349232e-08
1919,3.6831393490643904e-09,0.0,3.591060959706738e-08
1920,0.0,0.0,3.180337415642498e-08
1921,1.5145494858259667e-09,0.0,3.0290991048786964e-08
1922,3.6889677978990676e-09,0.0,3.098733003525922e-08
1923,2.1231896241147297e-09,0.0,4.989495749896378e-08
1924,6.445812328337297e-09,1.289162443462999e-09,3.2229060309418855e-08
1925,3.299453377181294e-09,1.0998177923937646e-09,3.299453510408057e-08
1926,6.687683296036084e-09,0.0,4.124071395494866e-08
1927,0.0,0.0,3.2332753363562006e-08
1928,7.998228745975666e-09,0.0,3.6563331917705e-08
1929,6.684243825105796e-09,2.2280812750352652e-09,3.230717737778832e-08
1930,4.201441416995522e-09,1.0503603542488804e-09,5.2518018378577835e-08
1931,4.5621426636444085e-09,0.0,2.3951248095954725e-08
1932,1.0959536611565568e-09,2.1919073223131136e-09,3.06867029564728e-08
1933,1.261772819560747e-08,0.0,2.1794258842078307e-08
1934,1.9170528275935794e-08,0.0,5.152079296522061e-08
1935,1.196828414151696e-08,0.0,2.154291145473053e-08
1936,6.0623572828433225e-09,1.2124714565686645e-09,4.607391446143083e-08
1937,6.295559185076627e-09,1.2591118148108649e-09,2.6441348666139675e-08
1938,9.075650453382877e-09,0.0,2.5930429359277696e-08
1939,4.588215141154706e-09,0.0,4.5882153187903896e-08
1940,5.0715658339584024e-09,0.0,3.803674530900025e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09,3.246652724442356e-08
1942,9.102635090130207e-09,0.0,2.4273694165799498e-08
1943,1.1612940831184915e-08,0.0,4.064529335323641e-08
1944,6.4263723231761105e-09,0.0,9.639558484764166e-09
1945,4.357008087652048e-09,2.178504043826024e-09,3.485606470121638e-08
1946,1.3921104269343232e-08,1.3921104269343232e-09,4.454753366189834e-08
1947,5.960435700558264e-09,0.0,5.722018059373113e-08
1948,1.3046265401328583e-08,1.0871887834440486e-09,2.9354097819123126e-08
1949,0.0,1.9634016634739737e-09,5.2030145525350235e-08
1950,4.2541445921528975e-09,0.0,5.9558026066497405e-08
1951,3.1984206394497505e-09,0.0,2.5587365115598004e-08
1952,5.272402070488624e-09,1.0544803918932644e-09,2.2144087452602434e-08
1953,1.0773827163745864e-08,0.0,5.171437322815109e-08
1954,6.840775057526116e-09,0.0,4.0067398288101685e-08
1955,8.447047505910632e-09,0.0,3.848099083825218e-08
1956,9.593255967388359e-09,1.744228317335228e-09,2.0930739808022736e-08
1957,4.417518795207798e-09,1.7670075402875796e-09,5.8311247386200193e-08
1958,1.3235589513271862e-08,0.0,4.4670112941957996e-08
1959,6.975672928177801e-09,0.0,4.4954337141689393e-08
1960,4.152500121534786e-09,3.460416619915918e-09,4.014083287984249e-08
1961,5.55852741612739e-09,0.0,5.141637871020066e-08
1962,3.805173953708163e-09,3.170978202238217e-09,4.883306559122502e-08
1963,4.526237162849611e-09,1.9398159745165344e-09,6.53071410283701e-08
1964,6.083968440151466e-09,0.0,5.2322128851756133e-08
1965,7.1136563306595235e-09,2.73602163147757e-09,5.636204747361262e-08
1966,1.163205709531212e-08,1.1078149508847446e-09,5.5944653354345064e-08
1967,3.944268467392931e-09,4.930335584241163e-10,5.275459002973548e-08
1968,4.491415683816058e-09,8.982831700699023e-10,5.5244413488253485e-08
1969,4.995933444718048e-09,4.5417578031781147e-10,5.813449988067987e-08
1970,4.1388523719376735e-09,9.197450023812337e-10,4.414776100247764e-08
1971,3.083038491169532e-09,2.0553589941130213e-09,4.932861585871251e-08
1972,7.182205497002769e-09,2.0520587451500205e-09,6.156176368676824e-08
1973,1.2129047988196362e-08,1.102640756478479e-09,5.954260018370405e-08
1974,1.0688586016271984e-08,1.687671502548227e-09,6.581918654546826e-08
1975,6.8537762132336866e-09,5.711480177694739e-10,5.711480355330423e-08
1976,6.2848797277581525e-09,0.0,5.713526718409412e-08
1977,9.990529292736028e-09,0.0,7.110906352636448e-08
1978,7.72276909088987e-09,1.7821774056514528e-09,6.118808926203201e-08
1979,5.851973128301324e-09,0.0,5.500854882711792e-08
1980,9.664756106531058e-09,5.685150683554241e-10,7.16328969474489e-08
1981,2.5302198114474095e-09,2.5302198669585607e-09,5.123695245856652e-08
1982,3.7245013739806154e-09,1.8622506869903077e-09,3.600351305976801e-08
1983,8.209910973278056e-09,1.2630632095778083e-09,4.6101806816523094e-08
1984,9.858314165001048e-09,5.799008495621649e-10,5.335087749358536e-08
1985,2.4062232206745193e-09,1.2031116103372597e-09,5.414002401948892e-08
1986,8.392279760016663e-09,0.0,4.076250093021372e-08
1987,7.332980445085013e-09,4.277571630240118e-09,5.255302326645506e-08
1988,5.99655392008458e-09,5.996553809062277e-10,5.097070854276353e-08
1989,1.0976243913773942e-08,0.0,7.079677288857056e-08
1990,1.0352437129768077e-08,5.44865097484859e-10,5.285191306825254e-08
1991,5.8614650910726596e-09,5.861465202094962e-10,4.278869525364826e-08
1992,1.1019888113139586e-08,1.6529832502776287e-09,5.234446831536843e-08
1993,1.1632335983335906e-08,5.539207426075166e-10,6.425480592042732e-08
1994,1.0549853435293244e-08,0.0,4.589186275438806e-08
1995,1.4640617607142303e-08,0.0,5.259777324795323e-08
1996,9.074756945892659e-09,0.0,4.110330920070737e-08
1997,8.151320507465698e-09,0.0,5.322332796708906e-08
1998,5.72175506974304e-09,0.0,4.91117297940491e-08
1999,5.484241505371301e-09,4.570201161957499e-10,5.529943436499707e-08
2000,1.678851901942835e-08,3.534425307982758e-09,4.9040149718848625e-08
2001,1.4019877703219663e-08,0.0,5.432702465668626e-08
2002,1.3581786362237835e-08,0.0,4.5126579806265e-08
2003,1.2084076850271686e-08,4.1669229178253886e-10,3.2918691772465536e-08
2004,7.488145215006625e-09,0.0,5.109557932314601e-08
2005,1.306087415997581e-08,0.0,4.098412276221097e-08
2006,1.1941880373456115e-08,8.235779835885637e-10,4.117890028965121e-08
2007,9.586750948642475e-09,7.988958938831558e-10,3.9545348329284025e-08
2008,1.4049550856043425e-08,4.257439678578834e-10,4.768332573235057e-08
2009,6.198650481792356e-09,0.0,3.862236042095901e-08
2010,9.447585824773341e-09,0.0,4.2986517456711226e-08
2011,1.4531093661673822e-08,3.82397197240536e-10,4.015170418369962e-08
2012,7.489355802192676e-09,0.0,3.4042528795907856e-08
2013,1.2272150407000026e-08,2.789125042035323e-10,3.709536144924641e-08
2014,6.9294245896855955e-09,4.330890368553497e-10,2.425298539776577e-08
2015,1.1526192444932803e-08,0.0,2.9258794498332463e-08
2016,6.8354220061905835e-09,2.0713400439298368e-10,2.8791626860424913e-08
2017,7.2952728302766445e-09,2.515611330355938e-10,2.8677968444412727e-08
2018,5.937373259712331e-09,0.0,2.4007640320178325e-08
2019,7.397864543179367e-09,0.0,3.3673039467885246e-08
